ablation,D,chi2,delta_chi2
dc_only,1e-06,136.7854778647797,0.0
dc_only,1.4677992676220705e-06,136.7854778647797,0.0
dc_only,2.1544346900318822e-06,136.7854778647797,0.0
dc_only,3.162277660168379e-06,136.7854778647797,0.0
dc_only,4.641588833612782e-06,136.7854778647797,0.0
dc_only,6.8129206905796085e-06,136.7854778647797,0.0
dc_only,1e-05,136.7854778647797,0.0
dc_only,1.4677992676220675e-05,136.7854778647797,0.0
dc_only,2.1544346900318823e-05,136.7854778647797,0.0
dc_only,3.1622776601683795e-05,136.7854778647797,0.0
dc_only,4.641588833612772e-05,136.7854778647797,0.0
dc_only,6.812920690579608e-05,136.7854778647797,0.0
dc_only,0.0001,136.7854778647797,0.0
dc_only,0.0001467799267622069,136.7854778647797,0.0
dc_only,0.00021544346900318823,136.7854778647797,0.0
dc_only,0.00031622776601683794,136.7854778647797,0.0
dc_only,0.00046415888336127773,136.7854778647797,0.0
dc_only,0.0006812920690579609,136.7854778647797,0.0
dc_only,0.001,136.7854778647797,0.0
dc_only,0.0014677992676220691,136.7854778647797,0.0
dc_only,0.002154434690031882,136.7854778647797,0.0
dc_only,0.0031622776601683794,136.7854778647797,0.0
dc_only,0.004641588833612777,136.7854778647797,0.0
dc_only,0.006812920690579608,136.7854778647797,0.0
dc_only,0.01,136.7854778647797,0.0
dc_only,0.014677992676220676,136.7854778647797,0.0
dc_only,0.021544346900318822,136.7854778647797,0.0
dc_only,0.03162277660168379,136.7854778647797,0.0
dc_only,0.046415888336127725,136.7854778647797,0.0
dc_only,0.06812920690579609,136.7854778647797,0.0
dc_only,0.1,136.7854778647797,0.0
h1_free_boundary,1e-06,1117.879844004253,6.263670543937451
h1_free_boundary,1.4677992676220705e-06,1117.8773135468573,6.261140086541673
h1_free_boundary,2.1544346900318822e-06,1117.8736002277826,6.257426767466995
h1_free_boundary,3.162277660168379e-06,1117.8681517752225,6.251978314906864
h1_free_boundary,4.641588833612782e-06,1117.8601586936275,6.243985233311832
h1_free_boundary,6.8129206905796085e-06,1117.848435441045,6.23226198072939
h1_free_boundary,1e-05,1117.831247427279,6.215073966963473
h1_free_boundary,1.4677992676220675e-05,1117.8060605940575,6.189887133741877
h1_free_boundary,2.1544346900318823e-05,1117.769181290394,6.153007830078423
h1_free_boundary,3.1622776601683795e-05,1117.7152436613787,6.099070201063114
h1_free_boundary,4.641588833612772e-05,1117.6364917846488,6.020318324333175
h1_free_boundary,6.812920690579608e-05,1117.5218005703043,5.9056271099887
h1_free_boundary,0.0001,1117.3553997914019,5.739226331086229
h1_free_boundary,0.0001467799267622069,1117.1153499260936,5.499176465777964
h1_free_boundary,0.00021544346900318823,1116.7720607532915,5.155887292975876
h1_free_boundary,0.00031622776601683794,1116.287758101959,4.671584641643449
h1_free_boundary,0.00046415888336127773,1115.619271956997,4.003098496681332
h1_free_boundary,0.0006812920690579609,1114.7299054040654,3.1137319437498263
h1_free_boundary,0.001,1113.6237459002346,2.007572439918931
h1_free_boundary,0.0014677992676220691,1112.4322514529638,0.8160779926481609
h1_free_boundary,0.002154434690031882,1111.6161734603156,0.0
h1_free_boundary,0.0031622776601683794,1112.4015807169587,0.7854072566431114
h1_free_boundary,0.004641588833612777,1117.611357502706,5.995184042390292
h1_free_boundary,0.006812920690579608,1132.864459979375,21.24828651905932
h1_free_boundary,0.01,1167.1238005244284,55.50762706411274
h1_free_boundary,0.014677992676220676,1229.82369173888,118.2075182785643
h1_free_boundary,0.021544346900318822,1323.1016031842867,211.48542972397104
h1_free_boundary,0.03162277660168379,1435.4049985215363,323.7888250612207
h1_free_boundary,0.046415888336127725,1545.7913920317974,434.17521857148176
h1_free_boundary,0.06812920690579609,1636.886688446019,525.2705149857034
h1_free_boundary,0.1,1704.4080353576978,592.7918618973822
h1_fixed_boundary_phase,1e-06,1151.1189820015354,39.50280854122002
h1_fixed_boundary_phase,1.4677992676220705e-06,1151.102143435468,39.48596997515256
h1_fixed_boundary_phase,2.1544346900318822e-06,1151.0774331080163,39.4612596477009
h1_fixed_boundary_phase,3.162277660168379e-06,1151.0411747470364,39.425001286721
h1_fixed_boundary_phase,4.641588833612782e-06,1150.9879794125834,39.371805952268005
h1_fixed_boundary_phase,6.8129206905796085e-06,1150.9099525196048,39.29377905928936
h1_fixed_boundary_phase,1e-05,1150.795539430571,39.1793659702555
h1_fixed_boundary_phase,1.4677992676220675e-05,1150.6278516424322,39.01167818211684
h1_fixed_boundary_phase,2.1544346900318823e-05,1150.3822547348118,38.7660812744964
h1_fixed_boundary_phase,3.1622776601683795e-05,1150.0229254620929,38.40675200177748
h1_fixed_boundary_phase,4.641588833612772e-05,1149.4980115847625,37.881838124447086
h1_fixed_boundary_phase,6.812920690579608e-05,1148.7329972365105,37.11682377619513
h1_fixed_boundary_phase,0.0001,1147.622007937792,36.00583447747658
h1_fixed_boundary_phase,0.0001467799267622069,1146.0173904716405,34.401217011325116
h1_fixed_boundary_phase,0.00021544346900318823,1143.7197434343427,32.10356997402732
