C_dimensionless,conductance_m3_per_Pa_s,edge_u,edge_v,geometry_source,harmonic,length_m,radius_m
0.007022374874153725,9.056624861004321e-17,41126,40904,radius_adapted_m+length_true,2,7.096511913198846e-05,2.7510904446077875e-06
0.0036675229941008887,3.10416781281974e-16,41126,41139,radius_adapted_m+length_true,2,6.939003355463471e-05,3.7223106242796178e-06
0.002684646967891225,1.7399337206596432e-16,40620,40635,radius_adapted_m+length_true,2,4.6469624273361234e-05,2.9135837494398767e-06
0.001763575714570844,1.6968465729767439e-16,40620,40656,radius_adapted_m+length_true,2,3.482387285189502e-05,2.6939029799539667e-06
0.0016959231922636436,1.8015799835147863e-16,40621,40635,radius_adapted_m+length_true,2,3.461163424017482e-05,2.7303665396026004e-06
0.004618890198012459,2.2459428568521246e-16,41139,40881,radius_adapted_m+length_true,2,7.264818963825715e-05,3.472625214799056e-06
0.03252372092126198,1.8059444331070456e-17,41139,41197,radius_adapted_m+length_true,2,0.0001151953853250451,2.075089849294446e-06
0.007895947183387372,1.4085543908890502e-16,43703,41232,radius_adapted_m+length_true,2,8.890526902516176e-05,3.2503289813419023e-06
0.001486975550661498,3.9936271366222586e-16,43703,43393,radius_adapted_m+length_true,2,4.134203593922578e-05,3.4829070419258e-06
0.006758947657514313,1.8440332389617187e-16,43703,43724,radius_adapted_m+length_true,2,8.768172943283141e-05,3.4647468031458516e-06
0.01697183644087806,2.1570337741206865e-16,40123,40157,radius_adapted_m+length_true,2,0.0001706756938307641,4.256074243253329e-06
0.0031545775535352667,1.3885349714764854e-16,40635,40798,radius_adapted_m+length_true,2,4.7996903142064816e-05,2.7761603642062377e-06
0.006508492062609431,1.067908898079764e-16,41153,41217,radius_adapted_m+length_true,2,7.126863784004488e-05,2.8698566588348136e-06
0.012847739693438456,6.036452790167655e-17,40644,40656,radius_adapted_m+length_true,2,9.272821336967856e-05,2.6576663939704507e-06
0.0046393285230254995,1.4345726533646731e-16,40644,40904,radius_adapted_m+length_true,2,6.27496157586215e-05,2.992853401063231e-06
0.007484110231030565,3.278111658859698e-16,43724,43461,radius_adapted_m+length_true,2,0.00011368456417756663,4.26907073301041e-06
0.000869037704036718,9.915566050052756e-16,43724,43766,radius_adapted_m+length_true,2,3.913197074163823e-05,4.312353432936234e-06
0.0029160338292452135,1.4159485617765994e-16,40656,40828,radius_adapted_m+length_true,2,4.584348949450574e-05,2.757930550912729e-06
0.026593014622527784,4.380716977578928e-17,43730,41312,radius_adapted_m+length_true,2,0.00013534023211243557,2.6961563162358593e-06
0.0024692909405339587,3.4972452815186975e-16,43730,43734,radius_adapted_m+length_true,2,5.5465595031453965e-05,3.626097538321403e-06
0.003559234108529322,1.7950291112421756e-16,41171,41232,radius_adapted_m+length_true,2,5.6666754343292206e-05,3.0856879061937053e-06
0.0006142302387812857,4.129538394217441e-16,41171,41217,radius_adapted_m+length_true,2,2.318754491906522e-05,3.0394227428592003e-06
