harmonic_number_dir,lambda_b_dir,graph_path,b1_run_dir,b1_artifact_mode,model_name,model_label,harmonic_number,f0_hz,omega0_rad_s,omega_n_rad_s,D0,alpha,viscosity_pa_s,boundary_amplitude_scale,arterial_boundary_mode,venous_boundary_mode,pressure_solver_mode,lambda_q,lambda_k,lambda_b,use_observed_flow_snr_weighting,lstsq_backend,n_nodes,n_edges,boundary_mapping_count_total,boundary_mapping_count_active,arterial_boundary_count_total,arterial_boundary_count_active,phase_constraint_node_count,snr_weight_p10,snr_weight_p05_clip,snr_weight_p95_clip,snr_weight_median_clipped,complex_flow_rmse_nl_s,flow_amplitude_rmse_nl_s,flow_phase_rmse_deg,phase_eval_edge_count,phase_eval_amplitude_threshold_nl_s,kirchhoff_rms_per_internal_node_nl_s,common_arterial_pressure_phase_residual_deg,arterial_pressure_amplitude_difference_pa,arterial_pressure_phase_difference_deg,arterial_pressure_amplitude_min_pa,arterial_pressure_amplitude_max_pa,arterial_pressure_amplitude_mean_pa,global_pressure_amplitude_max_pa,pressure_amplitude_min_pa,pressure_amplitude_max_pa,pressure_amplitude_range_pa,pressure_phase_min_deg,pressure_phase_max_deg,pressure_phase_range_deg,harmonic_matrix_full_rank,harmonic_matrix_rank,harmonic_matrix_condition_number,harmonic_matrix_ones_residual_norm,gauge_applied,gauge_reason,direct_system_residual_norm,max_abs_kirchhoff_residual_m3_s,rms_kirchhoff_residual_m3_s,relative_direct_residual,relative_pressure_difference,matrix_rows,matrix_cols,min_singular_value,max_singular_value,net_boundary_injection_abs_nl_s,net_boundary_injection_abs_m3_s,runtime_seconds,solver_success,pressure_solver_backend,phase_iterations_used,phase_iteration_relative_change,phase_constraint_kind,arterial_antiphase_count,common_arterial_phase_deg,phase_constraint_amplitude_floor_pa,run_dir,abs_kL_mean,abs_kL_median,abs_kL_max,abs_kL_p05,abs_kL_p25,abs_kL_p75,abs_kL_p95,abs_kL_fraction_lt_0p01,abs_kL_fraction_lt_0p1,abs_kL_fraction_lt_1,rel_error_Ys_mean,rel_error_Ys_median,rel_error_Ys_max,rel_error_Yt_mean,rel_error_Yt_median,rel_error_Yt_max
2,0.1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,0.1,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.1827266171103865,0.1661466356499764,79.09069166479735,5411,4.131397240613581e-06,0.3269279549275918,1.79919459172848,0.5544466965349357,3.5983891834569603,0.144959003303821,0.6994056998387568,0.4221823515712889,1.3032532542835191,0.0459314588657298,1.3032532542835191,1.2573217954177895,-112.5373960025372,94.23429735821011,206.7716933607473,True,8776,,,False,,,,,,,19600,8776,,1861.479857582901,1.0018865721701768,1.0018865721701769e-12,11.1478845240199,True,torch_linalg_lstsq_real_mixed_cuda,6.0,0.0019713254642525,normalized_phase_only_real_rows,0,115.29428176887735,0.0004223141167943,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_0p1,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,1.0,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,1.0,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.1827268584791928,0.1661467885774799,79.095633488882,5411,4.131397240613581e-06,0.3269273309859708,0.436126761976602,0.5536426842084263,0.8722535239532041,0.1456002197842094,0.6992429039926358,0.4224215618884226,1.300777863175102,0.0441106358253392,1.300777863175102,1.2566672273497628,-113.52595111169248,93.91892756619168,207.44487867788416,True,8776,,,False,,,,,,,19600,8776,,1861.479857582901,1.0018865721701768,1.0018865721701769e-12,15.979683513985949,True,torch_linalg_lstsq_real_mixed_cuda,14.0,0.0019775905235402,normalized_phase_only_real_rows,0,115.52004138068102,0.0004224809634215,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_1,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,10.0,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,10.0,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.1827284765273535,0.1661471077784526,79.05120612807379,5411,4.131397240613581e-06,0.3269250515585788,0.1184732690880914,0.5440133548117841,0.2369465381761827,0.1500400905338641,0.6940534453456483,0.4220467679397562,1.2794741886320948,0.0272403344640383,1.2794741886320948,1.2522338541680564,-120.4435225687976,92.33515635880418,212.7786789276018,True,8776,,,False,,,,,,,19600,8776,,1861.479857582901,1.0018865721701768,1.0018865721701769e-12,7.916537830984453,True,torch_linalg_lstsq_real_mixed_cuda,2.0,0.0008284280396306,normalized_phase_only_real_rows,0,121.22474991784546,0.0004220048989754,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_10,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,100.0,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.1827285696581376,0.1661471586573733,79.05174814987382,5411,4.131397240613581e-06,0.3269249804117889,0.0122080726652827,0.5438087830577607,0.0244161453305655,0.1501479980956502,0.693956781153411,0.4220523896245306,1.2787817796556022,0.0268047978694062,1.2787817796556022,1.251976981786196,-120.6912379765388,92.27833676394172,212.9695747404805,True,8776,,,False,,,,,,,19600,8776,,1861.479857582901,1.0018865721701768,1.0018865721701769e-12,8.102688223996665,True,torch_linalg_lstsq_real_mixed_cuda,2.0,8.634520363371169e-05,normalized_phase_only_real_rows,0,121.3054239992954,0.0004220480862371,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_100,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,0.1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,0.1,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.2642355362857577,0.2416595489392527,87.61348006754369,5411,4.131397240613581e-06,0.1972866570224265,87.1268056597945,0.5719457676235841,174.25361131958897,0.0094061350359116,0.5813519026594957,0.2953790188477036,2.0644697282187856,0.0094061350359116,2.0644697282187856,2.055063593182874,-145.95524937698983,136.90428148113273,282.8595308581225,True,8776,,,False,,,,,,,19600,8776,,1057.1687262998469,1.0018865721701768,1.0018865721701769e-12,19.681680072972085,False,torch_linalg_lstsq_real_mixed_cuda,20.0,0.059512935645599,normalized_phase_only_real_rows,0,159.10639930524135,0.0002762233720332,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_0p1,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,1.0,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,1.0,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.2642704536515859,0.241687065424101,87.47841286754156,5411,4.131397240613581e-06,0.1972737798776806,2.74333803413608,0.4118163674999206,5.48667606827216,0.0356566089035568,0.4474729764034775,0.2415647926535171,2.034745903637252,0.0140991510474805,2.034745903637252,2.020646752589772,-150.95879566410375,145.33363362263407,296.29242928673784,True,8776,,,False,,,,,,,19600,8776,,1057.1687262998469,1.0018865721701768,1.0018865721701769e-12,19.14681881602155,False,torch_linalg_lstsq_real_mixed_cuda,20.0,0.0195894966417519,normalized_phase_only_real_rows,0,170.89872567831495,0.0002356301490921,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_1,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,10.0,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,10.0,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.26429054379765,0.2417006051354493,87.21440613235393,5411,4.131397240613581e-06,0.1972751882270077,0.2688616549159109,0.2107285314526887,0.5377233098318219,0.0880335439159263,0.2987620753686151,0.1933978096422707,2.0221752048066155,0.0113381232874667,2.0221752048066155,2.0108370815191488,-173.69393587437426,168.48155524175397,342.1754911161282,True,8776,,,False,,,,,,,19600,8776,,1057.1687262998469,1.0018865721701768,1.0018865721701769e-12,7.943782007001573,True,torch_linalg_lstsq_real_mixed_cuda,3.0,0.0017174330502336,normalized_phase_only_real_rows,0,-173.68786058967692,0.0001927761003259,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_10,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,100.0,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.2642916580000704,0.2417012733760301,87.19568286798754,5411,4.131397240613581e-06,0.1972755268172204,0.0265188060695709,0.1961754308491115,0.0530376121391419,0.0914642370051081,0.2876396678542197,0.1895519524296639,2.02176847714353,0.0089148654746831,2.02176847714353,2.012853611668847,-169.0926180167157,171.2886672949551,340.3812853116708,True,8776,,,False,,,,,,,19600,8776,,1057.1687262998469,1.0018865721701768,1.0018865721701769e-12,6.793387176992837,True,torch_linalg_lstsq_real_mixed_cuda,2.0,0.000880515718704,normalized_phase_only_real_rows,0,-172.61993492676672,0.0001891751717442,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_100,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,0.1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,taylor_ideal,Taylor-expanded ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,0.1,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.1827269104489,0.1661469535525557,79.08904449911005,5411,4.131397240613581e-06,0.3269277750892941,1.7723159438368576,0.5531827140912621,3.544631887673715,0.1440062829893211,0.6971889970805832,0.4205976400349522,1.3033842253192405,0.0459076622057037,1.3033842253192405,1.2574765631135367,-112.4388653359233,94.3972370254376,206.8361023613609,True,8776,,,False,,,,,,,19600,8776,,1861.4794894704696,1.0018865721701768,1.0018865721701769e-12,10.087769519013818,True,torch_linalg_lstsq_real_mixed_cuda,6.0,0.0019598799589357,normalized_phase_only_real_rows,0,115.2480078011128,0.0004207275683563,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_0p1,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
2,1.0,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,taylor_ideal,Taylor-expanded ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0.0,0.0035,1.0,all,observed,constrained_least_squares,1.0,1.0,1.0,True,torch,4388,6443,4,4,2,2,2,1.021542961401016,1.0,43.911099063797664,4.029301575658415,0.1827271493531128,0.1661471013355156,79.09511513292455,5411,4.131397240613581e-06,0.3269271525711352,0.430813279649896,0.5523770047971217,0.8616265592997921,0.1446528315837605,0.6970298363808822,0.4208413339823214,1.3008778274717498,0.0440224490458876,1.3008778274717498,1.2568553784258625,-113.43156813502046,94.08106338867798,207.51263152369845,True,8776,,,False,,,,,,,19600,8776,,1861.47948947047,1.0018865721701768,1.0018865721701769e-12,15.288619841012403,True,torch_linalg_lstsq_real_mixed_cuda,14.0,0.0019607165524619,normalized_phase_only_real_rows,0,115.48836267036772,0.0004208996852789,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/01_boundary_parameter_calibration_q10_k10_delta0p1/H2/lambda_b_1,0.0865558620796308,0.0732129376370474,0.5832822312399212,0.0234919637934525,0.0433575998542487,0.1146903542685972,0.1963022356919215,0.0001552072016141,0.6746857054167313,1.0,8.227969829983705e-06,6.384660159077744e-07,0.0025478898911011,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475
