D,chi2,delta_chi2,objective,observation_source,tile_id,weight_mode
1e-06,1715.806110172406,5.192513930538098,ordinary_least_squares,measured_graph,1,constant_average_sigma
1.333521432163324e-06,1715.8048814261147,5.191285184246681,ordinary_least_squares,measured_graph,1,constant_average_sigma
1.778279410038923e-06,1715.8032430218532,5.189646779985196,ordinary_least_squares,measured_graph,1,constant_average_sigma
2.3713737056616552e-06,1715.801058510333,5.187462268464969,ordinary_least_squares,measured_graph,1,constant_average_sigma
3.162277660168379e-06,1715.7981458975346,5.184549655666615,ordinary_least_squares,measured_graph,1,constant_average_sigma
4.216965034285822e-06,1715.7942628437509,5.180666601882876,ordinary_least_squares,measured_graph,1,constant_average_sigma
5.623413251903491e-06,1715.7890863878529,5.175490145984895,ordinary_least_squares,measured_graph,1,constant_average_sigma
7.498942093324558e-06,1715.782186520861,5.168590278992951,ordinary_least_squares,measured_graph,1,constant_average_sigma
1e-05,1715.7729907494013,5.159394507533307,ordinary_least_squares,measured_graph,1,constant_average_sigma
1.333521432163324e-05,1715.7607375531443,5.1471413112763,ordinary_least_squares,measured_graph,1,constant_average_sigma
1.778279410038923e-05,1715.74441470332,5.130818461452009,ordinary_least_squares,measured_graph,1,constant_average_sigma
2.3713737056616554e-05,1715.722678206349,5.109081964480993,ordinary_least_squares,measured_graph,1,constant_average_sigma
3.1622776601683795e-05,1715.693746305927,5.080150064059126,ordinary_least_squares,measured_graph,1,constant_average_sigma
4.216965034285822e-05,1715.6552617513453,5.041665509477298,ordinary_least_squares,measured_graph,1,constant_average_sigma
5.623413251903491e-05,1715.604114789754,4.99051854788604,ordinary_least_squares,measured_graph,1,constant_average_sigma
7.498942093324559e-05,1715.5362191509926,4.922622909124584,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.0001,1715.4462353250992,4.832639083231243,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.0001333521432163324,1715.3272420058827,4.7136457640147,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.00017782794100389227,1715.1703730320105,4.556776790142521,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.00023713737056616554,1714.964473785202,4.350877543334036,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.00031622776601683794,1714.6959087132013,4.082312471333353,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.00042169650342858224,1714.3488111146544,3.7352148727864005,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.0005623413251903491,1713.9063855363236,3.292789294455588,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.0007498942093324559,1713.3544903593058,2.740894117437847,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.001,1712.6898489898892,2.076252748021261,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.001333521432163324,1711.9370146265983,1.323418384730303,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.0017782794100389228,1711.180140823546,0.5665445816780448,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.0023713737056616554,1710.6147686389677,0.0011723970997081778,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.0031622776601683794,1710.613596241868,0.0,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.004216965034285823,1711.7722538617613,1.1586576198933471,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.005623413251903491,1714.883261566581,4.26966532471306,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.007498942093324558,1720.8451371011524,10.23154085928445,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.01,1730.575502264707,19.961906022839003,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.01333521432163324,1744.7989456536084,34.18534941174039,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.01778279410038923,1763.4060880312336,52.79249178936561,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.023713737056616554,1784.7228305289423,74.10923428707429,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.03162277660168379,1805.81112773805,95.19753149618191,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.042169650342858224,1824.0204304112162,113.40683416934826,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.05623413251903491,1838.3670399470002,127.75344370513221,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.07498942093324558,1849.638862886904,139.02526664503603,ordinary_least_squares,measured_graph,1,constant_average_sigma
0.1,1859.6080638511253,148.9944676092573,ordinary_least_squares,measured_graph,1,constant_average_sigma
1e-06,2177.124349067217,13.743320747739745,ordinary_least_squares,measured_graph,2,constant_average_sigma
1.333521432163324e-06,2177.121488117152,13.740459797674703,ordinary_least_squares,measured_graph,2,constant_average_sigma
1.778279410038923e-06,2177.117672982242,13.736644662764775,ordinary_least_squares,measured_graph,2,constant_average_sigma
2.3713737056616552e-06,2177.1125854134625,13.73155709398543,ordinary_least_squares,measured_graph,2,constant_average_sigma
3.162277660168379e-06,2177.105800973498,13.724772654020853,ordinary_least_squares,measured_graph,2,constant_average_sigma
4.216965034285822e-06,2177.09675380253,13.71572548305312,ordinary_least_squares,measured_graph,2,constant_average_sigma
5.623413251903491e-06,2177.0846891492465,13.703660829769433,ordinary_least_squares,measured_graph,2,constant_average_sigma
7.498942093324558e-06,2177.0686006664037,13.687572346926572,ordinary_least_squares,measured_graph,2,constant_average_sigma
1e-05,2177.0471462757687,13.6661179562916,ordinary_least_squares,measured_graph,2,constant_average_sigma
1.333521432163324e-05,2177.0185363757228,13.637508056245679,ordinary_least_squares,measured_graph,2,constant_average_sigma
1.778279410038923e-05,2176.980384585436,13.599356265958704,ordinary_least_squares,measured_graph,2,constant_average_sigma
2.3713737056616554e-05,2176.9295089285006,13.5484806090235,ordinary_least_squares,measured_graph,2,constant_average_sigma
3.1622776601683795e-05,2176.861667011763,13.480638692285993,ordinary_least_squares,measured_graph,2,constant_average_sigma
4.216965034285822e-05,2176.7712036736148,13.390175354137682,ordinary_least_squares,measured_graph,2,constant_average_sigma
5.623413251903491e-05,2176.650583125899,13.269554806422093,ordinary_least_squares,measured_graph,2,constant_average_sigma
7.498942093324559e-05,2176.4897699289995,13.10874160952244,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.0001,2176.2754155404446,12.894387220967474,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.0001333521432163324,2175.9898030833783,12.608774763901238,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.00017782794100389227,2175.6095129538176,12.228484634340475,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.00023713737056616554,2175.1038233655254,11.722795046048304,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.00031622776601683794,2174.4330242886117,11.051995969134623,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.00042169650342858224,2173.5472802608247,10.166251941347582,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.0005623413251903491,2172.3878662296765,9.006837910199465,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.0007498942093324559,2170.8955214392413,7.514493119764211,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.001,2169.0372670964903,5.656238777013186,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.001333521432163324,2166.875630322371,3.494602002893771,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.0017782794100389228,2164.7193110594662,1.338282739989154,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.0023713737056616554,2163.381028319477,0.0,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.0031622776601683794,2164.4438355288044,1.062807209327275,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.004216965034285823,2170.1655470748765,6.784518755399404,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.005623413251903491,2182.5713243941163,19.190296074639264,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.007498942093324558,2201.9821030677203,38.60107474824326,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.01,2226.265396788839,62.884368469362016,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.01333521432163324,2251.819053600833,88.43802528135575,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.01778279410038923,2275.437868212378,112.05683989290083,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.023713737056616554,2295.4001135247636,132.0190852052865,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.03162277660168379,2311.4669636798467,148.0859353603696,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.042169650342858224,2324.4400832786605,161.0590549591834,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.05623413251903491,2335.6933009784807,172.3122726590036,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.07498942093324558,2346.7182856089357,183.33725728945865,ordinary_least_squares,measured_graph,2,constant_average_sigma
0.1,2358.5897834241223,195.2087551046452,ordinary_least_squares,measured_graph,2,constant_average_sigma
1e-06,2289.1292664960865,140.6212907608292,ordinary_least_squares,measured_graph,3,constant_average_sigma
1.333521432163324e-06,2289.114674369017,140.6066986337596,ordinary_least_squares,measured_graph,3,constant_average_sigma
1.778279410038923e-06,2289.095214257648,140.58723852239063,ordinary_least_squares,measured_graph,3,constant_average_sigma
2.3713737056616552e-06,2289.069262113458,140.56128637820075,ordinary_least_squares,measured_graph,3,constant_average_sigma
3.162277660168379e-06,2289.034650935413,140.52667520015575,ordinary_least_squares,measured_graph,3,constant_average_sigma
4.216965034285822e-06,2288.9884905257413,140.480514790484,ordinary_least_squares,measured_graph,3,constant_average_sigma
5.623413251903491e-06,2288.92692438502,140.41894864976257,ordinary_least_squares,measured_graph,3,constant_average_sigma
7.498942093324558e-06,2288.844806581692,140.33683084643462,ordinary_least_squares,measured_graph,3,constant_average_sigma
1e-05,2288.7352687048815,140.22729296962416,ordinary_least_squares,measured_graph,3,constant_average_sigma
1.333521432163324e-05,2288.5891410426657,140.08116530740836,ordinary_least_squares,measured_graph,3,constant_average_sigma
1.778279410038923e-05,2288.394176755012,139.88620101975448,ordinary_least_squares,measured_graph,3,constant_average_sigma
