D,chi2,delta_chi2,objective,observation_source,tile_group,weight_mode
1e-06,2074548.0477991505,329.4149579941295,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
1.333521432163324e-06,2074547.7454226853,329.11258152895607,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
1.778279410038923e-06,2074547.3424051641,328.7095640078187,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
2.3713737056616552e-06,2074546.8053746584,328.17253350210376,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
3.162277660168379e-06,2074546.0899218407,327.45708068436943,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
4.216965034285822e-06,2074545.1370885046,326.50424734828994,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
5.623413251903491e-06,2074543.8686673772,325.23582622082904,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
7.498942093324558e-06,2074542.1811129327,323.5482717764098,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
1e-05,2074539.93767695,321.30483579356223,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
1.333521432163324e-05,2074536.9583814545,318.32554029813036,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
1.778279410038923e-05,2074533.0074320734,314.37459091702476,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
2.3713737056616554e-05,2074527.7778902336,309.14504907722585,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
3.1622776601683795e-05,2074520.8737893593,302.2409482030198,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
4.216965034285822e-05,2074511.7908196107,293.1579784543719,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
5.623413251903491e-05,2074499.898662396,281.2658212396782,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
7.498942093324559e-05,2074484.4317899272,265.7989487708546,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.0001,2074464.5026428197,245.86980166332796,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.0001333521432163324,2074439.1642144977,220.53137334133498,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.00017782794100389227,2074407.5725846894,188.93974353303201,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.00023713737056616554,2074369.3411187872,150.70827763085254,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.00031622776601683794,2074325.2469558953,106.6141147390008,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.00042169650342858224,2074278.557518993,59.924677836708724,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.0005623413251903491,2074237.3882380272,18.75539687089622,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.0007498942093324559,2074218.6328411563,0.0,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.001,2074253.9617815295,35.32894037314691,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.001333521432163324,2074397.841981673,179.20914051658474,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.0017782794100389228,2074736.0718597237,517.4390185673255,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.0023713737056616554,2075390.1253504562,1171.4925092998892,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.0031622776601683794,2076505.3993774243,2286.76653626794,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.004216965034285823,2078203.6191284657,3984.9862873093225,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.005623413251903491,2080501.9324117857,6283.299570629373,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.007498942093324558,2083274.901612415,9056.268771258648,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.01,2086355.456059373,12136.823218216654,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.01333521432163324,2089728.1580297723,15509.525188616011,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.01778279410038923,2093645.938038882,19427.30519772577,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.023713737056616554,2098584.864640887,24366.231799730565,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.03162277660168379,2105062.504190075,30843.87134891888,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.042169650342858224,2113392.3481454235,39173.71530426713,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.05623413251903491,2123529.3986341483,49310.765792991966,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.07498942093324558,2135108.317141923,60889.68430076679,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
0.1,2147586.4261417016,73367.79330054531,ordinary_least_squares,measured_graph,periphery,constant_average_sigma
