D_hat,D_hi_dchi1,D_hi_dchi384,D_lo_dchi1,D_lo_dchi384,ablation,chi2_min,chi2_red,dc_resid_std,dc_sigma_max,dc_sigma_max_nL_s,dc_sigma_min,dc_sigma_min_nL_s,dof,h1_resid_rms,h1_sigma_max,h1_sigma_max_nL_s,h1_sigma_min,h1_sigma_min_nL_s,h2_resid_rms,h2_sigma_max,h2_sigma_max_nL_s,h2_sigma_min,h2_sigma_min_nL_s,harmonics,location,max_delta_chi2,n_dc,n_h1,n_h2,n_obs,n_params,objective,observation_source,profile_flat,tile_id,weight_mode,width_decades_dchi1,width_decades_dchi384
0.0031622776601683794,0.0031622776601683794,0.004216965034285823,0.0017782794100389228,0.00042169650342858224,measured_flow_free_boundary,1710.613596241868,3.743136972082862,2.4727965744320395,3.2732336914772495e-14,0.032732336914772495,3.2732336914772495e-14,0.032732336914772495,457,1.5980171229936253,3.2732336914772495e-14,0.032732336914772495,3.2732336914772495e-14,0.032732336914772495,nan,nan,nan,nan,nan,H1+H2,periphery,148.9944676092573,202,185,0,572,115,ordinary_least_squares,measured_graph,False,1,constant_average_sigma,0.25000000000000006,1.0
0.0023713737056616554,0.0023713737056616554,0.0031622776601683794,0.0023713737056616554,0.001333521432163324,measured_flow_free_boundary,2163.381028319477,2.609627295922168,1.8901953303347836,3.079866921573356e-14,0.030798669215733557,3.079866921573356e-14,0.030798669215733557,829,1.7614485495561787,3.079866921573356e-14,0.030798669215733557,3.079866921573356e-14,0.030798669215733557,nan,nan,nan,nan,nan,H1+H2,periphery,195.2087551046452,337,306,0,949,120,ordinary_least_squares,measured_graph,False,2,constant_average_sigma,0.0,0.37499999999999994
0.007498942093324558,0.007498942093324558,0.007498942093324558,0.007498942093324558,0.005623413251903491,measured_flow_free_boundary,2148.5079757352573,3.61093777434497,1.9847133289114496,3.0370261369117185e-14,0.030370261369117184,3.0370261369117185e-14,0.030370261369117184,595,2.138749339408076,3.0370261369117185e-14,0.030370261369117184,3.0370261369117185e-14,0.030370261369117184,nan,nan,nan,nan,nan,H1+H2,periphery,275.99179443511775,262,244,0,750,155,ordinary_least_squares,measured_graph,False,3,constant_average_sigma,0.0,0.12499999999999999
0.023713737056616554,0.023713737056616554,0.023713737056616554,0.023713737056616554,0.01778279410038923,measured_flow_free_boundary,2512.813439146594,3.739305713015765,1.593519463426982,3.053256227621375e-14,0.03053256227621375,3.053256227621375e-14,0.03053256227621375,672,2.6073934543032764,3.053256227621375e-14,0.03053256227621375,3.053256227621375e-14,0.03053256227621375,nan,nan,nan,nan,nan,H1+H2,periphery,264.15040648543845,288,262,0,812,140,ordinary_least_squares,measured_graph,False,4,constant_average_sigma,0.0,0.12499999999999999
0.005623413251903491,0.005623413251903491,0.007498942093324558,0.005623413251903491,0.005623413251903491,measured_flow_free_boundary,1585.5588672416275,3.31014377294703,1.7489206468795997,3.087188337245864e-14,0.03087188337245864,3.087188337245864e-14,0.03087188337245864,479,2.1363598854414048,3.087188337245864e-14,0.03087188337245864,3.087188337245864e-14,0.03087188337245864,nan,nan,nan,nan,nan,H1+H2,periphery,194.4839684376111,217,201,0,619,140,ordinary_least_squares,measured_graph,False,5,constant_average_sigma,0.0,0.12499999999999999
1e-06,0.001333521432163324,0.004216965034285823,1e-06,1e-06,measured_flow_free_boundary,587.234087316294,1.4754625309454623,1.6151541266712084,3.2920452910476165e-14,0.03292045291047616,3.2920452910476165e-14,0.03292045291047616,398,0.7919557150211629,3.2920452910476165e-14,0.03292045291047616,3.2920452910476165e-14,0.03292045291047616,nan,nan,nan,nan,nan,H1+H2,periphery,106.42223298651436,183,175,0,533,135,ordinary_least_squares,measured_graph,False,6,constant_average_sigma,3.125,3.625
1e-06,0.0005623413251903491,0.0023713737056616554,1e-06,1e-06,measured_flow_free_boundary,861.3612836590247,2.2086186760487814,2.014864322318063,3.461157546916723e-14,0.034611575469167224,3.461157546916723e-14,0.034611575469167224,390,0.8846569992618614,3.461157546916723e-14,0.034611575469167224,3.461157546916723e-14,0.034611575469167224,nan,nan,nan,nan,nan,H1+H2,periphery,96.2618140550386,171,162,0,495,105,ordinary_least_squares,measured_graph,False,7,constant_average_sigma,2.75,3.375
1e-06,0.00031622776601683794,0.001333521432163324,1e-06,1e-06,measured_flow_free_boundary,5281.004219545179,12.029622367984462,4.895518699133493,3.849670270454075e-14,0.03849670270454075,3.849670270454075e-14,0.03849670270454075,439,1.4377959249650496,3.849670270454075e-14,0.03849670270454075,3.849670270454075e-14,0.03849670270454075,nan,nan,nan,nan,nan,H1+H2,periphery,76.08773530548478,200,187,0,574,135,ordinary_least_squares,measured_graph,False,8,constant_average_sigma,2.5,3.125
0.001333521432163324,0.0017782794100389228,0.0023713737056616554,0.0005623413251903491,1e-06,measured_flow_free_boundary,2995.705329380491,4.623002051513104,2.0139710275801233,3.432383360509703e-14,0.034323833605097026,3.432383360509703e-14,0.034323833605097026,648,2.407219863262355,3.432383360509703e-14,0.034323833605097026,3.432383360509703e-14,0.034323833605097026,nan,nan,nan,nan,nan,H1+H2,interior,302.68086394670763,317,293,0,903,255,ordinary_least_squares,measured_graph,False,9,constant_average_sigma,0.49999999999999994,3.375
0.042169650342858224,0.042169650342858224,0.042169650342858224,0.042169650342858224,0.042169650342858224,measured_flow_free_boundary,89103.16497003318,184.47860242242893,16.305657578430626,5.136442957546504e-14,0.05136442957546504,5.136442957546504e-14,0.05136442957546504,483,12.325170857923743,5.136442957546504e-14,0.05136442957546504,5.136442957546504e-14,0.05136442957546504,nan,nan,nan,nan,nan,H1+H2,interior,8383.216847377567,218,205,0,628,145,ordinary_least_squares,measured_graph,False,10,constant_average_sigma,0.0,0.0
0.0017782794100389228,0.0017782794100389228,0.0017782794100389228,0.0017782794100389228,0.0017782794100389228,measured_flow_free_boundary,19377.38086174182,26.690607247578267,3.410897386795149,3.5533151364131815e-14,0.035533151364131814,3.5533151364131815e-14,0.035533151364131814,726,7.314964851944764,3.5533151364131815e-14,0.035533151364131814,3.5533151364131815e-14,0.035533151364131814,nan,nan,nan,nan,nan,H1+H2,interior,3153.154354848739,322,292,0,906,180,ordinary_least_squares,measured_graph,False,11,constant_average_sigma,0.0,0.0
1e-06,3.1622776601683795e-05,0.0001,1e-06,1e-06,measured_flow_free_boundary,4893.353211730729,7.459379895930989,2.4723773854595765,3.3404167340674216e-14,0.033404167340674217,3.3404167340674216e-14,0.033404167340674217,656,3.251964854123334,3.3404167340674216e-14,0.033404167340674217,3.3404167340674216e-14,0.033404167340674217,nan,nan,nan,nan,nan,H1+H2,interior,1320.3176310342096,308,284,0,876,220,ordinary_least_squares,measured_graph,False,12,constant_average_sigma,1.5,2.0
1e-06,7.498942093324559e-05,0.00023713737056616554,1e-06,1e-06,measured_flow_free_boundary,3019.053915824904,4.175731557157543,2.4611783646567655,3.297745856402056e-14,0.03297745856402056,3.297745856402056e-14,0.03297745856402056,723,1.8567634200400733,3.297745856402056e-14,0.03297745856402056,3.297745856402056e-14,0.03297745856402056,nan,nan,nan,nan,nan,H1+H2,interior,216.35035633624557,319,302,0,923,200,ordinary_least_squares,measured_graph,False,13,constant_average_sigma,1.875,2.375
0.01778279410038923,0.01778279410038923,0.023713737056616554,0.01778279410038923,0.01333521432163324,measured_flow_free_boundary,5351.321983810402,10.077819178550664,4.665507554809398,3.849654329593644e-14,0.038496543295936436,3.849654329593644e-14,0.038496543295936436,531,1.204049677669791,3.849654329593644e-14,0.038496543295936436,3.849654329593644e-14,0.038496543295936436,nan,nan,nan,nan,nan,H1+H2,periphery,107.61431887663639,231,220,0,671,140,ordinary_least_squares,measured_graph,False,14,constant_average_sigma,0.0,0.25
0.023713737056616554,0.023713737056616554,0.023713737056616554,0.023713737056616554,0.01778279410038923,measured_flow_free_boundary,18555.84668949301,33.1354405169518,6.085139859950394,4.665950394233504e-14,0.04665950394233504,4.665950394233504e-14,0.04665950394233504,560,6.513687330488393,4.665950394233504e-14,0.04665950394233504,4.665950394233504e-14,0.04665950394233504,nan,nan,nan,nan,nan,H1+H2,periphery,605.266700445507,241,227,0,695,135,ordinary_least_squares,measured_graph,False,15,constant_average_sigma,0.0,0.12499999999999999
