run_name,script_name,graph_path,config_path,output_dir,solver_kind,dc_solve_mode,arterial_flow_mode,pressure_constraints,pressure_constraint_labels,pressure_constraints_used_in_solve,alpha_pa,viscosity_pa_s,lambda_q,lambda_k,lambda_b,lambda_kirchhoff,lambda_pressure_constraints,lambda_flow_residual,flip_observed_flow_sign,use_observed_flow_snr_weighting,snr_weight_p10,snr_weight_p05_clip,snr_weight_p95_clip,snr_weight_median_clipped,n_nodes,n_edges,n_observed_edges,n_internal_nodes,arterial_node_count,venous_node_count,reference_node_index,gauge_node_index,gauge_node_id,pressure_prescribed_node_ids,solver_success,runtime_seconds,observed_flow_scale_m3_s,observed_flow_scale_nl_s,sign_eps_abs_m3_s,sign_eps_abs_nl_s,sign_eps_relative,arterial_node_ids,venous_node_ids,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,observed_flow_rmse_m3_s,observed_flow_mae_m3_s,observed_flow_relative_rmse,normalized_rmse,kirchhoff_residual_l2_m3_s,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_range_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,av_drop_1_pa,av_drop_2_pa,mean_av_drop_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,constraint_residual_labels,constraint_residual_values_pa,sign_flipped_predicted_flow_count,sign_flipped_predicted_flow_fraction,sign_evaluable_edge_count,sign_flipped_source_minus_target_count,sign_flipped_source_minus_target_fraction,sign_evaluable_source_minus_target_edge_count,sign_flipped_target_minus_source_count,sign_flipped_target_minus_source_fraction,sign_evaluable_target_minus_source_edge_count,solver_vs_recomputed_source_minus_target_max_abs_m3_s,solver_vs_recomputed_target_minus_source_max_abs_m3_s,predicted_flow_l2_over_observed_flow_l2,arterial_dataset_flow_total_m3_s,venous_dataset_flow_total_m3_s,arterial_predicted_flow_total_m3_s,venous_predicted_flow_total_m3_s,arterial_boundary_mismatch_l2_m3_s,venous_boundary_mismatch_l2_m3_s,arterial_dataset_flow_total_nl_s,venous_dataset_flow_total_nl_s,arterial_predicted_flow_total_nl_s,venous_predicted_flow_total_nl_s,arterial_boundary_mismatch_l2_nl_s,venous_boundary_mismatch_l2_nl_s,unknown_pressure_node_count,active_equation_row_count,total_injection_m3_s,net_injection_m3_s,partitioned_system_residual_l2,partitioned_system_residual_max,partitioned_solver_used_lstsq,reduced_constraint_count,reduced_constraint_residual_l2,reduced_constraint_residual_max,partitioned_constraint_residual_l2,laplacian_scale_used,flow_row_scale_used,flow_residual_in_solver_l2,flow_residual_in_solver_rmse,flow_residual_edge_count,kirchhoff_objective_l2,pressure_constraint_objective_l2,gauge_row_excluded_from_lstsq,gauge_eliminated_directly,constrained_vs_partitioned_pressure_max_abs,constrained_vs_partitioned_flow_max_abs,formulation_warning,equal_a_pressure_spread_pa,equal_v_pressure_spread_pa,equal_av_pressure_drop_residual_pa,mean_a_minus_v_alpha_residual_pa,gauge_pressure_abs_pa,hard_boundary_constraint_residual_l2,hard_boundary_constraint_residual_max,constrained_equation_residual_l2,constrained_equation_residual_max,pressure_solver_final_relative_residual,run_dir
lambda_b_0p1,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_0p1,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14162=14453|equal_v:7103=12360,reduced_soft,nan,0.0035,1,1,0.1,1,0.1,1,False,1,3.0641595252807314,1.9207974873167255,282.27296600529166,11.690718092947135,4202,6157,4949,4175,25,2,0,538,7103,7103,True,49.2016182760708,3.44711950227717e-14,0.0344711950227717,3.44711950227717e-20,3.44711950227717e-08,1e-06,14162|14453|14477|14517|24643|24981|25010|25282|25299|35067|35191|35563|35631|35669|37009|45895|46007|46028|46375|46521|46522|47024|47134|47172|47297,7103|12360,0.03764754247003778,0.02108702893358782,1.092144976266932,3.764754247003778e-14,2.108702893358782e-14,0.211917456882317,0.211917456882317,4.4285311757418855e-12,0.06853800619581576,0.03436776165713184,0.13006213131234304,1.1400383675280734,1.988268934411456,-0.411667138338089,13.31831169128418,13.729978829622269,4.437273913793766,8.251708979606628,-0.2058335691690445,12.752424836158752,0.411667138338089,0.5658868551254272,1.5278741419315338,1.0468804985284805,0.5503201484680176,0.411667138338089,0.4859640411580533,0.5503201484680176,equal_a:14162=14453|equal_v:7103=12360,-0.550320148468|0.411667138338,507,0.10244493837138816,4949,507,0.10244493837138816,4949,4442,0.8975550616286119,4949,6.6814659804926476e-18,6.417330652304802e-12,0.9846638489108445,4.657337722894199e-12,-4.657337666566508e-12,7.351228937425581e-12,-3.045169259981162e-12,2.0347953283565054e-12,1.365290130354882e-12,4.657337722894199,-4.657337666566508,7.351228937425581,-3.045169259981162,2.0347953283565055,1.365290130354882,4201,4201,5.632769099241097e-20,5.632769099241097e-20,nan,nan,True,2,0.687256932258606,0.5503201484680176,10.18571662902832,1.0676574641738101e-12,3.9723430165887474e-13,2.8811649246951454e-12,4.0955232234003366e-14,4949,4.881373517201526e-12,0.687256932258606,False,False,10.979302406311035,2.2106489815792996e-12,,12.752424836158752,0.411667138338089,-0.9619872868061066,nan,0,0.687256932258606,0.5503201484680176,4.881373517201526e-12,1.7309441640439571e-12,1.9547512531280518,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_0p1
lambda_b_1,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_1,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14162=14453|equal_v:7103=12360,reduced_soft,nan,0.0035,1,1,1.0,1,1,1,False,1,3.0641595252807314,1.9207974873167255,282.27296600529166,11.690718092947135,4202,6157,4949,4175,25,2,0,538,7103,7103,True,8.608020887011662,3.44711950227717e-14,0.0344711950227717,3.44711950227717e-20,3.44711950227717e-08,1e-06,14162|14453|14477|14517|24643|24981|25010|25282|25299|35067|35191|35563|35631|35669|37009|45895|46007|46028|46375|46521|46522|47024|47134|47172|47297,7103|12360,0.03769068917100724,0.021135499122216708,1.0933966503368608,3.769068917100724e-14,2.1135499122216707e-14,0.21216032902064014,0.21216032902064014,4.430735338469575e-12,0.06857211884235517,0.034411423113053216,0.12979652346412765,1.1401657612833405,1.9892585330173898,-0.1553114503622055,13.543049812316895,13.6983612626791,4.607800583062733,8.42434543132782,-0.07765572518110275,12.721516132354736,0.1553114503622055,0.8215336799621582,1.3425680249929428,1.0820508524775505,0.3657228946685791,0.1553114503622055,0.2809580772093734,0.3657228946685791,equal_a:14162=14453|equal_v:7103=12360,-0.365722894669|0.155311450362,509,0.10284906041624571,4949,509,0.10284906041624571,4949,4440,0.8971509395837542,4949,1.1008359665680408e-17,6.4172376881241224e-12,0.9846918107566102,4.657337722894199e-12,-4.657337666566508e-12,7.268983092803208e-12,-3.04861233371527e-12,2.0325469678311424e-12,1.360989560503308e-12,4.657337722894199,-4.657337666566508,7.268983092803207,-3.04861233371527,2.0325469678311423,1.360989560503308,4201,4201,5.632769099241097e-20,5.632769099241097e-20,nan,nan,True,2,0.3973347544670105,0.3657229542732239,10.18571662902832,1.0676574641738101e-12,3.9723430165887474e-13,2.884404087105663e-12,4.100127694501611e-14,4949,4.882504556907863e-12,0.3973347544670105,False,False,10.72297477722168,2.2104976269560206e-12,,12.721516132354736,0.1553114503622055,-0.5210343450307846,nan,0,0.3973347544670105,0.3657229542732239,4.882504556907863e-12,1.730897868611192e-12,1.9552040100097656,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_1
lambda_b_10,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_10,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14162=14453|equal_v:7103=12360,reduced_soft,nan,0.0035,1,1,10.0,1,10,1,False,1,3.0641595252807314,1.9207974873167255,282.27296600529166,11.690718092947135,4202,6157,4949,4175,25,2,0,538,7103,7103,True,59.295466133975424,3.44711950227717e-14,0.0344711950227717,3.44711950227717e-20,3.44711950227717e-08,1e-06,14162|14453|14477|14517|24643|24981|25010|25282|25299|35067|35191|35563|35631|35669|37009|45895|46007|46028|46375|46521|46522|47024|47134|47172|47297,7103|12360,0.03781562112620042,0.02118988579660292,1.0970208924065263,3.781562112620042e-14,2.118988579660292e-14,0.21286356913914042,0.21286356913914042,4.436601297958984e-12,0.06866290315703538,0.034453901002552766,0.12986701693412997,1.140231897615862,1.9918921613154583,-0.021491508930921555,13.660439491271973,13.681931000202894,4.69678789545336,8.504043931961059,-0.010745754465460777,12.705862164497375,0.021491508930921555,0.9545773267745972,1.0600566677749157,1.0073169972747564,0.08398783206939697,0.021491508930921555,0.06130187962797351,0.08398783206939697,equal_a:14162=14453|equal_v:7103=12360,-0.0839878320694|0.0214915089309,511,0.10325318246110325,4949,511,0.10325318246110325,4949,4438,0.8967468175388967,4949,9.576725897882516e-18,6.417192925356917e-12,0.9846658140152363,4.657337722894199e-12,-4.657337666566508e-12,7.138226624358858e-12,-3.050409453026273e-12,2.0381211246944186e-12,1.358745408266758e-12,4.657337722894199,-4.657337666566508,7.138226624358858,-3.050409453026273,2.0381211246944186,1.358745408266758,4201,4201,5.632769099241097e-20,5.632769099241097e-20,nan,nan,True,2,0.0866938978433609,0.0839877799153328,10.18571662902832,1.0676574641738101e-12,3.9723430165887474e-13,2.893235564321861e-12,4.1126814004062776e-14,4949,4.890184177736012e-12,0.0866938978433609,False,False,10.58916187286377,2.210418913878298e-12,,12.705862164497375,0.021491508930921555,-0.10547934100031853,nan,0,0.0866938978433609,0.0839877799153328,4.890184177736012e-12,1.7308736909027456e-12,1.9582793712615967,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_10
lambda_b_100,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_100,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14162=14453|equal_v:7103=12360,reduced_soft,nan,0.0035,1,1,100.0,1,100,1,False,1,3.0641595252807314,1.9207974873167255,282.27296600529166,11.690718092947135,4202,6157,4949,4175,25,2,0,538,7103,7103,True,19.140175190055743,3.44711950227717e-14,0.0344711950227717,3.44711950227717e-20,3.44711950227717e-08,1e-06,14162|14453|14477|14517|24643|24981|25010|25282|25299|35067|35191|35563|35631|35669|37009|45895|46007|46028|46375|46521|46522|47024|47134|47172|47297,7103|12360,0.03786051292890446,0.021205363081058876,1.0983231914035407,3.7860512928904465e-14,2.1205363081058876e-14,0.21311626442918427,0.21311626442918427,4.4384567086810034e-12,0.0686916183554872,0.03446275392998889,0.12975577101496935,1.1402413301747627,1.9927251814191376,-0.002234954619780183,13.677345275878906,13.679580230498686,4.709587770878382,8.513612792491912,-0.0011174773098900914,12.703697144985199,0.002234954619780183,0.9736481308937073,0.9855328986886889,0.9795905147911981,0.009649813175201416,0.002234954619780183,0.007004067263696416,0.009649813175201416,equal_a:14162=14453|equal_v:7103=12360,-0.0096498131752|0.00223495461978,513,0.1036573045059608,4949,513,0.1036573045059608,4949,4436,0.8963426954940392,4949,1.270895973116523e-17,6.417184282540221e-12,0.9846647978811208,4.657337722894199e-12,-4.657337666566508e-12,7.103399358707917e-12,-3.050668116559574e-12,2.0414080153220264e-12,1.3584223691355449e-12,4.657337722894199,-4.657337666566508,7.103399358707917,-3.050668116559574,2.0414080153220264,1.3584223691355448,4201,4201,5.632769099241097e-20,5.632769099241097e-20,nan,nan,True,2,0.009905287064611912,0.009649855084717274,10.18571662902832,1.0676574641738101e-12,3.9723430165887474e-13,2.8964070725168156e-12,4.117189648564744e-14,4949,4.893242928905028e-12,0.009905287064611912,False,False,10.60417652130127,2.2104074213352698e-12,,12.703697144985199,0.002234954619780183,-0.011884767794981599,nan,0,0.009905287064611912,0.009649855084717274,4.893242928905028e-12,1.7308702214557936e-12,1.959504246711731,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/01_boundary_parameter_calibration/lambda_b_100
