run_name,script_name,graph_path,config_path,output_dir,solver_kind,dc_solve_mode,arterial_flow_mode,pressure_constraints,pressure_constraint_labels,pressure_constraints_used_in_solve,alpha_pa,viscosity_pa_s,lambda_q,lambda_k,lambda_b,lambda_kirchhoff,lambda_pressure_constraints,lambda_flow_residual,flip_observed_flow_sign,use_observed_flow_snr_weighting,snr_weight_p10,snr_weight_p05_clip,snr_weight_p95_clip,snr_weight_median_clipped,n_nodes,n_edges,n_observed_edges,n_internal_nodes,arterial_node_count,venous_node_count,reference_node_index,gauge_node_index,gauge_node_id,pressure_prescribed_node_ids,solver_success,runtime_seconds,observed_flow_scale_m3_s,observed_flow_scale_nl_s,sign_eps_abs_m3_s,sign_eps_abs_nl_s,sign_eps_relative,arterial_node_ids,venous_node_ids,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,observed_flow_rmse_m3_s,observed_flow_mae_m3_s,observed_flow_relative_rmse,normalized_rmse,kirchhoff_residual_l2_m3_s,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_range_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,av_drop_1_pa,av_drop_2_pa,mean_av_drop_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,constraint_residual_labels,constraint_residual_values_pa,sign_flipped_predicted_flow_count,sign_flipped_predicted_flow_fraction,sign_evaluable_edge_count,sign_flipped_source_minus_target_count,sign_flipped_source_minus_target_fraction,sign_evaluable_source_minus_target_edge_count,sign_flipped_target_minus_source_count,sign_flipped_target_minus_source_fraction,sign_evaluable_target_minus_source_edge_count,solver_vs_recomputed_source_minus_target_max_abs_m3_s,solver_vs_recomputed_target_minus_source_max_abs_m3_s,predicted_flow_l2_over_observed_flow_l2,arterial_dataset_flow_total_m3_s,venous_dataset_flow_total_m3_s,arterial_predicted_flow_total_m3_s,venous_predicted_flow_total_m3_s,arterial_boundary_mismatch_l2_m3_s,venous_boundary_mismatch_l2_m3_s,arterial_dataset_flow_total_nl_s,venous_dataset_flow_total_nl_s,arterial_predicted_flow_total_nl_s,venous_predicted_flow_total_nl_s,arterial_boundary_mismatch_l2_nl_s,venous_boundary_mismatch_l2_nl_s,unknown_pressure_node_count,active_equation_row_count,total_injection_m3_s,net_injection_m3_s,partitioned_system_residual_l2,partitioned_system_residual_max,partitioned_solver_used_lstsq,reduced_constraint_count,reduced_constraint_residual_l2,reduced_constraint_residual_max,partitioned_constraint_residual_l2,laplacian_scale_used,flow_row_scale_used,flow_residual_in_solver_l2,flow_residual_in_solver_rmse,flow_residual_edge_count,kirchhoff_objective_l2,pressure_constraint_objective_l2,gauge_row_excluded_from_lstsq,gauge_eliminated_directly,constrained_vs_partitioned_pressure_max_abs,constrained_vs_partitioned_flow_max_abs,formulation_warning,equal_a_pressure_spread_pa,equal_v_pressure_spread_pa,equal_av_pressure_drop_residual_pa,mean_a_minus_v_alpha_residual_pa,gauge_pressure_abs_pa,hard_boundary_constraint_residual_l2,hard_boundary_constraint_residual_max,constrained_equation_residual_l2,constrained_equation_residual_max,pressure_solver_final_relative_residual
default_partitioned,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/00_ideal_models/poiseuille_only_baseline/default_partitioned,partitioned_flow_gauge,partitioned-flow-gauge,dataset,equal-a-equal-v,partitioned_flow_gauge:gauge_only,False,nan,0.0035,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,3.0641595252807314,1.9207974873167255,282.27296600529166,11.690718092947135,4202,6157,4949,4175,25,2,0,538,7103,7103,True,6.6461845870362595,3.44711950227717e-14,0.0344711950227717,3.44711950227717e-20,3.44711950227717e-08,1e-06,14162|14453|14477|14517|24643|24981|25010|25282|25299|35067|35191|35563|35631|35669|37009|45895|46007|46028|46375|46521|46522|47024|47134|47172|47297,7103|12360,0.13305466955134754,0.05816236705942352,3.8598798058335815,1.3305466955134754e-13,5.816236705942351e-14,0.7489627568673098,0.7489627568673098,2.7501104312981675e-24,4.256198687545994e-14,1.0681475195669805e-14,5.169878828456423e-14,1.6543612251060553e-12,1.2347116729589287e-12,0.0,15.860978126525879,15.860978126525879,9.612259040597289,12.096964302062988,5.090228080749512,7.320187568664551,10.180456161499023,11.260147094726562,1.4070186614990234,6.333582878112793,0.3273277282714844,10.180456161499023,7.202389572145441,10.180456161499023,equal_a:14162=14453|equal_v:7103=12360,-0.327327728271|-10.1804561615,1070,0.21624898949070331,4948,1070,0.21624898949070331,4948,3878,0.7837510105092966,4948,2.370462298390259e-17,2.9554492906310982e-12,0.582864092421863,4.657337722894199e-12,-4.657337666566508e-12,4.6573377228941835e-12,-4.657337722891743e-12,4.031577335093984e-26,5.632502850519394e-20,4.657337722894199,-4.657337666566508,4.657337722894184,-4.657337722891743,4.031577335093984e-14,5.632502850519394e-08,4201.0,nan,5.632769099241097e-20,5.632769099241097e-20,2.7647669628910355e-24,1.6543612251060553e-24,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,nan,nan,,7.320187568664551,10.180456161499023,9.853128433227539,nan,0.0,0.0,0.0,2.7647669628910355e-24,1.6543612251060553e-24,1.1071538651152846e-12
