D,chi2,delta_chi2,objective,tile_group,weight_mode
1e-06,761744.6495479557,20.982381047331728,ordinary_least_squares,periphery,constant_average_sigma
1.333521432163324e-06,761744.6354416525,20.968274744111113,ordinary_least_squares,periphery,constant_average_sigma
1.778279410038923e-06,761744.6166383299,20.949471421539783,ordinary_least_squares,periphery,constant_average_sigma
2.3713737056616552e-06,761744.5915764548,20.924409546423703,ordinary_least_squares,periphery,constant_average_sigma
3.162277660168379e-06,761744.5581791191,20.89101221074816,ordinary_least_squares,periphery,constant_average_sigma
4.216965034285822e-06,761744.5136841525,20.84651724412106,ordinary_least_squares,periphery,constant_average_sigma
5.623413251903491e-06,761744.4544221035,20.78725519508589,ordinary_least_squares,periphery,constant_average_sigma
7.498942093324558e-06,761744.3755250652,20.708358156844042,ordinary_least_squares,periphery,constant_average_sigma
1e-05,761744.27054533,20.603378421626985,ordinary_least_squares,periphery,constant_average_sigma
1.333521432163324e-05,761744.1309638597,20.463796951342374,ordinary_least_squares,periphery,constant_average_sigma
1.778279410038923e-05,761743.9455608499,20.278393941465765,ordinary_least_squares,periphery,constant_average_sigma
2.3713737056616554e-05,761743.6996239423,20.03245703387074,ordinary_least_squares,periphery,constant_average_sigma
3.1622776601683795e-05,761743.3739790109,19.706812102464028,ordinary_least_squares,periphery,constant_average_sigma
4.216965034285822e-05,761742.9438492001,19.276682291761972,ordinary_least_squares,periphery,constant_average_sigma
5.623413251903491e-05,761742.3776061024,18.710439193993807,ordinary_least_squares,periphery,constant_average_sigma
7.498942093324559e-05,761741.6355899445,17.968423036159948,ordinary_least_squares,periphery,constant_average_sigma
0.0001,761740.6694041466,17.002237238222733,ordinary_least_squares,periphery,constant_average_sigma
0.0001333521432163324,761739.422524125,15.755357216577977,ordinary_least_squares,periphery,constant_average_sigma
0.00017782794100389227,761737.8338735788,14.166706670424901,ordinary_least_squares,periphery,constant_average_sigma
0.00023713737056616554,761735.8475079275,12.180341019062325,ordinary_least_squares,periphery,constant_average_sigma
0.00031622776601683794,761733.4341949641,9.767028055735864,ordinary_least_squares,periphery,constant_average_sigma
0.00042169650342858224,761730.6352356031,6.96806869469583,ordinary_least_squares,periphery,constant_average_sigma
0.0005623413251903491,761727.6461921717,3.979025263339281,ordinary_least_squares,periphery,constant_average_sigma
0.0007498942093324559,761724.9685125151,1.3013456066837534,ordinary_least_squares,periphery,constant_average_sigma
0.001,761723.6671669084,0.0,ordinary_least_squares,periphery,constant_average_sigma
0.001333521432163324,761725.7681803206,2.101013412233442,ordinary_least_squares,periphery,constant_average_sigma
0.0017782794100389228,761734.7715407317,11.10437382326927,ordinary_least_squares,periphery,constant_average_sigma
0.0023713737056616554,761756.074690559,32.4075236505596,ordinary_least_squares,periphery,constant_average_sigma
0.0031622776601683794,761796.8145672117,73.14740030327812,ordinary_least_squares,periphery,constant_average_sigma
0.004216965034285823,761864.6558772959,140.98871038749348,ordinary_least_squares,periphery,constant_average_sigma
0.005623413251903491,761966.0405928313,242.37342592293862,ordinary_least_squares,periphery,constant_average_sigma
0.007498942093324558,762105.450442003,381.78327509458177,ordinary_least_squares,periphery,constant_average_sigma
0.01,762286.0849058401,562.4177389317192,ordinary_least_squares,periphery,constant_average_sigma
0.01333521432163324,762510.8798999594,787.2127330510411,ordinary_least_squares,periphery,constant_average_sigma
0.01778279410038923,762783.5742829309,1059.907116022543,ordinary_least_squares,periphery,constant_average_sigma
0.023713737056616554,763109.2774989784,1385.610332070035,ordinary_least_squares,periphery,constant_average_sigma
0.03162277660168379,763492.2385961573,1768.5714292488992,ordinary_least_squares,periphery,constant_average_sigma
0.042169650342858224,763931.027650581,2207.3604836725863,ordinary_least_squares,periphery,constant_average_sigma
0.05623413251903491,764415.1568452681,2691.489678359707,ordinary_least_squares,periphery,constant_average_sigma
0.07498942093324558,764924.1268971694,3200.4597302610055,ordinary_least_squares,periphery,constant_average_sigma
0.1,765429.162407162,3705.495240253629,ordinary_least_squares,periphery,constant_average_sigma
