D,chi2,delta_chi2,objective,tile_id,weight_mode
1e-06,0.6202764424115995,0.005181390111714701,ordinary_least_squares,1,constant_average_sigma
1.333521432163324e-06,0.6202735387271248,0.005178486427239948,ordinary_least_squares,1,constant_average_sigma
1.778279410038923e-06,0.6202696677996961,0.0051746154998112415,ordinary_least_squares,1,constant_average_sigma
2.3713737056616552e-06,0.620264507971481,0.0051694556715962126,ordinary_least_squares,1,constant_average_sigma
3.162277660168379e-06,0.620257631019277,0.005162578719392186,ordinary_least_squares,1,constant_average_sigma
4.216965034285822e-06,0.6202484671974797,0.00515341489759491,ordinary_least_squares,1,constant_average_sigma
5.623413251903491e-06,0.6202362590367572,0.00514120673687235,ordinary_least_squares,1,constant_average_sigma
7.498942093324558e-06,0.6202200005256234,0.0051249482257386125,ordinary_least_squares,1,constant_average_sigma
1e-05,0.6201983574063706,0.005103305106485823,ordinary_least_squares,1,constant_average_sigma
1.333521432163324e-05,0.6201695633744625,0.005074511074577681,ordinary_least_squares,1,constant_average_sigma
1.778279410038923e-05,0.6201312861010042,0.005036233801119394,ordinary_least_squares,1,constant_average_sigma
2.3713737056616554e-05,0.6200804564834324,0.004985404183547537,ordinary_least_squares,1,constant_average_sigma
3.1622776601683795e-05,0.6200130550854345,0.004918002785549658,ordinary_least_squares,1,constant_average_sigma
4.216965034285822e-05,0.6199238526132181,0.004828800313333326,ordinary_least_squares,1,constant_average_sigma
5.623413251903491e-05,0.6198061090720074,0.004711056772122579,ordinary_least_squares,1,constant_average_sigma
7.498942093324559e-05,0.6196512537030922,0.004556201403207338,ordinary_least_squares,1,constant_average_sigma
0.0001,0.6194486039341923,0.0043535516343075065,ordinary_least_squares,1,constant_average_sigma
0.0001333521432163324,0.6191852530154431,0.004090200715558323,ordinary_least_squares,1,constant_average_sigma
0.00017782794100389227,0.6188463933553437,0.0037513410554589344,ordinary_least_squares,1,constant_average_sigma
0.00023713737056616554,0.618416600933881,0.003321548633996141,ordinary_least_squares,1,constant_average_sigma
0.00031622776601683794,0.617883081701405,0.002788029401520231,ordinary_least_squares,1,constant_average_sigma
0.00042169650342858224,0.6172427292429158,0.002147676943030974,ordinary_least_squares,1,constant_average_sigma
0.0005623413251903491,0.6165162744952604,0.0014212221953755488,ordinary_least_squares,1,constant_average_sigma
0.0007498942093324559,0.6157749575494071,0.0006799052495223279,ordinary_least_squares,1,constant_average_sigma
0.001,0.6151875152090373,9.246290915243538e-05,ordinary_least_squares,1,constant_average_sigma
0.001333521432163324,0.6150950522998848,0.0,ordinary_least_squares,1,constant_average_sigma
0.0017782794100389228,0.6161100995261088,0.0010150472262240307,ordinary_least_squares,1,constant_average_sigma
0.0023713737056616554,0.6191973662148703,0.0041023139149855,ordinary_least_squares,1,constant_average_sigma
0.0031622776601683794,0.62561551835179,0.010520466051905153,ordinary_least_squares,1,constant_average_sigma
0.004216965034285823,0.6365362437077046,0.02144119140781975,ordinary_least_squares,1,constant_average_sigma
0.005623413251903491,0.6523313979818898,0.03723634568200496,ordinary_least_squares,1,constant_average_sigma
0.007498942093324558,0.6720845600196513,0.05698950771976652,ordinary_least_squares,1,constant_average_sigma
0.01,0.6940470341022579,0.07895198180237306,ordinary_least_squares,1,constant_average_sigma
0.01333521432163324,0.7166230138510364,0.10152796155115162,ordinary_least_squares,1,constant_average_sigma
0.01778279410038923,0.7387829991257076,0.12368794682582274,ordinary_least_squares,1,constant_average_sigma
0.023713737056616554,0.7599626302021464,0.14486757790226157,ordinary_least_squares,1,constant_average_sigma
0.03162277660168379,0.7800987479143516,0.16500369561446682,ordinary_least_squares,1,constant_average_sigma
0.042169650342858224,0.7996626784382794,0.1845676261383946,ordinary_least_squares,1,constant_average_sigma
0.05623413251903491,0.8193999307701381,0.20430487847025325,ordinary_least_squares,1,constant_average_sigma
0.07498942093324558,0.8399398069690142,0.22484475466912934,ordinary_least_squares,1,constant_average_sigma
0.1,0.8614379295948761,0.24634287729499127,ordinary_least_squares,1,constant_average_sigma
1e-06,2.3889112630023073,0.008834819322846243,ordinary_least_squares,2,constant_average_sigma
1.333521432163324e-06,2.3889075637343367,0.00883112005487563,ordinary_least_squares,2,constant_average_sigma
1.778279410038923e-06,2.388902631765374,0.008826188085913067,ordinary_least_squares,2,constant_average_sigma
2.3713737056616552e-06,2.388896056826508,0.008819613147046823,ordinary_least_squares,2,constant_average_sigma
3.162277660168379e-06,2.3888872924585516,0.008810848779090552,ordinary_least_squares,2,constant_average_sigma
4.216965034285822e-06,2.3888756111250102,0.008799167445549205,ordinary_least_squares,2,constant_average_sigma
5.623413251903491e-06,2.388860044744793,0.008783601065331936,ordinary_least_squares,2,constant_average_sigma
