D,chi2,delta_chi2,objective,tile_group,weight_mode
1e-06,761778.8904230663,26.538954297779128,ordinary_least_squares,all,constant_average_sigma
1.333521432163324e-06,761778.8727546,26.521285831462592,ordinary_least_squares,all,constant_average_sigma
1.778279410038923e-06,761778.8492026413,26.49773387273308,ordinary_least_squares,all,constant_average_sigma
2.3713737056616552e-06,761778.8178111735,26.46634240495041,ordinary_least_squares,all,constant_average_sigma
3.162277660168379e-06,761778.7759781915,26.424509422970004,ordinary_least_squares,all,constant_average_sigma
4.216965034285822e-06,761778.7202430136,26.368774245027453,ordinary_least_squares,all,constant_average_sigma
5.623413251903491e-06,761778.6460077484,26.294538979884237,ordinary_least_squares,all,constant_average_sigma
7.498942093324558e-06,761778.5471718144,26.195703045814298,ordinary_least_squares,all,constant_average_sigma
1e-05,761778.4156533697,26.064184601185843,ordinary_least_squares,all,constant_average_sigma
1.333521432163324e-05,761778.2407714667,25.889302698196843,ordinary_least_squares,all,constant_average_sigma
1.778279410038923e-05,761778.0084541417,25.656985373119824,ordinary_least_squares,all,constant_average_sigma
2.3713737056616554e-05,761777.7002407141,25.34877194557339,ordinary_least_squares,all,constant_average_sigma
3.1622776601683795e-05,761777.2920573134,24.940588544821367,ordinary_least_squares,all,constant_average_sigma
4.216965034285822e-05,761776.7527705444,24.40130177582614,ordinary_least_squares,all,constant_average_sigma
5.623413251903491e-05,761776.0425950821,23.691126313526183,ordinary_least_squares,all,constant_average_sigma
7.498942093324559e-05,761775.1115720731,22.76010330452118,ordinary_least_squares,all,constant_average_sigma
0.0001,761773.8986218553,21.547153086750768,ordinary_least_squares,all,constant_average_sigma
0.0001333521432163324,761772.33222487,19.980756101431325,ordinary_least_squares,all,constant_average_sigma
0.00017782794100389227,761770.3348195805,17.98335081199184,ordinary_least_squares,all,constant_average_sigma
0.00023713737056616554,761767.8348936789,15.483424910344183,ordinary_least_squares,all,constant_average_sigma
0.00031622776601683794,761764.7940617483,12.442592979758047,ordinary_least_squares,all,constant_average_sigma
0.00042169650342858224,761761.2619671851,8.91049841651693,ordinary_least_squares,all,constant_average_sigma
0.0005623413251903491,761757.4805198971,5.129051128518768,ordinary_least_squares,all,constant_average_sigma
0.0007498942093324559,761754.0711335585,1.7196647899691015,ordinary_least_squares,all,constant_average_sigma
0.001,761752.3514687686,0.0,ordinary_least_squares,all,constant_average_sigma
0.001333521432163324,761754.8276360261,2.476167257525958,ordinary_least_squares,all,constant_average_sigma
0.0017782794100389228,761765.8476081108,13.496139342198148,ordinary_least_squares,all,constant_average_sigma
0.0023713737056616554,761792.1936749367,39.842206168104894,ordinary_least_squares,all,constant_average_sigma
0.0031622776601683794,761843.0382485267,90.68677975819446,ordinary_least_squares,all,constant_average_sigma
0.004216965034285823,761928.6345317771,176.2830630085664,ordinary_least_squares,all,constant_average_sigma
0.005623413251903491,762058.1215748341,305.7701060655527,ordinary_least_squares,all,constant_average_sigma
0.007498942093324558,762238.0682143124,485.71674554387573,ordinary_least_squares,all,constant_average_sigma
0.01,762472.4574707511,720.1060019825818,ordinary_least_squares,all,constant_average_sigma
0.01333521432163324,762763.2803365561,1010.9288677875884,ordinary_least_squares,all,constant_average_sigma
0.01778279410038923,763111.5430677412,1359.191598972655,ordinary_least_squares,all,constant_average_sigma
0.023713737056616554,763518.362423511,1766.0109547424363,ordinary_least_squares,all,constant_average_sigma
0.03162277660168379,763983.9594297523,2231.6079609837616,ordinary_least_squares,all,constant_average_sigma
0.042169650342858224,764504.1113071238,2751.7598383552395,ordinary_least_squares,all,constant_average_sigma
0.05623413251903491,765067.0897593661,3314.7382905975683,ordinary_least_squares,all,constant_average_sigma
0.07498942093324558,765651.8966381578,3899.5451693892246,ordinary_least_squares,all,constant_average_sigma
0.1,766229.0879583021,4476.736489533563,ordinary_least_squares,all,constant_average_sigma
