D_hat,D_hi_lr3,D_lo_lr3,D_p025,D_p500,D_p975,ablation,chi2_h1_red_at_mode,harmonics,location,log_likelihood_at_mode,log_posterior_at_mode,log_prior_at_mode,max_neg2_delta_logpost,mode_at_grid_boundary,n_boundary,n_h1,n_obs,n_params_marginalized,objective,observation_source,sigma_h1_nL_s_at_mode,tile_id,weight_mode,width_decades_lr3
0.1,0.1,0.1,0.0799460573728748,0.08971592685788451,0.09948579634289423,bayes_h1_marginal_boundary,1.000000000182605,H1,interior,10412.142963740249,10410.479642192602,-1.663321547646544,114.20843425820203,True,35,182,364,70,bayes_h1_marginal_boundary,measured_graph,0.18871497537467893,21,h1_z,0.0
0.0005011872336272725,0.001,0.0002511886431509582,0.0002540386325580449,0.00048655677971373305,0.0008493481162831217,bayes_h1_marginal_boundary,1.0000000974887926,H1,interior,17036.51106543359,17036.397733990118,-0.11333144347461188,308.6512106883238,False,38,285,570,76,bayes_h1_marginal_boundary,measured_graph,0.05579566143565603,22,h1_z,0.5999999999999996
0.003981071705534973,0.006309573444801936,1.584893192461114e-05,1.773664742877418e-05,0.001679990674883348,0.005269015501575494,bayes_h1_marginal_boundary,1.0000000000185902,H1,periphery,12979.90253119475,12979.812681884425,-0.08984931032449865,188.96282115522263,False,23,217,434,46,bayes_h1_marginal_boundary,measured_graph,0.05933432758768287,23,h1_z,2.6
0.0031622776601683794,0.005011872336272725,0.001584893192461114,0.001400096969742275,0.0028293995177184343,0.004908266221068184,bayes_h1_marginal_boundary,1.000000000091449,H1,periphery,9916.14531412319,9916.09285568696,-0.05245843623006681,130.08283050197133,False,27,172,344,54,bayes_h1_marginal_boundary,measured_graph,0.16919853745687963,24,h1_z,0.49999999999999994
0.0019952623149688807,0.0031622776601683794,0.001,0.0008395233480170894,0.0016901127887427193,0.0029417379449556895,bayes_h1_marginal_boundary,1.000000001339782,H1,interior,13098.053780381439,13098.046103693398,-0.007676688041203171,422.7531800879842,False,41,226,452,82,bayes_h1_marginal_boundary,measured_graph,0.1397206401595497,25,h1_z,0.5
0.039810717055349734,0.06309573444801936,0.025118864315095822,0.02300875320158118,0.035570340734918195,0.05315570369504575,bayes_h1_marginal_boundary,1.0000001768364455,H1,interior,8875.780162472269,8874.766404421,-1.0137580512688171,50.38889854341687,False,36,152,304,72,bayes_h1_marginal_boundary,measured_graph,0.08792601207634898,26,h1_z,0.39999999999999986
0.0031622776601683794,0.01995262314968881,1.2589254117941661e-05,2.4548169262988577e-05,0.0013787458154728442,0.012026865008279305,bayes_h1_marginal_boundary,1.0000026089504657,H1,interior,1674.8185767140812,1674.766118277851,-0.05245843623006681,17.649578605117767,False,15,30,60,30,bayes_h1_marginal_boundary,measured_graph,0.3931179078753141,27,h1_z,3.2000000000000006
0.00794328234724282,0.03162277660168379,0.00012589254117941674,6.293355358161673e-05,0.006213193257559951,0.02193898781612339,bayes_h1_marginal_boundary,1.0000033578635454,H1,interior,1601.5573712263986,1601.2953492937909,-0.26202193260779433,15.284310768061005,False,14,29,58,28,bayes_h1_marginal_boundary,measured_graph,0.481399305861315,28,h1_z,2.4
0.012589254117941675,0.039810717055349734,0.0019952623149688807,0.001799202801893449,0.009312337837251921,0.029227982315637908,bayes_h1_marginal_boundary,1.000000131826379,H1,interior,6473.564519137653,6473.137715456856,-0.42680368079665804,15.114167787693077,False,31,118,236,62,bayes_h1_marginal_boundary,measured_graph,0.6495511674237454,29,h1_z,1.2999999999999998
0.001,0.003981071705534973,1e-05,1.8122346351001387e-05,0.0005714414162657762,0.002779342282694323,bayes_h1_marginal_boundary,1.0000001636352944,H1,interior,9890.727513330337,9890.71200926458,-0.015504065757907535,79.07206666634738,False,31,177,354,62,bayes_h1_marginal_boundary,measured_graph,0.39548795625391864,30,h1_z,2.6
