D,delta_chi2,log_likelihood,log_posterior,log_prior,neg2_delta_logpost,objective,observation_source,posterior_prob,tile_group,weight_mode
1e-05,821.8247096478008,794781.1490652239,794778.78137864,-2.3676865838692702,821.8247096478008,bayes_h1_marginal_boundary,measured_graph,2.8608504658240712e-179,all,h1_z
1.2589254117941661e-05,818.1607730709948,794782.7684243864,794780.6133469284,-2.155077457963703,818.1607730709948,bayes_h1_marginal_boundary,measured_graph,1.7869355003493246e-178,all,h1_z
1.584893192461114e-05,812.7022951410618,794785.2950542254,794783.3425858933,-1.952468332058134,812.7022951410618,bayes_h1_marginal_boundary,measured_graph,2.7378036563404774e-177,all,h1_z
1.9952623149688786e-05,804.521051782649,794789.1930667787,794787.4332075726,-1.7598592061525666,804.521051782649,bayes_h1_marginal_boundary,measured_graph,1.636578049722121e-175,all,h1_z
2.5118864315095822e-05,792.3417176827788,794795.1001247028,794793.5228746225,-1.5772500802469966,792.3417176827788,bayes_h1_marginal_boundary,measured_graph,7.221801022135989e-173,all,h1_z
3.1622776601683795e-05,774.5805568206124,794803.8080960079,794802.4034550536,-1.404640954341429,774.5805568206124,bayes_h1_marginal_boundary,measured_graph,5.193170671225498e-169,all,h1_z
3.9810717055349695e-05,749.6126802887302,794816.1294251479,794814.8873933195,-1.2420318284358616,749.6126802887302,bayes_h1_marginal_boundary,measured_graph,1.3713177487232214e-163,all,h1_z
5.011872336272725e-05,716.303050750168,794832.6316307914,794831.5422080888,-1.089422702530293,716.303050750168,bayes_h1_marginal_boundary,measured_graph,2.34548277815218e-156,all,h1_z
6.309573444801929e-05,674.4533643031027,794853.413864889,794852.4670513123,-0.9468135766247254,674.4533643031027,bayes_h1_marginal_boundary,measured_graph,2.86930156450405e-147,all,h1_z
7.943282347242822e-05,624.620827171253,794878.197524329,794877.3833198783,-0.8142044507191568,624.620827171253,bayes_h1_marginal_boundary,measured_graph,1.9000898714748912e-136,all,h1_z
0.0001,567.4842953165062,794906.6431811304,794905.9515858056,-0.6915953248135883,567.4842953165062,bayes_h1_marginal_boundary,measured_graph,4.850811435650253e-124,all,h1_z
0.00012589254117941674,503.6494655951392,794938.4479868652,794937.8690006663,-0.5789861989080206,503.6494655951392,bayes_h1_marginal_boundary,measured_graph,3.5267245689417366e-110,all,h1_z
0.00015848931924611142,434.22200309555046,794973.0591089891,794972.5827319161,-0.47637707300245236,434.22200309555046,bayes_h1_marginal_boundary,measured_graph,4.2010076405260325e-95,all,h1_z
0.00019952623149688788,361.5933548740577,795009.2808239739,795008.8970560268,-0.38376794709688455,361.5933548740577,bayes_h1_marginal_boundary,measured_graph,2.4800706155089913e-79,all,h1_z
