D,delta_chi2,log_likelihood,log_posterior,log_prior,neg2_delta_logpost,objective,observation_source,posterior_prob,tile_group,weight_mode
0.0002511886431509582,289.4371146794874,795045.2763349453,795044.9751761241,-0.30115882119131615,289.4371146794874,bayes_h1_marginal_boundary,measured_graph,1.1560923367568265e-63,all,h1_z
0.00031622776601683794,221.6777382483706,795079.083414035,795078.8548643397,-0.22854969528574837,221.6777382483706,bayes_h1_marginal_boundary,measured_graph,5.980729537680593e-49,all,h1_z
0.00039810717055349735,161.34592186519876,795109.1867131006,795109.0207725313,-0.16594056938017995,161.34592186519876,bayes_h1_marginal_boundary,measured_graph,7.544694035575113e-36,all,h1_z
0.0005011872336272725,110.04919784842059,795134.7824659832,795134.6691345397,-0.11333144347461188,110.04919784842059,bayes_h1_marginal_boundary,measured_graph,1.0389238646577108e-24,all,h1_z
0.000630957344480193,68.08962826663628,795155.7196416481,795155.6489193306,-0.07072231756904392,68.08962826663628,bayes_h1_marginal_boundary,measured_graph,1.3427293702219016e-15,all,h1_z
0.0007943282347242822,35.25584127777256,795172.1039260166,795172.065812825,-0.03811319166347554,35.25584127777256,bayes_h1_marginal_boundary,measured_graph,1.8103174729779787e-08,all,h1_z
0.001,11.946608420927078,795183.7359333192,795183.7204292534,-0.015504065757907535,11.946608420927078,bayes_h1_marginal_boundary,measured_graph,0.0020858849315002446,all,h1_z
0.0012589254117941675,-0.0,795189.6966284037,795189.6937334639,-0.0028949398523394052,-0.0,bayes_h1_marginal_boundary,measured_graph,0.8193385785505384,all,h1_z
0.001584893192461114,3.0469862977042794,795188.170526129,795188.170240315,-0.0002858139467712683,3.0469862977042794,bayes_h1_marginal_boundary,measured_graph,0.17857420951366787,all,h1_z
0.0019952623149688807,26.694129477255046,795176.3543454133,795176.3466687253,-0.007676688041203171,26.694129477255046,bayes_h1_marginal_boundary,measured_graph,1.3089011175229728e-06,all,h1_z
0.002511886431509582,78.55038874899037,795150.4436066515,795150.4185390894,-0.025067562135635053,78.55038874899037,bayes_h1_marginal_boundary,measured_graph,7.185602876486894e-18,all,h1_z
0.0031622776601683794,167.69705994264223,795105.8976619288,795105.8452034926,-0.05245843623006681,167.69705994264223,bayes_h1_marginal_boundary,measured_graph,3.1514434744272294e-37,all,h1_z
0.003981071705534973,303.43576658447273,795038.065699482,795037.9758501716,-0.08984931032449865,303.43576658447273,bayes_h1_marginal_boundary,measured_graph,1.0549305861415723e-66,all,h1_z
0.005011872336272725,493.5393511687871,794943.061298064,794942.9240578795,-0.13724018441893068,493.5393511687871,bayes_h1_marginal_boundary,measured_graph,5.530380298431818e-108,all,h1_z
0.006309573444801936,742.279238804942,794818.7487451199,794818.5541140614,-0.19463105851336257,742.279238804942,bayes_h1_marginal_boundary,measured_graph,5.36506121901259e-162,all,h1_z
0.00794328234724282,1048.9020632319152,794665.5047237806,794665.2427018479,-0.26202193260779433,1048.9020632319152,bayes_h1_marginal_boundary,measured_graph,1.403700145132718e-228,all,h1_z
0.01,1407.3646321850829,794486.350830178,794486.0114173713,-0.3394128067022262,1407.3646321850829,bayes_h1_marginal_boundary,measured_graph,2.0329023233172963e-306,all,h1_z
0.012589254117941675,1807.4393093367107,794286.4008824764,794285.9740787955,-0.42680368079665804,1807.4393093367107,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.01584893192461114,2237.0933966801967,794071.6712296787,794071.1470351238,-0.5241945548910899,2237.0933966801967,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.01995262314968881,2685.978389634751,793847.3361240755,793846.7045386465,-0.6315854289855218,2685.978389634751,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.025118864315095822,3148.261326960521,793616.3120462867,793615.5630699836,-0.7489763030799538,3148.261326960521,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.03162277660168379,3622.919373248238,793379.110414017,793378.2340468398,-0.8763671771743852,3622.919373248238,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.039810717055349734,4111.781942745438,793134.8165201425,793133.8027620912,-1.0137580512688171,4111.781942745438,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.05011872336272725,4617.341907190392,792882.183928794,792881.0227798687,-1.1611489253632492,4617.341907190392,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.06309573444801936,5142.041414932115,792619.9915657972,792618.6730259978,-1.3185397994576809,5142.041414932115,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.07943282347242822,5688.032254832564,792347.1635367211,792345.6776060476,-1.4859306735521132,5688.032254832564,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
0.1,6255.810544864973,792063.4517825791,792061.7884610314,-1.663321547646544,6255.810544864973,bayes_h1_marginal_boundary,measured_graph,0.0,all,h1_z
