D_hat,D_hi_lr3,D_lo_lr3,D_p025,D_p500,D_p975,ablation,chi2_h1_red_at_mode,chi2_h2_red_at_mode,harmonics,location,log_likelihood_at_mode,log_posterior_at_mode,log_prior_at_mode,max_neg2_delta_logpost,mode_at_grid_boundary,n_boundary,n_h1,n_h2,n_obs,n_params_marginalized,objective,observation_source,sigma_h1_nL_s_at_mode,sigma_h2_nL_s_at_mode,tile_id,weight_mode,width_decades_lr3
0.0002511886431509582,0.000630957344480193,0.0001,0.00010043773376879799,0.00021271754517001624,0.0005045060866096217,bayes_h1h2_marginal_boundary,1.0000000026232316,0.999999999997237,H1+H2,periphery,22736.0048155493,22735.703656728107,-0.30115882119131615,213.31806390103156,False,23,185,190,750,92,bayes_h1h2_marginal_boundary,measured_graph,0.05557027581442678,0.01687569730217484,1,h1:h1_z;h2:h2_z,0.7999999999999998
0.0031622776601683794,0.003981071705534973,0.0019952623149688807,0.001781937009124821,0.002511453398996305,0.003288390455586747,bayes_h1h2_marginal_boundary,1.0000000000009515,0.9999999999999997,H1+H2,periphery,39209.08328721229,39209.03082877606,-0.05245843623006681,338.1340258428827,False,24,306,337,1286,96,bayes_h1h2_marginal_boundary,measured_graph,0.05279531513710584,0.021281740209388323,2,h1:h1_z;h2:h2_z,0.2999999999999999
0.0012589254117941675,0.0019952623149688807,0.0005011872336272725,0.0004420276221630996,0.0010770088571542026,0.0019108630809528328,bayes_h1h2_marginal_boundary,1.0000000002304537,0.9999999999999966,H1+H2,periphery,29868.929391351936,29868.926496412085,-0.0028949398523394052,338.6865483325164,False,31,244,252,992,124,bayes_h1h2_marginal_boundary,measured_graph,0.07008426311367275,0.023404983595583687,3,h1:h1_z;h2:h2_z,0.6
0.00012589254117941674,0.0002511886431509582,3.9810717055349695e-05,4.2957991313988656e-05,9.912172437058289e-05,0.00021849599216237716,bayes_h1h2_marginal_boundary,1.000000308942413,0.9999999959067853,H1+H2,periphery,32992.530041719634,32991.95105552072,-0.5789861989080206,329.4176533123973,False,28,262,285,1094,112,bayes_h1h2_marginal_boundary,measured_graph,0.08762193499770497,0.021318017307169777,4,h1:h1_z;h2:h2_z,0.8000000000000007
0.00019952623149688788,0.0007943282347242822,6.309573444801929e-05,6.961826298945332e-05,0.00018523565129782533,0.0005618508542346823,bayes_h1h2_marginal_boundary,1.0000000669887907,0.9999999999996898,H1+H2,periphery,27699.485934498003,27699.102166550907,-0.38376794709688455,485.9776558871745,False,28,201,255,912,112,bayes_h1h2_marginal_boundary,measured_graph,0.07796167517771367,0.016163286005574325,5,h1:h1_z;h2:h2_z,1.1000000000000005
7.943282347242822e-05,0.00031622776601683794,3.1622776601683795e-05,2.838885663541408e-05,7.280792707065136e-05,0.0002682454176447863,bayes_h1h2_marginal_boundary,1.0000000539837663,0.9999999999241512,H1+H2,periphery,22541.859043411256,22541.044838960537,-0.8142044507191568,359.00934217219765,False,27,175,195,740,108,bayes_h1h2_marginal_boundary,measured_graph,0.03291969921116036,0.01803352898109118,6,h1:h1_z;h2:h2_z,1.0
0.00015848931924611142,0.0005011872336272725,6.309573444801929e-05,5.647616793387813e-05,0.0001416212809720934,0.0003845336105361925,bayes_h1h2_marginal_boundary,1.000000019896485,0.9999999989304111,H1+H2,periphery,20198.061450906316,20197.585073833314,-0.47637707300245236,326.6834582161973,False,21,162,167,658,84,bayes_h1h2_marginal_boundary,measured_graph,0.033204988644011384,0.012059473388709488,7,h1:h1_z;h2:h2_z,0.9000000000000005
0.006309573444801936,0.01,0.005011872336272725,0.004078739034643613,0.005960224904565217,0.0089029731973626,bayes_h1h2_marginal_boundary,1.000000000004433,0.9999999999999986,H1+H2,periphery,25516.442074234026,25516.247443175514,-0.19463105851336257,195.52186413434538,False,27,187,230,834,108,bayes_h1h2_marginal_boundary,measured_graph,0.04256060616187489,0.015164606124501174,8,h1:h1_z;h2:h2_z,0.2999999999999998
0.00015848931924611142,0.0005011872336272725,2.5118864315095822e-05,2.5699304956573993e-05,0.00013047323248150088,0.0003807744648185341,bayes_h1h2_marginal_boundary,1.0000013810163366,1.0000000387824397,H1+H2,interior,36741.354947200605,36740.8785701276,-0.47637707300245236,343.8404956438899,False,51,293,326,1238,204,bayes_h1h2_marginal_boundary,measured_graph,0.10027036148835751,0.03741028587695734,9,h1:h1_z;h2:h2_z,1.2999999999999998
0.01995262314968881,0.03162277660168379,0.01584893192461114,0.014369892111866,0.01987122911188212,0.028391994711697528,bayes_h1h2_marginal_boundary,1.0000000001118292,1.0000000020339304,H1+H2,interior,24471.31093261781,24470.679347188823,-0.6315854289855218,192.60751372121013,False,29,205,225,860,116,bayes_h1h2_marginal_boundary,measured_graph,0.6725992604730554,0.09912602990329815,10,h1:h1_z;h2:h2_z,0.29999999999999977
0.0002511886431509582,0.0005011872336272725,0.00015848931924611142,0.0001295587292386591,0.00023524092314191082,0.0004262228804582461,bayes_h1h2_marginal_boundary,1.0000003155508377,1.0000000004971952,H1+H2,interior,32246.42933690065,32246.128178079456,-0.30115882119131615,441.26074021818204,False,36,292,265,1114,144,bayes_h1h2_marginal_boundary,measured_graph,0.2320336628622807,0.08292811341075516,11,h1:h1_z;h2:h2_z,0.5
0.00031622776601683794,0.0005011872336272725,0.00012589254117941674,0.00011066553908686941,0.0002660872321608803,0.0004824048051193534,bayes_h1h2_marginal_boundary,1.0000001604939093,1.0000000001499896,H1+H2,interior,32590.83931617909,32590.610766483802,-0.22854969528574837,722.8748041686995,False,44,284,267,1102,176,bayes_h1h2_marginal_boundary,measured_graph,0.08312765688313103,0.03713796845340168,12,h1:h1_z;h2:h2_z,0.6000000000000001
0.00031622776601683794,0.0007943282347242822,0.00012589254117941674,0.00010734303723688266,0.00025961793713818624,0.0005955032744258956,bayes_h1h2_marginal_boundary,1.0000000011920196,0.9999999999999954,H1+H2,interior,34411.12974806586,34410.90119837058,-0.22854969528574837,278.5009495252016,False,40,302,273,1150,160,bayes_h1h2_marginal_boundary,measured_graph,0.06927716201304894,0.02858491616548428,13,h1:h1_z;h2:h2_z,0.8000000000000003
0.01995262314968881,0.025118864315095822,0.01584893192461114,0.012719027032968958,0.017044253703507643,0.023603028087216697,bayes_h1h2_marginal_boundary,1.0000000003776879,0.9999999999999912,H1+H2,periphery,25452.820370602087,25452.1887851731,-0.6315854289855218,118.95732727910217,False,28,220,198,836,112,bayes_h1h2_marginal_boundary,measured_graph,0.04437661182096953,0.01619163559205742,14,h1:h1_z;h2:h2_z,0.2000000000000002
0.07943282347242822,0.1,0.039810717055349734,0.033673831854501964,0.06431537593613092,0.09753371681977427,bayes_h1h2_marginal_boundary,1.000000000300507,1.0,H1+H2,periphery,26241.908090243363,26240.42215956981,-1.4859306735521132,110.10664670359256,False,27,227,214,882,108,bayes_h1h2_marginal_boundary,measured_graph,0.16050424435975885,0.01807580715782209,15,h1:h1_z;h2:h2_z,0.3999999999999999
0.0019952623149688807,0.0031622776601683794,0.00039810717055349735,0.0003446283577833527,0.001400245904224983,0.002705223889668677,bayes_h1h2_marginal_boundary,1.0000000002022436,1.0000000000000002,H1+H2,interior,34088.74907490656,34088.74139821852,-0.007676688041203171,647.8580680109444,False,46,305,274,1158,184,bayes_h1h2_marginal_boundary,measured_graph,0.1507774614470324,0.029914545274675314,16,h1:h1_z;h2:h2_z,0.8999999999999999
0.00012589254117941674,0.000630957344480193,1e-05,1.2958318506518135e-05,0.00010402427745274538,0.0004232047542640989,bayes_h1h2_marginal_boundary,1.0000007782412852,1.0000000028921388,H1+H2,interior,24447.55896423176,24446.979978032854,-0.5789861989080206,463.8575859533594,False,37,210,215,850,148,bayes_h1h2_marginal_boundary,measured_graph,0.43870051477566563,0.057286391051315014,17,h1:h1_z;h2:h2_z,1.7999999999999998
0.0019952623149688807,0.005011872336272725,0.0005011872336272725,0.0005103282828913116,0.0017287464329898538,0.0041792801032097,bayes_h1h2_marginal_boundary,1.000001226522822,1.0000000010810581,H1+H2,interior,12769.310632193783,12769.302955505742,-0.007676688041203171,106.0452364409357,False,20,117,113,460,80,bayes_h1h2_marginal_boundary,measured_graph,1.2481423482756173,0.18775460602393138,18,h1:h1_z;h2:h2_z,0.9999999999999999
0.001584893192461114,0.005011872336272725,0.000630957344480193,0.0005764070608310852,0.001485760908989099,0.003992570495785516,bayes_h1h2_marginal_boundary,1.0000007970730411,1.0000000109828742,H1+H2,interior,6411.53317861181,6411.5328927978635,-0.0002858139467712683,139.56530427909638,False,19,61,58,238,76,bayes_h1h2_marginal_boundary,measured_graph,3.1325038032612906,0.2794968213682294,19,h1:h1_z;h2:h2_z,0.9000000000000004
0.001584893192461114,0.005011872336272725,0.000630957344480193,0.0005873410576727522,0.0015051959865423593,0.004039102689707674,bayes_h1h2_marginal_boundary,1.000000772711029,1.0000000095834416,H1+H2,interior,6521.626105708649,6521.6258198947025,-0.0002858139467712683,141.9495581052397,False,19,62,59,242,76,bayes_h1h2_marginal_boundary,measured_graph,3.0952545452597193,0.2759982246552124,20,h1:h1_z;h2:h2_z,0.9000000000000004
0.00794328234724282,0.01,0.005011872336272725,0.004458673611666295,0.006803730792412515,0.009694316921167987,bayes_h1h2_marginal_boundary,1.000000003348111,1.0000000000075209,H1+H2,interior,23659.624276035116,23659.362254102507,-0.26202193260779433,161.95985157108225,False,35,182,221,806,140,bayes_h1h2_marginal_boundary,measured_graph,0.22858335386651712,0.03743590722542758,21,h1:h1_z;h2:h2_z,0.2999999999999998
5.011872336272725e-05,0.00019952623149688788,1e-05,1e-05,3.766828500759565e-05,0.0001476680355078837,bayes_h1h2_marginal_boundary,1.0000005802834218,0.9999999862573059,H1+H2,interior,36384.343516409965,36383.25409370744,-1.089422702530293,835.8705520161748,False,38,285,311,1192,152,bayes_h1h2_marginal_boundary,measured_graph,0.05710076433805324,0.014689471283784655,22,h1:h1_z;h2:h2_z,1.2999999999999998
7.943282347242822e-05,0.0005011872336272725,3.1622776601683795e-05,2.9192146137939692e-05,8.243036420996946e-05,0.00037026075371518626,bayes_h1h2_marginal_boundary,1.0000000099566395,0.9999999996127463,H1+H2,periphery,28008.43725218893,28007.623047738212,-0.8142044507191568,584.0318167062505,False,23,217,242,918,92,bayes_h1h2_marginal_boundary,measured_graph,0.06046811719044604,0.01746812185760904,23,h1:h1_z;h2:h2_z,1.2000000000000002
0.003981071705534973,0.005011872336272725,0.0031622776601683794,0.002870999984360576,0.0036930459433948603,0.004916835699506284,bayes_h1h2_marginal_boundary,1.0000000000770686,1.0000000000299891,H1+H2,periphery,22649.746364338884,22649.65651502856,-0.08984931032449865,411.20766097963497,False,27,172,210,764,108,bayes_h1h2_marginal_boundary,measured_graph,0.16903266389033025,0.03278544847835151,24,h1:h1_z;h2:h2_z,0.20000000000000015
0.0012589254117941675,0.001584893192461114,0.001,0.0008026745325358536,0.001151228772188214,0.0015618780784928048,bayes_h1h2_marginal_boundary,1.0000000406849512,0.9999999999393918,H1+H2,interior,28441.774892843187,28441.771997903335,-0.0028949398523394052,1125.0180355881603,False,41,226,252,956,164,bayes_h1h2_marginal_boundary,measured_graph,0.14000895221583587,0.025452320671740896,25,h1:h1_z;h2:h2_z,0.20000000000000015
0.002511886431509582,0.003981071705534973,0.0012589254117941675,0.0010439435164147923,0.0021852875935235473,0.003841195635600857,bayes_h1h2_marginal_boundary,1.0000004700245926,0.9999999998966935,H1+H2,interior,20998.91461697822,20998.889549416086,-0.025067562135635053,179.30117820003943,False,36,152,199,702,144,bayes_h1h2_marginal_boundary,measured_graph,0.10074300266057519,0.022346081565330876,26,h1:h1_z;h2:h2_z,0.5
0.00031622776601683794,0.001,1e-05,1.2720800331789504e-05,0.0001723796297543558,0.00074403574887072,bayes_h1h2_marginal_boundary,1.0000079086750644,1.0000018653813123,H1+H2,interior,4242.510305171106,4242.28175547582,-0.22854969528574837,87.42041966930992,False,15,30,44,148,60,bayes_h1h2_marginal_boundary,measured_graph,0.4109575069320025,0.07412291278391125,27,h1:h1_z;h2:h2_z,2.0
0.0005011872336272725,0.005011872336272725,2.5118864315095822e-05,2.6631951782192786e-05,0.0004017930016454802,0.0034004887856992523,bayes_h1h2_marginal_boundary,1.000000235439317,1.0000002003469042,H1+H2,interior,4077.0782375154604,4076.9649060719858,-0.11333144347461188,35.6648180538059,False,14,29,42,142,56,bayes_h1h2_marginal_boundary,measured_graph,0.5715814819032081,0.05234628394127536,28,h1:h1_z;h2:h2_z,2.3
0.0005011872336272725,0.001,0.00019952623149688788,0.00017472162656308293,0.00040927688844382944,0.0008947321821373754,bayes_h1h2_marginal_boundary,1.0000000885676683,1.0000000372403224,H1+H2,interior,14209.395192508968,14209.281861065494,-0.11333144347461188,50.97580613532773,False,31,118,134,504,124,bayes_h1h2_marginal_boundary,measured_graph,0.6841648322582187,0.11078873836400739,29,h1:h1_z;h2:h2_z,0.7000000000000002
0.001,0.002511886431509582,0.0001,0.00012069706744988868,0.0005760177720950762,0.0019007676896278052,bayes_h1h2_marginal_boundary,1.0000001636352944,1.0000000002268283,H1+H2,interior,19608.614582717128,19608.59907865137,-0.015504065757907535,231.51075221946667,False,31,177,162,678,124,bayes_h1h2_marginal_boundary,measured_graph,0.39548795625391864,0.03298689390102004,30,h1:h1_z;h2:h2_z,1.4000000000000004
0.0019952623149688807,0.0031622776601683794,0.001,0.000918434539918527,0.0018498336536595555,0.003076269291415844,bayes_h1h2_marginal_boundary,1.0000000276124863,0.9999999999999671,H1+H2,interior,26106.528411082647,26106.520734394606,-0.007676688041203171,335.56463627474295,False,41,236,209,890,164,bayes_h1h2_marginal_boundary,measured_graph,0.19036967672023322,0.023623943688950436,31,h1:h1_z;h2:h2_z,0.5
0.0012589254117941675,0.001584893192461114,0.0007943282347242822,0.0006549069135556785,0.0011118233326570684,0.0015709019357318327,bayes_h1h2_marginal_boundary,1.0000000001516174,1.000000000000008,H1+H2,periphery,21688.85053087237,21688.847635932518,-0.0028949398523394052,585.5830075849881,False,23,200,170,740,92,bayes_h1h2_marginal_boundary,measured_graph,0.2913582931856663,0.02293496636128016,32,h1:h1_z;h2:h2_z,0.29999999999999977
0.07943282347242822,0.07943282347242822,0.06309573444801936,0.051133934318681025,0.06816429428537187,0.07905057922674648,bayes_h1h2_marginal_boundary,1.0000000040467865,1.0000000000112008,H1+H2,periphery,16629.391083589384,16627.90515291583,-1.4859306735521132,125.05974250662257,False,24,152,133,570,96,bayes_h1h2_marginal_boundary,measured_graph,0.2425629372857784,0.030644077344339313,33,h1:h1_z;h2:h2_z,0.10000000000000017
