D,chi2_h1_red,delta_chi2,log_likelihood,log_posterior,log_prior,neg2_delta_logpost,objective,observation_source,posterior_prob,sigma_h1_nL_s,tile_id,weight_mode
0.00012589254117941674,1.0000005434157366,20.718307943141554,18375.147115805106,18374.5681296062,-0.5789861989080206,20.718307943141554,bayes_h1_marginal_boundary,measured_graph,4.402661680380404e-06,0.053123085748554115,2,h1_z
0.00015848931924611142,1.000000053114906,13.164029254709021,18378.821646023418,18378.345268950416,-0.47637707300245236,13.164029254709021,bayes_h1_marginal_boundary,measured_graph,0.00019235615537668865,0.053029542857714586,2,h1_z
0.00019952623149688788,1.000000004483423,8.059245362594083,18381.28142884357,18380.897660896473,-0.38376794709688455,8.059245362594083,bayes_h1_marginal_boundary,measured_graph,0.002469424917677263,0.05298043048500783,2,h1_z
0.0002511886431509582,1.0000000003415368,4.767659714270849,18382.844612541827,18382.543453720635,-0.30115882119131615,4.767659714270849,bayes_h1_marginal_boundary,measured_graph,0.012804262468482786,0.05295064456773427,2,h1_z
0.00031622776601683794,1.0000000677394096,2.728766814652772,18383.79144986573,18383.562900170444,-0.22854969528574837,2.728766814652772,bayes_h1_marginal_boundary,measured_graph,0.035489063218055644,0.05292751706499803,2,h1_z
0.00039810717055349735,1.0000000113646472,1.5101491236418951,18384.33814958533,18384.17220901595,-0.16594056938017995,1.5101491236418951,bayes_h1_marginal_boundary,measured_graph,0.0652700589720698,0.05290493218992824,2,h1_z
0.0005011872336272725,1.0000000018786368,0.8021702301484765,18384.63952990617,18384.526198462696,-0.11333144347461188,0.8021702301484765,bayes_h1_marginal_boundary,measured_graph,0.09299287365977628,0.05287991029327408,2,h1_z
0.000630957344480193,1.0000000003078895,0.3947855706574046,18384.800613110012,18384.72989079244,-0.07072231756904392,0.3947855706574046,bayes_h1_marginal_boundary,measured_graph,0.11400190886094178,0.052851011646467036,2,h1_z
0.0007943282347242822,1.000000000050684,0.15626221533602802,18384.887265661764,18384.849152470102,-0.03811319166347554,0.15626221533602802,bayes_h1_marginal_boundary,measured_graph,0.12844192675418295,0.052817786805362706,2,h1_z
0.001,1.00000000000869,0.02230145079374779,18384.931636918132,18384.916132852373,-0.015504065757907535,0.02230145079374779,bayes_h1_marginal_boundary,measured_graph,0.13733967716730452,0.05278092299218403,2,h1_z
0.0012589254117941675,1.0000000000018439,-0.0,18384.93017851762,18384.92728357777,-0.0028949398523394052,-0.0,bayes_h1_marginal_boundary,measured_graph,0.13887968433517345,0.05274299727587078,2,h1_z
0.001584893192461114,1.0000000000006395,0.18994404076511273,18384.832597371333,18384.832311557388,-0.0002858139467712683,0.18994404076511273,bayes_h1_marginal_boundary,measured_graph,0.1262969597730812,0.052709926796237885,2,h1_z
