graph_path,b1_run_dir,b1_artifact_mode,model_name,model_label,harmonic_number,f0_hz,omega0_rad_s,omega_n_rad_s,D0,alpha,viscosity_pa_s,boundary_amplitude_scale,arterial_boundary_mode,venous_boundary_mode,pressure_solver_mode,lambda_q,lambda_k,lambda_b,use_observed_flow_snr_weighting,lstsq_backend,n_nodes,n_edges,boundary_mapping_count_total,boundary_mapping_count_active,arterial_boundary_count_total,arterial_boundary_count_active,phase_constraint_node_count,snr_weight_p10,snr_weight_p05_clip,snr_weight_p95_clip,snr_weight_median_clipped,complex_flow_rmse_nl_s,flow_amplitude_rmse_nl_s,flow_phase_rmse_deg,phase_eval_edge_count,phase_eval_amplitude_threshold_nl_s,kirchhoff_rms_per_internal_node_nl_s,common_arterial_pressure_phase_residual_deg,arterial_pressure_amplitude_difference_pa,arterial_pressure_phase_difference_deg,arterial_pressure_amplitude_min_pa,arterial_pressure_amplitude_max_pa,arterial_pressure_amplitude_mean_pa,global_pressure_amplitude_max_pa,pressure_amplitude_min_pa,pressure_amplitude_max_pa,pressure_amplitude_range_pa,pressure_phase_min_deg,pressure_phase_max_deg,pressure_phase_range_deg,harmonic_matrix_full_rank,harmonic_matrix_rank,harmonic_matrix_condition_number,harmonic_matrix_ones_residual_norm,gauge_applied,gauge_reason,direct_system_residual_norm,max_abs_kirchhoff_residual_m3_s,rms_kirchhoff_residual_m3_s,relative_direct_residual,relative_pressure_difference,matrix_rows,matrix_cols,min_singular_value,max_singular_value,net_boundary_injection_abs_nl_s,net_boundary_injection_abs_m3_s,runtime_seconds,solver_success,pressure_solver_backend,phase_iterations_used,phase_iteration_relative_change,phase_constraint_kind,arterial_antiphase_count,common_arterial_phase_deg,phase_constraint_amplitude_floor_pa,run_dir,abs_kL_mean,abs_kL_median,abs_kL_max,abs_kL_p05,abs_kL_p25,abs_kL_p75,abs_kL_p95,abs_kL_fraction_lt_0p01,abs_kL_fraction_lt_0p1,abs_kL_fraction_lt_1,rel_error_Ys_mean,rel_error_Ys_median,rel_error_Ys_max,rel_error_Yt_mean,rel_error_Yt_median,rel_error_Yt_max,run_name,summary_path,weighting_regime,flow_rmse_rank_scaled,kirchhoff_rms_rank_scaled,flow_rmse_p05,flow_rmse_p95,kirchhoff_rms_p05,kirchhoff_rms_p95,score_flow_prioritized,score_balanced,score_conservation_prioritized,selection_score,selection_score_formula,selection_score_regime,pareto_rank,is_pareto_front,selected_representative,selection_rank_within_regime,plot_label
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,1.0,0.1,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.043416144182851384,0.040697648430997574,66.42729391479628,5411,4.131397240613581e-06,0.5806567068680532,0.005458810431722786,0.26564786747070046,0.010917620863445571,0.5804438723599822,0.8460917398306826,0.7132678060953324,1.5133198194629514,0.39857202204053477,1.5133198194629514,1.1147477974224165,-39.403003966637385,26.33034108609935,65.73334505273672,True,8776,,,False,,,,,,,19600,8776,,1669.02605944153,1.0018865721701768,1.0018865721701767e-12,7.2967240089783445,True,torch_linalg_lstsq_real_mixed_cuda,2,1.434722517535693e-05,normalized_phase_only_real_rows,0,112.50148696127857,0.000713267480827992,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_1__k_0p1,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_1__k_0p1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_1__k_0p1/summary.csv,flow_prioritized,0.06980180176868586,0.8414299703946526,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.26270884392517757,0.45561588608166925,0.6485229282381609,0.17772628485415182,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,flow_prioritized,1,True,True,1,F1
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,10.0,1.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.043416040144136046,0.040697548673554705,66.42765088539518,5411,4.131397240613581e-06,0.5806568074332827,0.05312070709201678,0.2656459338810434,0.10624141418403354,0.5805799869732735,0.8462259208543169,0.7134029539137952,1.5133535064410975,0.3986106378559018,1.5133535064410975,1.1147428685851957,-39.415919257570565,26.3753778191398,65.79129707671036,True,8776,,,False,,,,,,,19600,8776,,5277.923822010811,1.0018865721701768,1.0018865721701767e-12,7.635699274978833,True,torch_linalg_lstsq_real_mixed_cuda,2,0.00013892398481985687,normalized_phase_only_real_rows,0,112.51046924795804,0.0007133998535355773,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_1,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_10__k_1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_1/summary.csv,flow_prioritized,0.06980154655761042,0.8414301206896156,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.2627086900906117,0.455615833623613,0.6485229771566143,0.17772623196642273,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,flow_prioritized,1,True,True,2,F2
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,100.0,10.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.04341526389830529,0.04069679903649296,66.42779550750687,5411,4.131397240613581e-06,0.5806575987656252,0.41863035302038276,0.26565018374410465,0.8372607060407655,0.5816308484932253,0.84728103223733,0.7144559403652777,1.5136513598118593,0.3989417128536135,1.5136513598118593,1.1147096469582458,-39.512485716434014,26.71946012013743,66.23194583657144,True,8776,,,False,,,,,,,19600,8776,,16690.260594415297,1.0018865721701768,1.0018865721701767e-12,5.928837985964492,True,torch_linalg_lstsq_real_mixed_cuda,2,0.001042348376398908,normalized_phase_only_real_rows,0,112.57774758106333,0.0007144361803261637,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_100__k_10,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_100__k_10,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_100__k_10/summary.csv,flow_prioritized,0.06979964239594678,0.8414313033375909,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.2627075576313578,0.45561547286676884,0.6485233881021799,0.17772584761513527,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,flow_prioritized,1,True,True,3,F3
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,10.0,0.1,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.01616568935699767,0.01503843514156028,56.44254666583338,5411,4.131397240613581e-06,0.6607911191453121,0.0004697595071804197,0.166180471613445,0.0009395190143608393,0.1574629579044436,0.3236434295178886,0.2405531937111661,1.0921889719638687,0.08373464944254745,1.0921889719638687,1.0084543225213212,-76.83300773524662,77.86583825900274,154.69884599424935,True,8776,,,False,,,,,,,19600,8776,,5213.5149163043425,1.0018865721701768,1.0018865721701767e-12,7.764981569023803,True,torch_linalg_lstsq_real_mixed_cuda,2,2.4431404657202445e-06,normalized_phase_only_real_rows,0,146.76225966827306,0.00024055310663836143,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_0p1,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_10__k_0p1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_0p1/summary.csv,flow_prioritized,0.002955360422757703,0.9611910307565908,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.242514278006216,0.48207319558967426,0.7216321131731326,0.17732204680407626,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,flow_prioritized,1,True,True,4,F4
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,0.1,0.1,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.18272857936690995,0.16614716399024185,79.05182055951029,5411,4.131397240613581e-06,0.3269249731646072,0.001224533566945231,0.543788104219751,0.0024490671338904626,0.15015910797461723,0.6939472121943682,0.4220531600844927,1.278710304025574,0.026760339496710944,1.278710304025574,1.2519499645288632,-120.7168458912393,92.27246057659505,212.98930646783435,True,8776,,,False,,,,,,,19600,8776,,588.6516168487825,1.0018865721701768,1.0018865721701767e-12,6.405588868015911,True,torch_linalg_lstsq_real_mixed_cuda,2,8.670876752727212e-06,normalized_phase_only_real_rows,0,121.31370541640634,0.0004220527285875112,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_0p1__k_0p1,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_0p1__k_0p1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_0p1__k_0p1/summary.csv,balanced,0.4115407043595655,0.4622273205934623,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.4242123584180397,0.43688401247651387,0.4495556665349881,0.25482677626575856,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,balanced,1,True,True,1,B1
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,1.0,1.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.18272856965813705,0.1661471586573725,79.05174814987134,5411,4.131397240613581e-06,0.32692498041178963,0.012208072665231905,0.5438087830575002,0.02441614533046381,0.15014799809681073,0.6939567811543109,0.4220523896255608,1.2787817796543808,0.026804797869459617,1.2787817796543808,1.2519769817849211,-120.69123797681758,92.27833676372462,212.9695747405422,True,8776,,,False,,,,,,,19600,8776,,1861.4798575829009,1.0018865721701768,1.0018865721701767e-12,7.071781748003559,True,torch_linalg_lstsq_real_mixed_cuda,2,8.634520368001269e-05,normalized_phase_only_real_rows,0,121.30542399931687,0.00042204808623779377,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_1__k_1,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_1__k_1,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_1__k_1/summary.csv,balanced,0.41154068054356235,0.46222733142439276,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.42421234326376994,0.4368840059839776,0.4495556687041852,0.2548267750349633,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,balanced,1,True,True,2,B2
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,10.0,10.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.18272847652735408,0.16614710777845335,79.05120612807342,5411,4.131397240613581e-06,0.32692505155857793,0.11847326908522887,0.5440133548130102,0.23694653817045774,0.15004009053093725,0.6940534453439474,0.42204676793744234,1.2794741886334806,0.027240334463329963,1.2794741886334806,1.2522338541701505,-120.44352256814625,92.33515635935505,212.77867892750132,True,8776,,,False,,,,,,,19600,8776,,5886.516168487826,1.0018865721701768,1.0018865721701767e-12,7.710716895002406,True,torch_linalg_lstsq_real_mixed_cuda,2,0.0008284280378072726,normalized_phase_only_real_rows,0,121.22474991735997,0.0004220048989796097,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_10,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_10__k_10,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_10/summary.csv,balanced,0.41154045209007556,0.4622274377534288,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.42421219850591385,0.4368839449217522,0.4495556913375905,0.254826764042966,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,balanced,1,True,True,3,B3
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,100.0,100.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.18272685847919126,0.16614678857747847,79.09563348886756,5411,4.131397240613581e-06,0.3269273309859724,0.43612676201380185,0.5536426842071978,0.8722535240276037,0.14560021978925966,0.6992429039964574,0.4224215618928585,1.3007778631726494,0.04411063582467232,1.3007778631726494,1.256667227347977,-113.52595111245017,93.91892756525557,207.44487867770573,True,8776,,,False,,,,,,,19600,8776,,18614.798575829012,1.0018865721701768,1.0018865721701767e-12,12.808132720005233,True,torch_linalg_lstsq_real_mixed_cuda,14,0.001977590523976385,normalized_phase_only_real_rows,0,115.52004138113674,0.00042248096342331615,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_100__k_100,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_100__k_100,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_100__k_100/summary.csv,balanced,0.4115364829540629,0.4622308443628244,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.4242100733062533,0.43688366365844367,0.449557254010634,0.2548270947325818,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,balanced,1,True,True,4,B4
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,10.0,100.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.3348177075718617,0.311283410973669,92.95734501944449,5411,4.131397240613581e-06,0.09786192960797589,0.6299433267318713,0.060614092094574856,1.2598866534637423,0.18462664123849865,0.2452407333330735,0.21493368728578607,1.4792345605290167,0.0010596219385598134,1.4792345605290167,1.4781749385904568,-179.32551313522455,179.7529440115244,359.078457146749,True,8776,,,False,,,,,,,19600,8776,,10179.04117910412,1.0018865721701768,1.0018865721701767e-12,7.858692160982173,True,torch_linalg_lstsq_real_mixed_cuda,3,0.0008933353118075568,normalized_phase_only_real_rows,0,-157.43622281131732,0.00021486403524779703,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_100,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_10__k_100,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_10__k_100/summary.csv,conservation_prioritized,0.7846213392655245,0.11989208400172796,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.6184390254495753,0.45225671163362624,0.2860743978176771,0.15710087409894735,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,conservation_prioritized,1,True,True,1,K1
/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/02_physics_weight_sweep/gnn/q_10__k_10__delta_0p1,loaded_from_b1_run_dir,full_ideal,Full ideal admittance,2,2.7733447429741864,17.425438940799154,34.85087788159831,0.001,0,0.0035,1,all,observed,constrained_least_squares,1.0,10.0,100.0,True,torch,4388,6443,4,4,2,2,2,1.0215429614010159,1,43.911099063797664,4.029301575658415,0.33481833633656655,0.31128387273976255,92.95680841395034,5411,4.131397240613581e-06,0.0978619355662605,0.06343574833461095,0.05640005104161214,0.1268714966692219,0.1864605923813825,0.24286064342299463,0.21466061790218854,1.4790547098394793,0.000962943191128996,1.4790547098394793,1.4780917666483502,-179.90325323399972,179.90946848238764,359.81272171638733,True,8776,,,False,,,,,,,19600,8776,,3218.8954522614954,1.0018865721701768,1.0018865721701767e-12,7.1992955330060795,True,torch_linalg_lstsq_real_mixed_cuda,2,0.0005223893778059741,normalized_phase_only_real_rows,0,-157.04236262393556,0.00021463594102098688,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_1__k_10,0.08655586207963088,0.0732129376370474,0.5832822312399212,0.023491963793452576,0.043357599854248724,0.11469035426859728,0.19630223569192157,0.0001552072016141549,0.6746857054167313,1,8.227969829983705e-06,6.384660159077744e-07,0.002547889891101176,7.207721710689886e-06,5.586590975526825e-07,0.0022507454094475147,q_1__k_10,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/02_physics_weight_sweep_q10_k10_delta0p1/H2/q_1__k_10/summary.csv,conservation_prioritized,0.7846228816501648,0.11989209290639777,0.014960914441939603,0.42261843931799836,0.01763984691149018,0.6867589415076731,0.618440184464223,0.4522574872782813,0.2860747900923395,0.157101035758837,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,conservation_prioritized,2,False,True,2,K2
