u,v,Q_dc_nL_s,Q_h1_real_nL_s,Q_h1_imag_nL_s,amp_h1_nL_s,phase_h1_rad,Q_h2_real_nL_s,Q_h2_imag_nL_s,amp_h2_nL_s,phase_h2_rad,measured_mean_Q_nL_s,measured_amp_h1_nL_s,measured_phase_h1_rad
11230,11303,-0.024247027875061083,-0.001487701160004569,0.0011445684838165405,0.0018770433547537027,2.485819761544837,-0.0008409459408556162,0.00013345940794636798,0.0008514701926731978,2.9842037055727593,0.07013259070038892,0.01959301074708944,3.0921419240213743
11248,11261,-0.009371036818470154,0.002079020036233002,-0.0005965502831127329,0.002162913902895849,-0.27943084338935,0.0005658250426960979,-0.0006148132261238117,0.0008355556725669512,-0.826867341518915,,,
11261,11268,-0.03510198692584826,0.000334503020734187,0.0009781389493030523,0.0010337543591317888,1.241284920323983,-0.000300889008043368,-0.0001976799763684943,0.0003600160666114367,-2.5603217706803014,0.0829374676737066,0.012630501760188843,-2.529177321647567
11268,11322,-0.006371175866488877,0.0006063858106088992,-2.7541361874616123e-06,0.0006063920650651283,-0.004541856358426431,0.00014302060229211524,-0.000152633789740264,0.00020916970729643075,-0.817901661052247,0.012985307091066949,0.003544000415434954,0.34743181829434017
11268,11278,-0.028730811059359367,-0.00015469035137485608,0.001034416021415756,0.001045918548535247,1.7192399401858232,-0.0003695373602497137,-6.661997840224693e-06,0.00036959740642427384,-3.1235666649720475,0.04506411583031523,0.01681032512619457,-2.4880848691456023
11278,11633,-0.028730811059359353,-8.429872647354764e-05,0.0010674120140327353,0.0010707355803308688,1.649607620287331,-0.00032351530345189975,1.579593523807499e-05,0.00032390069950159143,3.0928054690532254,0.03094511443620195,0.006113182709202986,-2.816062475320496
11296,11322,0.03145062505546306,0.0015151508875702422,-0.0016940963442390398,0.002272805454866072,-0.8410998079597466,0.000847721725105623,-0.0003551985235809215,0.0009191289976766699,-0.3967807686950871,0.08143025108473972,0.015559259710864706,-2.20743911837765
11296,11635,-0.06236574100632464,-0.004402680494882292,0.0037828373870470154,0.00580460629473332,2.431774607735567,-0.0022058674761192463,0.000987078415537303,0.002416645427161446,2.720837531158811,0.2914704645208699,0.09011345204406343,3.1334196486482364
11296,11685,0.03091511595086138,0.002887529607312065,-0.0020887410428080465,0.0035637994299644047,-0.6262363923251768,0.0013581457510136138,-0.0006318798919563588,0.0014979426153411593,-0.4354647696884,0.12096069498389149,0.037736738789586326,-3.1361894873322584
11303,11343,0.0008324213139130775,0.000988150647389671,-0.0003336139474225591,0.0010429477301626808,-0.32559860736499696,0.0003832392427805868,-0.00021157432578751314,0.00043776250700520064,-0.5044299472482775,0.02511231370573611,0.0011386695702686768,2.4262597378378397
11303,11322,-0.02507944918897417,-0.0023643000063392192,0.001561189560828134,0.0028332361999689284,2.5579982544472752,-0.001154159799421427,0.00041358120756597097,0.001226023759089617,2.797507715166584,0.072953511081325,0.028227550105682182,3.1101514790031883
11343,11513,0.03496222949380491,0.0042159827330160255,-0.002328723397672738,0.004816374473393627,-0.504650247522922,0.0019984342057637306,-0.0006825149805591903,0.002111768446931203,-0.3291047310904626,0.07129848647648995,,
11343,11685,-0.034129808179891835,-0.0031432716594286445,0.0020566715226039375,0.0037563352455361734,2.5621940902008906,-0.001559369520233894,0.0005192099489197977,0.001643536513647258,2.8201768243800545,0.09336337247370141,0.03707817031624875,-2.9789958887690404
11358,11384,-0.005210384011528493,-0.00024039948653137408,0.00015478796189415193,0.0002859217135369291,2.569533107151132,-0.00015579106838859553,-4.677490695762329e-05,0.0001626614549011362,-2.8499145326672792,0.0078066912501415075,0.00032660962319927246,nan
11384,11401,0.02640201668930763,0.0037719283335442993,-0.001616897735558439,0.004103876416346901,-0.40497174830449867,0.00178483382440641,-0.00033313185849391427,0.001815656524755941,-0.18452269881954234,,,
11401,11410,0.034549252368979044,0.00439750355496898,-0.0018908784273065512,0.004786800470336958,-0.40608882684658854,0.0021365810865077595,-0.00027304484141608666,0.002153957340489039,-0.1271062537567068,0.0882921134294875,0.048352106135948876,-2.9108264713971708
11401,11416,-0.008147235679671443,-0.0005713799898444968,0.0003261477072286839,0.0006579114072010186,2.6229152216715903,-0.0003204620006187684,-1.3636840785739125e-05,0.00032075201833690637,-3.0990646208787953,0.04623952376120797,,
11410,11502,-0.014287470336229428,-0.00030903588313293027,0.00039974011777996204,0.0005052675913082968,2.2289132528149502,-0.000261119580598582,-0.00016998809078632527,0.0003115756511365407,-2.564516800438254,0.01909551091905965,0.0049711035625401336,2.4402498996742374
11410,11457,0.04883672270520837,0.004833167649045654,-0.0021632339391864466,0.0052951950482894965,-0.4208404516500334,0.0024697112582191616,1.1058183882451676e-05,0.0024697360147200456,0.004477491021538728,,,
11416,11502,0.0058683666440094255,0.0006650344737594157,-0.00032395129206808153,0.0007397400157629993,-0.45329025266259154,0.0003289635677927355,-5.541695937456502e-05,0.00033359866354835396,-0.1668923141768219,0.0027659922383551695,0.005130258166628295,-1.2544697929175455
11416,11513,-0.014015602323680841,-0.0011930045571360702,0.0006920338327524986,0.0013791920457360332,2.615951665784367,-0.0006240649660352405,7.893025522048291e-05,0.0006290366181882709,3.015783031559873,0.020737816542213343,0.011039126812020517,2.9602318692173766
11433,11447,0.011003227958304324,0.0019469447356639897,-0.0005107230731706907,0.0020128168970869253,-0.25654018130639517,0.0009284280790564793,2.721561989155734e-05,0.0009288268880402773,0.029305262463378515,0.02336383479796062,0.01282952401157825,-1.4982059058944786
11433,11434,-0.031882932844655425,-0.004008499228910369,0.0012278023318754265,0.004192322105269795,2.8443663351135804,-0.0019906311485984665,-0.0002194639319905468,0.002002692384570132,-3.031787686840342,,,
11434,11457,-0.021635057322941628,-0.00181605383182655,0.000794811218911655,0.0019823663621540105,2.7290492654873955,-0.0009695172166688192,-0.0001277601118701142,0.000977898910727647,-3.0105705382235515,0.08508241712714823,0.03434385678770429,-2.896587258637598
11447,12102,0.03820489334057102,0.005412644451526289,-0.001369881070772701,0.0055833049448064075,-0.24788388946310994,0.0026596658657407034,0.0003773390465611456,0.0026862999224669458,0.14093403622801098,0.11241125728736256,0.020782037216266248,-1.4336911907950791
11447,11457,-0.027201665382266958,-0.00335632916337024,0.0009917327877263273,0.003499782761135469,2.8542865161842657,-0.0016789311280923068,-0.00022712341753418274,0.0016942239461386775,-3.0071303428093823,0.055237577991537085,0.03310183549345577,-1.7675602432247912
11502,11550,-0.008419103692220075,0.0005467655252074444,0.00027178593827593695,0.000610589989927696,0.46130848712848743,0.00017659427237960365,-4.9923281155169285e-05,0.00018351531554227217,-0.2755110744416336,0.018296373103977654,,
11513,11522,0.02094662717012406,0.0031752605901557104,-0.0015077866640748443,0.0035150676294714357,-0.44332958501657704,0.0014716894215597903,-0.0004965897042824968,0.001553213149548499,-0.32543151299457684,0.048283302522051354,0.025763610599108748,-2.955763140220268
11522,11523,-0.004716513718048302,0.0005438084120297367,-3.351195685501319e-05,0.0005448400134411533,-0.06154673408645028,0.00016847592995353835,-0.00019705578970775233,0.00025925879586053676,-0.8634265056166636,,,
11522,11542,0.02566314088817239,0.0027086196154409064,-0.0014085749827874602,0.003052982755156985,-0.47954625527032874,0.0013540550873301419,-0.00024594879035327497,0.0013762107349533637,-0.1796797448688745,0.03822253652225249,0.021203585338433577,-1.885579364260023
11523,11862,0.012237063525997733,0.002631070943479328,-0.0010553118025108835,0.002834822271349647,-0.3814507726175294,0.0011858616497913096,-0.0004498573681266694,0.0012683215302531218,-0.3625794579980147,0.012098144150826214,,
11523,11690,-0.016953577244046027,-0.00204010572087694,0.0010640154372624714,0.002300904214235714,2.6608547032873946,-0.0009861761389426836,0.0002875272627625515,0.0010272367321370593,2.8578989561452275,0.03890202823024327,0.00782400752624743,-2.9362718059419657
11542,11550,0.040276243577415924,0.003951813454607243,-0.0019220509216311714,0.004394440729530672,-0.45268579049801067,0.002039893963031962,-0.00014057457403613327,0.0020447319118357997,-0.06880390887912206,,,
11542,11576,-0.014613102689243566,-0.0011276653625357015,0.0006268248350365346,0.001290169966973869,2.634261018400088,-0.0006130947105686794,-8.566166882383401e-06,0.0006131545509431938,-3.1276215503015545,0.032338418654603775,,
11550,11568,0.03185713988519589,0.004596509286539529,-0.00154489023568989,0.004849183793338224,-0.3242391614968875,0.0022738354297453145,-9.701810581374127e-05,0.0022759042322603876,-0.04264129909162304,0.06466124003938593,0.04367427045160807,-1.6964394531001503
11568,12108,0.02185645506366543,0.0011204539322311427,-0.0009312043196741183,0.0014569003051794476,-0.6934161853956197,0.0006285574733511022,3.2008598138926216e-05,0.0006293719469918729,0.050879949357901404,0.04138800101918988,0.010902831467899804,-1.5229082885331093
11568,12226,0.010000684821529956,0.0036728618080616605,-0.00037972966769859654,0.0036924393673625107,-0.10302192500461174,0.001755978275285485,8.134597123102096e-05,0.0017578614479844834,0.04629206246578773,,,
11576,11600,0.008375824272386052,0.001317135967864021,-0.0004764103798788634,0.0014006477101317857,-0.34706126642649593,0.0006384252945137008,-9.190121651043469e-05,0.000645005961422841,-0.14296772978899186,0.0163918020157864,,
11576,11862,-0.02298892696162962,-0.0024033837025357013,0.0011464354551335373,0.0026628119487491896,2.6965064984826244,-0.0012257992674214722,0.0001207449657638599,0.0012317317852391135,3.043406349046891,0.03090789096185492,0.015566765821107026,1.1769220081740883
11598,11600,-0.03091657774245689,-0.003566288985555856,0.0013801780569204565,0.0038240434878936383,2.772337254958332,-0.001823877747450211,1.2866249942939753e-05,0.001823923128323025,3.1345384326896792,0.05392144214275601,0.023257144212692198,nan
11598,11969,-0.03557738837480271,-0.0030003387739043316,0.0014065393302666416,0.0033136664958593348,2.7032204264267023,-0.0015938526684386187,-0.0001719638106412215,0.0016031025796433476,-3.0341164869725956,0.19144651304589053,0.1005975283412823,1.1316059893685537
11598,12226,0.06649396611725947,0.006566627759460172,-0.002786717387187079,0.007133469978023577,-0.4013417583451131,0.003417730415888824,0.0001590975606982849,0.003421431459128144,0.04651706572612581,0.2612927344786114,0.06896485140849122,-1.692145015935634
11600,11906,-0.022540753470070816,-0.002139569460031098,0.0010269469607872362,0.002373263056335708,2.6940902966499802,-0.0011184762496327866,2.884914160150816e-05,0.0011188482443851657,3.1158051176781734,0.07086612190565197,0.021457922037504473,1.1305530492260916
11633,11635,-0.023099550641021673,0.0004171530157752124,0.0007292686136780651,0.0008401484091910676,1.0512078033213514,-7.02890599995093e-05,-8.291134029185423e-05,0.00010869610068722,-2.2739895148784415,,,
11633,11637,-0.005631260418337608,-0.00043233113718391965,0.0003717708665368982,0.0005701962726854126,2.4313667378618553,-0.00020606435559674733,0.00011985472175348111,0.00023838555529668133,2.614784550496696,0.07362636564299166,0.021646270415724766,-1.8387548448984445
11635,11726,-0.08546529164734601,-0.0037046493327797378,0.004654557640860468,0.005948893469457822,2.243043694648791,-0.0020793168206678266,0.0009903460430872213,0.002303116090380742,2.6970969313504276,,,
11637,11643,0.00881939656180542,0.0015659289780476332,-0.0010534158124618847,0.001887278050058877,-0.5921746693770824,0.0005764310069600539,-0.0005323953312221457,0.0007846766815014449,-0.7457052508798955,,,
11643,11646,0.04061270402794277,0.004539843110851147,-0.003618898704538084,0.005805738825063528,-0.6729957052151139,0.0018248786999078052,-0.001561735696553077,0.002401916038346329,-0.707853065695199,,,
11646,11654,0.051640116566848866,0.005452568909022113,-0.004362112099347569,0.006982730817875558,-0.6747473133354271,0.0022620124015210645,-0.0018235793827134934,0.002905536416858825,-0.6784952721743437,0.29398273864092683,0.1057184258104484,3.0756637072805595
11654,11793,-0.053993444553573654,0.00041914702351334533,0.0018857132391273375,0.0019317346214064218,1.3520770301177358,-0.00033056751943379647,-0.0002862320203762373,0.00043726840086298955,-2.4279509939414448,0.2285635694389766,0.009166723476617136,-2.6943981903058236
11654,11726,0.10563356112042274,0.005167272432803377,-0.006183885549626308,0.0080586068824386,-0.874720153670248,0.0026878136080119696,-0.0015020769151773002,0.003079054570890694,-0.5096102473944553,,,
11685,11690,-0.0032146922290304477,-4.6672724006564516e-05,0.00010043639160916222,0.00011075112606949844,2.005806756433534,-5.815334784734271e-05,-1.8112594452056565e-05,6.0908767379078596e-05,-2.8396531447467335,0.002059167252809612,,
11690,11726,-0.02016826947307647,-0.001947151128565977,0.001270516840131203,0.002324996894306041,2.5634617084208724,-0.0009495446683975912,0.0003512152921482898,0.0010124165440771403,2.7873204100284377,0.03035787227968573,0.008674100958065378,3.140315253606578
11778,11827,0.060619183819358824,0.002795812733479924,-0.0036910113012514983,0.004630349151700632,-0.9225345641986885,0.0014280504410755116,-0.000999562970231348,0.0017431162306953824,-0.6106919666414554,,,
11778,12986,-0.04375715940438751,-0.0006560213061766362,0.002075563633185125,0.002176770164615074,1.8769293497138213,-0.0005578353886543765,0.00017727674681792304,0.0005853267171396888,2.8338920652082735,0.1673667113483756,0.052397976649810135,-1.7068505639761302
11793,11827,-0.06529916395621461,-0.0011184577047642333,0.003032337977056753,0.003232030514157798,1.9241584933827978,-0.0009293054253184838,0.0002530787722328282,0.0009631497487313402,2.875709383367953,0.20268401855776108,0.0446517971936573,2.9812366899198586
11793,11799,0.011305719402640938,0.00170638517506236,-0.0010601706317975117,0.0020089081945670233,-0.5559314768271449,0.000723939843019169,-0.0004926414565307518,0.0008756623213336061,-0.5975188537042377,0.0892639091608723,0.036920864291437004,3.133690908490144
11799,11893,0.02831368301908769,0.0025632634744440666,-0.0018104296048123685,0.0031381483383358627,-0.6149407683354781,0.0012443075122668115,-0.0005063333269194594,0.0013433817860284355,-0.38645742584668097,0.10361637805257645,0.0362730684666904,0.9782577893679377
11799,11843,-0.017007963616446724,-0.0007477366003577835,0.0008215986315457769,0.0011109159891155177,2.3091633890120797,-0.0004344221547912115,5.7155868895687304e-05,0.0004381659524913595,3.0107764375752,,,
11816,11843,0.018828508822687683,0.0016466643080358667,-0.0013445776577306198,0.0021258862671901333,-0.6847490372393975,0.0007554611871975111,-0.00045647574836211595,0.0008826617212752724,-0.5435273219039368,0.02488365336955873,0.011689273829455022,0.8855619997214017
11816,11827,0.0046799801368564015,-0.001954267425520473,0.0005050766187608342,0.0020184805080231253,2.8886788183476537,-0.0007240286366935845,0.0006734538312942873,0.0009888162264229511,2.3923686422267565,0.06018252758459116,0.002582303793496513,3.0430837723750503
11816,11825,-0.02350848895954404,0.0003076031174846128,0.0008395010389697865,0.0008940814685013908,1.2195761811575758,-3.143255050392763e-05,-0.00021697808293217013,0.00021924300149400817,-1.7146606185243332,0.10009398959602303,,
11825,13025,-0.02053484512424839,0.0014937523122936067,0.00032731606790772856,0.0015291931790303909,0.21571400889829925,0.0004763707558342142,-0.0006139597882514538,0.0007770944077805672,-0.910924877700327,0.037923917619954166,0.012959205610652233,2.9755148332151897
11825,12986,-0.0029736438352955864,-0.0011462086779986933,0.000536714899606494,0.0012656449806241563,2.7036641783713273,-0.00047342868807737846,0.00040897976298928174,0.0006256190288261994,2.4291025521356997,0.026813778943685432,0.007593436876470344,1.1202182333222148
11843,11999,0.0018205452062409137,0.0010435366962997779,-0.00042182697431827405,0.0011255695592839942,-0.38414606584895467,0.0004393744520858656,-0.0003375653449494038,0.0005540760518706477,-0.6551019510589777,0.03762247947014094,0.003092334665881156,nan
11844,12082,0.04797265363205658,0.0018478559882962175,-0.002532626665361752,0.0031350868535949014,-0.9404662733427586,0.0009367151530445898,-0.0002110789757662605,0.0009602029014504606,-0.22163761219112818,0.22059667582606074,,
11844,13252,-0.016314706735458512,-5.609248980884484e-05,0.0007376713579229906,0.0007398009189727357,1.6466902224037105,1.2708669723249063e-05,-0.00011857956489806943,0.00011925864118607963,-1.464029669454417,0.10260615299089311,0.02853677020388995,1.1929925141135567
11844,13213,-0.031657946896598094,-0.0017917634984873758,0.0017949553074387615,0.0025361941941054707,2.355304593804715,-0.0009494238227678392,0.00032965854066432834,0.0010050275362755152,2.8073969675672985,0.14796317715673907,0.04700062097997528,1.1609556295298336
11862,11915,-0.010751863435631878,0.00036341596238936326,0.00022076228881286338,0.00042521423997942634,0.5458900188956038,4.97338622301376e-05,-0.00022101008253225376,0.00022653678207575903,-1.349453488001559,0.05344017863511051,,
11893,11915,0.03621717915601372,0.0024654075396714345,-0.001776373470445512,0.00303870647532324,-0.6243649082939691,0.0013290886520513712,-0.00015804733516307565,0.0013384526906707911,-0.11835826996461009,0.09429919762413229,0.022900318897334015,-3.110613420468091
11893,11950,-0.007903496136926029,0.0002909440754317491,0.0001289805683974897,0.0003182521673971362,0.4172827881572752,6.33519019870564e-05,-0.00022844902197944545,0.0002370704940070416,-1.3002809377848281,0.06107119616742796,0.032096776691046575,1.2063873061380213
11906,11915,-0.02546531572038183,-0.0030136784662642764,0.0013788416942610115,0.003314130702892929,2.71249626508381,-0.0015074914722244459,0.00023499670411960112,0.0015256978697555104,2.9869513286728715,,,
11906,11967,0.0029245622503109997,0.0009334111062901056,-0.00029026076892752146,0.000977500694283188,-0.301488348226159,0.00042783446638068536,-0.00015384234475087667,0.0004546534918613222,-0.3451870859379014,0.000649657163006283,0.012048763869897446,-2.817642539109021
11946,11950,-0.010613793997597465,-0.0017704186354898506,0.0007060423289710748,0.0019060109955581694,2.7621214906464555,-0.000873636308939055,0.0002560725839541816,0.0009103919862068357,2.8564677830511616,0.18162364647127535,,
11946,11961,0.030868058093012747,0.002500679580367934,-0.0015533228960604524,0.0029438427918444927,-0.5558334217790859,0.0013053547611875493,-0.0001604662071610118,0.0013151807693985054,-0.12231552898849886,0.1793969840051258,,
11946,12031,-0.020254264095415277,-0.0007302609448780989,0.0008472805670893902,0.0011185550531742157,2.28215162300585,-0.00043171845224849195,-9.560637679316746e-05,0.000442178019914322,-2.923654575404163,0.047586927311603765,0.005585428499433461,1.0991567773458142
11950,11991,-0.018517290134523492,-0.0013530608363128828,0.000953179748134633,0.0016550907102082712,2.5278784277498296,-0.0007157112567830713,0.00012014158221305236,0.0007257248809725757,2.9752800074464623,0.08178735090057525,0.03185961199162294,1.1302148838051296
11961,12536,-0.00039375196488227056,0.00016914142536608308,-3.815173996008553e-05,0.00017339082166265964,-0.2218485199449007,7.678885293643159e-05,-6.145226142475738e-05,9.8350944934503e-05,-0.6749090959677518,0.0052548265390564225,0.0032495797609505225,1.3494928987283128
11961,11967,0.031261810057895016,0.0023769890446462814,-0.0014704490457663273,0.002795048714166453,-0.5539970976900866,0.0012619541083469128,-6.305999400730758e-05,0.0012635286836545712,-0.049928586854545674,0.21215423727528465,,
11967,11969,0.034186372308206016,0.003413566841127588,-0.0016558468332027035,0.0037939777692908537,-0.4516390611079752,0.001761084951174616,-0.00012987827794281716,0.0017658676542524616,-0.07361574327585459,0.016200280109438234,0.0712150953419376,1.1796602916434036
11969,12276,-0.0013910160665966925,0.0006020031969564715,-3.329569297655911e-05,0.0006029232557437153,-0.0552518738900779,0.00028554373194751104,-0.00011336513042532322,0.0003072244711133255,-0.3779304122162507,0.01886160641948572,0.02769462447653606,1.2648488331430665
11991,11999,-0.021226268251550568,-0.0028744670773850414,0.0015842323033248118,0.0032821262879219534,2.637875019458193,-0.0013833724784716591,0.0006552971487610434,0.0015307298152734774,2.6992093099094867,,,
11991,12019,0.0027089781170270386,0.0016144763822146268,-0.0005474903461526439,0.0017047814135129383,-0.3269434356194989,0.0007413999380605087,-0.000472802276505536,0.0008793269362557612,-0.5676908797188119,,,
11999,13025,-0.01940572304530964,-0.001721084356495541,0.0012518123391874324,0.0021281836139571187,2.512752808115671,-0.0008529807123618407,0.0003788623118885472,0.0009333342097184952,2.723603526096622,0.11689397756058639,0.032794043338442574,1.0227924670206625
12019,12031,0.012665316734235812,0.0010896870145579408,-0.0007556536849812619,0.0013260581741846615,-0.6063227870798423,0.0005457462783130843,-0.0001786981042672179,0.0005742577929478014,-0.31643546089706787,0.05532923674958049,0.016966113183053404,1.2518153268620393
12019,12071,-0.009956338617208741,0.0005615642881074837,0.00024033262076853199,0.0006108307607538573,0.40438350055175787,0.00022669660704230894,-0.00027128315924764023,0.0003535334554690342,-0.8746949228879916,0.01603110355633345,0.004437137582483459,nan
12031,12050,-0.0075889473611794695,0.0004802172811036277,0.000206290325597983,0.0005226512561028457,0.40574105819332473,0.00021036470773871726,-0.0001864620055934805,0.0002811074346080855,-0.7252362435522983,0.03100117854654039,0.013147366624674705,1.2572970433414952
12050,12071,-0.03326527964652415,-0.0019521482462173303,0.0016587292030560228,0.002561691890973672,2.4372761009892865,-0.0010409388851671329,0.00011297759146616915,0.0010470519083724981,3.033481516289862,0.11845801316065402,0.03520361582207325,1.1444135698346622
12050,12555,0.02567633228534467,0.0024852630610802187,-0.0013991772352436994,0.002852057050339986,-0.5127612976223668,0.0012948557088700238,-0.00025796619484449307,0.0013203021868026421,-0.19664919160137231,0.13666237399837416,0.04910353620625124,1.2508525033005164
12071,12082,-0.04322161826373288,-0.001179030983483517,0.002109069592976062,0.0024162550792559798,2.0805451230972016,-0.0006226124508883374,-3.0703564390465753e-06,0.0006226200214334946,-3.136661284893408,0.15752417724483464,,
12082,12655,0.004751035368323718,0.0007388447289989473,-0.0003487581151791441,0.000817021270514322,-0.44102366524519854,0.0003870837099342728,-0.0001604459383739932,0.000419018731845238,-0.39294297487410174,0.0697752662733107,0.02569395238656694,1.293178006904217
12102,12108,0.00875830099291954,0.00671355464148188,-0.0005158718154022244,0.006733345353840784,-0.07668963964685882,0.002990127709693429,0.0001652855166954088,0.0029946924754147525,0.05522087828781951,0.1824651258849676,0.13178149813572865,-1.4678615252891227
12108,12115,0.030614756056584865,0.008471814627695843,-0.0006224073881809107,0.008494647376018821,-0.07333625714968083,0.003919618803060404,0.0009608986075336964,0.0040356830518841385,0.2404097505736425,,,
12115,12165,0.019947325502805553,0.0022026586312608415,-0.0007487071843334014,0.0023264280547096944,-0.3276584364697918,0.0010918022572296582,0.00017822527668050466,0.001106253324577883,0.16181231475639934,0.11505412054487171,0.04556419136881101,-1.3628605416154342
12115,12190,0.010667430553778402,0.006357758224986977,0.0002430717131205806,0.00636240312343606,0.03821368711094997,0.002867476594246665,0.0008913007035076818,0.0030028051822630353,0.3013636616884671,0.05947702726471391,0.05000036899326719,-1.2397982236322815
12153,12220,-0.05959744272587134,-0.005659160656151464,0.0016761137046528449,0.005902156934804237,2.853646800635671,-0.002888704947564473,-0.0009691524456367392,0.003046944820138221,-2.8178958775567446,0.15788012206770505,0.0650468935117298,-1.3588087889905316
12153,12190,0.07574733750645431,0.0057134838236354265,-0.00224101206609235,0.006137265880122451,-0.3737920739256917,0.0029323008349144116,0.0011533437505046177,0.0031509665173193786,0.3747378289103766,,,
12153,12296,-0.016149894780582732,-5.4323167483937494e-05,0.0005648983614395241,0.0005675043306288924,1.6666660283971673,-4.359588734988974e-05,-0.00018419130486789194,0.0001892803164165809,-1.8032074247016951,0.02596434594670434,0.015519980598766131,-1.3077692193173736
12154,12165,-0.016320780855519183,-0.0012920782622330206,0.00041163337580235214,0.0013560635205658851,2.8331761719559436,-0.0006693473514620663,-0.0003029258262269236,0.0007347039765133623,-2.7166044437912578,,,
12165,12185,0.0036265446472865345,0.0011210830847848956,-5.503726763543588e-05,0.0011224332424779623,-0.04905355971559696,0.0005146972742968282,0.00013784291148506472,0.0005328357649550786,0.2616728405951364,0.011022952574479675,0.011461465514361413,-1.6360798293916636
12185,12190,-0.08641476806023271,-0.012464863593012156,0.0014451134994047403,0.012548353574017658,3.0261729654930734,-0.0059664929717202254,-0.0025581376745478206,0.006491772234415482,-2.736549475168128,,,
12185,12205,0.09004131270751918,0.013717282319786504,-0.001314974967023232,0.013780166668245532,-0.09557060573162333,0.006535458001538998,0.002868309905777399,0.0071371852298690456,0.4135717544378189,,,
12191,12205,0.0355283071865465,0.0025908818463063533,-0.0010195182082403684,0.002784256834139672,-0.37489247293546574,0.001271948899993039,0.0006250548317877979,0.0014172323546034272,0.45675609208118195,0.0740642012986061,,
12191,12215,0.013703231537029166,0.0015621930995397576,-0.00031193383531720296,0.0015930317002072918,-0.19708484285474823,0.0007560170576658038,0.00032206840790743977,0.0008217602149372359,0.4027231074172102,0.03297771765834032,0.016249801615759216,-1.4582115716982582
12191,12296,-0.049231538723575684,-0.004153074945846146,0.0013314520435575824,0.004361283761704646,2.831350729923848,-0.002027965957658821,-0.0009471232396952414,0.0022382333114744466,-2.7046662472071583,0.1080511572022864,,
12205,12211,0.12556961989406593,0.01643844274591872,-0.0021353499394232405,0.016576553299001654,-0.1291764389744459,0.007855651237257488,0.00367859427694224,0.00867429030040944,0.43794592902936363,0.19243010693686227,0.10904286701705236,-1.259997467819902
12211,12215,-0.4634132175917399,-0.04138626094170497,0.011361148472739056,0.04291734252437487,2.873677420548584,-0.01991321256036,-0.01015872204194597,0.022354768350389995,-2.669858188101365,,,
12211,12364,0.588982837485808,0.05807828222935752,-0.013081740413332313,0.059533341909846764,-0.22154594880426146,0.027844501898329002,0.014224035628440474,0.03126722686016768,0.47228053884155174,0.28586898297385255,0.22974482290254006,-1.1768150824202996
12215,12422,-0.4497099860547106,-0.03957623113179119,0.011456262189796363,0.04120101957425709,2.859821141695221,-0.019078984111653315,-0.009457506222747358,0.021294413790617122,-2.681388694366728,0.2424696928232722,0.13157580973466976,nan
12220,12226,-0.0764946509387907,-0.01091097423125796,0.0023152850454412344,0.011153918751578704,2.9324963939009834,-0.005539989242403845,-0.0010119890680460833,0.005631660739053366,-2.9609148515371486,,,
12220,12242,0.016897208212918437,0.005462104711655943,-0.00035528014909314807,0.005473647035152495,-0.064953053240354,0.0027534252981763173,0.0003037017478752318,0.0027701237561343376,0.10985554924912687,,,
12242,12261,-0.006048858071293226,-0.00038813184348038325,0.00017395682499334354,0.00042533199372401495,2.7202449138691636,-0.00021080272537451732,-9.535530206350797e-05,0.00023136642508572201,-2.7167913468442855,0.000539983679953108,0.0028974591249807803,0.4237529064336866
12242,12309,0.02294606628421162,0.005972972940708419,-0.0003683174064957419,0.005984318128438923,-0.06158602027646814,0.0030291728565111317,0.0005458241127832361,0.0030779558406058096,0.17827615583086237,0.07046891811280565,0.027365333639495015,-1.5349055668144125
12261,12276,-0.02868755255148227,-0.003045763870890407,0.0010650295610992468,0.0032266027836156982,2.805206787453686,-0.0015927887824487084,-0.00020108876581956465,0.0016054322773736906,-3.01600758523889,0.07388124037064972,,
12261,12318,0.022638694480189035,0.0027322155434805744,-0.0007927679930800199,0.0028449047201776325,-0.2824010642773646,0.0014232774606516545,0.00019498276946495208,0.001436571268815872,0.13614810183390036,0.038839741078183464,0.023750140986951985,1.35348685108589
12276,12536,-0.030078568618078984,-0.002297031150903558,0.001212093289519548,0.0025972143251413895,2.656048437884783,-0.0012171008438054112,-0.00015446828230905252,0.0012268638531766078,-3.015352624755675,0.07504796824821813,0.022166790192940558,1.2681539042219996
12296,12309,-0.06538143350415813,-0.004028436243929184,0.0021555308379838894,0.00456887423386788,2.6502773837255864,-0.0019905254246268865,-0.000891467680549966,0.0021810332623669873,-2.7205235588318173,,,
12304,12309,0.042435367219945605,-0.0026461348050312115,-0.002799056905662823,0.003851850070749938,-2.328117991818413,-0.0013870775740840672,-0.0005870326390430722,0.0015061844229140118,-2.7412345191680374,0.0991628653718999,0.0254221315405095,-2.0692114011613785
12304,12318,-0.02296034657642542,-0.0028182248755714784,0.00041345272083750673,0.002848391581517157,2.9959249962777212,-0.0014602152316434986,-0.0005712875696453387,0.0015679917123361826,-2.768664916054751,0.07998618363108681,0.045889355290641635,1.9667787568319253
12304,12328,-0.019475020643518595,0.005464359680602697,0.0023856041848253004,0.005962410087007803,0.41163399312436577,0.002847292805727777,0.0011583202086883604,0.0030738871201469,0.3863671702650384,,,
