u,v,Q_dc_nL_s,Q_h1_real_nL_s,Q_h1_imag_nL_s,amp_h1_nL_s,phase_h1_rad,Q_h2_real_nL_s,Q_h2_imag_nL_s,amp_h2_nL_s,phase_h2_rad,measured_mean_Q_nL_s,measured_amp_h1_nL_s,measured_phase_h1_rad
807,823,-0.002053360515135628,-8.729061222273843e-05,0.00017524755405617592,0.00019578395282783724,2.0329218918705485,-1.900579821169212e-05,6.339182907939379e-05,6.617963704716607e-05,1.8620830546187968,0.012995215981477197,0.003414923746485769,-2.6714637534040184
807,813,-0.0013666315749648527,4.2569908262876454e-05,4.099926355207402e-05,5.910276390594726e-05,0.7666058290913297,9.216905067690818e-06,3.2054332067816448e-06,9.758388241403553e-06,0.33469359072823385,0.0013625354250806645,0.00364482501948795,-2.1139021924996917
813,859,0.006970932895496676,-1.7757041874928566e-05,-0.0003634273525691994,0.0003638608980525458,-1.619617450260287,-6.003040955195919e-06,-9.57546204088737e-05,9.594260696039717e-05,-1.633406307243889,0.01006822767210284,0.00195838003573866,-3.043538404091015
813,2755,-0.008337564470461523,8.744636987808641e-05,0.00039060944206041907,0.00040027815807461563,1.3505561487997793,2.439586488628976e-05,9.164875213320694e-05,9.484013913488376e-05,1.3106401950599882,,,
835,859,-0.00045438510030174555,0.00029039373080885506,-0.00017278542425789984,0.0003379102273223884,-0.5367378545363387,7.342479972235117e-05,-9.567811030121348e-05,0.00012060473458815186,-0.916242577807808,,,
838,1429,0.006179094888711553,0.00023403425146168786,-0.00046203069834596617,0.0005179231574966442,-1.1019352020685758,7.185063659655889e-05,-0.00015737649544497834,0.0001730025297441458,-1.1425066967284594,0.015386552983670332,0.010618938695316217,0.5423379974652153
838,865,-0.0013025283228567145,-1.453737463349477e-05,7.4312142943542e-05,7.572073593208136e-05,1.7639824377475979,-6.060957453599078e-06,2.1155179931535454e-05,2.200629099121382e-05,1.8498221802784527,5.4954387082639056e-05,0.5672965243240918,1.0385501826786614
859,862,0.006516547795194925,0.0003644266114188402,-0.0005817442267777272,0.0006864642019067228,-1.0111637092098065,9.894069875905036e-05,-0.00021553433047254316,0.0002371588275463863,-1.1404432422044908,0.04780294098672384,0.02116283905108255,-2.2581655522509134
862,865,0.0013025283228567089,-1.5089520639981654e-05,-6.427484056049087e-05,6.602233532843983e-05,-1.8013861300691114,-5.750693957488382e-06,-1.592305545249881e-05,1.69296832792597e-05,-1.9173741758202327,0.03630333626309174,,
862,876,0.005214019472338217,0.0004323582636035775,-0.0005394970691397006,0.0006913687552360372,-0.8951963128244071,0.00012431213200114394,-0.00021122099329907244,0.0002450873602879525,-1.0388454621359118,,,
