edge_u,edge_v,flow_sign,geometry_source,length_m,radius_m,tile_id
3652,8455,1.0,radius_adapted_m+length_true,7.826835484793403e-05,3.0296243276149874e-06,12
3665,3721,1.0,radius_adapted_m+length_true,0.00012132238703774661,3.102455328812497e-06,12
3665,3668,-1.0,radius_adapted_m+length_true,5.355102690925508e-05,5.231568752810938e-06,12
3668,8482,1.0,radius_adapted_m+length_true,9.87469270924645e-05,3.4022429168958475e-06,12
3689,3700,1.0,radius_adapted_m+length_true,0.00010945233716544432,2.4776815582078736e-06,12
3700,6075,1.0,radius_adapted_m+length_true,9.284252788490242e-05,3.214568133973012e-06,12
3708,3721,1.0,radius_adapted_m+length_true,5.200842584661155e-05,3.2933942075697545e-06,12
3708,8482,-1.0,radius_adapted_m+length_true,8.912777341843702e-05,3.849932742137643e-06,12
3708,3723,1.0,radius_adapted_m+length_true,5.8726728159371036e-05,3.8117393497825057e-06,12
3723,3749,1.0,radius_adapted_m+length_true,7.631161318784278e-05,3.6493022061699043e-06,12
3723,8706,1.0,radius_adapted_m+length_true,8.100177592015906e-05,2.921829715446519e-06,12
3749,6116,1.0,radius_adapted_m+length_true,6.095604213731368e-05,3.565286253264035e-06,12
5985,6002,1.0,radius_adapted_m+length_true,3.9919130726165903e-05,3.3893808104412196e-06,12
5990,6143,1.0,radius_adapted_m+length_true,0.00010754592756103907,2.2701748224514184e-06,12
5990,6075,-1.0,radius_adapted_m+length_true,4.92045904151045e-05,4.893901529522537e-06,12
6002,6056,1.0,radius_adapted_m+length_true,0.00012257162327610066,4.691433099979145e-06,12
6056,6228,1.0,radius_adapted_m+length_true,4.764658076228753e-05,7.443706520065036e-06,12
6111,6116,1.0,radius_adapted_m+length_true,0.00011275505693113322,2.9105493296818967e-06,12
6111,11139,1.0,radius_adapted_m+length_true,6.573322394827208e-05,3.037740501827174e-06,12
6118,6153,1.0,radius_adapted_m+length_true,0.00011741786708887605,2.65535459247337e-06,12
6118,6172,1.0,radius_adapted_m+length_true,5.10015227577984e-05,4.463438428167231e-06,12
6143,6241,1.0,radius_adapted_m+length_true,8.536272636970283e-05,2.000021677578292e-06,12
6153,6321,1.0,radius_adapted_m+length_true,5.1649180984024343e-05,2.8290592371856785e-06,12
6170,11139,-1.0,radius_adapted_m+length_true,0.00010967206156940313,3.2825513048781158e-06,12
6170,6172,1.0,radius_adapted_m+length_true,4.107760630501294e-05,3.5909460986379623e-06,12
6170,11183,1.0,radius_adapted_m+length_true,7.848903492534162e-05,2.8203350293619654e-06,12
6172,6329,1.0,radius_adapted_m+length_true,0.00013836744174092465,4.146892312378378e-06,12
6228,6261,1.0,radius_adapted_m+length_true,3.9488938443440286e-05,7.716900648238225e-06,12
6228,6241,-1.0,radius_adapted_m+length_true,3.867223338964783e-05,3.957775849997793e-06,12
6240,6241,1.0,radius_adapted_m+length_true,2.8810130553108282e-05,2.587885744200023e-06,12
6240,6255,1.0,radius_adapted_m+length_true,5.50209087891842e-05,1.5802392690242082e-06,12
6240,6321,-1.0,radius_adapted_m+length_true,6.852155896390257e-05,2.783183110645242e-06,12
6249,6255,1.0,radius_adapted_m+length_true,7.227382440216523e-05,3.273033029013458e-06,12
6255,6444,1.0,radius_adapted_m+length_true,3.6980207378183305e-05,2.3599308490200358e-06,12
6293,6916,1.0,radius_adapted_m+length_true,0.0001202410308783531,2.7389642326418462e-05,12
6293,6302,-1.0,radius_adapted_m+length_true,7.736221201686633e-05,4.174358901397628e-06,12
6302,6444,-1.0,radius_adapted_m+length_true,4.128583125975188e-05,3.945334222649303e-06,12
6302,6400,1.0,radius_adapted_m+length_true,6.108869959837063e-05,4.114246008542873e-06,12
6330,6378,1.0,radius_adapted_m+length_true,7.759715559602354e-05,3.3717303622706275e-06,12
6334,6390,1.0,radius_adapted_m+length_true,5.2350585238334084e-05,4.519298666372308e-06,12
6334,6417,1.0,radius_adapted_m+length_true,9.328303002935141e-05,2.4188301328014487e-06,12
6370,6375,1.0,radius_adapted_m+length_true,7.969574263506697e-05,2.8700428814763333e-06,12
6370,6378,-1.0,radius_adapted_m+length_true,4.9871934585494366e-05,3.323726121487944e-06,12
6375,11358,-1.0,radius_adapted_m+length_true,5.969113720555386e-05,3.710621071216716e-06,12
6375,6435,1.0,radius_adapted_m+length_true,6.257639384598263e-05,3.0833610078603556e-06,12
6378,11183,-1.0,radius_adapted_m+length_true,9.227180976470955e-05,2.8927975044251634e-06,12
6390,6400,1.0,radius_adapted_m+length_true,6.898284527499418e-05,3.3019020221923222e-06,12
6400,6957,1.0,radius_adapted_m+length_true,5.7949750522354636e-05,4.028233110045155e-06,12
6417,6425,1.0,radius_adapted_m+length_true,6.90764407847617e-05,2.912393969847618e-06,12
6425,6987,1.0,radius_adapted_m+length_true,5.560095496752045e-05,2.719396366469519e-06,12
6425,6957,1.0,radius_adapted_m+length_true,6.60635213176174e-05,2.21097903679362e-06,12
6435,6991,1.0,radius_adapted_m+length_true,4.925662985976849e-05,2.4934781395208324e-06,12
6435,11434,1.0,radius_adapted_m+length_true,7.350173689120052e-05,2.6206517586902966e-06,12
6957,6976,1.0,radius_adapted_m+length_true,3.451162525240855e-05,3.854291484241455e-06,12
6963,6976,-1.0,radius_adapted_m+length_true,5.0425103450249255e-05,4.156631999946518e-06,12
6963,6987,-1.0,radius_adapted_m+length_true,4.75571792954049e-05,3.683813861807746e-06,12
6991,6993,1.0,radius_adapted_m+length_true,5.809475026713e-05,1.7998415608328283e-06,12
6993,11433,-1.0,radius_adapted_m+length_true,3.9486451535757705e-05,2.6276167126614575e-06,12
8221,8259,-1.0,radius_adapted_m+length_true,5.6920703391951324e-05,3.4556022857185416e-06,12
8250,8327,-1.0,radius_adapted_m+length_true,7.889772726223848e-05,3.7597587868701237e-06,12
8250,8259,1.0,radius_adapted_m+length_true,7.415178425176325e-05,3.6395644843051607e-06,12
8259,8388,-1.0,radius_adapted_m+length_true,0.0001172979818447749,3.209444784812699e-06,12
8275,8289,1.0,radius_adapted_m+length_true,5.011437881005646e-05,7.199402306789261e-06,12
8275,8304,-1.0,radius_adapted_m+length_true,9.204879888715235e-05,6.723972142158395e-06,12
8289,8316,-1.0,radius_adapted_m+length_true,8.53001693511511e-05,3.110455891527932e-06,12
8304,8388,-1.0,radius_adapted_m+length_true,4.970864053926849e-05,5.836355054766425e-06,12
8304,8409,-1.0,radius_adapted_m+length_true,7.995388809771685e-05,5.218753131869401e-06,12
8316,8455,1.0,radius_adapted_m+length_true,0.00011421126558216891,1.4896601258484257e-06,12
8325,8327,1.0,radius_adapted_m+length_true,4.7390355239803914e-05,4.115674935316469e-06,12
8327,8336,-1.0,radius_adapted_m+length_true,6.799077432591794e-05,2.800790781695049e-06,12
8336,8364,-1.0,radius_adapted_m+length_true,5.7910719078911066e-05,3.015827867872495e-06,12
8343,8416,-1.0,radius_adapted_m+length_true,8.596554196927967e-05,3.318209380635084e-06,12
8364,8707,-1.0,radius_adapted_m+length_true,7.486341836100027e-05,2.6616253303491722e-06,12
8388,8392,-1.0,radius_adapted_m+length_true,6.983723710141365e-05,7.549041666819932e-06,12
8407,8453,1.0,radius_adapted_m+length_true,7.842215114144333e-05,3.7682041881462328e-06,12
8407,8436,1.0,radius_adapted_m+length_true,6.331393828149022e-05,3.0053001599325194e-06,12
8416,8746,-1.0,radius_adapted_m+length_true,0.00011069772761786836,5.581010635328765e-06,12
8417,8446,-1.0,radius_adapted_m+length_true,9.43092918535949e-05,2.6189427155874267e-06,12
8436,8594,1.0,radius_adapted_m+length_true,4.548342711004697e-05,1.8409439959843919e-06,12
8436,8446,-1.0,radius_adapted_m+length_true,3.097151917615771e-05,2.131950157998301e-06,12
8446,8780,-1.0,radius_adapted_m+length_true,3.7284277319183335e-05,2.913055168787992e-06,12
8461,8506,-1.0,radius_adapted_m+length_true,0.0001224786521457995,2.765211017692496e-06,12
8506,8588,-1.0,radius_adapted_m+length_true,5.02084414856173e-05,3.116015713148229e-06,12
8540,8706,1.0,radius_adapted_m+length_true,7.147442093007243e-05,3.17527065519956e-06,12
8540,8551,-1.0,radius_adapted_m+length_true,0.00010791995951745999,2.663428054083527e-06,12
8551,8579,-1.0,radius_adapted_m+length_true,4.5707388142136787e-05,4.412534580925328e-06,12
8565,11166,1.0,radius_adapted_m+length_true,8.57771841923641e-05,3.5855888622657545e-06,12
8565,8665,-1.0,radius_adapted_m+length_true,7.102731732650975e-05,3.341070600614684e-06,12
8579,8581,-1.0,radius_adapted_m+length_true,7.585526811774595e-05,4.709482453749582e-06,12
8579,8651,-1.0,radius_adapted_m+length_true,6.0911144387745196e-05,2.3715583455964135e-06,12
8588,8594,-1.0,radius_adapted_m+length_true,7.714609040698105e-05,1.5960327804201592e-06,12
8594,8606,1.0,radius_adapted_m+length_true,3.9374648175004195e-05,2.466118692654469e-06,12
8599,8606,-1.0,radius_adapted_m+length_true,6.88723731329826e-05,4.544416407061675e-06,12
8599,8613,-1.0,radius_adapted_m+length_true,4.1462703356068196e-05,3.4712014213245926e-06,12
8606,8616,-1.0,radius_adapted_m+length_true,4.182405683714278e-05,3.3799828448044177e-06,12
8613,8651,1.0,radius_adapted_m+length_true,7.734417088790942e-05,1.7035506511336338e-06,12
8613,8638,-1.0,radius_adapted_m+length_true,3.941308144235329e-05,2.492473282946923e-06,12
8616,8780,-1.0,radius_adapted_m+length_true,6.001820288845307e-05,3.846309431446255e-06,12
8616,8629,-1.0,radius_adapted_m+length_true,4.756581487745759e-05,2.290880730878484e-06,12
8629,8953,-1.0,radius_adapted_m+length_true,7.542372039792133e-05,2.1988368281225413e-06,12
8629,8638,1.0,radius_adapted_m+length_true,6.695741685824028e-05,2.0125479563115685e-06,12
8638,8692,-1.0,radius_adapted_m+length_true,4.875755568509717e-05,2.8749193633256035e-06,12
8651,8665,1.0,radius_adapted_m+length_true,5.542741154546413e-05,2.4003262103923975e-06,12
8665,8676,-1.0,radius_adapted_m+length_true,9.24348639477985e-05,3.2627879146086274e-06,12
8676,8692,-1.0,radius_adapted_m+length_true,6.893027729119148e-05,3.62780155983483e-06,12
8690,9021,-1.0,radius_adapted_m+length_true,0.00015284840715878116,2.878455092931043e-06,12
8690,11248,1.0,radius_adapted_m+length_true,0.0001333655899948894,3.3389398744772085e-06,12
8692,8986,-1.0,radius_adapted_m+length_true,0.00011490110639499145,3.5140809636071325e-06,12
8740,8746,1.0,radius_adapted_m+length_true,0.00010581335935752545,8.325701803716318e-06,12
8743,8746,1.0,radius_adapted_m+length_true,0.00010588917230810647,2.8968643459902233e-06,12
8759,8768,1.0,radius_adapted_m+length_true,0.0001359982977747299,3.4996148555516104e-06,12
8768,8815,-1.0,radius_adapted_m+length_true,6.283650945632915e-05,4.592569815952932e-06,12
8788,8813,-1.0,radius_adapted_m+length_true,0.00010520586916340246,4.1251208165022675e-06,12
8813,8815,1.0,radius_adapted_m+length_true,7.259933799733353e-05,3.5607389292245553e-06,12
8815,8838,-1.0,radius_adapted_m+length_true,7.517894691947162e-05,4.896072064249396e-06,12
8818,8831,-1.0,radius_adapted_m+length_true,0.00010984662013032634,8.724416649265724e-06,12
8826,8937,-1.0,radius_adapted_m+length_true,0.00016199292908904356,3.941958137022241e-06,12
8826,8859,-1.0,radius_adapted_m+length_true,0.00010404544103154025,6.657750783079774e-06,12
8838,8884,-1.0,radius_adapted_m+length_true,6.459991783628317e-05,4.1509826305755526e-06,12
8859,9492,-1.0,radius_adapted_m+length_true,6.861169420921267e-05,5.806914050347722e-06,12
8859,10175,-1.0,radius_adapted_m+length_true,0.00010098311049671816,4.130848546891027e-06,12
8874,8884,1.0,radius_adapted_m+length_true,0.00012193778253569757,4.410680425893904e-06,12
8884,8885,1.0,radius_adapted_m+length_true,6.725347278736186e-05,4.666875132677123e-06,12
8885,8903,1.0,radius_adapted_m+length_true,9.365478721333077e-05,4.024144680650739e-06,12
8903,8930,-1.0,radius_adapted_m+length_true,7.834326401612873e-05,4.135298098707513e-06,12
8903,9059,1.0,radius_adapted_m+length_true,4.590558316540215e-05,4.745962382385661e-06,12
8930,10226,-1.0,radius_adapted_m+length_true,6.66909404787395e-05,3.4846117045501006e-06,12
8937,10198,-1.0,radius_adapted_m+length_true,9.09263506515283e-05,2.546576554990359e-06,12
8953,8979,1.0,radius_adapted_m+length_true,5.318578236373757e-05,3.660976619390139e-06,12
8979,9057,-1.0,radius_adapted_m+length_true,7.950820706148344e-05,4.385931898294553e-06,12
8986,9021,-1.0,radius_adapted_m+length_true,9.393441303454167e-05,3.661065692496694e-06,12
9021,9022,-1.0,radius_adapted_m+length_true,4.3324341725328035e-05,3.595706499358012e-06,12
9022,9046,1.0,radius_adapted_m+length_true,7.820406573710121e-05,3.164565392549985e-06,12
9022,9115,-1.0,radius_adapted_m+length_true,4.9396135468157904e-05,4.89264137315969e-06,12
9046,11637,1.0,radius_adapted_m+length_true,4.785877970247997e-05,3.055622724061396e-06,12
9057,9071,-1.0,radius_adapted_m+length_true,0.0001409403485618455,3.360507266221391e-06,12
9084,10411,-1.0,radius_adapted_m+length_true,7.366128642311964e-05,2.9666566181509873e-06,12
9084,9098,1.0,radius_adapted_m+length_true,0.00013996693505307007,2.9052215332701673e-06,12
9098,10437,-1.0,radius_adapted_m+length_true,4.0381696436107235e-05,3.1105160739729976e-06,12
9098,9150,1.0,radius_adapted_m+length_true,5.0356520680819624e-05,5.378062362034938e-06,12
9115,9160,-1.0,radius_adapted_m+length_true,8.437758047656364e-05,3.340822806930999e-06,12
9148,9150,1.0,radius_adapted_m+length_true,0.00010063767663321158,3.864897673238177e-06,12
9148,9160,1.0,radius_adapted_m+length_true,5.912699013794805e-05,3.5756427788466455e-06,12
9160,11643,1.0,radius_adapted_m+length_true,0.00010015307364993722,3.7471906828646256e-06,12
9168,10479,-1.0,radius_adapted_m+length_true,8.185202438476919e-05,4.342771048891705e-06,12
9168,11646,1.0,radius_adapted_m+length_true,0.00020445132020599074,2.6518571432010683e-06,12
9522,10182,1.0,radius_adapted_m+length_true,0.00011277647466297519,3.6623439976772256e-06,12
10173,10226,1.0,radius_adapted_m+length_true,0.0001081484260409414,2.9680127616461297e-06,12
10173,10274,-1.0,radius_adapted_m+length_true,4.818755628818375e-05,4.835573877902157e-06,12
10175,10198,-1.0,radius_adapted_m+length_true,7.737213925822453e-05,3.2313535528354305e-06,12
10198,10201,-1.0,radius_adapted_m+length_true,5.8388690857826225e-05,2.0272745303121907e-06,12
10201,10248,1.0,radius_adapted_m+length_true,9.422225508765158e-05,2.2969918867724286e-06,12
10226,10232,-1.0,radius_adapted_m+length_true,4.460916623666425e-05,2.356968332205786e-06,12
10232,10274,1.0,radius_adapted_m+length_true,8.691359334021546e-05,2.4380981955791307e-06,12
10232,10237,-1.0,radius_adapted_m+length_true,2.3665472078830005e-05,2.3024715375581964e-06,12
10237,10411,1.0,radius_adapted_m+length_true,6.986911547991052e-05,2.039287120925999e-06,12
10237,10271,-1.0,radius_adapted_m+length_true,5.313964437819729e-05,2.9242536585972374e-06,12
10271,10352,-1.0,radius_adapted_m+length_true,4.19112215013323e-05,3.77492087344093e-06,12
10271,10438,1.0,radius_adapted_m+length_true,5.885569973646358e-05,3.1431783671900003e-06,12
10279,10291,-1.0,radius_adapted_m+length_true,7.830398365987079e-05,4.339196763336728e-06,12
10344,10347,-1.0,radius_adapted_m+length_true,7.850275020311433e-05,4.894622894982351e-06,12
10352,10368,-1.0,radius_adapted_m+length_true,9.003643346455134e-05,3.3580050474961712e-06,12
10411,10415,-1.0,radius_adapted_m+length_true,3.580887826977042e-05,2.9446209815410587e-06,12
10415,10438,-1.0,radius_adapted_m+length_true,5.447236124997233e-05,3.6233788095464718e-06,12
10415,10432,1.0,radius_adapted_m+length_true,5.8177122473203544e-05,3.0266702970509316e-06,12
10432,10437,1.0,radius_adapted_m+length_true,8.053276514656526e-05,2.455225459788866e-06,12
10432,10462,-1.0,radius_adapted_m+length_true,4.0763828463591745e-05,2.4822322858987107e-06,12
10437,10484,-1.0,radius_adapted_m+length_true,7.627250322622418e-05,3.3094061198435058e-06,12
10438,10531,-1.0,radius_adapted_m+length_true,8.229040628787488e-05,2.4175823887913367e-06,12
10462,10547,-1.0,radius_adapted_m+length_true,9.389086715146223e-05,1.6276973296284862e-06,12
10462,10502,-1.0,radius_adapted_m+length_true,3.7746141071975994e-05,3.5000591937586347e-06,12
10479,10510,-1.0,radius_adapted_m+length_true,5.813085798560458e-05,4.791679608314327e-06,12
10484,10502,-1.0,radius_adapted_m+length_true,6.80955049227595e-05,5.156890707007705e-06,12
10504,10596,1.0,radius_adapted_m+length_true,6.306603080146587e-05,4.940788803199967e-06,12
10510,10596,-1.0,radius_adapted_m+length_true,7.730009704051058e-05,4.15665945566701e-06,12
10520,11778,1.0,radius_adapted_m+length_true,0.00021381236499111648,3.6737599565818285e-06,12
10520,12996,-1.0,radius_adapted_m+length_true,5.0389429298087274e-05,3.1627918877741038e-06,12
11139,11142,-1.0,radius_adapted_m+length_true,6.840041102533826e-05,3.7310974642145812e-06,12
11142,11172,1.0,radius_adapted_m+length_true,9.629170226274083e-05,3.079014482801017e-06,12
11166,11248,-1.0,radius_adapted_m+length_true,6.562270884927672e-05,3.886546242249414e-06,12
11172,11193,1.0,radius_adapted_m+length_true,6.72945030358535e-05,3.67005551703876e-06,12
11172,11261,-1.0,radius_adapted_m+length_true,0.00013781070061577683,3.074770841676979e-06,12
11183,11193,-1.0,radius_adapted_m+length_true,9.470684423000091e-05,3.1485502923025376e-06,12
11193,11223,1.0,radius_adapted_m+length_true,4.6832723193600784e-05,3.2366312350141763e-06,12
11223,11230,-1.0,radius_adapted_m+length_true,3.5250546342585426e-05,2.708480133773579e-06,12
11223,11358,1.0,radius_adapted_m+length_true,0.00010812576340651113,2.426121880568178e-06,12
11230,11384,1.0,radius_adapted_m+length_true,8.893367290204447e-05,2.8311864182075626e-06,12
11230,11303,-1.0,radius_adapted_m+length_true,0.00010312781792477896,2.7489966471504784e-06,12
11261,11268,-1.0,radius_adapted_m+length_true,5.1066373720990395e-05,4.02715441148013e-06,12
11268,11322,-1.0,radius_adapted_m+length_true,8.03126598092627e-05,2.3390883674676376e-06,12
11268,11278,-1.0,radius_adapted_m+length_true,5.70495994364682e-05,3.0512079341380684e-06,12
11278,11633,-1.0,radius_adapted_m+length_true,5.7786320391418906e-05,3.1789725466763415e-06,12
11296,11322,1.0,radius_adapted_m+length_true,7.120150736934041e-05,3.24048941481072e-06,12
11296,11635,-1.0,radius_adapted_m+length_true,5.4753519794573394e-05,5.581977508567535e-06,12
11296,11685,1.0,radius_adapted_m+length_true,0.0001013902736077243,3.3079707586814418e-06,12
11303,11343,-1.0,radius_adapted_m+length_true,6.450331300171689e-05,2.7366844297950282e-06,12
11303,11322,-1.0,radius_adapted_m+length_true,8.723821496537872e-05,2.7055448254596543e-06,12
11343,11513,1.0,radius_adapted_m+length_true,3.9954252795150885e-05,3.294899975178555e-06,12
11343,11685,-1.0,radius_adapted_m+length_true,6.925843285670967e-05,3.287488870944578e-06,12
11358,11384,-1.0,radius_adapted_m+length_true,0.00010713866530902267,1.93641209714202e-06,12
11401,11410,1.0,radius_adapted_m+length_true,5.754313719250865e-05,3.28708705329633e-06,12
11401,11416,-1.0,radius_adapted_m+length_true,4.4854393425111914e-05,2.135999346588788e-06,12
11410,11502,-1.0,radius_adapted_m+length_true,5.6537977960306586e-05,3.099386997035071e-06,12
11416,11502,1.0,radius_adapted_m+length_true,6.46574734873252e-05,1.7594296597771952e-06,12
11416,11513,-1.0,radius_adapted_m+length_true,0.0001152953359094379,2.138355259371538e-06,12
11433,11447,1.0,radius_adapted_m+length_true,7.787474094618388e-05,2.347734816614054e-06,12
11434,11457,-1.0,radius_adapted_m+length_true,7.015928751232194e-05,2.743841269024776e-06,12
11447,11457,-1.0,radius_adapted_m+length_true,0.00010155341100345704,2.566552464028752e-06,12
11502,11550,-1.0,radius_adapted_m+length_true,4.603173654524518e-05,2.1982303176447714e-06,12
11513,11522,1.0,radius_adapted_m+length_true,5.384016865054675e-05,3.0107275065368028e-06,12
11522,11542,1.0,radius_adapted_m+length_true,9.82707023765598e-05,2.5604220255584427e-06,12
11523,11862,1.0,radius_adapted_m+length_true,4.0892006215791215e-05,3.0646511527231937e-06,12
11523,11690,-1.0,radius_adapted_m+length_true,0.00012514363655809153,2.4688496901418734e-06,12
11542,11576,-1.0,radius_adapted_m+length_true,4.485956938070035e-05,2.2498697950394947e-06,12
11550,11568,1.0,radius_adapted_m+length_true,0.00010371899831036422,3.1784671711736695e-06,12
11576,11600,1.0,radius_adapted_m+length_true,3.422332291771749e-05,2.192741877780693e-06,12
11576,11862,-1.0,radius_adapted_m+length_true,5.7974440032794115e-05,2.6850798611890464e-06,12
11598,11600,-1.0,radius_adapted_m+length_true,6.140545509050021e-05,2.735428898810734e-06,12
11600,11906,-1.0,radius_adapted_m+length_true,5.695409572816252e-05,2.493927274403953e-06,12
11633,11637,-1.0,radius_adapted_m+length_true,0.00010741308924287715,2.193448352398625e-06,12
11646,11654,1.0,radius_adapted_m+length_true,5.2821682775849356e-05,5.44272477562312e-06,12
11654,11793,-1.0,radius_adapted_m+length_true,9.61256751437559e-05,3.881433423327217e-06,12
11685,11690,-1.0,radius_adapted_m+length_true,3.134205562811277e-05,2.485068781622576e-06,12
11690,11726,-1.0,radius_adapted_m+length_true,0.00018052024209728128,3.2895346054246173e-06,12
11778,12986,-1.0,radius_adapted_m+length_true,5.979415678575775e-05,4.301156366299739e-06,12
11793,11827,-1.0,radius_adapted_m+length_true,5.5268486659732525e-05,4.079469453419835e-06,12
11793,11799,1.0,radius_adapted_m+length_true,0.00013210368386532738,2.9176435266432063e-06,12
11799,11893,1.0,radius_adapted_m+length_true,0.00015876640291874743,2.9353848709341963e-06,12
11816,11843,1.0,radius_adapted_m+length_true,0.00013318291982438007,2.7607513502321093e-06,12
11816,11827,1.0,radius_adapted_m+length_true,7.484339107131257e-05,3.6597593965750996e-06,12
11816,11825,-1.0,radius_adapted_m+length_true,3.773899983488132e-05,3.216262330959909e-06,12
11825,13025,-1.0,radius_adapted_m+length_true,5.658279590590314e-05,3.77797599460367e-06,12
11825,12986,1.0,radius_adapted_m+length_true,9.163626633410317e-05,2.836326925603488e-06,12
11843,11999,-1.0,radius_adapted_m+length_true,7.513489648515804e-05,2.627157718694739e-06,12
11844,13213,-1.0,radius_adapted_m+length_true,6.995156628846098e-05,2.9095949716445647e-06,12
11862,11915,-1.0,radius_adapted_m+length_true,4.087496870041986e-05,2.6459022748560788e-06,12
11893,11915,1.0,radius_adapted_m+length_true,6.160770957134211e-05,2.9417424423519707e-06,12
11893,11950,1.0,radius_adapted_m+length_true,4.829353352775165e-05,3.024706377012591e-06,12
11906,11967,1.0,radius_adapted_m+length_true,5.2540505012846715e-05,2.55272005859793e-06,12
11946,11950,-1.0,radius_adapted_m+length_true,3.358208133131642e-05,2.854324468646678e-06,12
11946,11961,1.0,radius_adapted_m+length_true,3.8105062933843163e-05,2.841508798149149e-06,12
11946,12031,-1.0,radius_adapted_m+length_true,5.28168165953689e-05,2.6734609533442694e-06,12
11950,11991,-1.0,radius_adapted_m+length_true,0.00010497673101322943,2.400719861826755e-06,12
11961,11967,1.0,radius_adapted_m+length_true,3.297206217413274e-05,2.8389914231651847e-06,12
11967,11969,1.0,radius_adapted_m+length_true,8.415736085119489e-05,2.9156825482247446e-06,12
11999,13025,-1.0,radius_adapted_m+length_true,0.0001604935004610606,2.7211248895098504e-06,12
12019,12031,1.0,radius_adapted_m+length_true,7.874002092729224e-05,2.250811836563747e-06,12
12019,12071,-1.0,radius_adapted_m+length_true,0.00012262064330039913,2.6356233279205455e-06,12
12031,12050,1.0,radius_adapted_m+length_true,5.869072823207733e-05,2.364060236005918e-06,12
12050,12071,-1.0,radius_adapted_m+length_true,8.662272089052608e-05,2.89130505103496e-06,12
12980,12986,1.0,radius_adapted_m+length_true,4.538967192579034e-05,3.6080172182685344e-06,12
12980,13000,-1.0,radius_adapted_m+length_true,8.53181344166117e-05,2.4304665233912272e-06,12
12980,13016,-1.0,radius_adapted_m+length_true,5.1684750199431136e-05,3.1305319280541e-06,12
12996,13000,-1.0,radius_adapted_m+length_true,5.908624591147298e-05,2.8452967013099792e-06,12
13025,13045,-1.0,radius_adapted_m+length_true,5.158195560213894e-05,3.214411770438815e-06,12
13045,13218,1.0,radius_adapted_m+length_true,0.0001866325770663595,2.653494593866732e-06,12
13045,13140,-1.0,radius_adapted_m+length_true,0.000128958586711058,2.708375378047696e-06,12
13213,13218,-1.0,radius_adapted_m+length_true,6.712086711346883e-05,3.6127711519794793e-06,12
23890,26346,-1.0,radius_adapted_m+length_true,6.171802038051956e-05,4.136058284557951e-06,17
24266,26794,-1.0,radius_adapted_m+length_true,5.452751056946949e-05,1.7362127491889374e-06,17
24285,26796,1.0,radius_adapted_m+length_true,8.460891913059499e-05,3.271289832050985e-06,17
25849,28303,1.0,radius_adapted_m+length_true,0.0001594861929748095,3.1625086375209165e-06,17
25849,28388,1.0,radius_adapted_m+length_true,6.672918498469433e-05,5.4452931098801135e-06,17
26150,28421,1.0,radius_adapted_m+length_true,5.323047361370101e-05,6.3182884344292995e-06,17
26314,26346,-1.0,radius_adapted_m+length_true,8.030799854135822e-05,3.331191230487506e-06,17
26319,26354,-1.0,radius_adapted_m+length_true,4.521200804049389e-05,2.152327554058406e-06,17
26346,26359,-1.0,radius_adapted_m+length_true,8.497893562501461e-05,3.184303734653768e-06,17
26354,26378,-1.0,radius_adapted_m+length_true,6.674051111788777e-05,3.1072668874012477e-06,17
26354,26400,-1.0,radius_adapted_m+length_true,6.964705567563052e-05,2.0161875137004393e-06,17
26359,26400,-1.0,radius_adapted_m+length_true,5.541800417974546e-05,3.211414969806698e-06,17
26382,26576,-1.0,radius_adapted_m+length_true,6.75847190799656e-05,3.637391224393397e-06,17
26400,26422,-1.0,radius_adapted_m+length_true,5.587848961406908e-05,2.5522894542408887e-06,17
26414,26422,1.0,radius_adapted_m+length_true,4.6602610355248716e-05,3.191816769015986e-06,17
26414,26659,-1.0,radius_adapted_m+length_true,8.116785016250881e-05,1.666575144176793e-06,17
26422,26503,-1.0,radius_adapted_m+length_true,5.762753074320595e-05,3.2573358691037125e-06,17
26437,26484,-1.0,radius_adapted_m+length_true,7.362712423854125e-05,2.2295827389872996e-06,17
26461,26516,1.0,radius_adapted_m+length_true,5.93152343226597e-05,3.3218153106563234e-06,17
26461,26846,-1.0,radius_adapted_m+length_true,5.456434140424211e-05,3.311406077316717e-06,17
26484,26516,-1.0,radius_adapted_m+length_true,4.9414732093777024e-05,2.270527498804652e-06,17
26484,26503,1.0,radius_adapted_m+length_true,4.5009024789156705e-05,2.0884684816638243e-06,17
26496,26688,-1.0,radius_adapted_m+length_true,9.306167626747782e-05,1.6804182355170175e-06,17
26496,26526,-1.0,radius_adapted_m+length_true,4.317498843915473e-05,2.178150034806437e-06,17
26515,26516,1.0,radius_adapted_m+length_true,5.2993253833919486e-05,3.089282173882072e-06,17
26515,26526,1.0,radius_adapted_m+length_true,2.964264275827007e-05,2.791694166582729e-06,17
26526,26534,-1.0,radius_adapted_m+length_true,6.384349992717185e-05,1.3788413260164212e-06,17
26531,26534,1.0,radius_adapted_m+length_true,3.166045873642558e-05,2.5331804873427224e-06,17
26531,26535,1.0,radius_adapted_m+length_true,9.600338893615894e-05,3.8105730162135276e-06,17
26534,26688,1.0,radius_adapted_m+length_true,7.138718226659121e-05,2.218049046244372e-06,17
26551,26569,-1.0,radius_adapted_m+length_true,6.223586352348112e-05,3.1561924289073976e-06,17
26559,26625,-1.0,radius_adapted_m+length_true,8.261095703736892e-05,3.03147760681168e-06,17
26569,26576,1.0,radius_adapted_m+length_true,6.301395820714688e-05,3.655948560923753e-06,17
