edge_u,edge_v,flow_sign,geometry_source,length_m,radius_m,tile_id
8119,9417,-1.0,radius_adapted_m+length_true,7.624175688775399e-05,2.1827378095123483e-06,24
8119,8126,-1.0,radius_adapted_m+length_true,7.303035451344528e-05,3.064431929824945e-06,24
8126,9436,-1.0,radius_adapted_m+length_true,6.340795595882333e-05,5.190231902674432e-06,24
8131,9478,1.0,radius_adapted_m+length_true,7.90699285295419e-05,5.3664932575504916e-06,24
8131,8170,1.0,radius_adapted_m+length_true,7.369135314979754e-05,2.914717056254775e-06,24
8151,8170,-1.0,radius_adapted_m+length_true,8.543800700556997e-05,2.5297597872377052e-06,24
8154,8186,-1.0,radius_adapted_m+length_true,0.0001570699687870274,4.785444368468679e-06,24
8186,9492,1.0,radius_adapted_m+length_true,5.1551860570126385e-05,5.36690076500534e-06,24
8259,8388,-1.0,radius_adapted_m+length_true,0.0001172979818447749,3.209444784812699e-06,24
8304,8388,-1.0,radius_adapted_m+length_true,4.970864053926849e-05,5.836355054766425e-06,24
8325,8327,1.0,radius_adapted_m+length_true,4.7390355239803914e-05,4.115674935316469e-06,24
8327,8336,-1.0,radius_adapted_m+length_true,6.799077432591794e-05,2.800790781695049e-06,24
8336,8364,-1.0,radius_adapted_m+length_true,5.7910719078911066e-05,3.015827867872495e-06,24
8343,8416,-1.0,radius_adapted_m+length_true,8.596554196927967e-05,3.318209380635084e-06,24
8364,8707,-1.0,radius_adapted_m+length_true,7.486341836100027e-05,2.6616253303491722e-06,24
8388,8392,-1.0,radius_adapted_m+length_true,6.983723710141365e-05,7.549041666819932e-06,24
8416,8746,-1.0,radius_adapted_m+length_true,0.00011069772761786836,5.581010635328765e-06,24
8740,8746,1.0,radius_adapted_m+length_true,0.00010581335935752545,8.325701803716318e-06,24
8743,8818,-1.0,radius_adapted_m+length_true,9.82948562659926e-05,3.7728540822146246e-06,24
8743,8746,1.0,radius_adapted_m+length_true,0.00010588917230810647,2.8968643459902233e-06,24
8759,8768,1.0,radius_adapted_m+length_true,0.0001359982977747299,3.4996148555516104e-06,24
8815,8838,-1.0,radius_adapted_m+length_true,7.517894691947162e-05,4.896072064249396e-06,24
8818,8831,-1.0,radius_adapted_m+length_true,0.00010984662013032634,8.724416649265724e-06,24
8826,8937,-1.0,radius_adapted_m+length_true,0.00016199292908904356,3.941958137022241e-06,24
8826,8859,-1.0,radius_adapted_m+length_true,0.00010404544103154025,6.657750783079774e-06,24
8838,8884,-1.0,radius_adapted_m+length_true,6.459991783628317e-05,4.1509826305755526e-06,24
8859,9492,-1.0,radius_adapted_m+length_true,6.861169420921267e-05,5.806914050347722e-06,24
8859,10175,-1.0,radius_adapted_m+length_true,0.00010098311049671816,4.130848546891027e-06,24
8874,8884,1.0,radius_adapted_m+length_true,0.00012193778253569757,4.410680425893904e-06,24
8937,10198,-1.0,radius_adapted_m+length_true,9.09263506515283e-05,2.546576554990359e-06,24
9180,9210,-1.0,radius_adapted_m+length_true,0.00016787960812526652,3.136131034379649e-06,24
9210,9290,-1.0,radius_adapted_m+length_true,6.255207518336132e-05,5.91819863224461e-06,24
9243,9269,-1.0,radius_adapted_m+length_true,0.00010625057594411255,4.947317514424889e-06,24
9256,9286,1.0,radius_adapted_m+length_true,6.545075879209123e-05,4.49808366628987e-06,24
9261,9347,-1.0,radius_adapted_m+length_true,0.00010189550861451582,6.2995808187336935e-06,24
9286,9473,1.0,radius_adapted_m+length_true,9.332485699373154e-05,4.686210351412248e-06,24
9286,9600,-1.0,radius_adapted_m+length_true,4.0166180088476807e-05,3.3761670187075766e-06,24
9289,9296,-1.0,radius_adapted_m+length_true,8.78400684436295e-05,3.0939907275883587e-06,24
9290,9328,-1.0,radius_adapted_m+length_true,0.00011296300802055812,2.6759175307316118e-05,24
9296,9328,-1.0,radius_adapted_m+length_true,0.0001223110029967185,3.60469800425987e-06,24
9346,9667,-1.0,radius_adapted_m+length_true,0.00010114410091613396,2.702794753844954e-06,24
9346,9392,1.0,radius_adapted_m+length_true,3.165330271378492e-05,2.6847182983968387e-06,24
9347,9392,-1.0,radius_adapted_m+length_true,8.909648300092933e-05,2.7482603112695307e-06,24
9371,9383,1.0,radius_adapted_m+length_true,8.854052660826886e-05,2.424533175049617e-06,24
9371,9600,1.0,radius_adapted_m+length_true,5.983871623051191e-05,3.0930778490528355e-06,24
9371,9394,-1.0,radius_adapted_m+length_true,5.6187666945759e-05,4.261243551161385e-06,24
9409,9753,-1.0,radius_adapted_m+length_true,0.00010804439323350225,3.0598290978252175e-06,24
9409,9748,-1.0,radius_adapted_m+length_true,9.181510032583427e-05,2.2338576244656004e-06,24
9436,9511,-1.0,radius_adapted_m+length_true,8.129572201621246e-05,4.521323298649362e-06,24
9457,9542,-1.0,radius_adapted_m+length_true,0.0001283346474140111,2.0312284299868512e-06,24
9458,9538,-1.0,radius_adapted_m+length_true,6.669746817624449e-05,6.8602238461341e-06,24
9478,9511,-1.0,radius_adapted_m+length_true,8.548033165696181e-05,3.7805227180021393e-06,24
9492,9522,-1.0,radius_adapted_m+length_true,9.270712141503842e-05,3.872001144815678e-06,24
9511,9512,1.0,radius_adapted_m+length_true,6.033100001997733e-05,2.9928892388492165e-06,24
9512,9516,1.0,radius_adapted_m+length_true,6.598491042360216e-05,3.3861826166316476e-06,24
9512,9630,-1.0,radius_adapted_m+length_true,4.6960572982644395e-05,2.5303602282080098e-06,24
9516,9522,1.0,radius_adapted_m+length_true,5.415271012734772e-05,4.705299668638023e-06,24
9516,9626,-1.0,radius_adapted_m+length_true,5.124959361760956e-05,5.296086328321517e-06,24
9522,10182,1.0,radius_adapted_m+length_true,0.00011277647466297519,3.6623439976772256e-06,24
9538,9630,1.0,radius_adapted_m+length_true,5.957409614564158e-05,3.600218989589951e-06,24
9538,9568,-1.0,radius_adapted_m+length_true,6.652035917843322e-05,4.375765760906893e-06,24
9542,9600,-1.0,radius_adapted_m+length_true,3.566648377674877e-05,2.055109185006362e-06,24
9542,9577,-1.0,radius_adapted_m+length_true,7.47284212908806e-05,1.2896771715206074e-06,24
9568,9591,-1.0,radius_adapted_m+length_true,4.284419945670101e-05,3.5940757521114545e-06,24
9577,9906,-1.0,radius_adapted_m+length_true,6.0233130144967805e-05,4.488160788747032e-06,24
9577,9592,1.0,radius_adapted_m+length_true,5.879544323075253e-05,3.7382511651545505e-06,24
9591,9970,-1.0,radius_adapted_m+length_true,8.485946958659341e-05,2.457391409842484e-06,24
9591,9630,1.0,radius_adapted_m+length_true,7.515825854531922e-05,1.7526011391600684e-06,24
9592,9930,-1.0,radius_adapted_m+length_true,8.736580487384187e-05,2.9928247792951585e-06,24
9626,9970,-1.0,radius_adapted_m+length_true,9.8256802933292e-05,3.543286400158241e-06,24
9626,9656,-1.0,radius_adapted_m+length_true,5.977818793430565e-05,3.8039871653191386e-06,24
9656,10018,-1.0,radius_adapted_m+length_true,0.00011209107176352814,4.193271847965033e-06,24
9656,10283,-1.0,radius_adapted_m+length_true,9.146838040120907e-05,3.774409805364056e-06,24
9667,9690,1.0,radius_adapted_m+length_true,6.426970679992834e-05,5.967651945836435e-06,24
9667,9707,-1.0,radius_adapted_m+length_true,6.109118975032488e-05,3.6429098431180604e-06,24
9690,9701,-1.0,radius_adapted_m+length_true,0.000125658368181674,2.6833431682628434e-05,24
9701,9718,1.0,radius_adapted_m+length_true,6.943309971764752e-05,3.4415252701317233e-06,24
9701,9789,-1.0,radius_adapted_m+length_true,5.540525785636869e-05,2.6559990674231774e-05,24
9707,9753,1.0,radius_adapted_m+length_true,0.00012574118728520488,3.2934465738257533e-06,24
9707,9718,-1.0,radius_adapted_m+length_true,4.4708642565217024e-05,4.057255872977903e-06,24
9718,9785,-1.0,radius_adapted_m+length_true,4.287383123988301e-05,3.34683829740059e-06,24
9748,9756,-1.0,radius_adapted_m+length_true,0.0001481366491651089,4.9777031482305715e-06,24
9759,9867,-1.0,radius_adapted_m+length_true,9.671591026559628e-05,4.407140505677794e-06,24
9785,9789,-1.0,radius_adapted_m+length_true,7.0355725570268e-05,2.749054985382311e-06,24
9789,9816,-1.0,radius_adapted_m+length_true,7.766956037800494e-05,2.6845110189192915e-05,24
9804,9805,-1.0,radius_adapted_m+length_true,0.00011775951726887375,2.793094382067187e-06,24
9804,9837,-1.0,radius_adapted_m+length_true,8.131593425274392e-05,3.927886209093032e-06,24
9805,9816,-1.0,radius_adapted_m+length_true,9.686494324642056e-05,5.2364901900985395e-06,24
9837,9905,-1.0,radius_adapted_m+length_true,0.00013942186045470966,5.478910086167256e-06,24
9837,9877,1.0,radius_adapted_m+length_true,5.058120183423631e-05,4.095040755889548e-06,24
9867,9947,1.0,radius_adapted_m+length_true,0.00012503819379951835,3.3027386291280396e-06,24
9867,9902,-1.0,radius_adapted_m+length_true,4.967926549211733e-05,3.710808109730394e-06,24
9877,9902,1.0,radius_adapted_m+length_true,6.722863078330847e-05,3.611562437209362e-06,24
9877,30188,-1.0,radius_adapted_m+length_true,7.182674773034224e-05,2.9566253656958285e-06,24
9896,9902,1.0,radius_adapted_m+length_true,8.630285841822253e-05,2.6506553369217235e-06,24
9896,30232,-1.0,radius_adapted_m+length_true,0.00010686009799637728,2.947609631022594e-06,24
9905,30202,-1.0,radius_adapted_m+length_true,0.00013868855147621887,2.9097024150155362e-05,24
9910,9967,-1.0,radius_adapted_m+length_true,5.025670926743303e-05,3.624517993425997e-06,24
9910,9947,-1.0,radius_adapted_m+length_true,7.432882172832141e-05,3.1272506596146685e-06,24
9930,10006,-1.0,radius_adapted_m+length_true,5.729121977454318e-05,3.851101200381416e-06,24
9930,9967,-1.0,radius_adapted_m+length_true,5.7639839014250337e-05,3.210931750190243e-06,24
9946,9967,1.0,radius_adapted_m+length_true,5.718543128025564e-05,3.5114390974841393e-06,24
9946,10034,-1.0,radius_adapted_m+length_true,6.553125566261068e-05,4.325182438753791e-06,24
9970,9980,-1.0,radius_adapted_m+length_true,5.0002255070365904e-05,4.372650447846057e-06,24
9980,10013,-1.0,radius_adapted_m+length_true,5.50613585074571e-05,5.637096240499565e-06,24
9980,10006,-1.0,radius_adapted_m+length_true,0.00011049377677069409,3.797676169505538e-06,24
10006,10045,-1.0,radius_adapted_m+length_true,5.0153851531932354e-05,4.562282597162898e-06,24
10013,10113,-1.0,radius_adapted_m+length_true,0.00015815354926757857,4.0635270361298344e-06,24
10030,10695,-1.0,radius_adapted_m+length_true,6.478487194425594e-05,4.3365976939361104e-06,24
10034,10069,-1.0,radius_adapted_m+length_true,0.00010385092925419569,4.981714693241194e-06,24
10045,10120,-1.0,radius_adapted_m+length_true,0.00014905840994400296,2.864093989214147e-06,24
10069,30239,-1.0,radius_adapted_m+length_true,4.902559007665713e-05,4.925229240649093e-06,24
10069,30407,-1.0,radius_adapted_m+length_true,7.759605611032032e-05,3.811952831083889e-06,24
10113,10139,-1.0,radius_adapted_m+length_true,6.19253120556894e-05,3.2723949176602396e-06,24
10120,30419,-1.0,radius_adapted_m+length_true,9.584458909156634e-05,2.8530371153906902e-06,24
10139,30495,-1.0,radius_adapted_m+length_true,0.0001455424983112763,2.95749116383237e-06,24
10139,30473,-1.0,radius_adapted_m+length_true,5.780464695589351e-05,3.439442361075676e-06,24
10175,10198,-1.0,radius_adapted_m+length_true,7.737213925822453e-05,3.2313535528354305e-06,24
10198,10201,-1.0,radius_adapted_m+length_true,5.8388690857826225e-05,2.0272745303121907e-06,24
10201,10248,1.0,radius_adapted_m+length_true,9.422225508765158e-05,2.2969918867724286e-06,24
10279,10283,-1.0,radius_adapted_m+length_true,5.648099846287878e-05,5.686936535349509e-06,24
10279,10291,-1.0,radius_adapted_m+length_true,7.830398365987079e-05,4.339196763336728e-06,24
10283,10320,-1.0,radius_adapted_m+length_true,4.699242183960934e-05,3.841863291810511e-06,24
10299,10347,-1.0,radius_adapted_m+length_true,7.428838585584958e-05,3.0680568677657515e-06,24
10299,10331,-1.0,radius_adapted_m+length_true,6.56013973224073e-05,2.9132166847218723e-06,24
10320,10682,-1.0,radius_adapted_m+length_true,7.295277114677518e-05,3.395584518525379e-06,24
10331,10675,-1.0,radius_adapted_m+length_true,7.906939502756494e-05,1.7366371960600293e-06,24
10377,10719,-1.0,radius_adapted_m+length_true,9.350000441684185e-05,3.810523190689753e-06,24
10675,10719,-1.0,radius_adapted_m+length_true,6.469279752796973e-05,3.927631038810221e-06,24
10682,10695,-1.0,radius_adapted_m+length_true,8.019748887354513e-05,3.81615246692808e-06,24
10695,10711,-1.0,radius_adapted_m+length_true,7.401635308735343e-05,4.516676938231997e-06,24
10711,30473,-1.0,radius_adapted_m+length_true,0.00019613200496188825,3.381052372115774e-06,24
10719,10746,-1.0,radius_adapted_m+length_true,6.797947217388287e-05,4.695206333974128e-06,24
10746,10793,-1.0,radius_adapted_m+length_true,9.54216628523868e-05,3.710187106314761e-06,24
10793,10802,-1.0,radius_adapted_m+length_true,5.1784857844995645e-05,3.5347216564931193e-06,24
10793,10858,-1.0,radius_adapted_m+length_true,7.162274006108632e-05,2.3043969170944946e-06,24
10802,10826,-1.0,radius_adapted_m+length_true,0.00011795516863139652,3.3466412990135833e-06,24
10826,10858,1.0,radius_adapted_m+length_true,7.478661661044331e-05,2.927071466165464e-06,24
10840,10858,-1.0,radius_adapted_m+length_true,5.575433398476469e-05,3.292783942797566e-06,24
30188,30198,-1.0,radius_adapted_m+length_true,5.444594703913843e-05,2.201272165107633e-06,24
30188,30232,-1.0,radius_adapted_m+length_true,5.050054486589219e-05,2.6426780754666625e-06,24
30198,30214,-1.0,radius_adapted_m+length_true,7.713572899266701e-05,1.6315924175644432e-06,24
30198,30202,-1.0,radius_adapted_m+length_true,0.0001225736874790686,6.247563801150742e-06,24
30232,30257,-1.0,radius_adapted_m+length_true,3.430056946864252e-05,3.126466524960908e-06,24
30239,30431,-1.0,radius_adapted_m+length_true,8.318142669740154e-05,3.01145701413979e-06,24
30257,30273,1.0,radius_adapted_m+length_true,7.844721486801597e-05,2.833725492641253e-06,24
30273,30282,1.0,radius_adapted_m+length_true,8.200254568058094e-05,2.965529530180011e-06,24
30282,30431,1.0,radius_adapted_m+length_true,4.5275359860955606e-05,4.24936028936905e-06,24
30407,30431,-1.0,radius_adapted_m+length_true,4.7918926164880585e-05,3.829121236582201e-06,24
30407,30419,-1.0,radius_adapted_m+length_true,6.883894076804554e-05,3.171962562469272e-06,24
30419,30456,-1.0,radius_adapted_m+length_true,5.6509100417209945e-05,4.636940478620524e-06,24
30473,31133,-1.0,radius_adapted_m+length_true,5.2090118257932626e-05,4.153563323756997e-06,24
30507,30572,-1.0,radius_adapted_m+length_true,0.00012755452579669334,2.3982767469194065e-06,24
30507,31195,-1.0,radius_adapted_m+length_true,8.28574897608018e-05,3.3699824472094885e-06,24
31121,31136,-1.0,radius_adapted_m+length_true,0.00012819800068933313,2.6762374124913774e-06,24
31129,31133,1.0,radius_adapted_m+length_true,0.0001248206845908474,3.4042352027187214e-06,24
31136,31178,-1.0,radius_adapted_m+length_true,8.237328112728549e-05,3.402527694744068e-06,24
31139,31149,1.0,radius_adapted_m+length_true,7.099316814931578e-05,5.193355253755246e-06,24
13757,14363,1.0,radius_adapted_m+length_true,0.00011910066737981817,2.6079631988844997e-06,28
13892,14486,-1.0,radius_adapted_m+length_true,0.00014789375038660636,2.1596399090164497e-06,28
13919,14523,1.0,radius_adapted_m+length_true,8.79214814975115e-05,2.3776507002979972e-06,28
14096,14363,-1.0,radius_adapted_m+length_true,6.197949645676273e-05,2.689954619325809e-06,28
14096,14377,-1.0,radius_adapted_m+length_true,3.990518019372129e-05,3.0881797607027017e-06,28
14120,14146,-1.0,radius_adapted_m+length_true,8.475950411928562e-05,6.1558918759264805e-06,28
14146,14428,-1.0,radius_adapted_m+length_true,3.651616987395185e-05,5.917653156464921e-06,28
14146,14436,-1.0,radius_adapted_m+length_true,3.8930590009300566e-05,3.4760381042218866e-06,28
14277,14663,1.0,radius_adapted_m+length_true,0.00020191852120458826,0.00032019876349398754,28
14291,14436,-1.0,radius_adapted_m+length_true,4.713937745218542e-05,0.00035977699388158615,28
14291,14603,-1.0,radius_adapted_m+length_true,6.753314071909122e-05,5.100056426306344e-06,28
14351,14706,1.0,radius_adapted_m+length_true,0.00010339166026920548,0.0002653357685853364,28
14351,14352,-1.0,radius_adapted_m+length_true,8.115664419250149e-05,0.0003091649527787797,28
14351,14784,1.0,radius_adapted_m+length_true,0.00014062385722409882,0.00010880952506351739,28
14363,14423,-1.0,radius_adapted_m+length_true,6.213366690205669e-05,2.688396134049643e-06,28
14377,14385,-1.0,radius_adapted_m+length_true,2.897673284917645e-05,3.1013581488725306e-06,28
14377,14428,-1.0,radius_adapted_m+length_true,8.502487761270902e-05,2.7393450663946373e-06,28
14385,14411,-1.0,radius_adapted_m+length_true,3.071745240905887e-05,2.929593560786831e-06,28
14385,14454,-1.0,radius_adapted_m+length_true,7.371634669220046e-05,2.561335088220975e-06,28
14411,14460,1.0,radius_adapted_m+length_true,6.025124528729516e-05,1.4738132152401213e-06,28
14411,14420,-1.0,radius_adapted_m+length_true,4.3122722703441144e-05,2.9649988102489105e-06,28
14420,14423,1.0,radius_adapted_m+length_true,4.320647396521145e-05,2.5176222511840325e-06,28
14420,14504,-1.0,radius_adapted_m+length_true,4.742489201265006e-05,3.599591755253534e-06,28
14423,14486,1.0,radius_adapted_m+length_true,4.971989367984931e-05,1.944517957179294e-06,28
14428,14450,-1.0,radius_adapted_m+length_true,5.4615607010897145e-05,6.067464702981917e-06,28
14436,14479,-1.0,radius_adapted_m+length_true,0.00010340364338786,0.000359702908114628,28
14450,14478,-1.0,radius_adapted_m+length_true,5.7170813072976524e-05,4.0878818833739726e-06,28
14460,14531,-1.0,radius_adapted_m+length_true,4.8647262920122404e-05,3.5956390657657657e-06,28
14478,14564,-1.0,radius_adapted_m+length_true,5.287124933254881e-05,3.776141511031166e-06,28
14478,14479,1.0,radius_adapted_m+length_true,5.335064746016835e-05,2.5505708020723895e-06,28
14479,14642,-1.0,radius_adapted_m+length_true,2.6099092333558736e-05,0.00035962907466318783,28
14486,14516,-1.0,radius_adapted_m+length_true,8.936759932870435e-05,1.9664951620975123e-06,28
14504,14516,-1.0,radius_adapted_m+length_true,6.054650624984504e-05,4.1413823442742635e-06,28
14504,14531,1.0,radius_adapted_m+length_true,7.13926647882193e-05,2.190235203240814e-06,28
14523,35112,-1.0,radius_adapted_m+length_true,0.00010684278643880938,3.927417233284499e-06,28
14531,14599,-1.0,radius_adapted_m+length_true,3.6141483255202136e-05,3.478349559299115e-06,28
14564,14572,-1.0,radius_adapted_m+length_true,2.5477656435119668e-05,1.5427591336161008e-06,28
14564,14592,-1.0,radius_adapted_m+length_true,6.770596584156421e-05,3.7020714732475626e-06,28
14572,14599,1.0,radius_adapted_m+length_true,5.686787086489639e-05,2.3606625571406207e-06,28
14572,14578,-1.0,radius_adapted_m+length_true,7.305836892357922e-05,1.129307932380311e-06,28
14575,14599,1.0,radius_adapted_m+length_true,3.178390983274876e-05,3.6070470156245584e-06,28
14575,35107,-1.0,radius_adapted_m+length_true,4.452294427380312e-05,3.801756572755786e-06,28
14578,35168,1.0,radius_adapted_m+length_true,3.9715380835009756e-05,2.47162706275575e-06,28
14592,14736,1.0,radius_adapted_m+length_true,4.2158725935416555e-05,2.1184429299915652e-06,28
14594,35139,1.0,radius_adapted_m+length_true,4.8324235093788106e-05,1.793498406538484e-06,28
14594,35182,-1.0,radius_adapted_m+length_true,8.83696853015941e-05,3.133305666313056e-06,28
14603,14647,-1.0,radius_adapted_m+length_true,0.00014257762697849483,1.6571370687505862e-06,28
14603,14632,-1.0,radius_adapted_m+length_true,9.424608306048337e-05,1.8826654485136162e-06,28
14632,14647,1.0,radius_adapted_m+length_true,6.669734619136186e-05,0.0003595354734918053,28
14642,14714,-1.0,radius_adapted_m+length_true,6.927566045505256e-05,4.261312923413817e-06,28
14663,14724,-1.0,radius_adapted_m+length_true,0.00016006107945002587,7.1926311685066984e-06,28
14663,14764,1.0,radius_adapted_m+length_true,6.75808652262725e-05,0.00032008710682108105,28
14702,14784,-1.0,radius_adapted_m+length_true,0.0001515692083049093,3.5962821835891966e-06,28
14714,14815,1.0,radius_adapted_m+length_true,9.38147674671289e-05,2.8501203123065794e-06,28
14714,14736,-1.0,radius_adapted_m+length_true,3.5417302874439406e-05,2.7905957786523557e-06,28
14724,14813,-1.0,radius_adapted_m+length_true,7.119396352934943e-05,0.00035945157735205955,28
14736,45068,-1.0,radius_adapted_m+length_true,7.119137240549272e-05,3.3089415859431163e-06,28
14764,14794,1.0,radius_adapted_m+length_true,9.299741486738353e-05,0.0003249565044887116,28
14764,14798,1.0,radius_adapted_m+length_true,8.993398462213841e-05,4.236835028198615e-05,28
14794,14813,1.0,radius_adapted_m+length_true,6.535550380957342e-05,0.0003594167632949927,28
14795,45110,1.0,radius_adapted_m+length_true,0.00013624658806622101,2.9893946254549664e-06,28
14795,14798,-1.0,radius_adapted_m+length_true,8.339183750821437e-05,9.892171212348927e-05,28
14798,45144,1.0,radius_adapted_m+length_true,0.00012724716623695268,0.00010735518863079962,28
14805,25042,1.0,radius_adapted_m+length_true,0.00016813742567224252,4.705856843915209e-06,28
14813,45073,1.0,radius_adapted_m+length_true,9.398439746116543e-05,4.5690199669776586e-06,28
24952,25043,-1.0,radius_adapted_m+length_true,8.745346733953363e-05,0.0002630560522061598,28
25063,25073,1.0,radius_adapted_m+length_true,0.00012322440414916,5.491880947578232e-06,28
25073,45320,-1.0,radius_adapted_m+length_true,0.00012015241211000724,6.012384252806883e-06,28
34935,35043,-1.0,radius_adapted_m+length_true,0.0001338659556937647,2.924756322640507e-06,28
35043,35056,-1.0,radius_adapted_m+length_true,9.602860171699091e-05,1.562069900779283e-06,28
35067,35070,1.0,radius_adapted_m+length_true,9.556058471960355e-05,6.408507076905077e-06,28
35070,35395,1.0,radius_adapted_m+length_true,6.598046762345144e-05,3.206270217527734e-06,28
35076,35112,1.0,radius_adapted_m+length_true,0.0001342143192695604,2.7050570275839003e-06,28
35107,35120,1.0,radius_adapted_m+length_true,9.866584297498928e-05,2.3473590953244413e-06,28
35107,35168,-1.0,radius_adapted_m+length_true,2.3637251716904313e-05,3.210752426191809e-06,28
35112,35120,-1.0,radius_adapted_m+length_true,3.205456332196915e-05,3.312834829497263e-06,28
35120,35215,-1.0,radius_adapted_m+length_true,5.0794943432602476e-05,4.326952357695948e-06,28
35131,35168,1.0,radius_adapted_m+length_true,7.422335314321772e-05,2.644150337888976e-06,28
35131,35187,-1.0,radius_adapted_m+length_true,5.1661575501907216e-05,1.907893039298341e-06,28
35131,35266,1.0,radius_adapted_m+length_true,5.115950470365292e-05,1.94596387106918e-06,28
35139,35187,-1.0,radius_adapted_m+length_true,7.206463826873029e-05,1.6565341992516037e-06,28
35182,35278,1.0,radius_adapted_m+length_true,3.785429847541027e-05,3.1175384152228102e-06,28
35182,45068,-1.0,radius_adapted_m+length_true,5.161466836800587e-05,3.2318359808605632e-06,28
35187,35278,-1.0,radius_adapted_m+length_true,7.525007860787138e-05,2.70361097921131e-06,28
35215,35266,-1.0,radius_adapted_m+length_true,5.077829236716755e-05,3.8073676254939946e-06,28
35215,35225,1.0,radius_adapted_m+length_true,0.000132352556760925,3.065290011352807e-06,28
35229,35580,1.0,radius_adapted_m+length_true,0.0001543248787362598,2.1179886685974495e-06,28
35231,35249,-1.0,radius_adapted_m+length_true,0.0001359399340343382,4.102272510550702e-06,28
35245,35283,-1.0,radius_adapted_m+length_true,8.143040795962684e-05,3.2408058224515496e-06,28
35245,35630,1.0,radius_adapted_m+length_true,0.00010245515186916566,4.030950574012953e-06,28
35262,35266,1.0,radius_adapted_m+length_true,7.634747779182438e-05,3.978215224421273e-06,28
35262,35272,-1.0,radius_adapted_m+length_true,0.00012118726496324003,6.543149974736163e-06,28
35272,35278,1.0,radius_adapted_m+length_true,5.134661170546908e-05,5.60890690215863e-06,28
35283,35287,1.0,radius_adapted_m+length_true,0.00011519905872327957,5.818564721159819e-06,28
35395,35428,1.0,radius_adapted_m+length_true,7.960682007697689e-05,2.7888007119775802e-06,28
35423,35428,-1.0,radius_adapted_m+length_true,6.788157682497359e-05,4.510953180430059e-06,28
35507,35593,-1.0,radius_adapted_m+length_true,6.787338301935421e-05,2.462945383232358e-06,28
35507,35697,1.0,radius_adapted_m+length_true,0.0001010961407126835,1.4852749907587356e-06,28
35532,35697,-1.0,radius_adapted_m+length_true,0.00010259493840662456,1.3948408797828809e-05,28
35564,35580,-1.0,radius_adapted_m+length_true,6.635333652426567e-05,4.1325312984386645e-06,28
35564,35611,-1.0,radius_adapted_m+length_true,9.133142345547016e-05,1.0838417163876663e-06,28
35593,35611,-1.0,radius_adapted_m+length_true,2.473760502846417e-05,2.2986437707300078e-06,28
35593,35666,-1.0,radius_adapted_m+length_true,5.287003495162923e-05,3.668782428032613e-06,28
35611,35612,-1.0,radius_adapted_m+length_true,8.243638461083181e-05,2.596267599999633e-06,28
35614,35622,1.0,radius_adapted_m+length_true,0.00013549736344642,4.096664441801431e-06,28
35630,35652,1.0,radius_adapted_m+length_true,0.00014794158396809067,0.00010029872766356822,28
35647,35666,1.0,radius_adapted_m+length_true,0.00010162143581318257,1.4120339073690851e-05,28
35648,35685,1.0,radius_adapted_m+length_true,7.961769036420952e-05,7.543883078888464e-06,28
35648,45550,-1.0,radius_adapted_m+length_true,0.00010620995327183735,2.6107146067968877e-05,28
35666,35676,1.0,radius_adapted_m+length_true,5.2340345634094123e-05,1.3722377893216617e-05,28
35676,35709,-1.0,radius_adapted_m+length_true,0.00012582400611081096,1.4334848134817472e-06,28
35685,35709,1.0,radius_adapted_m+length_true,0.00014220299828924399,9.871325035156373e-05,28
35712,37014,-1.0,radius_adapted_m+length_true,0.00015421391356291536,2.0618953844175126e-06,28
35712,36790,1.0,radius_adapted_m+length_true,9.272087483178821e-05,9.869815073020178e-05,28
35725,37031,1.0,radius_adapted_m+length_true,0.00015463465062408226,2.651422421477436e-05,28
35725,35738,-1.0,radius_adapted_m+length_true,4.949247692773549e-05,4.302772828860432e-06,28
35738,46929,1.0,radius_adapted_m+length_true,5.223968729683304e-05,1.905960629679904e-06,28
35738,45623,-1.0,radius_adapted_m+length_true,7.563719909964046e-05,2.181562993026525e-06,28
36768,36790,-1.0,radius_adapted_m+length_true,0.00012039567935304851,2.9583716557682992e-06,28
37172,46928,-1.0,radius_adapted_m+length_true,6.396593104155696e-05,4.7046635327394245e-06,28
45073,45110,-1.0,radius_adapted_m+length_true,8.285665792595609e-05,3.4406784649731567e-06,28
45105,45110,-1.0,radius_adapted_m+length_true,7.913013532150495e-05,6.06220838178944e-06,28
45140,45371,1.0,radius_adapted_m+length_true,0.0001476448859534382,0.00010615057062904698,28
45140,45320,1.0,radius_adapted_m+length_true,8.828437777063008e-05,1.7454752139871075e-05,28
45144,45248,1.0,radius_adapted_m+length_true,0.00021358438934340545,3.974716438051509e-06,28
45166,45237,-1.0,radius_adapted_m+length_true,0.00013579615553886246,0.00010705198657552966,28
45166,45184,-1.0,radius_adapted_m+length_true,8.680138288874501e-05,2.7640214986998203e-06,28
45171,45729,1.0,radius_adapted_m+length_true,9.712918192825475e-05,0.00010724167192351954,28
45184,45202,1.0,radius_adapted_m+length_true,7.618185903256156e-05,2.260089390247303e-06,28
45184,45239,-1.0,radius_adapted_m+length_true,4.2091363345426135e-05,3.567511763464202e-06,28
45202,45612,-1.0,radius_adapted_m+length_true,0.00010487381645260955,2.1981454623104318e-06,28
45202,45492,1.0,radius_adapted_m+length_true,5.5078525950643725e-05,3.366251404402064e-06,28
45237,45239,1.0,radius_adapted_m+length_true,0.00010405868058918882,4.152826112038531e-06,28
