ci95_high,ci95_low,harmonic,median,mode,parameter,tile_id
96.58337290819675,0.9996367164651921,1,13.835961727359114,100.00000000000004,tau_b,1
7.083764530930827e-16,1.8424104329132148e-17,1,8.432576511380516e-17,1.463478626813551e-16,a,1
0.9496506582933968,0.7466523032750664,1,0.8481514807842316,0.9549925860214352,s,1
0.9029493122474852,0.5586026286881046,1,0.7307759704677949,0.9120108393559084,s2,1
25.33359869256918,0.7696584207952034,1,5.066021638436379,5.92630504679146,tau_b,3
3.927482873543195e-16,1.783910898068585e-17,1,6.751653777404937e-17,1.4170107945682247e-16,a,3
0.9496505881965694,0.7466523014777288,1,0.8481514448371491,0.9549925860214352,s,3
0.9029491933420388,0.5586026256392757,1,0.7307759094906572,0.9120108393559084,s2,3
1.8135588766280069,0.5,1,0.70624994018839,0.7118229794928692,tau_b,7
8.970265495355255e-16,4.53247213885675e-17,1,1.2696683132272477e-16,9.043470852307243e-17,a,7
0.9524280998585848,0.7467217001201758,1,0.8495748999893803,0.9549925860214352,s,7
0.9076606942272363,0.5587203467526709,1,0.7331905204899536,0.9120108393559084,s2,7
2.3698664099754776,0.5,1,0.8079518795723024,0.7118229794928692,tau_b,8
3.195719924374717e-16,1.039316401971029e-17,1,3.973370085489256e-17,4.1375931209852816e-17,a,8
0.9496580937851864,0.7466524939286106,1,0.8481552938568985,0.9549925860214352,s,8
0.9029619250932305,0.5586029520942505,1,0.7307824385937405,0.9120108393559084,s2,8
20.302687732287538,0.7301460305920671,1,4.436501287137267,4.966872393543113,tau_b,2
4.612533815468983e-16,1.9204923591680193e-17,1,7.760480223740667e-17,2.1548278683324258e-16,a,2
0.9496505277828505,0.746652299928659,1,0.8481514138557548,0.9549925860214352,s,2
0.9029490908620765,0.5586026230115843,1,0.7307758569368304,0.9120108393559084,s2,2
7.415972176184555,0.5754871621373026,1,2.2578189884782636,2.45063709469745,tau_b,4
2.5540234509030785e-16,1.2264995023564326e-17,1,4.149723283282764e-17,4.8827824656839245e-17,a,4
0.9496505274187301,0.7466522999193226,1,0.8481514136690264,0.9549925860214352,s,4
0.9029490902444182,0.5586026229957469,1,0.7307758566200825,0.9120108393559084,s2,4
1.7174719086577679,0.5,1,0.5780073448225385,0.5,tau_b,6
1.3032543188783233e-15,3.549867690351485e-17,1,1.7926804846464703e-16,5.62616113657574e-16,a,6
0.9496505878595284,0.7466523014690867,1,0.8481514446643075,0.9549925860214352,s,6
0.902949192770315,0.558602625624616,1,0.7307759091974655,0.9120108393559084,s2,6
1.3473299067344833,0.5,1,0.6099854217919308,0.5,tau_b,9
8.663883155600046e-16,2.1325052448848142e-17,1,1.150994073259183e-16,3.379793045505571e-16,a,9
0.949650546309741,0.7466523004037076,1,0.8481514233567242,0.9549925860214352,s,9
0.9029491222892931,0.5586026238174103,1,0.7307758730533518,0.9120108393559084,s2,9
3.07333527945993,0.5,1,0.7926099123629642,0.5965831792352468,tau_b,10
2.5456783102303033e-16,6.356244563682633e-18,1,3.475330524113007e-17,1.4229859066626423e-16,a,10
0.9496505293840349,0.746652299969715,1,0.848151414676875,0.9549925860214352,s,10
0.9029490935781703,0.5586026230812277,1,0.730775858329699,0.9120108393559084,s2,10
5.035801933835747,0.5,1,1.065624647132692,1.0133839082682115,tau_b,11
2.459414759152473e-16,6.147719228131356e-18,1,2.922248645309375e-17,4.8833069620620957e-17,a,11
0.9496505277106237,0.746652299926807,1,0.8481514138187154,0.9549925860214352,s,11
0.9029490907395581,0.5586026230084428,1,0.7307758568740004,0.9120108393559084,s2,11
0.6476582784078945,0.5,1,0.5,0.5,tau_b,14
8.077390188641188e-16,1.4775349315768754e-17,1,8.93817468771405e-17,3.3077886842942806e-16,a,14
0.949652496241496,0.7466523336822319,1,0.848152414961864,0.9549925860214352,s,14
0.9029524299640423,0.5586026802678654,1,0.7307775551159539,0.9120108393559084,s2,14
1.6381729611204272,0.5,1,0.6066597699095488,0.5,tau_b,13
1.2148957630606261e-15,1.954247389620222e-17,1,1.425675438357317e-16,6.179872862638398e-16,a,13
0.9496505284186476,0.7466522999449615,1,0.8481514141818045,0.9549925860214352,s,13
0.9029490919405809,0.5586026230392382,1,0.7307758574899096,0.9120108393559084,s2,13
18.904979822173033,2.1356433503734658,1,10.033259117549937,12.011244339814313,tau_b,18
1.7188799211647285e-16,4.854003950997691e-18,1,2.0388748845139134e-17,4.854003950997691e-18,a,18
0.949650527407283,0.7466522999188413,1,0.8481514136630621,0.9549925860214352,s,18
0.9029490902250003,0.5586026229949305,1,0.7307758566099654,0.9120108393559084,s2,18
3.3013554879749014,0.5,1,1.024821362691609,1.0133839082682115,tau_b,12
2.8266619763802666e-16,1.5404922364797304e-17,1,4.107111187074852e-17,3.073686105950125e-17,a,12
0.9496505275125083,0.7466522999217272,1,0.8481514137171178,0.9549925860214352,s,12
0.9029490904034942,0.5586026229998258,1,0.73077585670166,0.9120108393559084,s2,12
19.073950939891482,1.6207273374262716,1,9.07444505928611,12.011244339814313,tau_b,17
2.344617396643064e-16,3.9559052916485794e-18,1,2.6271529260608018e-17,8.856168798588039e-17,a,17
0.9496505274255078,0.746652299919496,1,0.8481514136725019,0.9549925860214352,s,17
0.9029490902559152,0.558602622996041,1,0.7307758566259781,0.9120108393559084,s2,17
4.946769734629769,4.182868695922709,1,4.5648192152762395,4.966872393543113,tau_b,15
2.502763151274474e-17,1.803260430748505e-17,1,2.1530117910114895e-17,2.521171117604105e-17,a,15
0.010000000000000004,0.010000000000000004,1,0.010000000000000004,0.010000000000000004,s,15
0.00010000000000000009,0.00010000000000000009,1,0.00010000000000000009,0.00010000000000000009,s2,15
4.1880452446941305,0.5,1,1.3255466512165959,1.4426999059072136,tau_b,16
1.9881292163015243e-16,4.205432701769428e-18,1,2.2267739452346375e-17,4.718573099710249e-17,a,16
0.9496505274289906,0.7466522999195857,1,0.8481514136742881,0.9549925860214352,s,16
0.9029490902618229,0.5586026229961931,1,0.730775856629008,0.9120108393559084,s2,16
1.683069758347663,0.5,1,0.5767157812504865,0.5,tau_b,5
3.24984479498083e-16,1.7329516145377135e-17,1,5.43461233581101e-17,6.89900463969725e-17,a,5
0.9496505274034451,0.7466522999189307,1,0.848151413661188,0.9549925860214352,s,5
0.9029490902184902,0.558602622995082,1,0.7307758566067861,0.9120108393559084,s2,5
0.7731842238460594,0.5,1,0.5,0.5,tau_b,20
6.107545961034608e-16,1.8513154377359446e-17,1,8.734071413992057e-17,2.0772100858738563e-16,a,20
0.9496505737161041,0.7466523011064348,1,0.8481514374112694,0.9549925860214352,s,20
0.9029491687787845,0.5586026250094485,1,0.7307758968941165,0.9120108393559084,s2,20
