model_name,model_label,representative_label,selection_display_label,selection_category,harmonic_number,alpha,metric_name,metric_value,representative_D0,arterial_pressure_phase_difference_deg,folded_arterial_phase_difference_deg,profile_run_dir
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,1,0.0,complex_flow_rmse_nl_s,0.0218903694187173,1e-06,0.0001015366112064,0.0001015366112064,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_0/D0_1em06
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,1,0.0,kirchhoff_rms_per_internal_node_nl_s,0.0507671991170142,1e-06,0.0001015366112064,0.0001015366112064,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_0/D0_1em06
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,1,1.0,complex_flow_rmse_nl_s,0.0219065961288039,2.51188643151e-05,0.3194730159973332,0.3194730159973332,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_1/D0_2p51188643151em05
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,1,1.0,kirchhoff_rms_per_internal_node_nl_s,0.0507461655195861,1e-06,0.0082463492314027,0.0082463492314027,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_1/D0_1em06
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,1,2.0,complex_flow_rmse_nl_s,0.0219071989272363,1e-05,0.3969738734415509,0.3969738734415509,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_2/D0_1em05
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,1,2.0,kirchhoff_rms_per_internal_node_nl_s,0.0507563116019063,1e-06,0.0415402276165284,0.0415402276165284,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_2/D0_1em06
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,1,0.0,complex_flow_rmse_nl_s,0.0218903694225253,1e-06,0.0001015353794412,0.0001015353794412,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_0/D0_1em06
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,1,0.0,kirchhoff_rms_per_internal_node_nl_s,0.0507671991037293,1e-06,0.0001015353794412,0.0001015353794412,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_0/D0_1em06
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,1,1.0,complex_flow_rmse_nl_s,0.0219065962409166,2.51188643151e-05,0.3194930388640992,0.3194930388640992,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_1/D0_2p51188643151em05
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,1,1.0,kirchhoff_rms_per_internal_node_nl_s,0.0507461655486244,1e-06,0.0082463639619254,0.0082463639619254,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_1/D0_1em06
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,1,2.0,complex_flow_rmse_nl_s,0.0219071990153787,1e-05,0.3969884903000853,0.3969884903000853,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H1/B1/alpha_2/D0_1em05
