ablation,D,chi2,delta_chi2
dc_only,1e-06,61.41414674651736,0.0
dc_only,1.4677992676220705e-06,61.41414674651736,0.0
dc_only,2.1544346900318822e-06,61.41414674651736,0.0
dc_only,3.162277660168379e-06,61.41414674651736,0.0
dc_only,4.641588833612782e-06,61.41414674651736,0.0
dc_only,6.8129206905796085e-06,61.41414674651736,0.0
dc_only,1e-05,61.41414674651736,0.0
dc_only,1.4677992676220675e-05,61.41414674651736,0.0
dc_only,2.1544346900318823e-05,61.41414674651736,0.0
dc_only,3.1622776601683795e-05,61.41414674651736,0.0
dc_only,4.641588833612772e-05,61.41414674651736,0.0
dc_only,6.812920690579608e-05,61.41414674651736,0.0
dc_only,0.0001,61.41414674651736,0.0
dc_only,0.0001467799267622069,61.41414674651736,0.0
dc_only,0.00021544346900318823,61.41414674651736,0.0
dc_only,0.00031622776601683794,61.41414674651736,0.0
dc_only,0.00046415888336127773,61.41414674651736,0.0
dc_only,0.0006812920690579609,61.41414674651736,0.0
dc_only,0.001,61.41414674651736,0.0
dc_only,0.0014677992676220691,61.41414674651736,0.0
dc_only,0.002154434690031882,61.41414674651736,0.0
dc_only,0.0031622776601683794,61.41414674651736,0.0
dc_only,0.004641588833612777,61.41414674651736,0.0
dc_only,0.006812920690579608,61.41414674651736,0.0
dc_only,0.01,61.41414674651736,0.0
dc_only,0.014677992676220676,61.41414674651736,0.0
dc_only,0.021544346900318822,61.41414674651736,0.0
dc_only,0.03162277660168379,61.41414674651736,0.0
dc_only,0.046415888336127725,61.41414674651736,0.0
dc_only,0.06812920690579609,61.41414674651736,0.0
dc_only,0.1,61.41414674651736,0.0
h1_free_boundary,1e-06,10886.470681750227,68.00712380303594
h1_free_boundary,1.4677992676220705e-06,10886.462221130065,67.99866318287422
h1_free_boundary,2.1544346900318822e-06,10886.449803813748,67.98624586655751
h1_free_boundary,3.162277660168379e-06,10886.431580294531,67.9680223473406
h1_free_boundary,4.641588833612782e-06,10886.40483744131,67.94127949411995
h1_free_boundary,6.8129206905796085e-06,10886.36559636055,67.90203841336006
h1_free_boundary,1e-05,10886.308024363414,67.84446641622344
h1_free_boundary,1.4677992676220675e-05,10886.223576296703,67.76001834951239
h1_free_boundary,2.1544346900318823e-05,10886.099744297142,67.63618634995146
h1_free_boundary,3.1622776601683795e-05,10885.9182440584,67.45468611121032
h1_free_boundary,4.641588833612772e-05,10885.65239896347,67.18884101627918
h1_free_boundary,6.812920690579608e-05,10885.263400138605,66.79984219141443
h1_free_boundary,0.0001,10884.6950318283,66.2314738811092
h1_free_boundary,0.0001467799267622069,10883.866392187952,65.40283424076188
h1_free_boundary,0.00021544346900318823,10882.66220584196,64.19864789476924
h1_free_boundary,0.00031622776601683794,10880.92074897846,62.45719103126976
h1_free_boundary,0.00046415888336127773,10878.420722391718,59.957164444527734
h1_free_boundary,0.0006812920690579609,10874.871759154303,56.40820120711214
h1_free_boundary,0.001,10869.920903570785,51.45734562359394
h1_free_boundary,0.0014677992676220691,10863.202976261067,44.73941831387674
h1_free_boundary,0.002154434690031882,10854.488339590405,36.02478164321474
h1_free_boundary,0.0031622776601683794,10843.999841631065,25.53628368387399
h1_free_boundary,0.004641588833612777,10832.886763960874,14.423206013683739
h1_free_boundary,0.006812920690579608,10823.457760378895,4.994202431704252
h1_free_boundary,0.01,10818.46355794719,0.0
h1_free_boundary,0.014677992676220676,10820.927079552865,2.463521605674032
h1_free_boundary,0.021544346900318822,10839.385671017664,20.922113070473642
h1_free_boundary,0.03162277660168379,10895.90176837196,77.43821042476884
h1_free_boundary,0.046415888336127725,11024.349735029411,205.88617708222046
h1_free_boundary,0.06812920690579609,11249.533194203925,431.06963625673416
h1_free_boundary,0.1,11554.39006876891,735.9265108217187
h1_fixed_boundary_phase,1e-06,10954.057559744115,135.59400179692602
h1_fixed_boundary_phase,1.4677992676220705e-06,10954.043448252445,135.5798903052564
h1_fixed_boundary_phase,2.1544346900318822e-06,10954.022736901423,135.55917895423408
h1_fixed_boundary_phase,3.162277660168379e-06,10953.992339997423,135.52878205023444
h1_fixed_boundary_phase,4.641588833612782e-06,10953.947730341803,135.48417239461378
h1_fixed_boundary_phase,6.8129206905796085e-06,10953.882267183073,135.4187092358843
h1_fixed_boundary_phase,1e-05,10953.786212423263,135.3226544760746
h1_fixed_boundary_phase,1.4677992676220675e-05,10953.645292293239,135.18173434604978
h1_fixed_boundary_phase,2.1544346900318823e-05,10953.438598430443,134.9750404832539
h1_fixed_boundary_phase,3.1622776601683795e-05,10953.135533467492,134.67197552030302
h1_fixed_boundary_phase,4.641588833612772e-05,10952.691384611404,134.22782666421517
h1_fixed_boundary_phase,6.812920690579608e-05,10952.040948979753,133.57739103256426
h1_fixed_boundary_phase,0.0001,10951.089440574,132.6258826268113
h1_fixed_boundary_phase,0.0001467799267622069,10949.699711457866,131.23615351067747
h1_fixed_boundary_phase,0.00021544346900318823,10947.674717970056,129.21116002286726
h1_fixed_boundary_phase,0.00031622776601683794,10944.734417893284,126.27085994609479
h1_fixed_boundary_phase,0.00046415888336127773,10940.487528869546,122.02397092235697
h1_fixed_boundary_phase,0.0006812920690579609,10934.402270344994,115.93871239780492
h1_fixed_boundary_phase,0.001,10925.789579861528,107.32602191433944
h1_fixed_boundary_phase,0.0014677992676220691,10913.834027664665,95.37046971747623
h1_fixed_boundary_phase,0.002154434690031882,10897.753293122883,79.28973517569466
h1_fixed_boundary_phase,0.0031622776601683794,10877.245420333375,58.78186238618582
h1_fixed_boundary_phase,0.004641588833612777,10853.458053439808,34.994495492619535
h1_fixed_boundary_phase,0.006812920690579608,10830.656973805528,12.193415858338994
h1_fixed_boundary_phase,0.01,10818.463557947189,0.0
h1_fixed_boundary_phase,0.014677992676220676,10833.804832624775,15.341274677586625
