ablation,D,chi2,delta_chi2
dc_only,1e-06,105.85137573153087,0.0
dc_only,1.4677992676220705e-06,105.85137573153087,0.0
dc_only,2.1544346900318822e-06,105.85137573153087,0.0
dc_only,3.162277660168379e-06,105.85137573153087,0.0
dc_only,4.641588833612782e-06,105.85137573153087,0.0
dc_only,6.8129206905796085e-06,105.85137573153087,0.0
dc_only,1e-05,105.85137573153087,0.0
dc_only,1.4677992676220675e-05,105.85137573153087,0.0
dc_only,2.1544346900318823e-05,105.85137573153087,0.0
dc_only,3.1622776601683795e-05,105.85137573153087,0.0
dc_only,4.641588833612772e-05,105.85137573153087,0.0
dc_only,6.812920690579608e-05,105.85137573153087,0.0
dc_only,0.0001,105.85137573153087,0.0
dc_only,0.0001467799267622069,105.85137573153087,0.0
dc_only,0.00021544346900318823,105.85137573153087,0.0
dc_only,0.00031622776601683794,105.85137573153087,0.0
dc_only,0.00046415888336127773,105.85137573153087,0.0
dc_only,0.0006812920690579609,105.85137573153087,0.0
dc_only,0.001,105.85137573153087,0.0
dc_only,0.0014677992676220691,105.85137573153087,0.0
dc_only,0.002154434690031882,105.85137573153087,0.0
dc_only,0.0031622776601683794,105.85137573153087,0.0
dc_only,0.004641588833612777,105.85137573153087,0.0
dc_only,0.006812920690579608,105.85137573153087,0.0
dc_only,0.01,105.85137573153087,0.0
dc_only,0.014677992676220676,105.85137573153087,0.0
dc_only,0.021544346900318822,105.85137573153087,0.0
dc_only,0.03162277660168379,105.85137573153087,0.0
dc_only,0.046415888336127725,105.85137573153087,0.0
dc_only,0.06812920690579609,105.85137573153087,0.0
dc_only,0.1,105.85137573153087,0.0
h1_free_boundary,1e-06,268486.1111250819,3641.163890730415
h1_free_boundary,1.4677992676220705e-06,268485.992808051,3641.045573699521
h1_free_boundary,2.1544346900318822e-06,268485.8191194062,3640.871885054745
h1_free_boundary,3.162277660168379e-06,268485.56414441386,3640.616910062381
h1_free_boundary,4.641588833612782e-06,268485.1898103866,3640.242576035147
h1_free_boundary,6.8129206905796085e-06,268484.64019117685,3639.692956825369
h1_free_boundary,1e-05,268483.833088341,3638.8858539895155
h1_free_boundary,1.4677992676220675e-05,268482.64762419346,3637.700389841979
h1_free_boundary,2.1544346900318823e-05,268480.9058770176,3635.9586426661117
h1_free_boundary,3.1622776601683795e-05,268478.34562756435,3633.398393212876
h1_free_boundary,4.641588833612772e-05,268474.5796830975,3629.632448746008
h1_free_boundary,6.812920690579608e-05,268469.0347463673,3624.0875120158307
h1_free_boundary,0.0001,268460.85857502103,3615.911340669554
h1_free_boundary,0.0001467799267622069,268448.77697700163,3603.829742650152
h1_free_boundary,0.00021544346900318823,268430.86930497276,3585.92207062128
h1_free_boundary,0.00031622776601683794,268404.2073103557,3559.260076004197
h1_free_boundary,0.00046415888336127773,268364.2571271411,3519.3098927896353
h1_free_boundary,0.0006812920690579609,268303.85896310874,3458.911728757259
h1_free_boundary,0.001,268211.4491083147,3366.5018739632214
h1_free_boundary,0.0014677992676220691,268067.99539829936,3223.048163947882
h1_free_boundary,0.002154434690031882,267842.2443692871,2997.297134935623
h1_free_boundary,0.0031622776601683794,267486.1715637086,2641.2243293570937
h1_free_boundary,0.004641588833612777,266942.3439820543,2097.396747702849
h1_free_boundary,0.006812920690579608,266193.9077029736,1348.9604686220991
h1_free_boundary,0.01,265373.046010115,528.0987757635303
h1_free_boundary,0.014677992676220676,264844.9472343515,0.0
h1_free_boundary,0.021544346900318822,265207.14057866985,362.19334431836614
h1_free_boundary,0.03162277660168379,267300.9885402596,2456.0413059081184
h1_free_boundary,0.046415888336127725,272096.55922477413,7251.611990422651
