run_name,script_name,graph_path,config_path,output_dir,solver_kind,dc_solve_mode,arterial_flow_mode,pressure_constraints,pressure_constraint_labels,pressure_constraints_used_in_solve,alpha_pa,viscosity_pa_s,lambda_q,lambda_k,lambda_b,lambda_kirchhoff,lambda_pressure_constraints,lambda_flow_residual,flip_observed_flow_sign,use_observed_flow_snr_weighting,snr_weight_p10,snr_weight_p05_clip,snr_weight_p95_clip,snr_weight_median_clipped,n_nodes,n_edges,n_observed_edges,n_internal_nodes,arterial_node_count,venous_node_count,reference_node_index,gauge_node_index,gauge_node_id,pressure_prescribed_node_ids,solver_success,runtime_seconds,observed_flow_scale_m3_s,observed_flow_scale_nl_s,sign_eps_abs_m3_s,sign_eps_abs_nl_s,sign_eps_relative,arterial_node_ids,venous_node_ids,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,observed_flow_rmse_m3_s,observed_flow_mae_m3_s,observed_flow_relative_rmse,normalized_rmse,kirchhoff_residual_l2_m3_s,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_range_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,av_drop_1_pa,av_drop_2_pa,mean_av_drop_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,constraint_residual_labels,constraint_residual_values_pa,sign_flipped_predicted_flow_count,sign_flipped_predicted_flow_fraction,sign_evaluable_edge_count,sign_flipped_source_minus_target_count,sign_flipped_source_minus_target_fraction,sign_evaluable_source_minus_target_edge_count,sign_flipped_target_minus_source_count,sign_flipped_target_minus_source_fraction,sign_evaluable_target_minus_source_edge_count,solver_vs_recomputed_source_minus_target_max_abs_m3_s,solver_vs_recomputed_target_minus_source_max_abs_m3_s,predicted_flow_l2_over_observed_flow_l2,arterial_dataset_flow_total_m3_s,venous_dataset_flow_total_m3_s,arterial_predicted_flow_total_m3_s,venous_predicted_flow_total_m3_s,arterial_boundary_mismatch_l2_m3_s,venous_boundary_mismatch_l2_m3_s,arterial_dataset_flow_total_nl_s,venous_dataset_flow_total_nl_s,arterial_predicted_flow_total_nl_s,venous_predicted_flow_total_nl_s,arterial_boundary_mismatch_l2_nl_s,venous_boundary_mismatch_l2_nl_s,unknown_pressure_node_count,active_equation_row_count,total_injection_m3_s,net_injection_m3_s,partitioned_system_residual_l2,partitioned_system_residual_max,partitioned_solver_used_lstsq,reduced_constraint_count,reduced_constraint_residual_l2,reduced_constraint_residual_max,partitioned_constraint_residual_l2,laplacian_scale_used,flow_row_scale_used,flow_residual_in_solver_l2,flow_residual_in_solver_rmse,flow_residual_edge_count,kirchhoff_objective_l2,pressure_constraint_objective_l2,gauge_row_excluded_from_lstsq,gauge_eliminated_directly,constrained_vs_partitioned_pressure_max_abs,constrained_vs_partitioned_flow_max_abs,formulation_warning,equal_a_pressure_spread_pa,equal_v_pressure_spread_pa,equal_av_pressure_drop_residual_pa,mean_a_minus_v_alpha_residual_pa,gauge_pressure_abs_pa,hard_boundary_constraint_residual_l2,hard_boundary_constraint_residual_max,constrained_equation_residual_l2,constrained_equation_residual_max,pressure_solver_final_relative_residual,run_dir
lambda_b_0p1,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_0p1,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14277=14352|equal_v:7135=12346,reduced_soft,nan,0.0035,1,1,0.1,1,0.1,1,False,1,1.020312352917612,1,43.913405968719886,4.028648264653833,4384,6439,5407,4380,2,2,0,535,7135,7135,True,14.082792240078561,3.793840919587635e-14,0.03793840919587635,3.7938409195876345e-20,3.793840919587634e-08,1e-06,14277|14352,7135|12346,0.31883253993936606,0.05981632331539698,8.40395121190324,3.1883253993936604e-13,5.981632331539698e-14,0.3931395976282605,0.3931395976282605,4.578640569437305e-11,0.6918301693324493,0.10506671542821028,0.2700258839769509,19.522970046148558,18.23561356409342,-3.2339251041412354,5.329346656799316,8.563271760940552,1.4748270746374428,4.21173369884491,-0.977382481098175,1.4462254047393799,1.95476496219635,4.9348464012146,5.44338595867157,5.189116179943085,1.4462254047393799,1.95476496219635,1.7194001830208232,1.95476496219635,equal_a:14277=14352|equal_v:7135=12346,1.44622540474|1.9547649622,1262,0.23340114666173478,5407,1262,0.23340114666173478,5407,4145,0.7665988533382652,5407,3.620144434569728e-17,4.101018082477133e-11,0.6894871087170769,2.299626418109102e-12,2.524477046676743e-12,1.0472387388694993e-12,1.8899140065420372e-13,8.959594526821958e-13,1.7291133413800942e-12,2.299626418109102,2.524477046676743,1.0472387388694993,0.18899140065420372,0.8959594526821958,1.7291133413800943,4383,4383,4.824103356365628e-12,4.824103356365628e-12,nan,nan,True,2,2.4315991401672363,1.95476496219635,15.449328422546387,1.3692935674214368e-12,6.205896256952781e-13,1.907792153421628e-11,2.594495256656726e-13,5407,4.580225088091083e-11,2.4315991401672363,False,False,14.996661186218262,2.0684816706695308e-11,,1.4462254047393799,1.95476496219635,-0.5085395574569702,nan,0,2.4315991401672363,1.95476496219635,4.580225088091083e-11,1.9522970046148558e-11,23.339738845825195,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_0p1
lambda_b_1,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_1,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14277=14352|equal_v:7135=12346,reduced_soft,nan,0.0035,1,1,1.0,1,1,1,False,1,1.020312352917612,1,43.913405968719886,4.028648264653833,4384,6439,5407,4380,2,2,0,535,7135,7135,True,66.17065126798116,3.793840919587635e-14,0.03793840919587635,3.7938409195876345e-20,3.793840919587634e-08,1e-06,14277|14352,7135|12346,0.31882471446634664,0.05994469508394635,8.40374494408165,3.188247144663467e-13,5.994469508394635e-14,0.39312994835182635,0.3931299483518263,4.5801997072643805e-11,0.6920657542338104,0.10552643861493045,0.26981059937257135,19.52517314496305,18.24182323145572,-2.4846553802490234,5.5838446617126465,8.06850004196167,1.8876615556568377,4.493987083435059,-0.5400519967079163,1.0040159225463867,1.0801039934158325,4.995995044708252,5.072083115577698,5.034039080142975,1.0040159225463867,1.0801039934158325,1.0427541918687022,1.0801039934158325,equal_a:14277=14352|equal_v:7135=12346,1.00401592255|1.08010399342,1280,0.23673016460144258,5407,1280,0.23673016460144258,5407,4127,0.7632698353985574,5407,3.576860402953034e-17,4.1005985840312517e-11,0.6891274486118161,2.299626418109102e-12,2.524477046676743e-12,9.780036481187027e-13,2.018955749111262e-13,9.375967999074108e-13,1.7272190531483153e-12,2.299626418109102,2.524477046676743,0.9780036481187027,0.2018955749111262,0.9375967999074108,1.7272190531483154,4383,4383,4.824103356365628e-12,4.824103356365628e-12,nan,nan,True,2,1.4746770858764648,1.0801039934158325,15.449328422546387,1.3692935674214368e-12,6.205896256952781e-13,1.9086400862566855e-11,2.595648305667164e-13,5407,4.581828319527581e-11,1.4746770858764648,False,False,14.247391700744629,2.0682719426012852e-11,,1.0040159225463867,1.0801039934158325,-0.0760880708694458,nan,0,1.4746770858764648,1.0801039934158325,4.581828319527581e-11,1.9525173144963048e-11,23.34790802001953,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_1
lambda_b_10,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_10,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14277=14352|equal_v:7135=12346,reduced_soft,nan,0.0035,1,1,10.0,1,10,1,False,1,1.020312352917612,1,43.913405968719886,4.028648264653833,4384,6439,5407,4380,2,2,0,535,7135,7135,True,22.027619239059277,3.793840919587635e-14,0.03793840919587635,3.7938409195876345e-20,3.793840919587634e-08,1e-06,14277|14352,7135|12346,0.3191350998360355,0.060733015468656754,8.411926240458268,3.191350998360355e-13,6.073301546865675e-14,0.393512672083138,0.393512672083138,4.583071404503034e-11,0.6924996661683155,0.10664376662298324,0.2707293888853592,19.52752716471995,18.253260504227615,-1.7606258392333984,5.8527140617370605,7.613339900970459,2.274299428835137,4.709030866622925,-0.10640930384397507,0.2191309928894043,0.21281860768795013,4.818596363067627,4.812283977866173,4.8154401704669,0.2191309928894043,0.21281860768795013,0.21599786089558132,0.2191309928894043,equal_a:14277=14352|equal_v:7135=12346,0.219130992889|0.212818607688,1307,0.24172369151100426,5407,1307,0.24172369151100426,5407,4100,0.7582763084889957,5407,3.783352774675709e-17,4.100119627924199e-11,0.6888911793492993,2.299626418109102e-12,2.524477046676743e-12,8.83243456671623e-13,2.174257952500258e-13,1.0015575919441684e-12,1.7253385663282979e-12,2.299626418109102,2.524477046676743,0.883243456671623,0.2174257952500258,1.0015575919441684,1.7253385663282979,4383,4383,4.824103356365628e-12,4.824103356365628e-12,nan,nan,True,2,0.3054671287536621,0.2191310077905655,15.449328422546387,1.3692935674214368e-12,6.205896256952781e-13,1.912513203361499e-11,2.600915630871642e-13,5407,4.5847894925010735e-11,0.3054671287536621,False,False,13.523362159729004,2.0680325507616004e-11,,0.2191309928894043,0.21281860768795013,0.006312385201454163,nan,0,0.3054671287536621,0.2191310077905655,4.5847894925010735e-11,1.952752716471995e-11,23.36299705505371,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_10
lambda_b_100,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets_upload/harmonized_scaled_dataset.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_100,reduced_soft_constrained_lstsq,reduced-soft-constrained-lstsq,dataset,equal-a-equal-v,equal_a:14277=14352|equal_v:7135=12346,reduced_soft,nan,0.0035,1,1,100.0,1,100,1,False,1,1.020312352917612,1,43.913405968719886,4.028648264653833,4384,6439,5407,4380,2,2,0,535,7135,7135,True,63.530541023937985,3.793840919587635e-14,0.03793840919587635,3.7938409195876345e-20,3.793840919587634e-08,1e-06,14277|14352,7135|12346,0.31925879105921867,0.06100479032787218,8.415186557003027,3.192587910592187e-13,6.100479032787219e-14,0.39366519076182,0.39366519076181994,4.583885761446876e-11,0.6926227150719828,0.10698660303573244,0.2704117528853914,19.52805278593317,18.256503890185947,-1.6039997339248657,5.91245698928833,7.516456723213196,2.3570931330980818,4.7515785694122314,-0.011841078288853168,0.024727344512939453,0.023682156577706337,4.763942241668701,4.762897053733468,4.763419647701085,0.024727344512939453,0.023682156577706337,0.024210391434594736,0.024727344512939453,equal_a:14277=14352|equal_v:7135=12346,0.0247273445129|0.0236821565777,1314,0.24301830959866838,5407,1314,0.24301830959866838,5407,4093,0.7569816904013316,5407,3.8167809597042737e-17,4.100010890606932e-11,0.6888721857791972,2.299626418109102e-12,2.524477046676743e-12,8.608268178139644e-13,2.2099601879391195e-13,1.0177284809305042e-12,1.724972288098248e-12,2.299626418109102,2.524477046676743,0.8608268178139644,0.22099601879391195,1.0177284809305043,1.724972288098248,4383,4383,4.824103356365628e-12,4.824103356365628e-12,nan,nan,True,2,0.034238528460264206,0.02472715824842453,15.449328422546387,1.3692935674214368e-12,6.205896256952781e-13,1.9138685428132796e-11,2.6027587745648673e-13,5407,4.585629098663446e-11,0.034238528460264206,False,False,13.36673641204834,2.0679782539168023e-11,,0.024727344512939453,0.023682156577706337,0.0010451879352331161,nan,0,0.034238528460264206,0.02472715824842453,4.585629098663446e-11,1.952805278593317e-11,23.36727523803711,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/dc/01_boundary_parameter_calibration/lambda_b_100
