model_name,model_label,representative_label,selection_display_label,selection_category,harmonic_number,alpha,representative_D0,lambda_q,lambda_k,lambda_b,complex_flow_rmse_nl_s,kirchhoff_rms_per_internal_node_nl_s,arterial_pressure_phase_difference_deg,folded_arterial_phase_difference_deg,selection_score,selection_score_formula,pareto_selection_strategy,profile_run_dir
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,0.0,1.58489319246e-05,100.0,100.0,1.0,0.0076151896667122,0.0186912828428689,0.2094276279173902,0.2094276279173902,0.01315323625479055,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_0/D0_1p58489319246em05
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,1.0,1.25892541179e-06,100.0,100.0,1.0,0.0076160169568109,0.0186904147227696,0.0478472297242271,0.0478472297242271,0.01315321583979025,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_1/D0_1p25892541179em06
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,2.0,1e-06,100.0,100.0,1.0,0.0076156402640236,0.0186900835319172,0.1180228834234533,0.1180228834234533,0.013152861897970401,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_2/D0_1em06
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,2,0.0,1.58489319246e-05,100.0,100.0,1.0,0.0076151895066649,0.0186912829430946,0.2094180901234861,0.2094180901234861,0.013153236224879749,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_0/D0_1p58489319246em05
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,2,1.0,1.25892541179e-06,100.0,100.0,1.0,0.0076160169567372,0.0186904147329348,0.0478469518229692,0.0478469518229692,0.013153215844835999,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_1/D0_1p25892541179em06
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,2,2.0,1e-06,100.0,100.0,1.0,0.0076156402741143,0.0186900835288704,0.1180219883836621,0.1180219883836621,0.01315286190149235,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_2/D0_1em06
taylor_ideal,Taylor-expanded ideal admittance,B1,Balanced 1,balanced,2,0.0,1.58489319246e-05,100.0,100.0,1.0,0.0076151895066649,0.0186912829430946,0.2094180901234861,0.2094180901234861,0.013153236224879749,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_0/D0_1p58489319246em05
taylor_ideal,Taylor-expanded ideal admittance,B1,Balanced 1,balanced,2,1.0,1.25892541179e-06,100.0,100.0,1.0,0.0076160169567372,0.0186904147329348,0.0478469518229692,0.0478469518229692,0.013153215844835999,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_1/D0_1p25892541179em06
taylor_ideal,Taylor-expanded ideal admittance,B1,Balanced 1,balanced,2,2.0,1e-06,100.0,100.0,1.0,0.0076156402741143,0.0186900835288704,0.1180219883836621,0.1180219883836621,0.01315286190149235,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/ac/03_distensibility_alpha_profiles_q100_k0p1_delta0p1_all_observed_B1/H2/B1/alpha_2/D0_1em06
