D,chi2,delta_chi2,objective,tile_id,weight_mode
1e-06,1.580356128677499,1.4552551185393838,weighted_least_squares,1,sigma
1.333521432163324e-06,1.5793066606271982,1.454205650489083,weighted_least_squares,1,sigma
1.778279410038923e-06,1.57790773575804,1.4528067256199249,weighted_least_squares,1,sigma
2.3713737056616552e-06,1.576043226786906,1.4509422166487909,weighted_least_squares,1,sigma
3.162277660168379e-06,1.5735586252326892,1.448457615094574,weighted_least_squares,1,sigma
4.216965034285822e-06,1.5702484890662531,1.445147478928138,weighted_least_squares,1,sigma
5.623413251903491e-06,1.565839923872301,1.440738913734186,weighted_least_squares,1,sigma
7.498942093324558e-06,1.5599709226630902,1.434869912524975,weighted_least_squares,1,sigma
1e-05,1.5521621278131905,1.4270611176750754,weighted_least_squares,1,sigma
1.333521432163324e-05,1.5417803354079176,1.4166793252698024,weighted_least_squares,1,sigma
1.778279410038923e-05,1.5279918999580318,1.4028908898199166,weighted_least_squares,1,sigma
2.3713737056616554e-05,1.5097042967173286,1.3846032865792135,weighted_least_squares,1,sigma
3.1622776601683795e-05,1.4854948071054808,1.3603937969673656,weighted_least_squares,1,sigma
4.216965034285822e-05,1.4535272696970922,1.328426259558977,weighted_least_squares,1,sigma
5.623413251903491e-05,1.411462337029988,1.2863613268918728,weighted_least_squares,1,sigma
7.498942093324559e-05,1.3563760656182704,1.2312750554801553,weighted_least_squares,1,sigma
0.0001,1.2847203465007542,1.159619336362639,weighted_least_squares,1,sigma
0.0001333521432163324,1.1923947665258892,1.067293756387774,weighted_least_squares,1,sigma
0.00017782794100389227,1.0750676607256653,0.9499666505875501,weighted_least_squares,1,sigma
0.00023713737056616554,0.9290100905136487,0.8039090803755335,weighted_least_squares,1,sigma
0.00031622776601683794,0.7529320379228828,0.6278310277847676,weighted_least_squares,1,sigma
0.00042169650342858224,0.5516917909033283,0.42659078076521323,weighted_least_squares,1,sigma
0.0005623413251903491,0.34332303108869905,0.21822202095058396,weighted_least_squares,1,sigma
0.0007498942093324559,0.17145160762200493,0.04635059748388984,weighted_least_squares,1,sigma
0.001,0.1251010101381151,0.0,weighted_least_squares,1,sigma
0.001333521432163324,0.36491295395781836,0.23981194381970328,weighted_least_squares,1,sigma
0.0017782794100389228,1.144954855648667,1.019853845510552,weighted_least_squares,1,sigma
0.0023713737056616554,2.800022970432642,2.674921960294527,weighted_least_squares,1,sigma
0.0031622776601683794,5.649511053018188,5.524410042880072,weighted_least_squares,1,sigma
0.004216965034285823,9.79376826318275,9.668667253044635,weighted_least_squares,1,sigma
0.005623413251903491,14.913233622848118,14.788132612710003,weighted_least_squares,1,sigma
0.007498942093324558,20.31905294956189,20.193951939423776,weighted_least_squares,1,sigma
0.01,25.307042839968247,25.181941829830134,weighted_least_squares,1,sigma
0.01333521432163324,29.491853188481308,29.366752178343194,weighted_least_squares,1,sigma
0.01778279410038923,32.8604680247646,32.73536701462648,weighted_least_squares,1,sigma
0.023713737056616554,35.626908575480094,35.50180756534198,weighted_least_squares,1,sigma
0.03162277660168379,38.08076833097722,37.955667320839105,weighted_least_squares,1,sigma
0.042169650342858224,40.508379763962154,40.38327875382404,weighted_least_squares,1,sigma
0.05623413251903491,43.1588473797961,43.03374636965798,weighted_least_squares,1,sigma
0.07498942093324558,46.211612415821236,46.08651140568312,weighted_least_squares,1,sigma
0.1,49.726119423754774,49.60101841361666,weighted_least_squares,1,sigma
1e-06,1.7104670188899183,1.58948850753086,weighted_least_squares,2,sigma
1.333521432163324e-06,1.709442660216796,1.5884641488577378,weighted_least_squares,2,sigma
1.778279410038923e-06,1.7080771428826629,1.5870986315236046,weighted_least_squares,2,sigma
2.3713737056616552e-06,1.7062570612135148,1.5852785498544566,weighted_least_squares,2,sigma
3.162277660168379e-06,1.7038314788802833,1.582852967521225,weighted_least_squares,2,sigma
4.216965034285822e-06,1.7005996457601489,1.5796211344010906,weighted_least_squares,2,sigma
5.623413251903491e-06,1.6962947892797018,1.5753162779206435,weighted_least_squares,2,sigma
7.498942093324558e-06,1.6905628205541383,1.56958430919508,weighted_least_squares,2,sigma
1e-05,1.6829345089479966,1.5619559975889383,weighted_least_squares,2,sigma
1.333521432163324e-05,1.6727893858367877,1.5518108744777295,weighted_least_squares,2,sigma
1.778279410038923e-05,1.6593094156933885,1.5383309043343303,weighted_least_squares,2,sigma
2.3713737056616554e-05,1.64142043913422,1.5204419277751617,weighted_least_squares,2,sigma
3.1622776601683795e-05,1.617719854996966,1.4967413436379078,weighted_least_squares,2,sigma
4.216965034285822e-05,1.5863905105648386,1.4654119992057804,weighted_least_squares,2,sigma
5.623413251903491e-05,1.5451044116393466,1.4241259002802884,weighted_least_squares,2,sigma
7.498942093324559e-05,1.49092766564787,1.3699491542888118,weighted_least_squares,2,sigma
0.0001,1.4202538540373553,1.299275342678297,weighted_least_squares,2,sigma
0.0001333521432163324,1.328823855074879,1.2078453437158208,weighted_least_squares,2,sigma
0.00017782794100389227,1.2119489007126825,1.0909703893536242,weighted_least_squares,2,sigma
0.00023713737056616554,1.0651632471899888,0.9441847358309305,weighted_least_squares,2,sigma
0.00031622776601683794,0.8857315722028829,0.7647530608438247,weighted_least_squares,2,sigma
0.00042169650342858224,0.675779809419714,0.5548012980606558,weighted_least_squares,2,sigma
0.0005623413251903491,0.44835808093876284,0.3273795695797046,weighted_least_squares,2,sigma
0.0007498942093324559,0.23841834807968787,0.11743983672062963,weighted_least_squares,2,sigma
0.001,0.12097851135905824,0.0,weighted_least_squares,2,sigma
0.001333521432163324,0.23696195143216534,0.1159834400731071,weighted_least_squares,2,sigma
0.0017782794100389228,0.8199165447999436,0.6989380334408853,weighted_least_squares,2,sigma
0.0023713737056616554,2.2007192076336355,2.0797406962745772,weighted_least_squares,2,sigma
0.0031622776601683794,4.74773646623155,4.626757954872492,weighted_least_squares,2,sigma
0.004216965034285823,8.709526797576991,8.588548286217932,weighted_least_squares,2,sigma
0.005623413251903491,14.021318687234963,13.900340175875904,weighted_least_squares,2,sigma
0.007498942093324558,20.248336782446884,20.127358271087825,weighted_least_squares,2,sigma
0.01,26.740057237672918,26.61907872631386,weighted_least_squares,2,sigma
0.01333521432163324,32.86858660034864,32.74760808898959,weighted_least_squares,2,sigma
0.01778279410038923,38.22956203774613,38.10858352638707,weighted_least_squares,2,sigma
0.023713737056616554,42.72670959806443,42.605731086705376,weighted_least_squares,2,sigma
0.03162277660168379,46.494353740659356,46.3733752293003,weighted_least_squares,2,sigma
0.042169650342858224,49.74009335711147,49.619114845752414,weighted_least_squares,2,sigma
0.05623413251903491,52.63076649009957,52.50978797874051,weighted_least_squares,2,sigma
0.07498942093324558,55.26923102230946,55.14825251095041,weighted_least_squares,2,sigma
0.1,57.73689400938876,57.61591549802971,weighted_least_squares,2,sigma
1e-06,0.24053226426577345,0.20847041097753088,weighted_least_squares,3,sigma
1.333521432163324e-06,0.24039305990603335,0.20833120661779078,weighted_least_squares,3,sigma
1.778279410038923e-06,0.2402074995578548,0.20814564626961224,weighted_least_squares,3,sigma
2.3713737056616552e-06,0.2399601780325783,0.20789832474433573,weighted_least_squares,3,sigma
3.162277660168379e-06,0.23963059612697907,0.2075687428387365,weighted_least_squares,3,sigma
4.216965034285822e-06,0.23919149473659618,0.2071296414483536,weighted_least_squares,3,sigma
5.623413251903491e-06,0.23860665994503694,0.20654480665679437,weighted_least_squares,3,sigma
7.498942093324558e-06,0.23782804452606413,0.20576619123782156,weighted_least_squares,3,sigma
1e-05,0.2367920105581678,0.20473015726992522,weighted_least_squares,3,sigma
1.333521432163324e-05,0.2354144678657064,0.20335261457746384,weighted_least_squares,3,sigma
1.778279410038923e-05,0.2335846545910627,0.20152280130282013,weighted_least_squares,3,sigma
2.3713737056616554e-05,0.2311573121089715,0.19909545882072893,weighted_least_squares,3,sigma
3.1622776601683795e-05,0.2279430851652737,0.19588123187703113,weighted_least_squares,3,sigma
4.216965034285822e-05,0.22369720655362432,0.19163535326538175,weighted_least_squares,3,sigma
5.623413251903491e-05,0.21810705605964845,0.18604520277140588,weighted_least_squares,3,sigma
7.498942093324559e-05,0.21078028937589363,0.17871843608765106,weighted_least_squares,3,sigma
0.0001,0.20123742178244514,0.16917556849420257,weighted_least_squares,3,sigma
0.0001333521432163324,0.18891694645120383,0.15685509316296126,weighted_least_squares,3,sigma
0.00017782794100389227,0.17320893382271696,0.1411470805344744,weighted_least_squares,3,sigma
0.00023713737056616554,0.1535475812098447,0.12148572792160214,weighted_least_squares,3,sigma
0.00031622776601683794,0.1296196243972299,0.09755777110898733,weighted_least_squares,3,sigma
0.00042169650342858224,0.10179292084140595,0.06973106755316338,weighted_least_squares,3,sigma
0.0005623413251903491,0.07195255500013335,0.039890701711890776,weighted_least_squares,3,sigma
0.0007498942093324559,0.045071639045318655,0.013009785757076078,weighted_least_squares,3,sigma
0.001,0.03206185328824258,0.0,weighted_least_squares,3,sigma
0.001333521432163324,0.0547337553598416,0.022671902071599026,weighted_least_squares,3,sigma
0.0017782794100389228,0.15390200346576166,0.12184015017751909,weighted_least_squares,3,sigma
0.0023713737056616554,0.4012701924016323,0.36920833911338974,weighted_least_squares,3,sigma
0.0031622776601683794,0.9134711318951411,0.8814092786068984,weighted_least_squares,3,sigma
0.004216965034285823,1.860577089571657,1.8285152362834143,weighted_least_squares,3,sigma
0.005623413251903491,3.450802042054507,3.4187401887662645,weighted_least_squares,3,sigma
0.007498942093324558,5.865664031702866,5.8336021784146235,weighted_least_squares,3,sigma
0.01,9.142406826824898,9.110344973536655,weighted_least_squares,3,sigma
0.01333521432163324,13.072204236677909,13.040142383389666,weighted_least_squares,3,sigma
0.01778279410038923,17.230520524274866,17.19845867098662,weighted_least_squares,3,sigma
