D,chi2,delta_chi2,objective,tile_group,weight_mode
1e-06,9.018760032057392,6.86234894390687,weighted_least_squares,periphery,sigma
1.333521432163324e-06,9.014220428013386,6.857809339862865,weighted_least_squares,periphery,sigma
1.778279410038923e-06,9.00816900481501,6.8517579166644875,weighted_least_squares,periphery,sigma
2.3713737056616552e-06,9.00010332600991,6.843692237859388,weighted_least_squares,periphery,sigma
3.162277660168379e-06,8.98935471316703,6.832943625016508,weighted_least_squares,periphery,sigma
4.216965034285822e-06,8.975033910143518,6.818622821992996,weighted_least_squares,periphery,sigma
5.623413251903491e-06,8.955959418249236,6.799548330098714,weighted_least_squares,periphery,sigma
7.498942093324558e-06,8.930563373945409,6.774152285794887,weighted_least_squares,periphery,sigma
1e-05,8.896768726263625,6.740357638113103,weighted_least_squares,periphery,sigma
1.333521432163324e-05,8.851830087736301,6.69541899958578,weighted_least_squares,periphery,sigma
1.778279410038923e-05,8.792129901560443,6.635718813409921,weighted_least_squares,periphery,sigma
2.3713737056616554e-05,8.71292148656153,6.5565103984110085,weighted_least_squares,periphery,sigma
3.1622776601683795e-05,8.608013016417445,6.451601928266923,weighted_least_squares,periphery,sigma
4.216965034285822e-05,8.469393573965712,6.312982485815191,weighted_least_squares,periphery,sigma
5.623413251903491e-05,8.286819482507685,6.130408394357163,weighted_least_squares,periphery,sigma
7.498942093324559e-05,8.047414884371543,5.891003796221021,weighted_least_squares,periphery,sigma
0.0001,7.73541222757792,5.5790011394273975,weighted_least_squares,periphery,sigma
0.0001333521432163324,7.332296898117178,5.1758858099666565,weighted_least_squares,periphery,sigma
0.00017782794100389227,6.817882313395439,4.661471225244917,weighted_least_squares,periphery,sigma
0.00023713737056616554,6.173327921088728,4.016916832938206,weighted_least_squares,periphery,sigma
0.00031622776601683794,5.387994250732261,3.2315831625817384,weighted_least_squares,periphery,sigma
0.00042169650342858224,4.473574078251012,2.3171629901004898,weighted_least_squares,periphery,sigma
0.0005623413251903491,3.491478463141831,1.3350673749913087,weighted_least_squares,periphery,sigma
0.0007498942093324559,2.6031131154350438,0.44670202728452146,weighted_least_squares,periphery,sigma
0.001,2.1564110881505223,0.0,weighted_least_squares,periphery,sigma
0.001333521432163324,2.8214297086481053,0.665018620497583,weighted_least_squares,periphery,sigma
0.0017782794100389228,5.772938397864809,3.6165273097142863,weighted_least_squares,periphery,sigma
0.0023713737056616554,12.875826031867787,10.719414943717265,weighted_least_squares,periphery,sigma
0.0031622776601683794,26.760915338863086,24.604504250712562,weighted_least_squares,periphery,sigma
0.004216965034285823,50.639613731998544,48.483202643848024,weighted_least_squares,periphery,sigma
0.005623413251903491,87.81114992225076,85.65473883410024,weighted_least_squares,periphery,sigma
0.007498942093324558,140.97248563161213,138.8160745434616,weighted_least_squares,periphery,sigma
0.01,211.31497352014136,209.15856243199084,weighted_least_squares,periphery,sigma
0.01333521432163324,297.55746646581537,295.4010553776648,weighted_least_squares,periphery,sigma
0.01778279410038923,396.0702951438224,393.9138840556719,weighted_least_squares,periphery,sigma
0.023713737056616554,502.85142366747596,500.6950125793254,weighted_least_squares,periphery,sigma
0.03162277660168379,615.5940111890671,613.4376001009166,weighted_least_squares,periphery,sigma
0.042169650342858224,733.9462451204421,731.7898340322915,weighted_least_squares,periphery,sigma
0.05623413251903491,858.8749598136118,856.7185487254612,weighted_least_squares,periphery,sigma
0.07498942093324558,992.2665203719007,990.1101092837501,weighted_least_squares,periphery,sigma
0.1,1136.1102299577606,1133.9538188696101,weighted_least_squares,periphery,sigma
