D_hat,D_hi_dchi1,D_hi_dchi384,D_lo_dchi1,D_lo_dchi384,ablation,chi2_min,chi2_red,dc_resid_std,dc_sigma_max,dc_sigma_max_nL_s,dc_sigma_min,dc_sigma_min_nL_s,dof,h1_resid_rms,h1_sigma_max,h1_sigma_max_nL_s,h1_sigma_min,h1_sigma_min_nL_s,h2_resid_rms,h2_sigma_max,h2_sigma_max_nL_s,h2_sigma_min,h2_sigma_min_nL_s,harmonics,location,max_delta_chi2,n_dc,n_h1,n_h2,n_obs,n_params,objective,profile_flat,tile_id,weight_mode,width_decades_dchi1,width_decades_dchi384
0.001,0.007498942093324558,0.023713737056616554,1e-06,1e-06,mosaic_flow_free_boundary,0.002941619151568283,2.1162727709124337e-06,2.2044246963781814e-14,2.902752533047366e-14,0.029027525330473664,2.902752533047366e-14,0.029027525330473664,1390,0.00239533611524457,2.902752533047366e-14,0.029027525330473664,2.902752533047366e-14,0.029027525330473664,0.0018897847127986474,2.902752533047366e-14,0.029027525330473664,2.902752533047366e-14,0.029027525330473664,H1+H2,interior,8.8321242398599,316,316,316,1580,190,ordinary_least_squares,False,36,constant_average_sigma,3.875,4.375
0.001,0.023713737056616554,0.07498942093324558,1e-06,1e-06,mosaic_flow_free_boundary,0.0021042036381934775,1.7462270856377406e-06,1.7850973104297922e-14,2.904288150486632e-14,0.029042881504866322,2.904288150486632e-14,0.029042881504866322,1205,0.0022445809951367316,2.904288150486632e-14,0.029042881504866322,2.904288150486632e-14,0.029042881504866322,0.001694814488219747,2.904288150486632e-14,0.029042881504866322,2.904288150486632e-14,0.029042881504866322,H1+H2,periphery,4.851399970359145,266,266,266,1330,125,ordinary_least_squares,False,37,constant_average_sigma,4.375,4.875
0.001,0.023713737056616554,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.0003895986866356796,3.9754968024048934e-07,1.8291745191830776e-14,2.903338688999357e-14,0.029033386889993566,2.903338688999357e-14,0.029033386889993566,980,0.0010330173039990406,2.903338688999357e-14,0.029033386889993566,2.903338688999357e-14,0.029033386889993566,0.0008245935737720586,2.903338688999357e-14,0.029033386889993566,2.903338688999357e-14,0.029033386889993566,H1+H2,periphery,3.7560120047881043,223,223,223,1115,135,ordinary_least_squares,False,38,constant_average_sigma,4.375,5.0
0.001,0.023713737056616554,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.0012602817982731856,9.962701962633878e-07,1.2660194314472238e-14,2.900450711020982e-14,0.02900450711020982,2.900450711020982e-14,0.02900450711020982,1265,0.0019573738875521816,2.900450711020982e-14,0.02900450711020982,2.900450711020982e-14,0.02900450711020982,0.000748273507672301,2.900450711020982e-14,0.02900450711020982,2.900450711020982e-14,0.02900450711020982,H1+H2,interior,1.7442183630303998,287,287,287,1435,170,ordinary_least_squares,False,39,constant_average_sigma,4.375,5.0
0.001,0.01,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.0017591456844550611,1.3584136559498541e-06,5.515264319480375e-14,2.900432366459458e-14,0.029004323664594583,2.900432366459458e-14,0.029004323664594583,1295,0.002348511907438843,2.900432366459458e-14,0.029004323664594583,2.900432366459458e-14,0.029004323664594583,0.0007559769238474178,2.900432366459458e-14,0.029004323664594583,2.900432366459458e-14,0.029004323664594583,H1+H2,interior,3.061449675769883,289,289,289,1445,150,ordinary_least_squares,False,40,constant_average_sigma,4.0,5.0
0.001,0.05623413251903491,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.0007799275071690235,7.463421121234675e-07,5.520656158306759e-14,2.9001210121975294e-14,0.029001210121975294,2.9001210121975294e-14,0.029001210121975294,1045,0.0017311798939619438,2.9001210121975294e-14,0.029001210121975294,2.9001210121975294e-14,0.029001210121975294,0.0005160534699208264,2.9001210121975294e-14,0.029001210121975294,2.9001210121975294e-14,0.029001210121975294,H1+H2,interior,1.1591870373691104,239,239,239,1195,150,ordinary_least_squares,False,41,constant_average_sigma,4.75,5.0
0.001,0.05623413251903491,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.0005738216078236081,4.2663316566811015e-07,2.8505028490200005e-14,2.9000599481116196e-14,0.029000599481116197,2.9000599481116196e-14,0.029000599481116197,1345,0.001292620597089766,2.9000599481116196e-14,0.029000599481116197,2.9000599481116196e-14,0.029000599481116197,0.0004982647931555944,2.9000599481116196e-14,0.029000599481116197,2.9000599481116196e-14,0.029000599481116197,H1+H2,interior,1.1735723315087643,299,299,299,1495,150,ordinary_least_squares,False,42,constant_average_sigma,4.75,5.0
0.001,0.1,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.00025068128712719316,2.7247965992086213e-07,1.1408872294466571e-14,2.900159280124348e-14,0.029001592801243477,2.900159280124348e-14,0.029001592801243477,920,0.0010231149293170266,2.900159280124348e-14,0.029001592801243477,2.900159280124348e-14,0.029001592801243477,0.00044071795100190144,2.900159280124348e-14,0.029001592801243477,2.900159280124348e-14,0.029001592801243477,H1+H2,periphery,0.8504149290860988,202,202,202,1010,90,ordinary_least_squares,True,43,constant_average_sigma,5.0,5.0
0.001,0.1,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.0009513994013837725,1.068988091442441e-06,4.8416148012495787e-14,2.900117981463065e-14,0.02900117981463065,2.900117981463065e-14,0.02900117981463065,890,0.0020932563199425164,2.900117981463065e-14,0.02900117981463065,2.900117981463065e-14,0.02900117981463065,0.0006125969196295198,2.900117981463065e-14,0.02900117981463065,2.900117981463065e-14,0.02900117981463065,H1+H2,periphery,0.6922942722549107,200,200,200,1000,110,ordinary_least_squares,True,44,constant_average_sigma,5.0,5.0
0.001,0.1,0.1,1e-06,1e-06,mosaic_flow_free_boundary,0.0012640124620230551,9.875097359555117e-07,1.030361596813784e-13,2.9001081794645506e-14,0.029001081794645507,2.9001081794645506e-14,0.029001081794645507,1280,0.002054105069655802,2.9001081794645506e-14,0.029001081794645507,2.9001081794645506e-14,0.029001081794645507,0.0004645253583059416,2.9001081794645506e-14,0.029001081794645507,2.9001081794645506e-14,0.029001081794645507,H1+H2,interior,0.7444416824296801,285,285,285,1425,145,ordinary_least_squares,True,45,constant_average_sigma,5.0,5.0
