D,chi2,delta_chi2,objective,tile_group,weight_mode
1e-06,18361.840455867077,0.0,ordinary_least_squares,interior,constant_average_sigma
1.333521432163324e-06,18361.84504398919,0.004588122112181736,ordinary_least_squares,interior,constant_average_sigma
1.778279410038923e-06,18361.85115979008,0.010703923002438387,ordinary_least_squares,interior,constant_average_sigma
2.3713737056616552e-06,18361.85931128269,0.01885541561205173,ordinary_least_squares,interior,constant_average_sigma
3.162277660168379e-06,18361.87017554696,0.02971967988196411,ordinary_least_squares,interior,constant_average_sigma
4.216965034285822e-06,18361.884651757868,0.04419589079043362,ordinary_least_squares,interior,constant_average_sigma
5.623413251903491e-06,18361.903935548165,0.06347968108821078,ordinary_least_squares,interior,constant_average_sigma
7.498942093324558e-06,18361.929615273966,0.08915940688893897,ordinary_least_squares,interior,constant_average_sigma
1e-05,18361.96379628685,0.12334041977374,ordinary_least_squares,interior,constant_average_sigma
1.333521432163324e-05,18362.009265668057,0.16880980097994325,ordinary_least_squares,interior,constant_average_sigma
1.778279410038923e-05,18362.06970367341,0.22924780633184128,ordinary_least_squares,interior,constant_average_sigma
2.3713737056616554e-05,18362.149955395813,0.30949952873561415,ordinary_least_squares,interior,constant_average_sigma
3.1622776601683795e-05,18362.2563754896,0.4159196225227788,ordinary_least_squares,interior,constant_average_sigma
4.216965034285822e-05,18362.397261084967,0.5568052178896323,ordinary_least_squares,interior,constant_average_sigma
5.623413251903491e-05,18362.583393448043,0.7429375809660996,ordinary_least_squares,interior,constant_average_sigma
7.498942093324559e-05,18362.82872736258,0.9882714955019765,ordinary_least_squares,interior,constant_average_sigma
0.0001,18363.151333345613,1.3108774785359856,ordinary_least_squares,interior,constant_average_sigma
0.0001333521432163324,18363.574911185373,1.7344553182956588,ordinary_least_squares,interior,constant_average_sigma
0.00017782794100389227,18364.131833065287,2.291377198209375,ordinary_least_squares,interior,constant_average_sigma
0.00023713737056616554,18364.87046917838,3.0300133113014454,ordinary_least_squares,interior,constant_average_sigma
0.00031622776601683794,18365.87419525232,4.03373938524237,ordinary_least_squares,interior,constant_average_sigma
0.00042169650342858224,18367.31023429126,5.46977842418346,ordinary_least_squares,interior,constant_average_sigma
0.0005623413251903491,18369.547397031012,7.706941163934971,ordinary_least_squares,interior,constant_average_sigma
0.0007498942093324559,18373.413454209604,11.572998342526262,ordinary_least_squares,interior,constant_average_sigma
0.001,18380.70325963668,18.862803769603488,ordinary_least_squares,interior,constant_average_sigma
0.001333521432163324,18395.118877903307,33.27842203623004,ordinary_least_squares,interior,constant_average_sigma
0.0017782794100389228,18423.881309992572,62.04085412549466,ordinary_least_squares,interior,constant_average_sigma
0.0023713737056616554,18479.79195833645,117.95150246937192,ordinary_least_squares,interior,constant_average_sigma
0.0031622776601683794,18582.228430404808,220.38797453773077,ordinary_least_squares,interior,constant_average_sigma
0.004216965034285823,18755.509721419654,393.6692655525767,ordinary_least_squares,interior,constant_average_sigma
0.005623413251903491,19025.27168594712,663.4312300800411,ordinary_least_squares,interior,constant_average_sigma
0.007498942093324558,19413.76014568757,1051.9196898204937,ordinary_least_squares,interior,constant_average_sigma
0.01,19933.58952314349,1571.7490672764143,ordinary_least_squares,interior,constant_average_sigma
0.01333521432163324,20581.827708320958,2219.9872524538805,ordinary_least_squares,interior,constant_average_sigma
0.01778279410038923,21338.98137137384,2977.140915506763,ordinary_least_squares,interior,constant_average_sigma
0.023713737056616554,22173.660151939395,3811.819696072318,ordinary_least_squares,interior,constant_average_sigma
0.03162277660168379,23047.92645518213,4686.085999315052,ordinary_least_squares,interior,constant_average_sigma
0.042169650342858224,23919.332132927047,5557.49167705997,ordinary_least_squares,interior,constant_average_sigma
0.05623413251903491,24741.69849369652,6379.858037829443,ordinary_least_squares,interior,constant_average_sigma
0.07498942093324558,25472.923784116225,7111.083328249148,ordinary_least_squares,interior,constant_average_sigma
0.1,26093.130886695057,7731.290430827979,ordinary_least_squares,interior,constant_average_sigma
