run_name,script_name,graph_path,config_path,output_dir,solver_kind,dc_solve_mode,arterial_flow_mode,pressure_constraints,pressure_constraint_labels,pressure_constraints_used_in_solve,alpha_pa,viscosity_pa_s,lambda_q,lambda_k,lambda_b,lambda_kirchhoff,lambda_pressure_constraints,lambda_flow_residual,flip_observed_flow_sign,n_nodes,n_edges,n_observed_edges,n_internal_nodes,arterial_node_count,venous_node_count,reference_node_index,gauge_node_index,gauge_node_id,pressure_prescribed_node_ids,solver_success,runtime_seconds,observed_flow_scale_m3_s,observed_flow_scale_nl_s,sign_eps_abs_m3_s,sign_eps_abs_nl_s,sign_eps_relative,arterial_node_ids,venous_node_ids,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,observed_flow_rmse_m3_s,observed_flow_mae_m3_s,observed_flow_relative_rmse,normalized_rmse,kirchhoff_residual_l2_m3_s,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_range_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,av_drop_1_pa,av_drop_2_pa,mean_av_drop_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,constraint_residual_labels,constraint_residual_values_pa,sign_flipped_predicted_flow_count,sign_flipped_predicted_flow_fraction,sign_evaluable_edge_count,sign_flipped_source_minus_target_count,sign_flipped_source_minus_target_fraction,sign_evaluable_source_minus_target_edge_count,sign_flipped_target_minus_source_count,sign_flipped_target_minus_source_fraction,sign_evaluable_target_minus_source_edge_count,solver_vs_recomputed_source_minus_target_max_abs_m3_s,solver_vs_recomputed_target_minus_source_max_abs_m3_s,predicted_flow_l2_over_observed_flow_l2,arterial_dataset_flow_total_m3_s,venous_dataset_flow_total_m3_s,arterial_predicted_flow_total_m3_s,venous_predicted_flow_total_m3_s,arterial_boundary_mismatch_l2_m3_s,venous_boundary_mismatch_l2_m3_s,arterial_dataset_flow_total_nl_s,venous_dataset_flow_total_nl_s,arterial_predicted_flow_total_nl_s,venous_predicted_flow_total_nl_s,arterial_boundary_mismatch_l2_nl_s,venous_boundary_mismatch_l2_nl_s,unknown_pressure_node_count,active_equation_row_count,total_injection_m3_s,net_injection_m3_s,partitioned_system_residual_l2,partitioned_system_residual_max,partitioned_solver_used_lstsq,reduced_constraint_count,reduced_constraint_residual_l2,reduced_constraint_residual_max,partitioned_constraint_residual_l2,laplacian_scale_used,flow_row_scale_used,flow_residual_in_solver_l2,flow_residual_in_solver_rmse,flow_residual_edge_count,kirchhoff_objective_l2,pressure_constraint_objective_l2,gauge_row_excluded_from_lstsq,gauge_eliminated_directly,constrained_vs_partitioned_pressure_max_abs,constrained_vs_partitioned_flow_max_abs,formulation_warning,equal_a_pressure_spread_pa,equal_v_pressure_spread_pa,equal_av_pressure_drop_residual_pa,mean_a_minus_v_alpha_residual_pa,gauge_pressure_abs_pa,hard_boundary_constraint_residual_l2,hard_boundary_constraint_residual_max,constrained_equation_residual_l2,constrained_equation_residual_max,pressure_solver_final_relative_residual
default_partitioned,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/harmonized_scaled_dataset.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/00_ideal_models/poiseuille_only_baseline/default_partitioned,partitioned_flow_gauge,partitioned-flow-gauge,dataset,equal-a-equal-v,partitioned_flow_gauge:gauge_only,False,nan,0.0035,1.0,1.0,1.0,1.0,1.0,1.0,False,4384,6439,5407,4380,2,2,0,535,7135,7135,True,7.323061169008724,3.393422356805752e-14,0.03393422356805752,3.393422356805752e-20,3.393422356805752e-08,1e-06,14277|14352,7135|12346,0.6990127615499251,0.17495228110776986,20.59904981023081,6.990127615499251e-13,1.7495228110776987e-13,1.0343282625037018,1.0343282625037018,3.240706362751545e-24,4.8966901806286175e-14,1.0559439217235672e-14,3.877409121342317e-14,1.2407709188295415e-12,1.4429946130365867e-12,0.0,12.780726432800293,12.780726432800293,7.07498409855292,8.290570735931396,6.285613536834717,8.980311393737793,12.571227073669434,12.780726432800293,-8.770812034606934,2.0049571990966797,8.980311393737793,12.571227073669434,10.92432475868088,12.571227073669434,equal_a:14277=14352|equal_v:7135=12346,8.98031139374|-12.5712270737,2530,0.4679119659700388,5407,2530,0.4679119659700388,5407,2877,0.5320880340299612,5407,2.4242531874887245e-16,4.2619147381695864e-12,0.2455011118247032,2.299626418109102e-12,2.524477046676743e-12,2.299626418109097e-12,-2.046863221451256e-12,4.8467614016778965e-27,4.571340268127999e-12,2.299626418109102,2.524477046676743,2.299626418109097,-2.046863221451256,4.8467614016778965e-15,4.571340268127999,4383.0,nan,4.824103356365628e-12,4.824103356365628e-12,3.426388548404424e-24,1.6543612251060553e-24,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,nan,nan,,8.980311393737793,12.571227073669434,21.551538467407227,nan,0.0,0.0,0.0,3.426388548404424e-24,1.6543612251060553e-24,1.7460062258847775e-12
