ablation,D,chi2,delta_chi2
measured_free_boundary,1e-06,1067.0224297414804,30.80649061760596
measured_free_boundary,1.3058823191183775e-06,1067.0100570439472,30.794117920072722
measured_free_boundary,1.7053286313859887e-06,1066.9939030896578,30.77796396578333
measured_free_boundary,2.2269585080133038e-06,1066.9728136496196,30.75687452574516
measured_free_boundary,2.908145741024809e-06,1066.945283050327,30.72934392645243
measured_free_boundary,3.7976961046237105e-06,1066.9093479040853,30.693408780210802
measured_free_boundary,4.959344196412829e-06,1066.8624491391781,30.646510015303647
measured_free_boundary,6.476319900517853e-06,1066.801253147846,30.585314023971478
measured_free_boundary,8.457311651040738e-06,1066.7214207462594,30.505481622384877
measured_free_boundary,1.1044253752367952e-05,1066.6173095588513,30.401370434976798
measured_free_boundary,1.4422495703074076e-05,1066.481592444804,30.26565332092946
measured_free_boundary,1.883408213620521e-05,1066.3047712834268,30.08883215955234
measured_free_boundary,2.4595094858493616e-05,1066.0745627485692,29.8586236246947
measured_free_boundary,3.211829951274613e-05,1065.7751316735532,29.559192549678755
measured_free_boundary,4.194271945384357e-05,1065.386150823591,29.170211699716447
measured_free_boundary,5.477225575051662e-05,1064.8816778232795,28.665738699404983
measured_free_boundary,7.15261203628294e-05,1064.2288690959076,28.012929972033135
measured_free_boundary,9.340469593695185e-05,1063.386612566756,27.17067344288148
measured_free_boundary,0.00012197554094669347,1062.3042835256426,26.088344401768154
measured_free_boundary,0.00015928570228718652,1060.9210627359803,24.705123612105808
measured_free_boundary,0.00020800838230519039,1059.1666948730115,22.950755749136988
measured_free_boundary,0.00027163446868076383,1056.9653753954392,20.74943627156472
measured_free_boundary,0.0003547226499133238,1054.245932545573,18.029993421698464
measured_free_boundary,0.0004632260367126272,1050.964138306708,14.74819918283356
measured_free_boundary,0.0006049186910983003,1047.1477029291077,10.931763805233231
measured_free_boundary,0.0007899526232095012,1042.9825668792143,6.766627755339869
measured_free_boundary,0.0010315851635904682,1038.9718701401075,2.755931016233035
measured_free_boundary,0.00134712882579763,1036.2159391238745,0.0
measured_free_boundary,0.0017591917151838243,1036.8735746939496,0.6576355700751719
measured_free_boundary,0.0022972973567980865,1044.8366533581893,8.620714234314846
measured_free_boundary,0.003000000000000001,1066.4947038705745,30.278764746700062
measured_fixed_mosaic_pressure,1e-06,4608.945259887658,13.602948418596498
measured_fixed_mosaic_pressure,1.3058823191183775e-06,4608.944531952239,13.602220483177916
measured_fixed_mosaic_pressure,1.7053286313859887e-06,4608.9435811099665,13.60126964090523
measured_fixed_mosaic_pressure,2.2269585080133038e-06,4608.942339005266,13.600027536204834
measured_fixed_mosaic_pressure,2.908145741024809e-06,4608.940716252279,13.59840478321803
measured_fixed_mosaic_pressure,3.7976961046237105e-06,4608.938595916339,13.596284447277867
measured_fixed_mosaic_pressure,4.959344196412829e-06,4608.935824941084,13.593513472023005
measured_fixed_mosaic_pressure,6.476319900517853e-06,4608.932202850152,13.589891381090638
