run_name,model_family,lambda_q,lambda_k,lambda_b,lambda_delta,message_passing_layers,weighting_regime,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,delta_mean,delta_std,delta_mean_abs,delta_rms,delta_min_observed,delta_max_observed,delta_saturation_fraction,conductance_ratio_mean,conductance_ratio_median,conductance_ratio_min,conductance_ratio_max,conductance_ratio_p05,conductance_ratio_p95,convergence_status,solver_success,runtime_seconds,graph_path,output_dir,boundary_role_constraint_count,pressure_range_pa,K,selected_step2_run_name,selection_category,selection_rank_within_regime,best_epoch,best_val_total,pressure_constraint_labels,pressure_solver_constraint_residual_l2,pressure_solver_constraint_residual_max,sign_flip_fraction
q_0p1__k_0p1__delta_0p1__K_0,gnn,0.1,0.1,100.0,0.1,0,balanced,0.26174008722451125,0.08547489429931682,7.71315974563475,0.5261774830425748,0.10920827576257071,0.3590547401500362,20.22883423269395,15.505805871387869,-2.3048255443573,8.322221755981445,1.432077469920385,7.1785728931427,-0.02481754869222641,0.04726743698120117,0.04963509738445282,,,0.04846576218909439,0.04963509738445282,0.058452860321070894,0.3097585467440557,0.28217136657304653,0.3152254655967776,-0.5,0.49712181091308594,0.0017083397833630443,1.1101872477125614,1.1204990148544312,0.6065306663513184,1.6439827680587769,0.6401798903942109,1.5872181534767151,True,True,596.9771507430123,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/message_passing_depth_sweep_step2p5/q_0p1__k_0p1__delta_0p1__K_0,2,10.627047300338745,0,q_0p1__k_0p1__delta_0p1,balanced,1,100.0,24.927791595458984,equal-a-equal-v,0.06854093819856644,0.04963509738445282,0.2709450712039948
q_0p1__k_0p1__delta_0p1__K_1,gnn,0.1,0.1,100.0,0.1,1,balanced,0.3558673844462168,0.10449324521579205,10.486975891241455,0.36336554267502025,0.08050104562006569,0.28164751889221695,14.450686307287963,10.70793742919341,-2.837036371231079,8.32164478302002,1.23229210968304,6.901887893676758,-0.017723016440868378,0.03379249572753906,0.035446032881736755,,,0.03462912567871799,0.035446032881736755,0.06782684176121402,0.4283676934428932,0.4174290342491427,0.4337042324544306,-0.49395284056663513,0.4910409450531006,0.0,1.166088070543976,1.3441754579544067,0.610209584236145,1.6340162754058838,0.611670845746994,1.6302564024925232,True,True,600.0955650450196,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/message_passing_depth_sweep_step2p5/q_0p1__k_0p1__delta_0p1__K_1,2,11.158681154251099,1,q_0p1__k_0p1__delta_0p1,balanced,1,90.0,11.977747917175293,equal-a-equal-v,0.04897297918796539,0.035446032881736755,0.31570186794895505
q_0p1__k_0p1__delta_0p1__K_2,gnn,0.1,0.1,100.0,0.1,2,balanced,0.35289643083698297,0.10033737967239277,10.399425527719055,0.3624990549222735,0.07860792467238137,0.27211980498792493,14.459558550505847,10.682403096545164,-2.229469060897827,9.884732246398926,2.0477644335882235,8.649584770202637,-0.014907682314515114,0.029115676879882812,0.029815364629030228,,,0.029467480166929755,0.029815364629030228,0.031027003587739313,0.4371760079601428,0.4211481507038742,0.43827564030824584,-0.49689337611198425,0.49829500913619995,0.2039136439561844,1.1302747417262742,1.1405242681503296,0.6084178686141968,1.6459126472473145,0.6097988188266754,1.6446606159210204,True,True,598.7798139709921,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/message_passing_depth_sweep_step2p5/q_0p1__k_0p1__delta_0p1__K_2,2,12.114201307296753,2,q_0p1__k_0p1__delta_0p1,balanced,1,86.0,11.938509941101074,equal-a-equal-v,0.04167331010103226,0.029815364629030228,0.25614943591640466
q_0p1__k_0p1__delta_0p1__K_3,gnn,0.1,0.1,100.0,0.1,3,balanced,0.33614906972280173,0.09796739834849423,9.905901310770547,0.39099364885865445,0.0837764783591795,0.2891478262335643,15.595530075684927,11.522103874705978,-2.487837553024292,9.476176261901855,1.7106554585211922,8.13658332824707,-0.019223030656576157,0.037296295166015625,0.03844606131315231,,,0.03787557097896662,0.03844606131315231,-0.0059420746246352865,0.38173867539692913,0.3670929007005858,0.3817849192210821,-0.45372116565704346,0.4307629466056824,0.0,1.0671835524137205,1.0243569612503052,0.6352598071098328,1.5384308099746704,0.6379120349884033,1.523645031452179,True,True,562.6207489740045,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/message_passing_depth_sweep_step2p5/q_0p1__k_0p1__delta_0p1__K_3,2,11.964013814926147,3,q_0p1__k_0p1__delta_0p1,balanced,1,53.0,13.865440368652344,equal-a-equal-v,0.05356414616107941,0.03844606131315231,0.27076012576289993
q_0p1__k_0p1__delta_0p1__K_4,gnn,0.1,0.1,100.0,0.1,4,balanced,0.3471742301515046,0.10171221337392898,10.2307992830666,0.3757732621213646,0.08197756427270281,0.2821624336089849,14.989804536513773,11.07357772214014,-2.6249496936798096,9.001213073730469,1.5169980814159623,7.618677616119385,-0.01845037378370762,0.03505516052246094,0.03690074756741524,,,0.03598984195124827,0.03690074756741524,0.02640236107848426,0.414650407339503,0.39942791743677797,0.4154901262092002,-0.4801097810268402,0.4707614779472351,0.0,1.1148823542353492,1.1533966064453125,0.6187155246734619,1.6012130975723267,0.620110023021698,1.5976157069206238,True,True,599.7759267780057,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/message_passing_depth_sweep_step2p5/q_0p1__k_0p1__delta_0p1__K_4,2,11.626162767410278,4,q_0p1__k_0p1__delta_0p1,balanced,1,90.0,12.875065803527832,equal-a-equal-v,0.050897322595119476,0.03690074756741524,0.296282596633993
