D_hat,D_hi_dchi1,D_hi_dchi384,D_lo_dchi1,D_lo_dchi384,ablation,chi2_min,chi2_red,dc_resid_std,dof,h1_resid_rms,h2_resid_rms,harmonics,max_delta_chi2,n_dc,n_h1,n_h2,n_obs,n_params,profile_flat,tile_id,width_decades_dchi1,width_decades_dchi384
1e-06,1.4677992676220705e-06,2.1544346900318822e-06,1e-06,1e-06,h1h2_fixed_boundary_phase,718.1754693011725,0.6070798557068238,0.7517450506685921,1183,1.4771008481372712,0.18086921020482066,H1+H2,912.9902631797548,281,252,265,1315,132,False,23,0.16666666666666696,0.3333333333333331
1e-06,1.4677992676220705e-06,2.1544346900318822e-06,1e-06,1e-06,h1h2_fixed_boundary_complex,718.1754693012047,0.5650475761614513,0.7517450506685921,1271,1.4771008481373145,0.18086921020481977,H1+H2,772620894.2448006,281,252,265,1315,44,False,23,0.16666666666666696,0.3333333333333331
0.1,0.1,0.1,0.1,1e-06,h1h2_single_global_ac_pressure,1775.4798621210216,1.4013258580276413,0.7517450506685921,1267,2.518722229684839,0.25413974385831256,H1+H2,4.522389174303498,281,252,265,1315,48,False,23,0.0,5.0
1e-06,0.1,0.1,1e-06,1e-06,dc_only,136.7854778647797,0.5471419114591187,0.6809116557866167,250,nan,nan,DC,0.0,295,0,0,295,45,True,26,5.0,5.0
0.002154434690031882,0.0031622776601683794,0.0031622776601683794,0.0014677992676220691,0.0006812920690579609,h1_free_boundary,1111.6161734603156,1.649282156469311,0.6809116557866167,674,1.947592243531572,nan,H1,592.7918618973822,295,257,0,809,135,False,26,0.3333333333333334,0.666666666666667
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1_fixed_boundary_phase,1111.6161734603154,1.5460586557167113,0.6809116557866167,719,1.9475922435315718,nan,H1,794.4229015551791,295,257,0,809,90,False,26,0.0,0.0
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1_fixed_boundary_complex,1111.6161734603156,1.4549949914402036,0.6809116557866167,764,1.947592243531572,nan,H1,2772.875594735858,295,257,0,809,45,False,26,0.0,0.0
0.03162277660168379,0.03162277660168379,0.046415888336127725,0.021544346900318822,0.014677992676220676,h1_single_global_ac_pressure,2281.975810450891,2.994718911352875,0.6809116557866167,762,2.889125143649164,nan,H1,16.568539454475285,295,257,0,809,47,False,26,0.16666666666666696,0.49999999999999994
0.002154434690031882,0.0031622776601683794,0.0031622776601683794,0.0014677992676220691,0.00046415888336127773,h1h2_free_boundary,1134.203710365246,0.9727304548587016,0.6809116557866167,1166,1.947592243531572,0.2786043821176472,H1+H2,602.061993944418,295,257,291,1391,225,False,26,0.3333333333333334,0.8333333333333335
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1h2_fixed_boundary_phase,1134.2037103652458,0.9030284318194632,0.6809116557866167,1256,1.9475922435315718,0.2786043821176472,H1+H2,805.6791155206133,295,257,291,1391,135,False,26,0.0,0.0
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1h2_fixed_boundary_complex,1134.203710365246,0.8426476302862155,0.6809116557866167,1346,1.947592243531572,0.2786043821176472,H1+H2,2913.079412622546,295,257,291,1391,45,False,26,0.0,0.0
0.03162277660168379,0.03162277660168379,0.046415888336127725,0.021544346900318822,0.014677992676220676,h1h2_single_global_ac_pressure,2320.202994427813,1.7289143028523195,0.6809116557866167,1342,2.889125143649164,0.36244295191310266,H1+H2,13.839693897215056,295,257,291,1391,49,False,26,0.16666666666666696,0.49999999999999994
1e-06,0.1,0.1,1e-06,1e-06,dc_only,25.98413808937492,0.1149740623423669,0.32292853360349383,226,nan,nan,DC,0.0,249,0,0,249,23,True,32,5.0,5.0
0.004641588833612777,0.004641588833612777,0.006812920690579608,0.004641588833612777,0.0031622776601683794,h1_free_boundary,1121.293691270949,1.9466904362342865,0.32292853360349383,576,2.351992013211348,nan,H1,115.66524950983671,249,198,0,645,69,False,32,0.0,0.333333333333333
0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,h1_fixed_boundary_phase,1121.293691270949,1.871942723323788,0.32292853360349383,599,2.351992013211348,nan,H1,212.35345025632796,249,198,0,645,46,False,32,0.0,0.0
0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,h1_fixed_boundary_complex,1121.293691270949,1.8027229763198538,0.32292853360349383,622,2.351992013211348,nan,H1,1438.370481634751,249,198,0,645,23,False,32,0.0,0.0
0.1,0.1,0.1,0.1,0.046415888336127725,h1_single_global_ac_pressure,1389.0130502940603,2.240343629506549,0.32292853360349383,620,2.6237348198844654,nan,H1,6.104643278416688,249,198,0,645,25,False,32,0.0,0.333333333333334
0.004641588833612777,0.004641588833612777,0.006812920690579608,0.004641588833612777,0.0031622776601683794,h1h2_free_boundary,1123.2809743997277,1.1034194247541529,0.32292853360349383,1018,2.351992013211348,0.09024745418458206,H1+H2,116.03892162358306,249,198,244,1133,115,False,32,0.0,0.333333333333333
0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,h1h2_fixed_boundary_phase,1123.2809743997277,1.0557152015035034,0.32292853360349383,1064,2.351992013211348,0.09024745418458206,H1+H2,213.00038172420568,249,198,244,1133,69,False,32,0.0,0.0
0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,0.004641588833612777,h1h2_fixed_boundary_complex,1123.2809743997277,1.0119648418015565,0.32292853360349383,1110,2.351992013211348,0.09024745418458206,H1+H2,1440.6631500699586,249,198,244,1133,23,False,32,0.0,0.0
0.1,0.1,0.1,0.1,0.046415888336127725,h1h2_single_global_ac_pressure,1392.0995872035105,1.2586795544335538,0.32292853360349383,1106,2.6237348198844654,0.11247106931194593,H1+H2,6.089874186192219,249,198,244,1133,27,False,32,0.0,0.333333333333334
1e-06,0.1,0.1,1e-06,1e-06,dc_only,86.52614081135249,0.4024471665644302,0.6003177948504544,215,nan,nan,DC,0.0,240,0,0,240,25,True,37,5.0,5.0
0.002154434690031882,0.002154434690031882,0.0031622776601683794,0.0014677992676220691,0.0006812920690579609,h1_free_boundary,1242.2312987373068,2.1986394667916933,0.6003177948504544,565,2.403856441144057,nan,H1,876.8392356009915,240,200,0,640,75,False,37,0.16666666666666644,0.666666666666667
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1_fixed_boundary_phase,1242.231298737307,2.1054767775208596,0.6003177948504544,590,2.4038564411440575,nan,H1,3620.752460583807,240,200,0,640,50,False,37,0.0,0.0
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1_fixed_boundary_complex,1242.2312987373068,2.0198882906297673,0.6003177948504544,615,2.403856441144057,nan,H1,92418.87635822418,240,200,0,640,25,False,37,0.0,0.0
0.0014677992676220691,0.0031622776601683794,0.004641588833612777,1e-06,1e-06,h1_single_global_ac_pressure,4772.123537364575,7.78486710826195,0.6003177948504544,613,4.840246582847419,nan,H1,172.35866089493265,240,200,0,640,27,False,37,3.5,3.6666666666666665
0.002154434690031882,0.002154434690031882,0.0031622776601683794,0.0014677992676220691,0.0006812920690579609,h1h2_free_boundary,1264.3360285380513,1.2835898766883769,0.6003177948504544,985,2.403856441144057,0.30669639711474883,H1+H2,893.1523300247909,240,200,235,1110,125,False,37,0.16666666666666644,0.666666666666667
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1h2_fixed_boundary_phase,1264.3360285380516,1.221580703901499,0.6003177948504544,1035,2.4038564411440575,0.3066963971147488,H1+H2,3643.25297294978,240,200,235,1110,75,False,37,0.0,0.0
0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,0.002154434690031882,h1h2_fixed_boundary_complex,1264.3360285380513,1.165286662247052,0.6003177948504544,1085,2.403856441144057,0.30669639711474883,H1+H2,96407.38466843114,240,200,235,1110,25,False,37,0.0,0.0
0.002154434690031882,0.0031622776601683794,0.004641588833612777,1e-06,1e-06,h1h2_single_global_ac_pressure,4817.124180487263,4.456174080006719,0.6003177948504544,1081,4.840260312338086,0.4374688387048408,H1+H2,173.48270072470132,240,200,235,1110,29,False,37,3.5,3.6666666666666665
1e-06,0.1,0.1,1e-06,1e-06,dc_only,50.44901477246758,0.28664212938902034,0.4961325754618866,176,nan,nan,DC,0.0,203,0,0,203,27,True,38,5.0,5.0
0.001,0.0014677992676220691,0.002154434690031882,1e-06,1e-06,h1_free_boundary,893.9460270177897,2.0043632892775554,0.4961325754618866,446,2.2818351563000077,nan,H1,562.6068322932731,203,162,0,527,81,False,38,3.1666666666666665,3.333333333333333
0.001,0.001,0.001,0.001,0.001,h1_fixed_boundary_phase,893.9460270177898,1.8899493171623463,0.4961325754618866,473,2.2818351563000077,nan,H1,1260.272079784514,203,162,0,527,54,False,38,0.0,0.0
0.001,0.001,0.001,0.001,0.001,h1_fixed_boundary_complex,893.9460270177897,1.7878920540355794,0.4961325754618866,500,2.2818351563000077,nan,H1,356196.9816157913,203,162,0,527,27,False,38,0.0,0.0
0.046415888336127725,0.06812920690579609,0.06812920690579609,0.03162277660168379,0.021544346900318822,h1_single_global_ac_pressure,2184.791661342893,4.3871318500861305,0.4961325754618866,498,3.629732029841792,nan,H1,24.881415387674224,203,162,0,527,29,False,38,0.3333333333333331,0.5
0.001,0.0014677992676220691,0.002154434690031882,1e-06,1e-06,h1h2_free_boundary,906.867343450792,1.1450345245590807,0.4961325754618866,792,2.2818351563000077,0.25417824880388806,H1+H2,563.2422173214119,203,162,200,927,135,False,38,3.1666666666666665,3.333333333333333
0.001,0.001,0.001,0.001,0.001,h1h2_fixed_boundary_phase,906.8673434507921,1.0719472144808417,0.4961325754618866,846,2.2818351563000077,0.25417824880388806,H1+H2,1267.8007453550406,203,162,200,927,81,False,38,0.0,0.0
0.001,0.001,0.001,0.001,0.001,h1h2_fixed_boundary_complex,906.867343450792,1.0076303816119911,0.4961325754618866,900,2.2818351563000077,0.25417824880388806,H1+H2,358068.5162401067,203,162,200,927,27,False,38,0.0,0.0
0.046415888336127725,0.046415888336127725,0.06812920690579609,0.03162277660168379,0.021544346900318822,h1h2_single_global_ac_pressure,2202.285156332242,2.4579075405493773,0.4961325754618866,896,3.629732029841792,0.29574900667076887,H1+H2,24.684404585689663,203,162,200,927,31,False,38,0.16666666666666613,0.5
1e-06,0.1,0.1,1e-06,1e-06,dc_only,64.55439908205193,0.3164431327551565,0.52080208913458,204,nan,nan,DC,0.0,238,0,0,238,34,True,39,5.0,5.0
1e-06,0.0001,0.00046415888336127773,1e-06,1e-06,h1_free_boundary,805.8661661500084,1.44939957940649,0.52080208913458,556,1.8788443345995791,nan,H1,759.6084232134881,238,210,0,658,102,False,39,2.0,2.6666666666666665
1e-06,1e-06,1e-06,1e-06,1e-06,h1_fixed_boundary_phase,805.8661661501048,1.3658748578815336,0.52080208913458,590,1.8788443345997015,nan,H1,1224.5124473340786,238,210,0,658,68,False,39,0.0,0.0
1e-06,1e-06,1e-06,1e-06,1e-06,h1_fixed_boundary_complex,805.8661661500084,1.2914521893429622,0.52080208913458,624,1.8788443345995791,nan,H1,22223560163.44767,238,210,0,658,34,False,39,0.0,0.0
1e-06,0.001,0.0031622776601683794,1e-06,1e-06,h1_single_global_ac_pressure,2072.220260032412,3.331543826418669,0.52080208913458,622,3.091975682888393,nan,H1,28.156397332737015,238,210,0,658,36,False,39,3.0,3.5
1e-06,0.0001,0.00046415888336127773,1e-06,1e-06,h1h2_free_boundary,822.762619165066,0.8624346112841362,0.52080208913458,954,1.8788443345995791,0.2692897430832833,H1+H2,761.247353831039,238,210,233,1124,170,False,39,2.0,2.6666666666666665
