D_hat,D_hi_dchi1,D_hi_dchi384,D_lo_dchi1,D_lo_dchi384,ablation,chi2_min,chi2_red,dc_resid_std,dof,h1_resid_rms,h2_resid_rms,harmonics,max_delta_chi2,n_dc,n_h1,n_h2,n_obs,n_params,profile_flat,tile_id,width_decades_dchi1,width_decades_dchi384
1e-06,1e-06,1e-06,1e-06,1e-06,h1h2_fixed_boundary_phase,822.7626191651623,0.8050514864629768,0.52080208913458,1022,1.8788443345997015,0.2692897430832823,H1+H2,1229.4495855479465,238,210,233,1124,102,False,39,0.0,0.0
1e-06,1e-06,1e-06,1e-06,1e-06,h1h2_fixed_boundary_complex,822.762619165066,0.7548280909771248,0.52080208913458,1090,1.8788443345995791,0.2692897430832833,H1+H2,22277369088.252804,238,210,233,1124,34,False,39,0.0,0.0
1e-06,0.001,0.0031622776601683794,1e-06,1e-06,h1h2_single_global_ac_pressure,2095.5366179486055,1.9295917292344433,0.52080208913458,1086,3.091975682888393,0.31633875141831563,H1+H2,28.428786034167842,238,210,233,1124,38,False,39,3.0,3.5
1e-06,0.1,0.1,1e-06,1e-06,dc_only,61.41414674651736,0.34502329632874923,0.5511907792669193,178,nan,nan,DC,0.0,202,0,0,202,24,True,48,5.0,5.0
0.01,0.01,0.014677992676220676,0.01,0.01,h1_free_boundary,10818.46355794719,22.727864617536113,0.5511907792669193,476,7.885396398743807,nan,H1,735.9265108217187,202,173,0,548,72,False,48,0.0,0.16666666666666605
0.01,0.01,0.01,0.01,0.01,h1_fixed_boundary_phase,10818.463557947189,21.636927115894377,0.5511907792669193,500,7.885396398743807,nan,H1,1184.2345145881918,202,173,0,548,48,False,48,0.0,0.0
0.01,0.01,0.01,0.01,0.01,h1_fixed_boundary_complex,10818.46355794719,20.645922820509906,0.5511907792669193,524,7.885396398743807,nan,H1,2838.3469857509135,202,173,0,548,24,False,48,0.0,0.0
0.03162277660168379,0.03162277660168379,0.03162277660168379,0.021544346900318822,0.021544346900318822,h1_single_global_ac_pressure,12510.314702424797,23.966120119587735,0.5511907792669193,522,8.482862886407244,nan,H1,97.33942753561132,202,173,0,548,26,False,48,0.16666666666666696,0.16666666666666696
0.01,0.01,0.014677992676220676,0.01,0.01,h1h2_free_boundary,10827.882529521374,13.237020207238842,0.5511907792669193,818,7.885396398743807,0.21977811157879826,H1+H2,742.0724540741558,202,173,195,938,120,False,48,0.0,0.16666666666666605
0.01,0.01,0.01,0.01,0.01,h1h2_fixed_boundary_phase,10827.882529521372,12.503328556029297,0.5511907792669193,866,7.885396398743807,0.21977811157879826,H1+H2,1192.382482465795,202,173,195,938,72,False,48,0.0,0.0
0.01,0.01,0.01,0.01,0.01,h1h2_fixed_boundary_complex,10827.882529521374,11.84669860997962,0.5511907792669193,914,7.885396398743807,0.21977811157879826,H1+H2,2858.996121059203,202,173,195,938,24,False,48,0.0,0.0
0.03162277660168379,0.03162277660168379,0.03162277660168379,0.021544346900318822,0.021544346900318822,h1h2_single_global_ac_pressure,12529.222642313953,13.768376530015333,0.5511907792669193,910,8.482862886407244,0.31139009988013644,H1+H2,98.55855211562812,202,173,195,938,28,False,48,0.16666666666666696,0.16666666666666696
