D,chi2,delta_chi2,objective,observation_source,tile_group,weight_mode
1e-06,12970787.840619225,0.0,ordinary_least_squares,measured_graph,all,constant_average_sigma
1.333521432163324e-06,12970788.092105739,0.25148651376366615,ordinary_least_squares,measured_graph,all,constant_average_sigma
1.778279410038923e-06,12970788.42738586,0.5867666341364384,ordinary_least_squares,measured_graph,all,constant_average_sigma
2.3713737056616552e-06,12970788.874352463,1.0337332375347614,ordinary_least_squares,measured_graph,all,constant_average_sigma
3.162277660168379e-06,12970789.470131021,1.629511795938015,ordinary_least_squares,measured_graph,all,constant_average_sigma
4.216965034285822e-06,12970790.264336897,2.4237176720052958,ordinary_least_squares,measured_graph,all,constant_average_sigma
5.623413251903491e-06,12970791.322801434,3.4821822084486485,ordinary_least_squares,measured_graph,all,constant_average_sigma
7.498942093324558e-06,12970792.733267361,4.892648136243224,ordinary_least_squares,measured_graph,all,constant_average_sigma
1e-05,12970794.61237097,6.771751744672656,ordinary_least_squares,measured_graph,all,constant_average_sigma
1.333521432163324e-05,12970797.114907661,9.27428843639791,ordinary_least_squares,measured_graph,all,constant_average_sigma
1.778279410038923e-05,12970800.446283324,12.605664098635316,ordinary_least_squares,measured_graph,all,constant_average_sigma
2.3713737056616554e-05,12970804.878376298,17.037757072597742,ordinary_least_squares,measured_graph,all,constant_average_sigma
3.1622776601683795e-05,12970810.770150438,22.92953121289611,ordinary_least_squares,measured_graph,all,constant_average_sigma
4.216965034285822e-05,12970818.5938929,30.753273675218225,ordinary_least_squares,measured_graph,all,constant_average_sigma
5.623413251903491e-05,12970828.967939097,41.1273198723793,ordinary_least_squares,measured_graph,all,constant_average_sigma
7.498942093324559e-05,12970842.696527794,54.85590856894851,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.0001,12970860.816360006,72.9757407810539,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.0001333521432163324,12970884.648558527,96.80793930217624,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.00017782794100389227,12970915.854737023,128.01411779783666,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.00023713737056616554,12970956.504599528,168.6639803033322,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.00031622776601683794,12971009.202271981,221.36165275610983,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.00042169650342858224,12971077.4494067,289.6087874751538,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.0005623413251903491,12971166.750381311,378.90976208634675,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.0007498942093324559,12971287.51114548,499.67052625492215,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.001,12971461.011823807,673.1712045818567,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.001333521432163324,12971728.398660216,940.5580409914255,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.0017782794100389228,12972160.451079672,1372.6104604471475,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.0023713737056616554,12972867.780407522,2079.9397882968187,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.0031622776601683794,12974016.500079677,3228.659460451454,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.004216965034285823,12975853.069920575,5065.229301350191,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.005623413251903491,12978735.678743927,7947.838124701753,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.007498942093324558,12983162.294099867,12374.453480642289,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.01,12989752.732366655,18964.891747429967,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.01333521432163324,12999090.128197154,28302.287577928975,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.01778279410038923,13011367.689587917,40579.848968692124,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.023713737056616554,13026010.879741566,55223.0391223412,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.03162277660168379,13041681.854615979,70894.01399675384,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.042169650342858224,13056878.430473108,86090.58985388279,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.05623413251903491,13070709.835596446,99921.9949772209,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.07498942093324558,13083229.446823478,112441.60620425269,ordinary_least_squares,measured_graph,all,constant_average_sigma
0.1,13095146.267540332,124358.42692110687,ordinary_least_squares,measured_graph,all,constant_average_sigma
