D,chi2,delta_chi2,objective,observation_source,tile_group,weight_mode
1e-06,5650516.168136088,0.0,ordinary_least_squares,measured_graph,interior,constant_average_sigma
1.333521432163324e-06,5650516.438068488,0.2699323995038867,ordinary_least_squares,measured_graph,interior,constant_average_sigma
1.778279410038923e-06,5650516.798033124,0.6298970356583595,ordinary_least_squares,measured_graph,interior,constant_average_sigma
2.3713737056616552e-06,5650517.277811278,1.1096751894801855,ordinary_least_squares,measured_graph,interior,constant_average_sigma
3.162277660168379e-06,5650517.9173514955,1.7492154072970152,ordinary_least_squares,measured_graph,interior,constant_average_sigma
4.216965034285822e-06,5650518.769851513,2.601715425029397,ordinary_least_squares,measured_graph,interior,constant_average_sigma
5.623413251903491e-06,5650519.905891746,3.7377556581050158,ordinary_least_squares,measured_graph,interior,constant_average_sigma
7.498942093324558e-06,5650521.419594056,5.251457967795432,ordinary_least_squares,measured_graph,interior,constant_average_sigma
1e-05,5650523.435963468,7.267827379517257,ordinary_least_squares,measured_graph,interior,constant_average_sigma
1.333521432163324e-05,5650526.120845904,9.952709815464914,ordinary_least_squares,measured_graph,interior,constant_average_sigma
1.778279410038923e-05,5650529.694117165,13.525981076993048,ordinary_least_squares,measured_graph,interior,constant_average_sigma
2.3713737056616554e-05,5650534.446539195,18.278403107076883,ordinary_least_squares,measured_graph,interior,constant_average_sigma
3.1622776601683795e-05,5650540.761490277,24.59335418883711,ordinary_least_squares,measured_graph,interior,constant_average_sigma
4.216965034285822e-05,5650549.14245348,32.97431739140302,ordinary_least_squares,measured_graph,interior,constant_average_sigma
5.623413251903491e-05,5650560.246946799,44.07881071045995,ordinary_least_squares,measured_graph,interior,constant_average_sigma
7.498942093324559e-05,5650574.927157984,58.75902189593762,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.0001,5650594.276088699,78.10795261058956,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.0001333521432163324,5650619.676334538,103.50819844938815,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.00017782794100389227,5650652.8473149305,136.6791788423434,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.00023713737056616554,5650695.892868118,179.72473203018308,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.00031622776601683794,5650751.386420298,235.21828421019018,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.00042169650342858224,5650822.6537161805,306.485580092296,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.0005623413251903491,5650914.726518963,398.55838287528604,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.0007498942093324559,5651036.9636978265,520.7955617383122,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.001,5651208.527811548,692.3596754595637,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.001333521432163324,5651466.515920152,950.3477840637788,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.0017782794100389228,5651874.275011777,1358.106875688769,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.0023713737056616554,5652529.210815113,2013.0426790248603,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.0031622776601683794,5653574.575924138,3058.4077880494297,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.004216965034285823,5655218.1719669225,4702.003830834292,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.005623413251903491,5657754.756704198,7238.588568110019,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.007498942093324558,5661582.928855289,11066.760719200596,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.01,5667178.757825814,16662.58968972601,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.01333521432163324,5674948.268293309,24432.100157220848,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.01778279410038923,5684934.937900834,34418.76976474561,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.023713737056616554,5696564.303854611,46048.13571852259,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.03162277660168379,5708761.377403963,58245.20926787518,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.042169650342858224,5720503.890866418,69987.72273033019,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.05623413251903491,5731322.793658223,80806.62552213483,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.07498942093324558,5741285.48034846,90769.3122123722,ordinary_least_squares,measured_graph,interior,constant_average_sigma
0.1,5750589.911766375,100073.74363028724,ordinary_least_squares,measured_graph,interior,constant_average_sigma
