D_hat,D_hi_dchi1,D_hi_dchi384,D_lo_dchi1,D_lo_dchi384,ablation,chi2_min,chi2_red,dc_resid_std,dc_sigma_max,dc_sigma_max_nL_s,dc_sigma_min,dc_sigma_min_nL_s,dof,h1_resid_rms,h1_sigma_max,h1_sigma_max_nL_s,h1_sigma_min,h1_sigma_min_nL_s,h2_resid_rms,h2_sigma_max,h2_sigma_max_nL_s,h2_sigma_min,h2_sigma_min_nL_s,harmonics,location,max_delta_chi2,n_dc,n_h1,n_h2,n_obs,n_params,objective,observation_source,profile_flat,tile_id,weight_mode,width_decades_dchi1,width_decades_dchi384
1e-06,0.001,0.0031622776601683794,1e-06,1e-06,measured_flow_free_boundary,1314.477344391194,1.1234849097360633,2.0521794079073015,3.2435429380606815e-14,0.03243542938060681,3.2435429380606815e-14,0.03243542938060681,1170,0.44645110033974,3.2435429380606815e-14,0.03243542938060681,3.2435429380606815e-14,0.03243542938060681,0.15700083777064255,3.2435429380606815e-14,0.03243542938060681,3.2435429380606815e-14,0.03243542938060681,H1+H2,periphery,34.497813394419836,296,254,268,1340,170,ordinary_least_squares,measured_graph,False,11,constant_average_sigma,3.0,3.5
0.005623413251903491,0.007498942093324558,0.01,0.005623413251903491,0.0031622776601683794,measured_flow_free_boundary,2002.3446224429892,1.4744805761730406,1.816029352505603,3.25300270650071e-14,0.0325300270650071,3.25300270650071e-14,0.0325300270650071,1358,1.7034733162894549,3.25300270650071e-14,0.0325300270650071,3.25300270650071e-14,0.0325300270650071,0.37604574791599327,3.25300270650071e-14,0.0325300270650071,3.25300270650071e-14,0.0325300270650071,H1+H2,interior,61.02059074042222,338,288,322,1558,200,ordinary_least_squares,measured_graph,False,12,constant_average_sigma,0.12499999999999999,0.5
0.1,0.1,0.1,0.1,0.1,measured_flow_free_boundary,45617.88705963313,43.69529411842254,6.54680395975504,3.373365300943865e-14,0.03373365300943865,3.373365300943865e-14,0.03373365300943865,1044,12.626793145204992,3.373365300943865e-14,0.03373365300943865,3.373365300943865e-14,0.03373365300943865,1.0882292316817546,3.373365300943865e-14,0.03373365300943865,3.373365300943865e-14,0.03373365300943865,H1+H2,interior,1571.019446391103,259,214,251,1189,145,ordinary_least_squares,measured_graph,False,13,constant_average_sigma,0.0,0.0
0.1,0.1,0.1,0.1,0.1,measured_flow_free_boundary,13469.138805908584,27.828799185761536,6.344015336493561,4.0047446650685666e-14,0.040047446650685666,4.0047446650685666e-14,0.040047446650685666,484,7.8409769536977825,4.0047446650685666e-14,0.040047446650685666,4.0047446650685666e-14,0.040047446650685666,1.6821878642164332,4.0047446650685666e-14,0.040047446650685666,4.0047446650685666e-14,0.040047446650685666,H1+H2,interior,1125.5528187074997,157,109,147,669,185,ordinary_least_squares,measured_graph,False,14,constant_average_sigma,0.0,0.0
0.1,0.1,0.1,0.1,0.1,measured_flow_free_boundary,8639.34891285787,7.069843627543265,1.9632312485792456,3.411926339155407e-14,0.03411926339155407,3.411926339155407e-14,0.03411926339155407,1222,5.697148361118525,3.411926339155407e-14,0.03411926339155407,3.411926339155407e-14,0.03411926339155407,0.2290019444318856,3.411926339155407e-14,0.03411926339155407,3.411926339155407e-14,0.03411926339155407,H1+H2,interior,1570.8941900402478,331,226,327,1437,215,ordinary_least_squares,measured_graph,False,15,constant_average_sigma,0.0,0.0
0.0031622776601683794,0.007498942093324558,0.01,1e-06,1e-06,measured_flow_free_boundary,4129.3506494642925,3.186227352981707,1.9354793054753077,3.2517905214066925e-14,0.032517905214066924,3.2517905214066925e-14,0.032517905214066924,1296,3.3230892633988565,3.2517905214066925e-14,0.032517905214066924,3.2517905214066925e-14,0.032517905214066924,0.16648166513492862,3.2517905214066925e-14,0.032517905214066924,3.2517905214066925e-14,0.032517905214066924,H1+H2,periphery,92.052138202479,336,259,331,1516,220,ordinary_least_squares,measured_graph,False,16,constant_average_sigma,3.875,4.0
0.1,0.1,0.1,0.1,0.1,measured_flow_free_boundary,3409.655924406829,2.7608549995196996,1.8255449530937384,3.2158243334506e-14,0.032158243334506,3.2158243334506e-14,0.032158243334506,1235,3.155097786878505,3.2158243334506e-14,0.032158243334506,3.2158243334506e-14,0.032158243334506,0.11166696996985079,3.2158243334506e-14,0.032158243334506,3.2158243334506e-14,0.032158243334506,H1+H2,periphery,167.1003334707907,302,240,299,1380,145,ordinary_least_squares,measured_graph,False,17,constant_average_sigma,0.0,0.0
0.1,0.1,0.1,0.1,0.1,measured_flow_free_boundary,2325.493881820586,1.9139867340087127,1.4126800334037104,3.192255470007867e-14,0.03192255470007867,3.192255470007867e-14,0.03192255470007867,1215,2.680837995856943,3.192255470007867e-14,0.03192255470007867,3.192255470007867e-14,0.03192255470007867,0.13011126885515212,3.192255470007867e-14,0.03192255470007867,3.192255470007867e-14,0.03192255470007867,H1+H2,periphery,47.2326846374649,298,240,291,1360,145,ordinary_least_squares,measured_graph,False,18,constant_average_sigma,0.0,0.0
0.0017782794100389228,0.0023713737056616554,0.0031622776601683794,0.0017782794100389228,0.001,measured_flow_free_boundary,10020.275804577837,8.728463244405782,4.383442780738735,3.778912639311662e-14,0.03778912639311662,3.778912639311662e-14,0.03778912639311662,1148,4.149194248718169,3.778912639311662e-14,0.03778912639311662,3.778912639311662e-14,0.03778912639311662,0.7274746706744196,3.778912639311662e-14,0.03778912639311662,3.778912639311662e-14,0.03778912639311662,H1+H2,interior,2495.314595547059,302,236,292,1358,210,ordinary_least_squares,measured_graph,False,19,constant_average_sigma,0.12500000000000006,0.5
0.005623413251903491,0.005623413251903491,0.005623413251903491,0.005623413251903491,0.005623413251903491,measured_flow_free_boundary,48373.87965700854,57.112018485252115,11.804464955699856,4.6366386843850275e-14,0.04636638684385028,4.6366386843850275e-14,0.04636638684385028,847,10.010447278825971,4.6366386843850275e-14,0.04636638684385028,4.6366386843850275e-14,0.04636638684385028,0.8194624469042987,4.6366386843850275e-14,0.04636638684385028,4.6366386843850275e-14,0.04636638684385028,H1+H2,interior,1664.578918367195,221,172,206,977,130,ordinary_least_squares,measured_graph,False,20,constant_average_sigma,0.0,0.0
