model_name,model_label,representative_label,selection_display_label,selection_category,harmonic_number,alpha,metric_name,metric_value,representative_D0,arterial_pressure_phase_difference_deg,folded_arterial_phase_difference_deg,profile_run_dir
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,0.0,complex_flow_rmse_nl_s,0.1837829808408587,0.0794328234724,0.5557276901365662,0.5557276901365662,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_0/D0_0p0794328234724
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,0.0,kirchhoff_rms_per_internal_node_nl_s,0.3468555112572928,0.0158489319246,1.0971924612202484,1.0971924612202484,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_0/D0_0p0158489319246
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,1.0,complex_flow_rmse_nl_s,0.1800928050096891,0.063095734448,0.4363807377383956,0.4363807377383956,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_1/D0_0p063095734448
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,1.0,kirchhoff_rms_per_internal_node_nl_s,0.3447826273614576,0.0158489319246,0.7379335372999057,0.7379335372999057,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_1/D0_0p0158489319246
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,2.0,complex_flow_rmse_nl_s,0.177683967221842,0.0316227766017,0.335252619797422,0.335252619797422,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_2/D0_0p0316227766017
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,2.0,kirchhoff_rms_per_internal_node_nl_s,0.3424236025438899,0.0251188643151,0.2376186759112336,0.2376186759112336,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_2/D0_0p0251188643151
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,0.0,complex_flow_rmse_nl_s,0.0429291705714767,0.00794328234724,0.0084062944868015,0.0084062944868015,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_0/D0_0p00794328234724
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,0.0,kirchhoff_rms_per_internal_node_nl_s,0.5944794612173004,0.1,0.0020439658698622,0.0020439658698622,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_0/D0_0p1
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,1.0,complex_flow_rmse_nl_s,0.0424172317597055,0.0398107170553,0.0081655336170736,0.0081655336170736,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_1/D0_0p0398107170553
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,1.0,kirchhoff_rms_per_internal_node_nl_s,0.589605361511514,0.0501187233627,0.0052794977995948,0.0052794977995948,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_1/D0_0p0501187233627
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,2.0,complex_flow_rmse_nl_s,0.0415334597995662,0.0251188643151,0.0095570184405541,0.0095570184405541,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_2/D0_0p0251188643151
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,2.0,kirchhoff_rms_per_internal_node_nl_s,0.5862209039287631,0.0158489319246,0.0127344724494223,0.0127344724494223,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_2/D0_0p0158489319246
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,0.0,complex_flow_rmse_nl_s,0.3485208868174386,0.0316227766017,0.4156936774464853,0.4156936774464853,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_0/D0_0p0316227766017
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,0.0,kirchhoff_rms_per_internal_node_nl_s,0.1090064124182081,0.00251188643151,0.4819483449050375,0.4819483449050375,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_0/D0_0p00251188643151
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,1.0,complex_flow_rmse_nl_s,0.344517741714295,0.0251188643151,0.3965618302127742,0.3965618302127742,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_1/D0_0p0251188643151
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,1.0,kirchhoff_rms_per_internal_node_nl_s,0.1084766236581854,0.001,0.5945545818210621,0.5945545818210621,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_1/D0_0p001
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,2.0,complex_flow_rmse_nl_s,0.3405504491283123,0.0251188643151,0.3206811807188891,0.3206811807188891,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_2/D0_0p0251188643151
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,2.0,kirchhoff_rms_per_internal_node_nl_s,0.1082928381474487,0.000316227766017,177.30057139515088,-2.6994286048491176,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_2/D0_0p000316227766017
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,2,0.0,complex_flow_rmse_nl_s,0.1839501723237017,0.0501187233627,0.5553974408884222,0.5553974408884222,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_0/D0_0p0501187233627
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,2,0.0,kirchhoff_rms_per_internal_node_nl_s,0.3456449828634047,0.0794328234724,0.4151159164302136,0.4151159164302136,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_0/D0_0p0794328234724
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced 1,balanced,2,1.0,complex_flow_rmse_nl_s,0.1799234080440632,0.0501187233627,0.5455843287708312,0.5455843287708312,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_1/D0_0p0501187233627
