model_name,model_label,representative_label,selection_display_label,selection_category,harmonic_number,alpha,representative_D0,lambda_q,lambda_k,lambda_b,complex_flow_rmse_nl_s,kirchhoff_rms_per_internal_node_nl_s,arterial_pressure_phase_difference_deg,folded_arterial_phase_difference_deg,selection_score,selection_score_formula,pareto_selection_strategy,profile_run_dir
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,0.0,0.1,1.0,0.1,100.0,0.0441535275226984,0.5944794612173004,0.0020439658698622,0.0020439658698622,0.18173501094634892,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_0/D0_0p1
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,1.0,0.0501187233627,1.0,0.1,100.0,0.0425169688226448,0.589605361511514,0.0052794977995948,0.0052794977995948,0.1792890669948621,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_1/D0_0p0501187233627
full_ideal,Full ideal admittance,F1,Flow-Prioritized 1,flow_prioritized,2,2.0,0.0158489319246,1.0,0.1,100.0,0.0416317571099521,0.5862209039287631,0.0127344724494223,0.0127344724494223,0.17777904381465487,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_2/D0_0p0158489319246
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,0.0,0.0501187233627,100.0,100.0,100.0,0.1839687903756904,0.3470147243274981,0.4264774604667755,0.4264774604667755,0.26549175735159425,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_0/D0_0p0501187233627
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,1.0,0.0316227766017,100.0,100.0,100.0,0.1804120499758644,0.3453223193424206,0.1385588102003161,0.1385588102003161,0.2628671846591425,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_1/D0_0p0316227766017
full_ideal,Full ideal admittance,B1,Balanced 1,balanced,2,2.0,0.0251188643151,100.0,100.0,100.0,0.1779942304129318,0.3424236025438899,0.2376186759112336,0.2376186759112336,0.2602089164784109,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/B1/alpha_2/D0_0p0251188643151
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,0.0,0.0316227766017,10.0,100.0,100.0,0.3485208868174386,0.1112482458387411,0.4156936774464853,0.4156936774464853,0.17056640608341547,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_0/D0_0p0316227766017
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,1.0,0.0251188643151,10.0,100.0,100.0,0.344517741714295,0.1113631065036743,0.3965618302127742,0.3965618302127742,0.16965176530632947,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_1/D0_0p0251188643151
full_ideal,Full ideal admittance,K1,Kirchhoff-Prioritized 1,conservation_prioritized,2,2.0,0.0251188643151,10.0,100.0,100.0,0.3405504491283123,0.1099309946957966,0.3206811807188891,0.3206811807188891,0.16758585830392553,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/K1/alpha_2/D0_0p0251188643151
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,F1,Flow-Prioritized 1,flow_prioritized,2,0.0,0.1,1.0,0.1,100.0,0.0440143168942045,0.5936147835151546,0.0040907214196232,0.0040907214196232,0.18141443354944203,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_0/D0_0p1
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,F1,Flow-Prioritized 1,flow_prioritized,2,1.0,0.063095734448,1.0,0.1,100.0,0.0425338378007396,0.5893881954880037,0.0052189411888855,0.0052189411888855,0.17924742722255563,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs_harmonized/ac/03_distensibility_alpha_profiles_q10_k10_delta0p1_B1/H2/F1/alpha_1/D0_0p063095734448
