run_name,model_family,lambda_q,lambda_k,lambda_b,lambda_delta,message_passing_layers,weighting_regime,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,delta_mean,delta_std,delta_mean_abs,delta_rms,delta_min_observed,delta_max_observed,delta_saturation_fraction,conductance_ratio_mean,conductance_ratio_median,conductance_ratio_min,conductance_ratio_max,conductance_ratio_p05,conductance_ratio_p95,convergence_status,solver_success,runtime_seconds,graph_path,output_dir,boundary_role_constraint_count,pressure_range_pa,parent_step2_run_name,representative_label,selection_category,selection_rank_within_regime,pressure_constraint_type,alpha_pa,constraint_description,pressure_constraint_display,gauge_node_id,arterial_node_ids,venous_node_ids,number_of_constraint_equations,gauge_residual_pa,equal_drop_residual_pa,fixed_drop_residual_pa,av_drop_1_pa,av_drop_2_pa,mean_av_drop_pa
q_100__k_0p1__delta_10__constraint_equal_av,gnn,100.0,0.1,100.0,10.0,2,flow_prioritized,0.19028875143147844,0.06032543268216241,5.60757640586179,0.6319034213338328,0.11753176161210467,0.35964630524989316,24.11779109756651,18.621419761277437,-1.842291235923767,7.910059452056885,1.4688393145571506,7.148201942443848,-0.02666376903653145,0.06334400177001953,0.0533275380730629,0.06334400177001953,0.0533275380730629,0.05855039668297792,0.0633440688252449,-0.02729913957274109,0.19245609910880926,0.1755414168178424,0.19438259465701152,-0.30334562063217163,0.27899405360221863,0.0,0.9912190066118532,0.9640838503837585,0.7383438348770142,1.3217995166778564,0.747091394662857,1.2733583331108094,True,True,307.0304871419794,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_10__constraint_equal_av,2.0,9.752350687980652,q_100__k_0p1__delta_10,F1,flow_prioritized,1.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.010016463696956635,,7.179873943328857,7.169857479631901,7.174865711480379
q_100__k_0p1__delta_10__constraint_equal_drop,gnn,100.0,0.1,100.0,10.0,2,flow_prioritized,0.16800061978419506,0.052974069005796015,4.950772468604086,0.6561554651112544,0.11450939077334552,0.34686119943080584,24.96410023145046,19.336097783268492,-7.3447065353393555,10.326924324035645,-0.7676719111637966,6.873669981956482,-3.4516923427581787,6.906508684158325,6.903384685516357,6.906508684158325,6.903384685516357,0.0031244708225131035,0.0031244708225131035,-0.1553905423131147,0.36006170211981,0.36134408890230474,0.39216151006158223,-0.4951518177986145,0.4948331117630005,0.000621214450802654,0.9175164677708355,0.7172524333000183,0.6094784140586853,1.640224575996399,0.6110856533050537,1.629730188846588,True,True,391.3251288610045,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_10__constraint_equal_drop,1.0,17.671630859375,q_100__k_0p1__delta_10,F1,flow_prioritized,1.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.0031239986419677734,,10.326924324035645,10.323800325393677,10.32536232471466
q_100__k_0p1__delta_10__constraint_fixed_drop_10pa,gnn,100.0,0.1,100.0,10.0,2,flow_prioritized,0.1272243751474917,0.0422403281450554,3.7491464890108386,0.7407696715922619,0.12480102226126677,0.3618435927407394,27.329883148241585,21.829574798038188,-0.5357769727706909,13.15617561340332,3.213846567009012,9.971608400344849,-0.0009081074385903776,6.369134426116943,0.0018162148771807551,6.369134426116943,0.0018162148771807,0.020116862015821795,0.028391504660248756,0.02404201695183538,0.4864035380999029,0.48221917950956944,0.4869973515895319,-0.49999114871025085,0.4999764561653137,0.8541698455810547,1.1460858554291344,1.4661400318145752,0.6065360307693481,1.6486823558807373,0.6065401375293732,1.6486446976661682,True,True,551.0924994879751,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_10__constraint_fixed_drop_10pa,2.0,13.691952586174011,q_100__k_0p1__delta_10,F1,flow_prioritized,1.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,6.367318211239763,0.028391599655151367,13.15617561340332,6.788857402163558,9.972516507783439
q_100__k_0p1__delta_10__constraint_gauge_only,gnn,100.0,0.1,100.0,10.0,2,flow_prioritized,0.17678327202245733,0.054487889560493906,5.209586471542684,0.6376575575928634,0.11163617059815382,0.33591327283774264,24.361450357002212,18.79098710816222,-6.697445869445801,11.413602828979492,-0.4845198526368895,7.524306654930115,-3.0510458946228027,7.778592348098755,6.1020917892456055,7.778592348098755,6.1020917892456055,,0.0,-0.18855886637994226,0.31968499003146167,0.3453163038019025,0.37115083044755093,-0.47724273800849915,0.4785354733467102,0.0,0.8757431042140676,0.7060079574584961,0.6204919219017029,1.6137093305587769,0.623716139793396,1.5765477538108825,True,True,366.41815033298917,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_10__constraint_gauge_only,0.0,18.111048698425293,q_100__k_0p1__delta_10,F1,flow_prioritized,1.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,1.6765005588531494,,11.413602828979492,9.737102270126343,10.575352549552917
q_100__k_0p1__delta_1__constraint_equal_av,gnn,100.0,0.1,100.0,1.0,2,flow_prioritized,0.1434062070797415,0.048868962884969926,4.226005253726524,0.7212524532257559,0.12781262124504264,0.37050466996724624,27.064416679989378,21.254426280867527,-1.2440087795257568,7.663424968719482,1.8119332982767447,7.099850654602051,-0.019275514408946037,0.06399154663085938,0.038551028817892075,0.06399154663085938,0.038551028817892,0.05282562185987957,0.0639914870262146,-0.006059820702946585,0.46382513635838263,0.4496797630475872,0.4638647200907025,-0.499965637922287,0.49999335408210754,0.6906351447105408,1.1035484430267493,0.9722872972488403,0.6065515279769897,1.6487103700637817,0.6065930008888245,1.6486867666244507,True,True,498.049522988993,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_1__constraint_equal_av,2.0,8.90743374824524,q_100__k_0p1__delta_1,F3,flow_prioritized,3.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.0254405178129673,,7.1318464279174805,7.106405910104513,7.119126169010997
q_100__k_0p1__delta_1__constraint_equal_drop,gnn,100.0,0.1,100.0,1.0,2,flow_prioritized,0.16294540487401674,0.05083597576911704,4.801801477709311,0.6624392556130005,0.11414186500091279,0.3384234136417226,25.22390803172403,19.521273391873287,-5.557218074798584,8.922539710998535,-0.31438077755255306,6.322006344795227,-2.6004765033721924,5.201066732406616,5.200953006744385,5.201066732406616,5.200953006744385,0.00011389517749194056,0.00011389517749194056,-0.12762018219558532,0.3602615406123324,0.3507265441091733,0.382197970360919,-0.4973989725112915,0.49610987305641174,0.11554589122533798,0.9409073485797154,0.7794233560562134,0.6081103086471558,1.6423200368881226,0.6088421404361725,1.6121091723442076,True,True,395.4559992830036,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_1__constraint_equal_drop,1.0,14.47975778579712,q_100__k_0p1__delta_1,F3,flow_prioritized,3.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.00011372566223144531,,8.922539710998535,8.922425985336304,8.92248284816742
q_100__k_0p1__delta_1__constraint_fixed_drop_10pa,gnn,100.0,0.1,100.0,1.0,2,flow_prioritized,0.15472839219898823,0.048247179559390216,4.5596561798053035,0.6851016262370107,0.11697842984004042,0.35197759149559904,25.930299574206117,20.18910569334201,-0.7408557534217834,12.802629470825195,3.333275343589025,9.954017400741577,0.003279657568782568,5.697224140167236,0.006559315137565136,5.697224140167236,0.0065593151375651,0.03284385103024732,0.04598274081945419,-0.04263519250287095,0.3792926058215905,0.36173972065712134,0.3816813336681402,-0.47195175290107727,0.47136303782463074,0.0,1.0296809425411766,0.8681895136833191,0.6237836480140686,1.602176547050476,0.6272153615951538,1.5829246759414672,True,True,361.3189484519826,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_1__constraint_fixed_drop_10pa,2.0,13.543485224246979,q_100__k_0p1__delta_1,F3,flow_prioritized,3.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,5.7037834553048015,0.04598259925842285,12.802629470825195,7.098846015520394,9.950737743172795
q_100__k_0p1__delta_1__constraint_gauge_only,gnn,100.0,0.1,100.0,1.0,2,flow_prioritized,0.12047718777604993,0.043578331749732316,3.550315142305357,0.7570378670150322,0.12808337794831978,0.3726977182275974,28.291952114400942,22.30897858902646,-4.397646427154541,8.824131965637207,0.1301590263550807,6.390843749046326,-2.1712944507598877,4.866576433181763,4.342588901519775,4.866576433181763,4.342588901519775,,0.0,-0.05856724958753068,0.4732624460644014,0.46977358874818365,0.4768725884123674,-0.4999020993709564,0.49980679154396057,0.6118962168693542,1.0547388013817358,0.6339728832244873,0.6065900325775146,1.6484026908874512,0.6066440939903259,1.6476018905639649,True,True,464.3601568140002,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_0p1__delta_1__constraint_gauge_only,0.0,13.221778392791748,q_100__k_0p1__delta_1,F3,flow_prioritized,3.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,0.5239875316619873,,8.824131965637207,8.30014443397522,8.562138199806213
q_100__k_100__delta_10__constraint_equal_av,gnn,100.0,100.0,100.0,10.0,2,balanced,0.3498523697044448,0.10139652656727205,10.309720775039711,0.3697246196187608,0.08062615163623749,0.2809708656058632,14.687593155593426,10.895331637019824,-2.4698808193206787,9.180781364440918,1.6700457450190915,7.877075672149658,-0.01756412163376808,0.03369331359863281,0.03512824326753616,0.03369331359863281,0.0351282432675361,0.03441839143616352,0.03512824326753616,0.034732542905573864,0.42649683812997874,0.4107276270478222,0.42790875484331664,-0.48576685786247253,0.4918133318424225,0.0,1.1294751663647893,1.1475580930709839,0.6152252554893494,1.6352788209915161,0.6163063764572143,1.6328517079353333,True,True,594.5564761889982,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_100__delta_10__constraint_equal_av,2.0,11.650662183761597,q_100__k_100__delta_10,B4,balanced,4.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.0014349296689033508,,7.893922328948975,7.895357258617878,7.894639793783426
q_100__k_100__delta_10__constraint_equal_drop,gnn,100.0,100.0,100.0,10.0,2,balanced,0.34764902057632197,0.09975957396961402,10.244790775279917,0.3604978000220289,0.07760864849161109,0.2530926518167466,14.519661514778015,10.623428566120712,-5.961398601531982,9.703676223754883,-0.4826825130106654,6.97450065612793,-2.5971832275390625,5.192447662353516,5.194366455078125,5.192447662353516,5.194366455078125,0.0019189507002010942,0.0019189507002010942,0.03680702487611568,0.4227661891163251,0.4079314462034988,0.42436541770056235,-0.4853825569152832,0.4836764931678772,0.0,1.129818132388738,1.1882579326629639,0.6154617071151733,1.6220269203186035,0.6172926902770997,1.619394636154175,True,True,605.6743867679616,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_100__delta_10__constraint_equal_drop,1.0,15.665074825286865,q_100__k_100__delta_10,B4,balanced,4.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.001918792724609375,,9.570724487304688,9.572643280029297,9.571683883666992
q_100__k_100__delta_10__constraint_fixed_drop_10pa,gnn,100.0,100.0,100.0,10.0,2,balanced,0.34069413253347064,0.09908851486249363,10.039838744215972,0.3744575225518592,0.08015581122617318,0.2651951615663226,15.084995752534525,11.034804488773931,-1.5741698741912842,13.699944496154785,2.4132826684506066,10.001081466674805,-0.007371954619884491,6.995769500732422,0.014743909239768982,6.995769500732422,0.0147439092397689,0.010453535322187258,0.014743909239768982,0.018246381690619085,0.4460472564206996,0.4330399369605695,0.4464203012915465,-0.4909036457538605,0.4941870868206024,0.0,1.1208096812241268,1.0844064950942993,0.6120730638504028,1.6391651630401611,0.6133827567100525,1.6378581404685975,True,True,590.758188059961,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_100__delta_10__constraint_fixed_drop_10pa,2.0,15.27411437034607,q_100__k_100__delta_10,B4,balanced,4.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,6.981025591492653,0.0010814666748046875,13.498966217041016,6.517940625548363,10.00845342129469
q_100__k_100__delta_10__constraint_gauge_only,gnn,100.0,100.0,100.0,10.0,2,balanced,0.2851453631321797,0.08910153927816704,8.402884555773031,0.4651638319638054,0.0956126891420463,0.3060785864128156,18.053442421561705,13.707808314249064,-7.587090969085693,8.421789169311523,-1.4848762861172011,5.9753910303115845,-3.395623207092285,4.440840482711792,6.79124641418457,4.440840482711792,6.79124641418457,,0.0,0.005963389987941316,0.39148264992403464,0.3775473563063658,0.39152806695266756,-0.45688989758491516,0.4553334712982178,0.0,1.0837663191781872,1.0422359704971313,0.6332500576972961,1.576699137687683,0.6365265905857086,1.5624462604522704,True,True,571.8667695980112,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_100__k_100__delta_10__constraint_gauge_only,0.0,16.008880138397217,q_100__k_100__delta_10,B4,balanced,4.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,2.3504059314727783,,8.19581127166748,10.546217203140259,9.37101423740387
q_10__k_0p1__delta_1__constraint_equal_av,gnn,10.0,0.1,100.0,1.0,2,flow_prioritized,0.20039604829505145,0.060940719657858966,5.905426063252716,0.6040078787721118,0.11105291864918813,0.3314949673810004,23.280013333737415,17.799372293305332,-1.257609486579895,7.067692279815674,1.7222364400715209,6.43838357925415,-0.008753745816648006,0.032973289489746094,0.017507491633296013,0.032973289489746094,0.017507491633296,0.026398380902680867,0.0329732745885849,0.16795372758410357,0.44921968096195103,0.4731901768756938,0.4795902171364178,-0.4998202919960022,0.4999299943447113,0.6851995587348938,1.2924572549208404,1.6441216468811035,0.6066396832466125,1.6486058235168457,0.6068349361419678,1.6484967589378356,True,True,577.8104362729937,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_10__k_0p1__delta_1__constraint_equal_av,2.0,8.325301766395569,q_10__k_0p1__delta_1,F4,flow_prioritized,4.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.015465797856450081,,6.454870223999023,6.439404426142573,6.447137325070798
q_10__k_0p1__delta_1__constraint_equal_drop,gnn,10.0,0.1,100.0,1.0,2,flow_prioritized,0.19377478297880832,0.0583083022350017,5.710305485262661,0.6050931247821145,0.10836260070434481,0.3259199849022996,23.26672708663491,17.831353163821678,-8.199021339416504,10.533575057983398,-1.3885892370034343,6.674465775489807,-3.803158760070801,7.611712217330933,7.606317520141602,7.611712217330931,7.606317520141602,0.005394107662141323,0.005394107662141323,-0.2220312924652174,0.31350705409190244,0.3723518870890746,0.38416736951380875,-0.45217177271842957,0.4846193492412567,0.0,0.8473919282272044,0.6868590712547302,0.6362448930740356,1.6235568523406982,0.6408625364303588,1.6050219893455504,True,True,406.5758406550158,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_10__k_0p1__delta_1__constraint_equal_drop,1.0,18.732596397399902,q_10__k_0p1__delta_1,F4,flow_prioritized,4.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.005394697189329278,,10.480321884155272,10.474927186965942,10.477624535560608
q_10__k_0p1__delta_1__constraint_fixed_drop_10pa,gnn,10.0,0.1,100.0,1.0,2,flow_prioritized,0.1967073108956458,0.05894300614265657,5.796723490700625,0.5961650265264876,0.10843028577342317,0.32520290171693395,22.454635373314602,17.568253044918972,-1.1056790351867676,14.967623710632324,2.3073112292897946,9.994301080703735,-0.010892132297158241,9.899936199188232,0.021784264594316483,9.899936199188232,0.0217842645943164,0.015922200869042114,0.021784264594316483,-0.11491627044993692,0.33389358289152965,0.3330272897161829,0.3531156664752597,-0.49582988023757935,0.4999546706676483,0.15545891225337982,0.9483464370327052,0.7747684121131897,0.6090652346611023,1.648646593093872,0.631938773393631,1.6484373569488526,True,True,583.454710090009,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_10__k_0p1__delta_1__constraint_fixed_drop_10pa,2.0,16.073302745819092,q_10__k_0p1__delta_1,F4,flow_prioritized,4.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,9.878151934593916,0.0056989192962646484,14.944269180297852,5.066117245703936,10.005193213000894
q_10__k_0p1__delta_1__constraint_gauge_only,gnn,10.0,0.1,100.0,1.0,2,flow_prioritized,0.1988377079523346,0.05839670514650777,5.85950368227967,0.5906703276010001,0.10643500714281609,0.32079538271655533,22.13367336634242,17.406330998449647,-8.35151195526123,13.307969093322754,-0.7469526662568037,8.521635055541992,-3.7633659839630127,9.56222152709961,7.526731967926025,9.56222152709961,7.526731967926025,,0.0,-0.35241417039213896,0.3162368198595465,0.47024596035666,0.4734991802823544,-0.49751153588294983,0.499255895614624,0.09970492124557495,0.7482959337070837,0.6209250688552856,0.6080418825149536,1.647494912147522,0.6099304497241974,1.644869339466095,True,True,464.22486577602103,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_10__k_0p1__delta_1__constraint_gauge_only,0.0,21.659481048583984,q_10__k_0p1__delta_1,F4,flow_prioritized,4.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,2.035489559173584,,13.302745819091797,11.267256259918213,12.285001039505005
q_1__k_0p1__delta_10__constraint_equal_av,gnn,1.0,0.1,100.0,10.0,2,correction_regularized,0.3497893545786326,0.09935189280782566,10.307863796473933,0.36622147361107404,0.07900567173600838,0.2746160856223826,14.65835265668236,10.79209821543701,-2.211649179458618,9.742929458618164,1.9777575173997226,8.552879810333252,-0.016196690499782562,0.03182506561279297,0.032393380999565125,0.03182506561279297,0.0323933809995651,0.032110214009108344,0.032393380999565125,0.023595387509543524,0.41828477123786684,0.40296298999680036,0.41894974896906306,-0.4582582712173462,0.4904216527938843,0.0,1.1147682591335506,1.0302695035934448,0.6323841214179993,1.6330045461654663,0.6336728990077972,1.630683720111847,True,True,581.0575333189918,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_10__constraint_equal_av,2.0,11.954578638076782,q_1__k_0p1__delta_10,C2,correction_regularized,2.0,equal_av,,Equal arterial and equal venous pressures with gauge.,Equal A/V,7135,,,2.0,0.0,0.0005683153867721558,,8.568792343139648,8.56936065852642,8.569076500833035
q_1__k_0p1__delta_10__constraint_equal_drop,gnn,1.0,0.1,100.0,10.0,2,correction_regularized,0.30948118554800025,0.08779721610784617,9.120031431611027,0.4100700682852494,0.08345798512235104,0.27754365103903367,16.21277244401309,12.084262587084819,-5.981422424316406,9.629036903381348,-0.4536318163919227,6.894748210906982,-2.5931782722473145,5.184969902038574,5.186356544494629,5.184969902038574,5.186356544494629,0.0013872467679902911,0.0013872467679902911,0.012516706831748952,0.373712275453366,0.3471049354335682,0.37392182709016375,-0.4853358864784241,0.4776037633419037,0.0,1.083676155207042,1.0190093517303467,0.6154904365539551,1.6122064590454102,0.6222225427627563,1.5688984394073486,True,True,601.0066119280527,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_10__constraint_equal_drop,1.0,15.610459327697754,q_1__k_0p1__delta_10,C2,correction_regularized,2.0,equal_drop,,Equal arterial-venous drops with gauge.,Equal drop,7135,,,1.0,0.0,0.0013866424560546875,,9.48723316192627,9.488619804382324,9.487926483154297
q_1__k_0p1__delta_10__constraint_fixed_drop_10pa,gnn,1.0,0.1,100.0,10.0,2,correction_regularized,0.29646519108758673,0.08635194881185908,8.73646601912092,0.43949548388888343,0.08952888584304182,0.30943645405344045,17.31882866284895,12.951393539546993,-1.0734226703643799,13.593392372131348,2.667135066184648,9.98123836517334,-0.003782251849770546,7.224308013916016,0.007564503699541092,7.224308013916016,0.007564503699541,0.01430403057238304,0.018761366605758667,0.08682063659938004,0.3688097750297304,0.3534320583108341,0.3788911098152121,-0.4448809027671814,0.48966169357299805,0.0,1.1650463089307543,1.0579856634140015,0.6409006118774414,1.6317640542984009,0.6630254566669465,1.6224754452705383,True,True,583.194155694975,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_10__constraint_fixed_drop_10pa,2.0,14.666815042495728,q_1__k_0p1__delta_10,C2,correction_regularized,2.0,fixed_drop_10pa,10.0,Mean arterial minus venous pressure equals 10 Pa with equal venous pressure.,"Fixed drop, 10 Pa",7135,,,2.0,0.0,7.2167435102164745,0.018761634826660156,13.593392372131348,6.376648861914873,9.98502061702311
q_1__k_0p1__delta_10__constraint_gauge_only,gnn,1.0,0.1,100.0,10.0,2,correction_regularized,0.22756837568214594,0.07169760627280895,6.706161265948556,0.5575710805264572,0.10672080396370659,0.3308055340615381,21.54564200662623,16.430936732888803,-7.431763172149658,10.036550521850586,-1.1504093687259205,6.959877610206604,-3.3461623191833496,5.941916227340698,6.692324638366699,5.9419162273406965,6.692324638366699,,0.0,-0.06673812317049138,0.21178287418808106,0.19795119746075457,0.22204946044448,-0.38097813725471497,0.3154532313346863,0.0,0.9567670673571641,0.9159876704216003,0.6831928491592407,1.3708804845809937,0.7093870162963867,1.2930713534355163,True,True,600.8054597359733,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/datasets/harmonized_scaled_dataset.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn/outputs/pressure_constraint_sensitivity_step2p5/gnn/q_1__k_0p1__delta_10__constraint_gauge_only,0.0,17.468313694000244,q_1__k_0p1__delta_10,C2,correction_regularized,2.0,gauge_only,,Gauge only: P[V_reference] = 0.,Gauge only,7135,,,0.0,0.0,0.7504084110260028,,9.930835723876951,10.681244134902954,10.306039929389954
