model_name,model_label,representative_label,selection_display_label,selection_category,harmonic_number,alpha,representative_D0,lambda_q,lambda_k,lambda_b,complex_flow_rmse_nl_s,kirchhoff_rms_per_internal_node_nl_s,arterial_pressure_phase_difference_deg,folded_arterial_phase_difference_deg,selection_score,selection_score_formula,pareto_selection_strategy,profile_run_dir
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,F1,Flow-Prioritized,flow_prioritized,2,1.0,0.1,1.0,0.1,100.0,0.0341443968502486,0.7062789302314366,0.015428294027102,0.015428294027102,0.20217803019554562,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/F1/alpha_1/D0_0p1
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,F1,Flow-Prioritized,flow_prioritized,2,2.0,0.1,1.0,0.1,100.0,0.0360267997976314,0.6909319457523716,0.0156162688318983,0.0156162688318983,0.19975308628631644,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/F1/alpha_2/D0_0p1
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced,balanced,2,0.0,0.1,0.1,0.1,100.0,0.1542488259879113,0.4784392839275239,0.0001584443670384,0.0001584443670384,0.31634405495771756,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/B1/alpha_0/D0_0p1
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced,balanced,2,1.0,0.1,0.1,0.1,100.0,0.1516949870717067,0.4721095600631613,9.435397173831324e-05,9.435397173831324e-05,0.311902273567434,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/B1/alpha_1/D0_0p1
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,B1,Balanced,balanced,2,2.0,0.1,0.1,0.1,100.0,0.1478686185263459,0.4635665867488158,0.0003072800172742,0.0003072800172742,0.30571760263758085,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/B1/alpha_2/D0_0p1
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,K1,Kirchhoff-Prioritized,conservation_prioritized,2,0.0,0.000794328234724,0.1,100.0,100.0,0.4857552203669266,0.0047072296003543,0.0762342923609615,0.0762342923609615,0.12496922729199737,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/K1/alpha_0/D0_0p000794328234724
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,K1,Kirchhoff-Prioritized,conservation_prioritized,2,1.0,0.00063095734448,0.1,100.0,100.0,0.484744369719779,0.0049743963755425,0.0631713195094824,0.0631713195094824,0.12491688971160163,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/K1/alpha_1/D0_0p00063095734448
taylor_dc_transferred,Taylor-expanded + transferred DC conductance,K1,Kirchhoff-Prioritized,conservation_prioritized,2,2.0,0.000316227766017,0.1,100.0,100.0,0.4834677085716348,0.0052541619043483,0.0584816581342957,0.0584816581342957,0.12480754857116992,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/K1/alpha_2/D0_0p000316227766017
taylor_ideal,Taylor-expanded ideal admittance,F1,Flow-Prioritized,flow_prioritized,2,0.0,0.1,1.0,0.1,100.0,0.033131558762281,0.7170141073180846,0.0103338355924945,0.0103338355924945,0.2041021959012319,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/F1/alpha_0/D0_0p1
taylor_ideal,Taylor-expanded ideal admittance,F1,Flow-Prioritized,flow_prioritized,2,1.0,0.1,1.0,0.1,100.0,0.0341443968502486,0.7062789302314366,0.015428294027102,0.015428294027102,0.20217803019554562,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/F1/alpha_1/D0_0p1
taylor_ideal,Taylor-expanded ideal admittance,F1,Flow-Prioritized,flow_prioritized,2,2.0,0.1,1.0,0.1,100.0,0.0360267997976314,0.6909319457523716,0.0156162688318983,0.0156162688318983,0.19975308628631644,0.75*complex_flow_rmse_nl_s + 0.25*kirchhoff_rms_per_internal_node_nl_s,min_kirchhoff_rms,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/F1/alpha_2/D0_0p1
taylor_ideal,Taylor-expanded ideal admittance,B1,Balanced,balanced,2,0.0,0.1,0.1,0.1,100.0,0.1542488259879113,0.4784392839275239,0.0001584443670384,0.0001584443670384,0.31634405495771756,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/B1/alpha_0/D0_0p1
taylor_ideal,Taylor-expanded ideal admittance,B1,Balanced,balanced,2,1.0,0.1,0.1,0.1,100.0,0.1516949870717067,0.4721095600631613,9.435397173831324e-05,9.435397173831324e-05,0.311902273567434,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/B1/alpha_1/D0_0p1
taylor_ideal,Taylor-expanded ideal admittance,B1,Balanced,balanced,2,2.0,0.1,0.1,0.1,100.0,0.1478686185263459,0.4635665867488158,0.0003072800172742,0.0003072800172742,0.30571760263758085,0.5*complex_flow_rmse_nl_s + 0.5*kirchhoff_rms_per_internal_node_nl_s,min_distance_to_origin,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/B1/alpha_2/D0_0p1
taylor_ideal,Taylor-expanded ideal admittance,K1,Kirchhoff-Prioritized,conservation_prioritized,2,0.0,0.000794328234724,0.1,100.0,100.0,0.4857552203669266,0.0047072296003543,0.0762342923609615,0.0762342923609615,0.12496922729199737,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/K1/alpha_0/D0_0p000794328234724
taylor_ideal,Taylor-expanded ideal admittance,K1,Kirchhoff-Prioritized,conservation_prioritized,2,1.0,0.00063095734448,0.1,100.0,100.0,0.484744369719779,0.0049743963755425,0.0631713195094824,0.0631713195094824,0.12491688971160163,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/K1/alpha_1/D0_0p00063095734448
taylor_ideal,Taylor-expanded ideal admittance,K1,Kirchhoff-Prioritized,conservation_prioritized,2,2.0,0.000316227766017,0.1,100.0,100.0,0.4834677085716348,0.0052541619043483,0.0584816581342957,0.0584816581342957,0.12480754857116992,0.25*complex_flow_rmse_nl_s + 0.75*kirchhoff_rms_per_internal_node_nl_s,min_flow_rmse,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/03_distensibility_alpha_profiles/H2/K1/alpha_2/D0_0p000316227766017
