run_name,source_summary_path,model_name,model_label,harmonic_number,D0,alpha,complex_flow_rmse_nl_s,kirchhoff_rms_per_internal_node_nl_s,arterial_pressure_phase_difference_deg
D0_1p99526231497em2,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em2/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,0.0199526231497,0.0,0.4364205251999283,1.0216763462938568e-16,1.9601280399036995
D0_1p99526231497em2,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em2/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,0.0199526231497,0.0,0.4362746853130861,6.679047163501037e-17,0.6536103439298503
D0_1p99526231497em3,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em3/summary.csv,full_ideal,Full ideal admittance,1,0.00199526231497,0.0,0.4366644530710276,6.418951332719825e-16,1.4860669288466708
D0_1p99526231497em3,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em3/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,0.00199526231497,0.0,0.4366649470321332,6.860288157673271e-16,1.480978443224731
D0_1p99526231497em3,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em3/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,0.00199526231497,0.0,0.4365435111467234,4.606930948726458e-16,1.5654481326202447
D0_1p99526231497em4,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em4/summary.csv,full_ideal,Full ideal admittance,1,0.000199526231497,0.0,0.4370382501404423,2.4494263520551088e-15,30.32756138994441
D0_1p99526231497em4,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em4/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,0.000199526231497,0.0,0.4370382379437664,2.634442698096424e-15,30.330894802519715
D0_1p99526231497em4,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em4/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,0.000199526231497,0.0,0.4368567667562397,1.4760344319183644e-15,29.17794024988464
D0_1p99526231497em5,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em5/summary.csv,full_ideal,Full ideal admittance,1,1.99526231497e-05,0.0,0.4399260191974476,2.4826177787710813e-14,44.117969915857095
D0_1p99526231497em5,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em5/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,1.99526231497e-05,0.0,0.439926029525917,2.1035020385690456e-14,44.118238173444375
D0_1p99526231497em5,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em5/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,1.99526231497e-05,0.0,0.4391019267234536,1.559046760891061e-14,47.1091354859606
D0_1p99526231497em6,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em6/summary.csv,full_ideal,Full ideal admittance,1,1.99526231497e-06,0.0,0.4402676471600587,2.1952718086254355e-13,4.252034828322223
D0_1p99526231497em6,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em6/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,1.99526231497e-06,0.0,0.4402676470733858,2.1017067847611842e-13,4.252033554952559
D0_1p99526231497em6,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_1p99526231497em6/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,1.99526231497e-06,0.0,0.4393816245953947,1.3031993779825764e-13,4.744464421947666
D0_2p51188643151em2,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em2/summary.csv,full_ideal,Full ideal admittance,1,0.0251188643151,0.0,0.4363380359238226,7.90966661099971e-17,1.621166759557735
D0_2p51188643151em2,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em2/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,0.0251188643151,0.0,0.4363927374184075,9.589518257135059e-17,5.305404168242789
D0_2p51188643151em2,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em2/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,0.0251188643151,0.0,0.4362301549128543,8.03731394463201e-17,4.0334442985521495
D0_2p51188643151em3,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em3/summary.csv,full_ideal,Full ideal admittance,1,0.00251188643151,0.0,0.4366125311814009,5.317045264587796e-16,2.822226415245663
D0_2p51188643151em3,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em3/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,0.00251188643151,0.0,0.4366131837109239,4.558086543937882e-16,2.815510418080971
D0_2p51188643151em3,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em3/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,0.00251188643151,0.0,0.4365037154463118,2.6860052129223233e-16,3.206172804497727
D0_2p51188643151em4,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em4/summary.csv,full_ideal,Full ideal admittance,1,0.000251188643151,0.0,0.4369424863040373,2.4250091534913107e-15,25.438654916646712
D0_2p51188643151em4,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em4/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,0.000251188643151,0.0,0.4369424792111654,2.735246663205662e-15,25.44173638556525
D0_2p51188643151em4,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em4/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,0.000251188643151,0.0,0.4367911053628208,1.7779343135387193e-15,23.99588436173653
D0_2p51188643151em5,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em5/summary.csv,full_ideal,Full ideal admittance,1,2.51188643151e-05,0.0,0.4397606051344169,1.9171889435149035e-14,50.49806475288685
D0_2p51188643151em5,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em5/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,2.51188643151e-05,0.0,0.4397606201268424,1.9443646149400275e-14,50.49855147499432
D0_2p51188643151em5,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em5/summary.csv,taylor_dc_transferred,Taylor-expanded + transferred DC conductance,1,2.51188643151e-05,0.0,0.4389559261912867,1.0518611182808258e-14,52.748005518956944
D0_2p51188643151em6,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em6/summary.csv,full_ideal,Full ideal admittance,1,2.51188643151e-06,0.0,0.4402645677475053,1.8101973473418237e-13,5.4164216758237576
D0_2p51188643151em6,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/ac/00_ideal_models/distensibility_sweep/_raw_runs/H1/alpha_0/D0_2p51188643151em6/summary.csv,taylor_ideal,Taylor-expanded ideal admittance,1,2.51188643151e-06,0.0,0.4402645676893171,1.402095465466459e-13,5.416419841702023
