D,delta_chi2,log_likelihood,log_posterior,log_prior,neg2_delta_logpost,objective,observation_source,posterior_prob,tile_group,weight_mode
1e-05,843.4180112117901,610827.8038441056,610825.4361575217,-2.3676865838692702,843.4180112117901,bayes_h1h2_marginal_boundary,measured_graph,5.127137966720703e-184,periphery,h1:h1_z;h2:h2_z
1.2589254117941661e-05,743.2044256359804,610877.6980277676,610875.5429503096,-2.155077457963703,743.2044256359804,bayes_h1h2_marginal_boundary,measured_graph,2.9578668338999637e-162,periphery,h1:h1_z;h2:h2_z
1.584893192461114e-05,641.8874232820235,610928.1539198186,610926.2014514866,-1.952468332058134,641.8874232820235,bayes_h1h2_marginal_boundary,measured_graph,2.962689514099228e-140,periphery,h1:h1_z;h2:h2_z
1.9952623149688786e-05,542.5806623187382,610977.6146911744,610975.8548319682,-1.7598592061525666,542.5806623187382,bayes_h1h2_marginal_boundary,measured_graph,1.0861136989450948e-118,periphery,h1:h1_z;h2:h2_z
2.5118864315095822e-05,448.69779131910764,611024.3735175483,611022.796267468,-1.5772500802469966,448.69779131910764,bayes_h1h2_marginal_boundary,measured_graph,2.6441232903146057e-98,periphery,h1:h1_z;h2:h2_z
3.1622776601683795e-05,362.92815878707916,611067.0857246884,611065.681083734,-1.404640954341429,362.92815878707916,bayes_h1h2_marginal_boundary,measured_graph,1.1140912500839308e-79,periphery,h1:h1_z;h2:h2_z
3.9810717055349695e-05,285.481288387673,611105.6465507621,611104.4045189337,-1.2420318284358616,285.481288387673,bayes_h1h2_marginal_boundary,measured_graph,7.316358723425982e-63,periphery,h1:h1_z;h2:h2_z
5.011872336272725e-05,214.61676997179165,611140.9262008442,611139.8367781417,-1.089422702530293,214.61676997179165,bayes_h1h2_marginal_boundary,measured_graph,1.787844102740275e-47,periphery,h1:h1_z;h2:h2_z
6.309573444801929e-05,149.43159802118316,611173.3761776936,611172.429364117,-0.9468135766247254,149.43159802118316,bayes_h1h2_marginal_boundary,measured_graph,2.5533472755724347e-33,periphery,h1:h1_z;h2:h2_z
7.943282347242822e-05,92.23223918792792,611201.8432479843,611201.0290435336,-0.8142044507191568,92.23223918792792,bayes_h1h2_marginal_boundary,measured_graph,6.72655722413983e-21,periphery,h1:h1_z;h2:h2_z
0.0001,47.19794994988479,611224.2377834774,611223.5461881526,-0.6915953248135883,47.19794994988479,bayes_h1h2_marginal_boundary,measured_graph,4.044496812048514e-11,periphery,h1:h1_z;h2:h2_z
0.00012589254117941674,17.06774587649852,611239.1902763882,611238.6112901893,-0.5789861989080206,17.06774587649852,bayes_h1h2_marginal_boundary,measured_graph,0.00014110915177761963,periphery,h1:h1_z;h2:h2_z
0.00015848931924611142,1.9317337088286877,611246.6556733461,611246.1792962732,-0.47637707300245236,1.9317337088286877,bayes_h1h2_marginal_boundary,measured_graph,0.27308538772553875,periphery,h1:h1_z;h2:h2_z
0.00019952623149688788,-0.0,611247.5289310747,611247.1451631276,-0.38376794709688455,-0.0,bayes_h1h2_marginal_boundary,measured_graph,0.7174127778317058,periphery,h1:h1_z;h2:h2_z
