D,chi2_h1_red,chi2_h2_red,delta_chi2,harmonics,log_likelihood,log_posterior,log_prior,n_h1,n_h2,neg2_delta_logpost,objective,observation_source,posterior_prob,sigma_h1_nL_s,sigma_h2_nL_s,tile_id,weight_mode
1e-05,1.0000000018522617,0.9999954134582807,167.5927367438344,H1+H2,20788.989209927808,20786.62152334394,-2.3676865838692702,148,195,167.5927367438344,bayes_h1h2_marginal_boundary,measured_graph,7.327399089531766e-38,0.08456399170104258,0.02583547334400193,1,h1:h1_z;h2:h2_z
1.2589254117941661e-05,1.0000000051938447,0.9999805596350012,154.2281551168926,H1+H2,20795.458891615373,20793.30381415741,-2.155077457963703,148,195,154.2281551168926,bayes_h1h2_marginal_boundary,measured_graph,5.848330035791284e-35,0.08456035697150675,0.02495411635568157,1,h1:h1_z;h2:h2_z
1.584893192461114e-05,1.000000014419284,0.9999932971128845,135.6677715766491,H1+H2,20804.536474259592,20802.584005927532,-1.952468332058134,148,195,135.6677715766491,bayes_h1h2_marginal_boundary,measured_graph,6.2714497917437475e-31,0.08455332908931715,0.023908920035078125,1,h1:h1_z;h2:h2_z
1.9952623149688786e-05,1.000000038540899,0.9999952217968814,112.40369292399555,H1+H2,20815.97590446001,20814.21604525386,-1.7598592061525666,148,195,112.40369292399555,bayes_h1h2_marginal_boundary,measured_graph,7.064776748746643e-26,0.08454069691041316,0.022907399057012705,1,h1:h1_z;h2:h2_z
2.5118864315095822e-05,1.0000000971413934,0.999991304543635,87.22815912538499,H1+H2,20828.381062233413,20826.803812153164,-1.5772500802469966,148,195,87.22815912538499,bayes_h1h2_marginal_boundary,measured_graph,2.0696463708953058e-20,0.08451907883267178,0.02215647485860017,1,h1:h1_z;h2:h2_z
3.1622776601683795e-05,1.0000002271416202,0.9999991234273141,63.853842461241584,H1+H2,20839.895611439577,20838.490970485236,-1.404640954341429,148,195,63.853842461241584,bayes_h1h2_marginal_boundary,measured_graph,2.4635678000658943e-15,0.08448354673533126,0.0216963436047676,1,h1:h1_z;h2:h2_z
3.9810717055349695e-05,1.0000004833887148,0.9999987080403454,44.69711756196921,H1+H2,20849.311364763307,20848.069332934872,-1.2420318284358616,148,195,44.69711756196921,bayes_h1h2_marginal_boundary,measured_graph,3.559544908952378e-11,0.08442745924433782,0.021449216679756786,1,h1:h1_z;h2:h2_z
5.011872336272725e-05,1.0000009087087085,0.9999999212276658,30.328088830756315,H1+H2,20856.34327000301,20855.25384730048,-1.089422702530293,148,195,30.328088830756315,bayes_h1h2_marginal_boundary,measured_graph,4.694500835791534e-08,0.08434302698223874,0.021325933792865428,1,h1:h1_z;h2:h2_z
6.309573444801929e-05,1.000001442013996,0.9999994991227216,20.15756974649412,H1+H2,20861.285920419235,20860.33910684261,-0.9468135766247254,148,195,20.15756974649412,bayes_h1h2_marginal_boundary,measured_graph,7.587340576995744e-06,0.08422344685912596,0.021265817080044158,1,h1:h1_z;h2:h2_z
7.943282347242822e-05,1.000001820100086,0.9999999557015741,13.194351298065158,H1+H2,20864.634920517543,20863.820716066824,-0.8142044507191568,148,195,13.194351298065158,bayes_h1h2_marginal_boundary,measured_graph,0.0002466796099960142,0.08406716368126083,0.021234943143547763,1,h1:h1_z;h2:h2_z
0.0001,1.0000017144453515,0.9999999963678904,8.485548685428512,H1+H2,20866.866712697956,20866.175117373143,-0.6915953248135883,148,195,8.485548685428512,bayes_h1h2_marginal_boundary,measured_graph,0.0025979856543981166,0.08388282600725393,0.021216339547830153,1,h1:h1_z;h2:h2_z
0.00012589254117941674,1.0000011473286259,0.9999999997096081,5.293238043515885,H1+H2,20868.350258893006,20867.7712726941,-0.5789861989080206,148,195,5.293238043515885,bayes_h1h2_marginal_boundary,measured_graph,0.012818529193346695,0.08369016963253155,0.02120204170913643,1,h1:h1_z;h2:h2_z
0.00015848931924611142,1.0000005386531814,0.999999999976294,3.1202473976445617,H1+H2,20869.334145090037,20868.857768017035,-0.47637707300245236,148,195,3.1202473976445617,bayes_h1h2_marginal_boundary,measured_graph,0.037992434216529515,0.08351247730248966,0.021188500540451568,1,h1:h1_z;h2:h2_z
0.00019952623149688788,1.000000184178605,0.9999999814240593,1.6607861681404756,H1+H2,20869.971266578883,20869.587498631787,-0.38376794709688455,148,195,1.6607861681404756,bayes_h1h2_marginal_boundary,measured_graph,0.07881612871863987,0.08336467901104376,0.02117428570396293,1,h1:h1_z;h2:h2_z
0.0002511886431509582,1.0000000498768862,0.9999999960158449,0.7277150417430676,H1+H2,20870.355193016178,20870.054034194985,-0.30115882119131615,148,195,0.7277150417430676,bayes_h1h2_marginal_boundary,measured_graph,0.12566922017760782,0.08324766807902415,0.021159119624191466,1,h1:h1_z;h2:h2_z
