D_hat,D_hi_lr3,D_lo_lr3,D_p025,D_p500,D_p975,ablation,chi2_h1_red_at_mode,harmonics,location,log_likelihood_at_mode,log_posterior_at_mode,log_prior_at_mode,max_neg2_delta_logpost,mode_at_grid_boundary,n_boundary,n_h1,n_obs,n_params_marginalized,objective,observation_source,sigma_h1_nL_s_at_mode,tile_id,weight_mode,width_decades_lr3
0.0019952623149688807,0.00794328234724282,0.0007943282347242822,0.0007313955494578033,0.0019953544602674665,0.006035495271065005,bayes_h1_marginal_boundary,1.0000000109135414,H1,interior,9593.891579524314,9593.883902836273,-0.007676688041203171,56.04869891875569,False,26,172,344,52,bayes_h1_marginal_boundary,measured_graph,0.44869078095969195,20,h1_z,0.9999999999999999
0.002511886431509582,0.01,0.001,0.0010110178341040197,0.0023447608547281207,0.007527412685941579,bayes_h1_marginal_boundary,1.000000034416119,H1,interior,8216.49123042573,8216.466162863595,-0.025067562135635053,22.02551219650195,False,38,149,298,76,bayes_h1_marginal_boundary,measured_graph,0.5159243208994877,21,h1_z,1.0
0.0019952623149688807,0.003981071705534973,0.00039810717055349735,0.0004158291730628999,0.0013864374675879947,0.0035182407719796076,bayes_h1_marginal_boundary,1.0000000002081786,H1,interior,13903.212128070523,13903.204451382482,-0.007676688041203171,230.2723894914161,False,35,231,462,70,bayes_h1_marginal_boundary,measured_graph,0.03549407745093231,22,h1_z,1.0
5.011872336272725e-05,0.00031622776601683794,1e-05,1e-05,3.8687486680701284e-05,0.0002264938366711787,bayes_h1_marginal_boundary,1.0000000003721785,H1,interior,15370.256353583727,15369.166930881196,-1.089422702530293,348.1083847108639,False,44,252,504,88,bayes_h1_marginal_boundary,measured_graph,0.018223080321779217,23,h1_z,1.5
0.00015848931924611142,0.0019952623149688807,6.309573444801929e-05,6.022915756612077e-05,0.00017015584514482295,0.001353412616406916,bayes_h1_marginal_boundary,1.00000000232209,H1,periphery,15297.749810533265,15297.273433460263,-0.47637707300245236,247.43915678614576,False,30,248,496,60,bayes_h1_marginal_boundary,measured_graph,0.016669372050691827,24,h1_z,1.5000000000000004
0.01,0.01584893192461114,0.005011872336272725,0.0038199728909290593,0.008416309286931717,0.01442666079428459,bayes_h1_marginal_boundary,1.0000000000000184,H1,periphery,12755.950560785144,12755.611147978441,-0.3394128067022262,202.1290539972033,False,30,212,424,60,bayes_h1_marginal_boundary,measured_graph,0.03572551093457719,25,h1_z,0.5
0.00031622776601683794,0.002511886431509582,7.943282347242822e-05,9.419187922589126e-05,0.0003484307163478387,0.0018069201136516073,bayes_h1_marginal_boundary,1.0000000000599976,H1,interior,15543.559167569314,15543.330617874028,-0.22854969528574837,241.7649219272571,False,45,257,514,90,bayes_h1_marginal_boundary,measured_graph,0.02586924799190018,26,h1_z,1.5
0.001,0.003981071705534973,0.00031622776601683794,0.00023784613342594618,0.0009594517758814966,0.003211711241567142,bayes_h1_marginal_boundary,1.0000000030247418,H1,interior,14602.383362849769,14602.367858784011,-0.015504065757907535,18.08563532671178,False,37,250,500,74,bayes_h1_marginal_boundary,measured_graph,0.0985983645247524,27,h1_z,1.1
0.006309573444801936,0.01,0.002511886431509582,0.0024380162068890535,0.00510193275402129,0.00956794527664267,bayes_h1_marginal_boundary,1.000000727701195,H1,interior,8136.275772493676,8136.081141435163,-0.19463105851336257,66.88903659141579,False,32,147,294,64,bayes_h1_marginal_boundary,measured_graph,0.5025244446539769,28,h1_z,0.5999999999999996
0.0007943282347242822,0.002511886431509582,1e-05,1.547479878119649e-05,0.0004188494119568307,0.0018294458616556837,bayes_h1_marginal_boundary,1.000000170782099,H1,interior,11330.126362668432,11330.088249476768,-0.03811319166347554,82.71367791344892,False,29,202,404,58,bayes_h1_marginal_boundary,measured_graph,0.3858028187465672,29,h1_z,2.4000000000000004
0.0007943282347242822,0.0031622776601683794,3.1622776601683795e-05,3.131731715185147e-05,0.0005744487546862602,0.0023369911551192717,bayes_h1_marginal_boundary,1.0000000003086613,H1,interior,13126.426566082217,13126.388452890553,-0.03811319166347554,355.24691445186545,False,39,226,452,78,bayes_h1_marginal_boundary,measured_graph,0.11555161116417298,30,h1_z,2.0
0.012589254117941675,0.01584893192461114,0.01,0.008045361583203892,0.010857961899242468,0.014966804815862031,bayes_h1_marginal_boundary,1.000000000000009,H1,periphery,13311.612118869412,13311.185315188615,-0.42680368079665804,170.0415525402459,False,29,216,432,58,bayes_h1_marginal_boundary,measured_graph,0.016658914632079518,31,h1_z,0.20000000000000015
0.005011872336272725,0.006309573444801936,0.0031622776601683794,0.002697272169168089,0.004253934066559981,0.00610645374379564,bayes_h1_marginal_boundary,1.0000000000000002,H1,periphery,12327.711821547611,12327.574581363193,-0.13724018441893068,241.68268291139248,False,23,198,396,46,bayes_h1_marginal_boundary,measured_graph,0.013807443840614586,32,h1_z,0.30000000000000027
0.1,0.1,0.1,0.07558704004998394,0.08937382446342915,0.09946869122317145,bayes_h1_marginal_boundary,1.000000000026634,H1,interior,15477.239358718352,15475.576037170706,-1.663321547646544,35.68724880135778,True,37,262,524,74,bayes_h1_marginal_boundary,measured_graph,0.07565963980613596,33,h1_z,0.0
0.00031622776601683794,0.0031622776601683794,1e-05,1.322515652789128e-05,0.00020036892188058495,0.0018743128427014184,bayes_h1_marginal_boundary,1.0000000038199357,H1,interior,6708.541415577354,6708.312865882069,-0.22854969528574837,36.75751620380288,False,24,117,234,48,bayes_h1_marginal_boundary,measured_graph,0.15388908302069282,34,h1_z,2.5
0.0005011872336272725,0.0019952623149688807,1e-05,1.4404504999676673e-05,0.0002493522897140038,0.0011895477805579364,bayes_h1_marginal_boundary,1.000000011833493,H1,interior,13077.29639814968,13077.183066706206,-0.11333144347461188,88.12462138066257,False,30,227,454,60,bayes_h1_marginal_boundary,measured_graph,0.17654669993980585,35,h1_z,2.3000000000000003
0.00794328234724282,0.01,0.003981071705534973,0.0034649378269570232,0.006591642241715989,0.009897053088724829,bayes_h1_marginal_boundary,1.0000000000036704,H1,interior,14036.16567198536,14035.903650052753,-0.26202193260779433,151.4014402890607,False,38,237,474,76,bayes_h1_marginal_boundary,measured_graph,0.06172561919923772,36,h1_z,0.3999999999999999
0.00039810717055349735,0.001584893192461114,0.00015848931924611142,0.00017365364017942942,0.0004100106388876268,0.001373345153111692,bayes_h1_marginal_boundary,1.0000000129479119,H1,periphery,12170.24976670344,12170.08382613406,-0.16594056938017995,261.13366081282584,False,25,200,400,50,bayes_h1_marginal_boundary,measured_graph,0.02806395609471819,37,h1_z,1.0
0.0005011872336272725,0.0019952623149688807,0.00019952623149688788,0.00020851737161446912,0.00047098926890792674,0.001484132465515679,bayes_h1_marginal_boundary,1.0000000128446351,H1,periphery,9814.501796321703,9814.38846487823,-0.11333144347461188,208.5141714399615,False,27,162,324,54,bayes_h1_marginal_boundary,measured_graph,0.027060705602593483,38,h1_z,1.0000000000000004
0.0002511886431509582,0.0007943282347242822,0.0001,9.614388827900098e-05,0.0002425568367100629,0.0007083925763570999,bayes_h1_marginal_boundary,1.0000000004335172,H1,interior,12739.364498022767,12739.063339201575,-0.30115882119131615,290.49370637956963,False,34,210,420,68,bayes_h1_marginal_boundary,measured_graph,0.02511498480949158,39,h1_z,0.9000000000000004
0.00019952623149688788,0.001584893192461114,1e-05,1.239250461419595e-05,0.0001417100396610657,0.0008893749163796899,bayes_h1_marginal_boundary,1.0000000114508076,H1,interior,10760.029229174006,10759.64546122691,-0.38376794709688455,50.61851472438866,False,30,183,366,60,bayes_h1_marginal_boundary,measured_graph,0.07668915051824404,40,h1_z,2.2
0.00019952623149688788,0.002511886431509582,1e-05,1.2234712691079319e-05,0.00015407288273658475,0.0014502804750309319,bayes_h1_marginal_boundary,1.0000006199381661,H1,interior,8191.895619466322,8191.511851519225,-0.38376794709688455,26.941191112882734,False,30,145,290,60,bayes_h1_marginal_boundary,measured_graph,0.23894388840115136,41,h1_z,2.4000000000000004
0.000630957344480193,0.005011872336272725,1e-05,1.5347225706691652e-05,0.0003400754132058032,0.002634403421096517,bayes_h1_marginal_boundary,1.000000007446006,H1,interior,11062.64609897183,11062.575376654262,-0.07072231756904392,43.15513338802339,False,30,199,398,60,bayes_h1_marginal_boundary,measured_graph,0.5099481361365266,42,h1_z,2.7
0.0002511886431509582,0.0019952623149688807,1e-05,1.2189717770499771e-05,0.00015039311338097897,0.001167228045365566,bayes_h1_marginal_boundary,1.0000000081878317,H1,periphery,7773.055881643092,7772.754722821901,-0.30115882119131615,38.21898969310678,False,18,137,274,36,bayes_h1_marginal_boundary,measured_graph,0.2852436375959775,43,h1_z,2.3000000000000003
0.0007943282347242822,0.012589254117941675,1e-05,1.652032253012613e-05,0.00045215880587264805,0.006266107876352726,bayes_h1_marginal_boundary,1.0000000001946001,H1,periphery,7518.336853950103,7518.29874075844,-0.03811319166347554,13.484299574271063,False,22,145,290,44,bayes_h1_marginal_boundary,measured_graph,4.152847546722924,44,h1_z,3.1
0.001,0.012589254117941675,1e-05,1.7237400596266792e-05,0.0005227096719683105,0.006705436205079746,bayes_h1_marginal_boundary,1.0000000003163787,H1,interior,10917.537616341442,10917.522112275685,-0.015504065757907535,19.179548028969293,False,29,210,420,58,bayes_h1_marginal_boundary,measured_graph,3.958821979686027,45,h1_z,3.1
0.00019952623149688788,0.001584893192461114,1e-05,1.1794972353050549e-05,0.00012948987679760733,0.0010230364443691606,bayes_h1_marginal_boundary,1.0000000033129663,H1,interior,13057.580036396497,13057.196268449401,-0.38376794709688455,42.592139724809385,False,39,222,444,78,bayes_h1_marginal_boundary,measured_graph,0.06960184605359812,46,h1_z,2.2
0.00015848931924611142,0.001584893192461114,1e-05,1.1709563946915776e-05,0.00011443329317657985,0.0009534595570972233,bayes_h1_marginal_boundary,1.000000001658216,H1,interior,13751.70014433783,13751.223767264828,-0.47637707300245236,87.57388370636545,False,36,229,458,72,bayes_h1_marginal_boundary,measured_graph,0.03820290553164147,47,h1_z,2.2
0.00015848931924611142,0.0019952623149688807,1e-05,1.743658278449832e-05,0.00014295511058582107,0.0014615829207224157,bayes_h1_marginal_boundary,1.0000000006241854,H1,periphery,10306.551013114027,10306.074636041025,-0.47637707300245236,97.92719634376408,False,24,173,346,48,bayes_h1_marginal_boundary,measured_graph,0.054153375617610015,48,h1_z,2.3000000000000003
0.00019952623149688788,0.001584893192461114,6.309573444801929e-05,6.967539415927043e-05,0.00021008158434236316,0.0011169424762106747,bayes_h1_marginal_boundary,1.0000000004752148,H1,periphery,7093.325630763087,7092.94186281599,-0.38376794709688455,46.91806678975081,False,16,120,240,32,bayes_h1_marginal_boundary,measured_graph,0.0688539633426559,49,h1_z,1.4000000000000004
0.00012589254117941674,0.001,3.9810717055349695e-05,4.554346676284277e-05,0.00012719848722773212,0.000703105530074053,bayes_h1_marginal_boundary,1.0000000340533388,H1,periphery,11601.162312077942,11600.583325879034,-0.5789861989080206,123.86199223918811,False,27,190,380,54,bayes_h1_marginal_boundary,measured_graph,0.022602452346392098,50,h1_z,1.4000000000000004
5.011872336272725e-05,0.000630957344480193,1e-05,1e-05,4.30265241379841e-05,0.00036618867318478617,bayes_h1_marginal_boundary,1.0000000016116446,H1,periphery,10214.676088858972,10213.586666156441,-1.089422702530293,26.04176755014487,False,22,171,342,44,bayes_h1_marginal_boundary,measured_graph,0.052281641417555876,51,h1_z,1.7999999999999998
0.1,0.1,1e-05,1.4839272343083687e-05,0.00033664493294494996,0.09167333580176432,bayes_h1_marginal_boundary,1.0000000013663022,H1,periphery,6521.447952862419,6519.784631314772,-1.663321547646544,7.081259468623102,True,20,118,236,40,bayes_h1_marginal_boundary,measured_graph,0.5018494129835056,52,h1_z,4.0
0.0007943282347242822,0.012589254117941675,1e-05,1.6987645856427494e-05,0.0004966665171162168,0.006171007797355387,bayes_h1_marginal_boundary,1.000000000075764,H1,periphery,4943.84519161442,4943.807078422757,-0.03811319166347554,17.44011864728418,False,18,97,194,36,bayes_h1_marginal_boundary,measured_graph,6.239537479280458,53,h1_z,3.1
