ablation,D,chi2,delta_chi2
dc_only,1e-06,25.98413808937492,0.0
dc_only,1.4677992676220705e-06,25.98413808937492,0.0
dc_only,2.1544346900318822e-06,25.98413808937492,0.0
dc_only,3.162277660168379e-06,25.98413808937492,0.0
dc_only,4.641588833612782e-06,25.98413808937492,0.0
dc_only,6.8129206905796085e-06,25.98413808937492,0.0
dc_only,1e-05,25.98413808937492,0.0
dc_only,1.4677992676220675e-05,25.98413808937492,0.0
dc_only,2.1544346900318823e-05,25.98413808937492,0.0
dc_only,3.1622776601683795e-05,25.98413808937492,0.0
dc_only,4.641588833612772e-05,25.98413808937492,0.0
dc_only,6.812920690579608e-05,25.98413808937492,0.0
dc_only,0.0001,25.98413808937492,0.0
dc_only,0.0001467799267622069,25.98413808937492,0.0
dc_only,0.00021544346900318823,25.98413808937492,0.0
dc_only,0.00031622776601683794,25.98413808937492,0.0
dc_only,0.00046415888336127773,25.98413808937492,0.0
dc_only,0.0006812920690579609,25.98413808937492,0.0
dc_only,0.001,25.98413808937492,0.0
dc_only,0.0014677992676220691,25.98413808937492,0.0
dc_only,0.002154434690031882,25.98413808937492,0.0
dc_only,0.0031622776601683794,25.98413808937492,0.0
dc_only,0.004641588833612777,25.98413808937492,0.0
dc_only,0.006812920690579608,25.98413808937492,0.0
dc_only,0.01,25.98413808937492,0.0
dc_only,0.014677992676220676,25.98413808937492,0.0
dc_only,0.021544346900318822,25.98413808937492,0.0
dc_only,0.03162277660168379,25.98413808937492,0.0
dc_only,0.046415888336127725,25.98413808937492,0.0
dc_only,0.06812920690579609,25.98413808937492,0.0
dc_only,0.1,25.98413808937492,0.0
h1_free_boundary,1e-06,1138.0121940488345,16.718502777885533
h1_free_boundary,1.4677992676220705e-06,1138.0088416084961,16.71515033754713
h1_free_boundary,2.1544346900318822e-06,1138.0039212784372,16.710230007488235
h1_free_boundary,3.162277660168379e-06,1137.9967000273011,16.70300875635212
h1_free_boundary,4.641588833612782e-06,1137.98610241104,16.692411140091053
h1_free_boundary,6.8129206905796085e-06,1137.9705509838946,16.676859712945543
h1_free_boundary,1e-05,1137.9477326823196,16.6540414113706
