run_name,model_family,lambda_q,lambda_k,lambda_b,lambda_delta,message_passing_layers,weighting_regime,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,delta_mean,delta_std,delta_mean_abs,delta_rms,delta_min_observed,delta_max_observed,delta_saturation_fraction,conductance_ratio_mean,conductance_ratio_median,conductance_ratio_min,conductance_ratio_max,conductance_ratio_p05,conductance_ratio_p95,convergence_status,solver_success,runtime_seconds,graph_path,output_dir,boundary_role_constraint_count,pressure_range_pa,K,selected_step2_run_name,selection_category,selection_rank_within_regime,best_epoch,best_val_total,pressure_constraint_labels,pressure_solver_constraint_residual_l2,pressure_solver_constraint_residual_max,sign_flip_fraction
q_100__k_0p1__delta_0p1__K_0,gnn,100.0,0.1,100.0,0.1,0,flow_prioritized,0.03263699190829995,0.01877663422013316,0.9467902660972424,0.06994276549405219,0.03497124846851763,0.13206258325402714,1.15147691728823,2.0290206199073735,-0.0040679872035980225,10.823992729187012,4.039879724725341,7.334677124023438,0.0007724016904830933,9.703602492809296,0.0015448033809661865,,,0.003609626340228278,0.00486542796716094,-0.0244962587683726,0.28047926021621655,0.24357419685764173,0.2815469447624745,-0.5,0.4999985992908478,0.027773266658186913,1.0146352048138625,0.9706506133079529,0.6065306663513184,1.6487189531326294,0.6190200924873352,1.5006239175796507,True,True,529.9518805609987,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/q_100__k_0p1__delta_0p1__K_0,2,10.82806071639061,0,q_100__k_0p1__delta_0p1,flow_prioritized,1,100.0,1.837627404966052,equal-a-equal-v,0.005104782525449991,0.00486542796716094,0.09961608405738533
q_100__k_0p1__delta_0p1__K_1,gnn,100.0,0.1,100.0,0.1,1,flow_prioritized,0.028017575589218368,0.016611639440443866,0.812782254015561,0.07110219750159327,0.0355840780778234,0.13439160130883016,1.1940973383695042,2.062655427368361,-0.0018769418820738792,10.719194412231445,4.029551961860606,7.657677402496338,-0.0009384709410369396,9.54881751537323,0.0018769418820738792,,,0.004387368721244886,0.005913974717259407,-0.04085418552041938,0.4088497900279213,0.3865624364778002,0.4108858908266547,-0.49999767541885376,0.49989911913871765,0.22787071764469147,1.043741470384621,0.86814284324646,0.6065320372581482,1.6485549211502075,0.6072163581848145,1.6462941884994506,True,True,520.033946607,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/q_100__k_0p1__delta_0p1__K_1,2,10.72107135411352,1,q_100__k_0p1__delta_0p1,flow_prioritized,1,89.0,1.3675982440610515,equal-a-equal-v,0.006204676348716021,0.005913974717259407,0.10183875530410184
q_100__k_0p1__delta_0p1__K_2,gnn,100.0,0.1,100.0,0.1,2,flow_prioritized,0.026681625961048925,0.015730594087430123,0.7740267183491325,0.07060427239032976,0.0350777765669878,0.13029612924621967,1.1971190098242213,2.0482107552026707,-0.0006401644204743207,11.097179412841797,4.133784490675312,7.97894965171814,-0.0003200822102371603,9.930455684661865,0.0006401644204743207,,,0.00420304771108884,0.005909434054046869,-0.048165910640925715,0.40483814992872386,0.3806980122502127,0.4076933683365262,-0.49997469782829285,0.4999092221260071,0.262790322303772,1.0349463330415698,0.8606711030006409,0.6065459847450256,1.6485716104507446,0.606746518611908,1.6472091913223266,True,True,521.6744744949974,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/q_100__k_0p1__delta_0p1__K_2,2,11.097819577262271,2,q_100__k_0p1__delta_0p1,flow_prioritized,1,100.0,1.2781334090448913,equal-a-equal-v,0.005944007076323032,0.005909434054046869,0.09900990099009901
q_100__k_0p1__delta_0p1__K_3,gnn,100.0,0.1,100.0,0.1,3,flow_prioritized,0.025935158218955905,0.015348193450633044,0.7523718920049949,0.07104805440450346,0.035505021636286715,0.13256364999854656,1.200725933611646,2.0610847508352714,0.0,10.70592975616455,3.961494818489169,7.611881136894226,0.0002775103785097599,9.49565064907074,0.0005550207570195198,,,0.003628571019361671,0.005101471208035946,0.013047359655846998,0.41070867293736,0.38323586176171043,0.41091586440530353,-0.49999377131462097,0.4999265670776367,0.3102160096168518,1.0997070055107065,1.029799461364746,0.606534481048584,1.6486002206802368,0.606672179698944,1.6481221914291382,True,True,521.7797936709976,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/q_100__k_0p1__delta_0p1__K_3,2,10.70592975616455,3,q_100__k_0p1__delta_0p1,flow_prioritized,1,100.0,1.1603037018414972,equal-a-equal-v,0.005131574347615242,0.005101471208035946,0.09618104667609619
q_100__k_0p1__delta_0p1__K_4,gnn,100.0,0.1,100.0,0.1,4,flow_prioritized,0.025200092570008024,0.014891015905296826,0.731047837284458,0.07146970449704744,0.035542827940890045,0.13438072134002899,1.2095507971945918,2.073316705435785,0.0,10.801329612731934,4.089611301685402,7.796933231353759,0.0006020350265316665,9.686334490776062,0.001204070053063333,,,0.00434695746678478,0.006028457079082727,-0.03969678386403052,0.4258687364929623,0.40191677619226696,0.4277148762566747,-0.4999903738498688,0.4998798370361328,0.43917492032051086,1.0517155224866095,0.9125118851661682,0.6065365076065063,1.648523211479187,0.606550145149231,1.6479995250701904,True,True,522.4988714609935,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/datasets/somite21_mosaic_cut_pipeline_ready.gpickle,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/q_100__k_0p1__delta_0p1__K_4,2,10.801329612731934,4,q_100__k_0p1__delta_0p1,flow_prioritized,1,98.0,1.1394870977921465,equal-a-equal-v,0.006147526204586029,0.006028457079082727,0.09052333804809053
