ablation,D,chi2,delta_chi2
measured_free_boundary,1e-06,81607.4627271568,0.0
measured_free_boundary,1.3058823191183775e-06,81607.47798163378,0.01525447698077187
measured_free_boundary,1.7053286313859887e-06,81607.4979007642,0.03517360739351716
measured_free_boundary,2.2269585080133038e-06,81607.52391313309,0.06118597628665157
measured_free_boundary,2.908145741024809e-06,81607.55788307154,0.09515591473609675
measured_free_boundary,3.7976961046237105e-06,81607.60224346824,0.1395163114357274
measured_free_boundary,4.959344196412829e-06,81607.66017298267,0.19744582586281467
measured_free_boundary,6.476319900517853e-06,81607.7358219647,0.2730948078969959
measured_free_boundary,8.457311651040738e-06,81607.83461034838,0.3718831915757619
measured_free_boundary,1.1044253752367952e-05,81607.9636160408,0.5008888839947758
measured_free_boundary,1.4422495703074076e-05,81608.13208182962,0.6693546728201909
measured_free_boundary,1.883408213620521e-05,81608.35207713315,0.8893499763507862
measured_free_boundary,2.4595094858493616e-05,81608.63936326782,1.1766361110203434
measured_free_boundary,3.211829951274613e-05,81609.01452150925,1.55179435244645
measured_free_boundary,4.194271945384357e-05,81609.50442716673,2.0417000099259894
measured_free_boundary,5.477225575051662e-05,81610.1441730269,2.6814458700973773
measured_free_boundary,7.15261203628294e-05,81610.97957971209,3.516852555287187
measured_free_boundary,9.340469593695185e-05,81612.0704702022,4.607743045402458
measured_free_boundary,0.00012197554094669347,81613.49493827578,6.032211118974374
measured_free_boundary,0.00015928570228718652,81615.35490569386,7.8921785370621365
measured_free_boundary,0.00020800838230519039,81617.78334270326,10.320615546457702
measured_free_boundary,0.00027163446868076383,81620.95361696879,13.4908898119902
measured_free_boundary,0.0003547226499133238,81625.09152611,17.628798953199293
measured_free_boundary,0.0004632260367126272,81630.49062226454,23.027895107734366
measured_free_boundary,0.0006049186910983003,81637.53136586434,30.06863870754023
measured_free_boundary,0.0007899526232095012,81646.70423835014,39.24151119333692
measured_free_boundary,0.0010315851635904682,81658.63571886852,51.17299171171908
measured_free_boundary,0.00134712882579763,81674.1129092332,66.65018207639514
measured_free_boundary,0.0017591917151838243,81694.09521872496,86.63249156816164
measured_free_boundary,0.0022972973567980865,81719.68491869229,112.2221915354894
measured_free_boundary,0.003000000000000001,81751.99260381,144.52987665319233
measured_fixed_mosaic_pressure,1e-06,216500.02425554802,20.92766352277249
measured_fixed_mosaic_pressure,1.3058823191183775e-06,216500.02196885837,20.925376833125483
