D,delta_chi2,log_likelihood,log_posterior,log_prior,neg2_delta_logpost,objective,observation_source,posterior_prob,tile_group,weight_mode
1e-05,126.1947371600545,59105.713445872665,59103.34575928879,-2.3676865838692702,126.1947371600545,bayes_h1_marginal_boundary,measured_graph,3.9551321885282815e-28,all,h1_z
0.0001,53.40599860376096,59140.43172389176,59139.74012856694,-0.6915953248135883,53.40599860376096,bayes_h1_marginal_boundary,measured_graph,2.529500402938463e-12,all,h1_z
0.001,-0.0,59166.458631934576,59166.44312786882,-0.015504065757907535,-0.0,bayes_h1_marginal_boundary,measured_graph,0.9999999999974705,all,h1_z
0.01,278.78964714636095,59027.38771710234,59027.04830429564,-0.3394128067022262,278.78964714636095,bayes_h1_marginal_boundary,measured_graph,2.8946583766595966e-61,all,h1_z
0.1,848.4576859982772,58743.87760641733,58742.21428486968,-1.663321547646544,848.4576859982772,bayes_h1_marginal_boundary,measured_graph,5.7511463764627344e-185,all,h1_z
