D,delta_chi2,log_likelihood,log_posterior,log_prior,neg2_delta_logpost,objective,observation_source,posterior_prob,tile_group,weight_mode
1e-05,40.04124690069875,20407.518552634145,20405.150866050277,-2.3676865838692702,40.04124690069875,bayes_h1_marginal_boundary,measured_graph,1.1508363851132946e-09,arterial_end,h1_z
0.0001,0.563541852774506,20425.581313899052,20424.88971857424,-0.6915953248135883,0.563541852774506,bayes_h1_marginal_boundary,measured_graph,0.43001966294777355,arterial_end,h1_z
0.001,-0.0,20425.186993566385,20425.171489500626,-0.015504065757907535,-0.0,bayes_h1_marginal_boundary,measured_graph,0.56998033590139,arterial_end,h1_z
0.01,103.10248981024051,20373.959657402207,20373.620244595506,-0.3394128067022262,103.10248981024051,bayes_h1_marginal_boundary,measured_graph,2.3304440214677926e-23,arterial_end,h1_z
0.1,433.0429089126337,20210.313356591956,20208.65003504431,-1.663321547646544,433.0429089126337,bayes_h1_marginal_boundary,measured_graph,5.269713311350261e-95,arterial_end,h1_z
