D_hat,D_hi_lr3,D_lo_lr3,D_p025,D_p500,D_p975,ablation,chi2_h1_red_at_mode,harmonics,location,log_likelihood_at_mode,log_posterior_at_mode,log_prior_at_mode,max_neg2_delta_logpost,mode_at_grid_boundary,n_boundary,n_h1,n_obs,n_params_marginalized,objective,observation_source,sigma_h1_nL_s_at_mode,tile_id,weight_mode,width_decades_lr3
0.001,0.001,0.001,0.00012246687757309414,0.0005499831357642759,0.0009774993939554576,bayes_h1_marginal_boundary,1.00000001902138,H1,interior,13902.900266736633,13902.884762670876,-0.015504065757907535,229.63301206820324,False,35,231,462,70,bayes_h1_marginal_boundary,measured_graph,0.03561052406553019,22,h1_z,0.0
