edge_id,source_node,target_node,selected_for_radius_correction,snr,tile_id,original_radius_m,corrected_radius_m,radius_ratio,radius_percent_change,original_poiseuille_conductance,corrected_poiseuille_conductance,original_delta,selection_strategy,p_original_flow_nl_s,p_original_flow_residual_nl_s,observed_flow_nl_s,p_corrected_flow_nl_s,p_corrected_flow_residual_nl_s,g_original_flow_nl_s,g_original_flow_residual_nl_s,fixed_weight_delta,g_fixed_flow_nl_s,g_fixed_flow_residual_nl_s,retrained_delta,g_retrained_flow_nl_s,g_retrained_flow_residual_nl_s
374,3288,3492,False,17.332685283867818,-1,2.0213692550896667e-05,2.0213692550896667e-05,1.0,0.0,4.57082011547862e-13,4.57082011547862e-13,0.4704971015453338,low_snr_20pct,-0.001667966480063,0.0253879938024516,-0.0270559585884488,-0.0020958750312799,0.0249600835571688,0.0128099899739027,0.0398659519851207,0.4747424125671386,0.0109313633292913,0.0379873216152191,0.47581747174263,0.0150027303025126,0.0420586876571178
375,3288,3391,False,16.727455004679758,-1,1.9136590708512813e-05,1.9136590708512813e-05,1.0,0.0,1.654926934016953e-13,1.654926934016953e-13,0.4950915277004242,low_snr_20pct,0.0009867979363533,0.0274712430664989,-0.0264844451301456,0.0010088099933118,0.0274932551234575,0.0117426821961998,0.0382271260023117,0.4953955709934234,0.0131339998915791,0.0396184436976909,0.4944953620433807,0.015249328687787,0.0417337752878665
376,3306,3311,False,9.501613314100366,-1,4.8454327043145895e-05,4.8454327043145895e-05,1.0,0.0,1.4087512210174452e-11,1.4087512210174452e-11,-0.4961374402046203,low_snr_20pct,0.005748578408405,0.109771081909974,-0.104022503501569,0.0044846934427525,0.1085071969443216,-0.0105562163516879,0.0934662818908691,-0.4962246417999267,-0.0044106454588472,0.0996118634939193,-0.4851242899894714,0.0026868174318224,0.1067093163728714
377,3311,3396,False,7.746431336644753,-1,4.637561869458296e-05,4.637561869458296e-05,1.0,0.0,1.1428439021005907e-11,1.1428439021005907e-11,-0.4957809150218963,low_snr_20pct,0.0058550229213041,0.0773322776461186,-0.071477261501078,0.0042752272770942,0.0757524887781723,0.025881890207529,0.0973591431975364,-0.4958871304988861,0.0308472216129302,0.102324478328228,-0.4845603406429291,0.0408295355737209,0.1123067960143089
378,3311,3324,False,18.52467012878014,-1,2.08145229407819e-05,2.08145229407819e-05,1.0,0.0,1.1213668707221608e-13,1.1213668707221608e-13,0.4943816661834717,low_snr_20pct,0.0004710349160889,-0.0045062094560413,0.0049772443721303,0.0008360922991306,-0.0041411520729997,-0.0112284487113356,-0.0162056926637887,0.494680643081665,-0.0115301730111241,-0.0165074188262224,0.4934861660003662,-0.0155830411240458,-0.0205602850764989
379,3324,3340,False,,-1,3.653667590697296e-05,3.653667590697296e-05,1.0,0.0,6.603077425217957e-12,6.603077425217957e-12,-0.494789570569992,low_snr_20pct,0.0036390593704106,0.0036390593704106,0.0,0.0053497309223337,0.0053497309223337,-0.1028002575039863,-0.1028002575039863,-0.4949429035186767,-0.1010337993502616,-0.1010337993502616,-0.4820060133934021,-0.1176112294197082,-0.1176112294197082
380,3340,3501,False,16.181205563109344,-1,2.973072332679294e-05,2.973072332679294e-05,1.0,0.0,7.67623988195625e-13,7.67623988195625e-13,0.2690026760101318,low_snr_20pct,0.0096638234591797,-0.0168861616922926,0.0265499885396041,0.0102846486345732,-0.0162653399050308,0.1006919294595718,0.0741419419646263,0.2813870906829834,0.1039080843329429,0.0773580968379974,0.3084047436714172,0.0945212543010711,0.0679712668061256
381,3372,3613,False,,-1,5.026009239372797e-05,5.026009239372797e-05,1.0,0.0,1.8439049993161543e-11,1.8439049993161543e-11,-0.4958972036838531,low_snr_20pct,0.0001735479982277,0.0001735479982277,0.0,0.0034962881555026,0.0034962881555026,-0.0860639661550521,-0.0860639661550521,-0.4959527254104614,-0.0892819538712501,-0.0892819538712501,-0.43826425075531,-0.111138716340065,-0.111138716340065
382,3372,3455,False,13.171147077193073,-1,4.344894841779024e-05,4.344894841779024e-05,1.0,0.0,6.8424176382011875e-12,6.8424176382011875e-12,-0.493681788444519,low_snr_20pct,0.0003820982036327,0.1123287236757737,-0.1119466322484045,-0.0028910411865585,0.109055591061846,0.0546432510018348,0.1665898710489273,-0.4938208758831024,0.0589094460010528,0.170856088399887,-0.3453328907489776,0.0778060182929039,0.1897526383399963
383,3391,3396,False,21.19078138099597,-1,3.372096398379654e-05,3.372096398379654e-05,1.0,0.0,1.3564727341372985e-12,1.3564727341372985e-12,-0.2740948796272278,low_snr_20pct,-0.0007215453337559,-0.0609189503914114,0.0601974050576555,0.0011070912261818,-0.0590903138314737,-0.1009023264050483,-0.1610997319221496,-0.2753286957740783,-0.0999605432152748,-0.1601579338312149,-0.2539101839065552,-0.1209695860743522,-0.1811669766902923
384,3396,3489,False,6.510368857630677,-1,2.744294215517584e-05,2.744294215517584e-05,1.0,0.0,8.162806893983246e-13,8.162806893983246e-13,0.2495649456977844,low_snr_20pct,0.0057135391964759,0.0182494972197986,-0.0125359580233227,0.0060116177139112,0.0185475757372339,0.0287639368325471,0.0412998981773853,0.2680956125259399,0.0327036492526531,0.0452396087348461,0.2799850702285766,0.0265500210225582,0.0390859805047512
385,3407,8200,True,1.1717402167555728,-1,2.556510844442528e-05,2.871656353465037e-05,1.1232717278346729,12.327172783467288,4.538388273103834e-13,7.225051724750326e-13,0.4649824500083923,low_snr_20pct,0.0051640799350204,0.0169413225954001,-0.0117772426603797,0.0064165092035777,0.0181937518639574,0.0280987042933702,0.0398759469389915,0.3336617946624756,0.0270313862711191,0.0388086289167404,0.3532070517539978,0.0230032857507467,0.034780528396368
386,3407,7512,False,6.183588924020258,-1,2.236075488326605e-05,2.236075488326605e-05,1.0,0.0,2.8222688552125485e-13,2.8222688552125485e-13,0.4896285831928253,low_snr_20pct,0.001737825628267,0.0127653492626366,-0.0110275236343696,0.000886253590267,0.0119137772246366,0.0457314290106296,0.05675895139575,0.4905698597431183,0.0420336797833442,0.0530612058937549,0.4906364679336548,0.047149684280157,0.0581772103905677
387,3432,8214,False,15.20730375982558,-1,2.5877456209855158e-05,2.5877456209855158e-05,1.0,0.0,5.685645287197792e-13,5.685645287197792e-13,0.4342447817325592,low_snr_20pct,0.0007299198955658,0.0272977757481594,-0.0265678575466594,-0.0001902386103998,0.0263776189362596,0.0720860064029693,0.0986538603901863,0.4413853287696838,0.0742331892251968,0.1008010506629943,0.4485993087291717,0.0867048949003219,0.1132727563381195
388,3432,3489,False,9.141955115164736,-1,2.1617766833514903e-05,2.1617766833514903e-05,1.0,0.0,3.409254994175184e-13,3.409254994175184e-13,0.4871045351028442,low_snr_20pct,-0.0023084991475238,-0.0231220451432748,0.0208135459957509,-0.0019029897473224,-0.0227165357430733,-0.0582693554461002,-0.0790828987956047,0.4885111451148987,-0.0618203468620777,-0.0826338902115821,0.4889411926269531,-0.0681160613894462,-0.0889296010136604
389,3432,8221,False,16.39682987624729,-1,2.3182585209724493e-05,2.3182585209724493e-05,1.0,0.0,4.270547624574898e-13,4.270547624574898e-13,0.4766496121883392,low_snr_20pct,0.0021869374258569,-0.0064738533341068,0.0086607907599637,0.002751783676074,-0.0059090070838896,-0.000823714537546,-0.0094845052808523,0.479430079460144,-0.0006636268808506,-0.0093244174495339,0.4812898337841034,-0.0056919734925031,-0.0143527630716562
390,3455,3472,False,19.71553466248122,-1,3.12997872242704e-05,3.12997872242704e-05,1.0,0.0,1.1826800973716657e-12,1.1826800973716657e-12,-0.1645774990320205,low_snr_20pct,-0.0016941211634084,0.0786566100592606,-0.0803507379989326,-0.00356232411462,0.0767884138843126,0.0211954247206449,0.1015461608767509,-0.1592527776956558,0.0238903276622295,0.1042410656809806,-0.1470526456832885,0.0396771542727947,0.1200278848409652
391,3455,3491,False,9.212667520681745,-1,3.1527775718132034e-05,3.1527775718132034e-05,1.0,0.0,9.076700358505913e-13,9.076700358505913e-13,0.1109701097011566,low_snr_20pct,0.0026378577446683,0.0528818362373789,-0.0502439751045788,0.00128260640549,0.0515265815100688,0.0869437307119369,0.1371877044439315,0.1206441670656204,0.0856034532189369,0.1358474344015121,0.153850257396698,0.1043580770492553,0.15460205078125
392,3472,3489,False,27.089429244303897,-1,2.3347101887338795e-05,2.3347101887338795e-05,1.0,0.0,4.375143563209166e-13,4.375143563209166e-13,0.4747315645217895,low_snr_20pct,-0.0039908330004383,0.0004101231886651,-0.0044009561891034,-0.0047440384140593,-0.0003430822249558,-0.0194103177636861,-0.0150093613192439,0.4777583479881286,-0.0204555448144674,-0.0160545893013477,0.4800285100936889,-0.0111532360315322,-0.00675227958709
393,3472,3481,False,19.963531279734244,-1,2.840197157638613e-05,2.840197157638613e-05,1.0,0.0,8.737075930129526e-13,8.737075930129526e-13,0.1797158420085907,low_snr_20pct,0.0028756154460396,0.0827529975527287,-0.079877382106689,0.0018104905731087,0.0816878726797977,0.0587860979139804,0.1386634856462478,0.1975996047258377,0.0614885613322258,0.1413659453392028,0.2119865864515304,0.0741611346602439,0.1540385037660598
394,3481,8221,False,17.560284593224253,-1,3.6616751458495855e-05,3.6616751458495855e-05,1.0,0.0,4.336899652094137e-12,4.336899652094137e-12,-0.4911483228206634,low_snr_20pct,-0.002257947585957,0.0934497145871305,-0.0957076486205604,-0.003859347229003,0.0918483013915573,0.0530771315097808,0.1487847864627838,-0.4914889931678772,0.0624451786279678,0.1581528335809707,-0.4778352379798889,0.0802891477942466,0.1759968101978302
395,3481,8275,False,20.18251749842343,-1,3.634214954217896e-05,3.634214954217896e-05,1.0,0.0,2.9916449138071045e-12,2.9916449138071045e-12,-0.4807091057300567,low_snr_20pct,0.0057323869501017,0.0110228674942585,-0.0052904801206403,0.0063189170320103,0.0116093971526507,0.0137703660875558,0.0190608464181423,-0.4815505743026733,0.0053435638546943,0.0106340441852808,-0.4661267101764679,0.0037367031909525,0.0090271830558776
396,3491,3652,False,,-1,4.166418148088269e-05,4.166418148088269e-05,1.0,0.0,9.948900245845164e-12,9.948900245845164e-12,-0.495754063129425,low_snr_20pct,-0.0020850438092252,-0.0020850438092252,0.0,0.0016673891212304,0.0016673891212304,-0.0962698310613632,-0.0962698310613632,-0.4958621859550476,-0.0945782214403152,-0.0945782214403152,-0.4844220280647278,-0.1175203025341034,-0.1175203025341034
397,3491,8289,False,20.75633003283057,-1,4.867012103204616e-05,4.867012103204616e-05,1.0,0.0,1.1876462601026102e-11,1.1876462601026102e-11,-0.4955142438411712,low_snr_20pct,0.0053072157976121,0.315267254119442,-0.3099600383218298,0.0002496057600094,0.3102096440818393,-0.0182515680789947,0.2917084693908691,-0.4956344068050384,-0.0128174070268869,0.2971426248550415,-0.4845570921897888,0.0188919212669134,0.328851968050003
398,3501,3613,False,23.106609759590214,-1,5.563274316955358e-05,5.563274316955358e-05,1.0,0.0,1.8897959561822218e-11,1.8897959561822218e-11,-0.4960906207561493,low_snr_20pct,0.0128220738944439,0.1209404086005929,-0.108118334706149,0.0102403013775868,0.1183586360837358,0.0376323163509368,0.1457506567239761,-0.4961691200733185,0.0455466322600841,0.1536649614572525,-0.4851177036762237,0.0594773404300212,0.1675956696271896
399,3501,3506,False,,-1,4.453687142813578e-05,4.453687142813578e-05,1.0,0.0,1.2099785823862186e-11,1.2099785823862186e-11,-0.4960613846778869,low_snr_20pct,-0.0026075574703209,-0.0026075574703209,0.0,0.0006445674030259,0.0006445674030259,-0.0662072673439979,-0.0662072673439979,-0.4961522817611694,-0.0698598474264144,-0.0698598474264144,-0.4849149584770202,-0.0987917259335517,-0.0987917259335517
400,3506,3535,False,43.09492259237347,-1,3.0142800824251023e-05,3.0142800824251023e-05,1.0,0.0,1.1558494652005089e-12,1.1558494652005089e-12,-0.1437892615795135,low_snr_20pct,0.001358848476347,-0.1060179122726125,0.1073767607489596,0.0044132656954094,-0.1029634950535502,-0.0489179901778698,-0.1562947481870651,-0.1350069046020507,-0.0517412647604942,-0.1591180264949798,-0.1266853064298629,-0.0837926119565963,-0.1911693662405014
401,3530,3535,False,18.94809059777747,-1,2.8134156309533864e-05,2.8134156309533864e-05,1.0,0.0,9.190068293462149e-13,9.190068293462149e-13,0.1266058087348938,low_snr_20pct,-0.0020229266480383,-0.1707834535768414,0.1687605133762759,5.466404549210962e-05,-0.1687058493307838,-0.0613095946609973,-0.2300701141357422,0.145964503288269,-0.0660930201411247,-0.2348535358905792,0.1584965735673904,-0.0958763733506202,-0.2646369040012359
402,3530,3690,False,28.41105362979156,-1,3.487410140223801e-05,3.487410140223801e-05,1.0,0.0,2.487754599314539e-12,2.487754599314539e-12,-0.470389574766159,low_snr_20pct,0.0065597467101231,-0.0108476375532953,0.0174073859574843,0.0087421855439972,-0.0086652004134871,-0.0612590573728084,-0.078666441142559,-0.4715450406074524,-0.0533526465296745,-0.0707600340247154,-0.4555312991142273,-0.0591771565377712,-0.0765845477581024
403,3530,3621,False,26.497090114284788,-1,4.9156471504829824e-05,4.9156471504829824e-05,1.0,0.0,7.792076061430949e-12,7.792076061430949e-12,-0.4927184283733368,low_snr_20pct,-0.0039895654156327,0.3210227769274651,-0.3250123423430978,-0.0082000370239094,0.3168123053191884,-0.0445482656359672,0.2804640829563141,-0.4929994642734527,-0.0394120328128337,0.2856003046035766,-0.480812519788742,-0.0098773166537284,0.3151350021362304
404,3535,3584,False,24.044739332174817,-1,3.745849971892312e-05,3.745849971892312e-05,1.0,0.0,3.776598510530262e-12,3.776598510530262e-12,-0.4880638420581817,low_snr_20pct,-0.0001481656501116,-0.2666738723197824,0.2665257066696708,0.005033062572805,-0.2614926440968658,-0.1017251834273338,-0.3682509064674377,-0.4885766208171844,-0.1137437298893928,-0.3802694380283355,-0.4743458330631256,-0.1449999362230301,-0.4115256369113922
405,3559,3578,False,37.63788501297843,-1,1.821981459215749e-05,1.821981459215749e-05,1.0,0.0,2.822279092960835e-13,2.822279092960835e-13,0.4908904433250427,low_snr_20pct,0.002593275436039,-0.0407762717481821,0.0433695471842212,0.0035379498945298,-0.0398315972896913,-0.1327836364507675,-0.1761531829833984,0.4918360412120819,-0.1154992580413818,-0.1588688045740127,0.4911967813968658,-0.1174429506063461,-0.160812497138977
406,3559,3592,True,4.642060542109193,-1,1.5021899343992118e-05,1.7007818919827104e-05,1.1322016297911914,13.220162979119143,1.0007434124334153e-13,1.6444392829445368e-13,0.4966563284397125,low_snr_20pct,0.000788410855766,0.0079322884269746,-0.0071438775712086,0.0014517899076384,0.008595667478847,-0.0420981906354427,-0.0349543131887912,0.4958104193210602,-0.0524166338145732,-0.0452727600932121,0.4948072731494903,-0.0506628528237342,-0.0435189753770828
407,3559,3584,False,36.42868852468944,-1,2.822306487360038e-05,2.822306487360038e-05,1.0,0.0,1.2736104441009099e-12,1.2736104441009099e-12,-0.2547369599342346,low_snr_20pct,-0.0028926018447639,0.099898417395451,-0.1027910056876878,-0.0044518755747276,0.0983391301129601,0.0377815291285514,0.1405725479125976,-0.2458409965038299,0.0406117253005504,0.1434027254581451,-0.233899176120758,0.0629751160740852,0.1657661199569702
408,3575,3578,False,,-1,2.280070293636527e-05,2.280070293636527e-05,1.0,0.0,8.826442670728689e-13,8.826442670728689e-13,0.1495123654603958,low_snr_20pct,-0.0022392304871633,-0.0480581631737505,0.0458189326865872,-0.0026160134002333,-0.0484349460868206,0.0522360019385814,0.0064170709811151,0.1845379918813705,0.0399269163608551,-0.0058920155279338,0.2071862369775772,0.0379382595419883,-0.0078806728124618
409,3575,3592,False,,-1,2.022275839408394e-05,2.022275839408394e-05,1.0,0.0,5.74885276992051e-13,5.74885276992051e-13,0.4288328886032104,low_snr_20pct,-0.0022117514678049,0.0564677841008979,-0.0586795355687029,-0.0038351436860517,0.0548443918826511,0.0732067376375198,0.131886288523674,0.439888596534729,0.0836487486958503,0.1423282921314239,0.4436943531036377,0.0911421552300453,0.1498216986656189
410,3575,6075,False,22.313059396888807,-1,3.0934072128729895e-05,3.0934072128729895e-05,1.0,0.0,2.3544124808225838e-12,2.3544124808225838e-12,-0.472263753414154,low_snr_20pct,0.0048984673434203,-0.1020781076074112,0.1069765749508316,0.0069490095948798,-0.1000275653559518,-0.0638944581151008,-0.1708710342645645,-0.4728942513465881,-0.068671278655529,-0.1756478548049926,-0.4526505470275879,-0.0716106370091438,-0.1785872131586074
411,3578,5985,False,34.31984442356886,-1,1.8763268599286675e-05,1.8763268599286675e-05,1.0,0.0,2.871158523847347e-13,2.871158523847347e-13,0.4909731745719909,low_snr_20pct,0.0008054101188031,-0.0667025397949604,0.0675079566900271,0.0014233176362702,-0.0660846390537569,-0.0855614989995956,-0.1530694514513015,0.4919182360172272,-0.0849851071834564,-0.1524930596351623,0.491393506526947,-0.083393819630146,-0.1509017795324325
412,3592,3689,False,36.24063418170291,-1,2.0284966012695804e-05,2.0284966012695804e-05,1.0,0.0,1.9869334695215511e-13,1.9869334695215511e-13,0.4941439628601074,low_snr_20pct,-0.0009510593928472,0.066153546983961,-0.0671046063768082,-0.001859974873162,0.0652446315036462,0.1016721799969673,0.1687767952680587,0.4945644736289978,0.088553100824356,0.1556577086448669,0.4938912689685821,0.1034261882305145,0.1705307960510254
413,3613,3622,False,16.36153145792383,-1,5.020156095270068e-05,5.020156095270068e-05,1.0,0.0,9.333039226268397e-12,9.333039226268397e-12,-0.4939996600151062,low_snr_20pct,0.0135490441565896,0.0292581256666974,-0.0157090798160418,0.014339581700328,0.0300486615163698,-0.0230583343654871,-0.0073492527008056,-0.4942037761211395,-0.0200924724340438,-0.0043833921663463,-0.4824828207492828,-0.0265270266681909,-0.0108179468661546
414,3621,3622,False,,-1,5.382527888286859e-05,5.382527888286859e-05,1.0,0.0,2.3247217036418177e-11,2.3247217036418177e-11,-0.4965848624706268,low_snr_20pct,-0.0120678816874393,-0.0120678816874393,0.0,-0.0158389977294916,-0.0158389977294916,0.1082673892378807,0.1082673892378807,-0.496637612581253,0.1029625907540321,0.1029625907540321,-0.4858593940734863,0.1296893060207367,0.1296893060207367
415,3621,3665,False,,-1,4.778846414410509e-05,4.778846414410509e-05,1.0,0.0,1.3109507584366791e-11,1.3109507584366791e-11,-0.4959294199943542,low_snr_20pct,0.0086316443562487,0.0086316443562487,0.0,0.0082418652049107,0.0082418652049107,-0.0908531099557876,-0.0908531099557876,-0.4960238933563232,-0.0830568075180053,-0.0830568075180053,-0.4851861596107483,-0.0771471261978149,-0.0771471261978149
416,3622,3652,False,25.588100841411503,-1,3.48719404428266e-05,3.48719404428266e-05,1.0,0.0,1.576473189285085e-12,1.576473189285085e-12,-0.3563240766525268,low_snr_20pct,0.0020357187513659,0.1985483789539003,-0.1965126602025343,-0.0008952663914027,0.1956173938111316,0.1044717654585838,0.3009844124317169,-0.3592181205749511,0.1029961332678794,0.2995087802410126,-0.3419846296310425,0.1225270181894302,0.3190396726131439
417,3652,8455,False,15.546408043013187,-1,2.569979915278964e-05,2.569979915278964e-05,1.0,0.0,6.253520016291678e-13,6.253520016291678e-13,0.4123575389385223,low_snr_20pct,0.0005300672362215,-0.0277017509599351,0.0282318198902226,0.001401499867494,-0.0268303200227286,-0.0679111331701278,-0.0961429476737976,0.422086626291275,-0.0668190121650695,-0.0950508341193199,0.4295557737350464,-0.0750258415937423,-0.1032576560974121
418,3665,3721,False,27.744565735057115,-1,2.796275111904833e-05,2.796275111904833e-05,1.0,0.0,5.654191086013675e-13,5.654191086013675e-13,0.4181198477745056,low_snr_20pct,0.0018066791366042,-0.0333220912800434,0.0351287704166477,0.0026554868296413,-0.0324732835870064,-0.0178104788064956,-0.0529392473399639,0.4250387549400329,-0.0158937629312276,-0.051022533327341,0.4381387531757355,-0.0227845888584852,-0.0579133555293083
419,3665,3668,False,6.085135627383015,-1,4.172953777015209e-05,4.172953777015209e-05,1.0,0.0,6.353285037006825e-12,6.353285037006825e-12,-0.4935157895088196,low_snr_20pct,0.0073797228839433,0.115773261982787,-0.1083935255463165,0.0061906936079715,0.114584219154288,-0.0373645052313804,0.0710290297865867,-0.4937500655651092,-0.033748622983694,0.0746449083089828,-0.4819944500923157,-0.0209804084151983,0.0874131172895431
420,3668,8461,False,,-1,3.728903175215237e-05,3.728903175215237e-05,1.0,0.0,1.0485738697117031e-11,1.0485738697117031e-11,-0.495920181274414,low_snr_20pct,0.0004413781750232,0.0004413781750232,0.0,-0.0011440173098799,-0.0011440173098799,0.0786600708961486,0.0786600708961486,-0.4960131645202636,0.0771147310733795,0.0771147310733795,-0.4836199581623077,0.0933008417487144,0.0933008417487144
421,3668,8482,False,37.89007172477015,-1,3.157809260301292e-05,3.157809260301292e-05,1.0,0.0,1.1298267104018644e-12,1.1298267104018644e-12,-0.1107773557305336,low_snr_20pct,0.0074973291735048,-0.0422919383161971,0.049789267489702,0.0079432081639724,-0.0418460593257295,-0.0284382980316877,-0.0782275646924972,-0.1048710197210311,-0.0268806386739015,-0.0766699016094207,-0.0928091257810592,-0.023977305740118,-0.0737665742635726
422,3689,3690,False,,-1,3.426130933803506e-05,3.426130933803506e-05,1.0,0.0,5.308507873853928e-12,5.308507873853928e-12,-0.4935708343982696,low_snr_20pct,-0.0025778596481572,-0.0025778596481572,0.0,-0.0044645437994868,-0.0044645437994868,0.1469116806983947,0.1469116806983947,-0.4937683045864105,0.1296077519655227,0.1296077519655227,-0.4799433946609497,0.1507137417793274,0.1507137417793274
423,3689,3700,False,28.35661414158222,-1,1.9307628463138823e-05,1.9307628463138823e-05,1.0,0.0,1.4245658355894092e-13,1.4245658355894092e-13,0.4954389035701751,low_snr_20pct,0.0021623605531341,-0.0075998237600126,0.0097621834661137,0.0031898149062853,-0.0065723685598284,-0.0893580913543701,-0.0991202741861343,0.4956962466239929,-0.0845711678266525,-0.0943333506584167,0.494700938463211,-0.0935821533203125,-0.1033443361520767
424,3690,3721,False,,-1,3.7140001950319856e-05,3.7140001950319856e-05,1.0,0.0,6.414655011790383e-12,6.414655011790383e-12,-0.4944741427898407,low_snr_20pct,0.0045216973476027,0.0045216973476027,0.0,0.0048670775729445,0.0048670775729445,-0.0080552650615572,-0.0080552650615572,-0.4946451783180237,-0.010541969910264,-0.010541969910264,-0.48223876953125,-0.0003880681761074,-0.0003880681761074
425,3700,6075,False,19.08064161924763,-1,2.6542620616965e-05,2.6542620616965e-05,1.0,0.0,5.998188067310227e-13,5.998188067310227e-13,0.4178789556026459,low_snr_20pct,-0.0026779967302146,-0.0332579528864861,0.0305799595444033,-0.0020440774842477,-0.032624037028651,-0.051419448107481,-0.0819994062185287,0.4261911809444427,-0.0465586371719837,-0.077138602733612,0.4359134435653686,-0.0618228688836097,-0.0924028232693672
426,3700,3749,False,,-1,2.778008274617605e-05,2.778008274617605e-05,1.0,0.0,3.763817068977942e-12,3.763817068977942e-12,-0.4896789193153381,low_snr_20pct,0.0053057978644584,0.0053057978644584,0.0,0.0057492941512454,0.0057492941512454,-0.0312267709523439,-0.0312267709523439,-0.4898581802845001,-0.0344226546585559,-0.0344226546585559,-0.4681907892227173,-0.0256448574364185,-0.0256448574364185
427,3708,3721,False,16.643709992010233,-1,2.8003039915347472e-05,2.8003039915347472e-05,1.0,0.0,1.3265965311644777e-12,1.3265965311644777e-12,-0.2912341952323913,low_snr_20pct,-0.0068688175976314,-0.0447592610117706,0.0378904434141392,-0.0081126062830938,-0.046003049697233,0.0869059488177299,0.0490155033767223,-0.2835246920585632,0.0832995399832725,0.0454090945422649,-0.2645134031772613,0.084778219461441,0.0468877777457237
428,3708,8482,False,30.928201427934,-1,2.8762711735907945e-05,2.8762711735907945e-05,1.0,0.0,8.615849332313644e-13,8.615849332313644e-13,0.1932752579450607,low_snr_20pct,-0.0004960005769346,0.1395492014206282,-0.1400452019975628,-0.0024184444475939,0.1376267575499689,0.073840245604515,0.2138854414224624,0.2097785472869873,0.0708022266626358,0.2108474224805832,0.2242047637701034,0.0869236066937446,0.2269688099622726
429,3708,3723,False,39.72540410055723,-1,2.789534119074233e-05,2.789534119074233e-05,1.0,0.0,1.1568651798439888e-12,1.1568651798439888e-12,-0.1522777080535888,low_snr_20pct,0.0079022041460288,-0.0887630186095344,0.0966652159792996,0.0111179427074231,-0.0855472732718765,-0.1811640262603759,-0.2778292596340179,-0.1375835388898849,-0.1735666692256927,-0.2702319025993347,-0.1318829655647277,-0.1933485716581344,-0.2900137901306152
430,3723,3749,False,37.87418336711582,-1,2.5884653950924985e-05,2.5884653950924985e-05,1.0,0.0,6.600406309231715e-13,6.600406309231715e-13,0.3924391567707062,low_snr_20pct,0.0028784362775122,-0.1006265775271294,0.1035050070283781,0.0054621787812464,-0.0980428282471316,-0.1651497185230255,-0.2686547338962555,0.4039960503578186,-0.156522586941719,-0.2600275874137878,0.4126840829849243,-0.1827635169029235,-0.2862685024738312
431,3723,8706,False,26.78885116419528,-1,2.578002204245422e-05,2.578002204245422e-05,1.0,0.0,6.118295523206927e-13,6.118295523206927e-13,0.418120265007019,low_snr_20pct,0.0055370895280686,0.0115670268705631,-0.0060299373424944,0.0062186423070991,0.0122485796495935,-0.0374641939997673,-0.0314342565834522,0.4271249771118164,-0.0379997938871383,-0.0319698601961135,0.4351574778556824,-0.0333124846220016,-0.0272825472056865
432,3749,6116,False,42.594581554021495,-1,2.8323105652816597e-05,2.8323105652816597e-05,1.0,0.0,1.1845095799935825e-12,1.1845095799935825e-12,-0.1749454140663147,low_snr_20pct,0.0086510786801905,-0.0665987659240045,0.075249844604195,0.0117282316399857,-0.0635216129642093,-0.205178290605545,-0.2804281413555145,-0.1624614149332046,-0.1997610032558441,-0.2750108242034912,-0.1593575328588485,-0.2192730456590652,-0.2945228815078735
433,3765,3776,False,78.71219229725443,-1,3.588559775380418e-05,3.588559775380418e-05,1.0,0.0,1.096677050305953e-12,1.096677050305953e-12,-0.1199203580617904,low_snr_20pct,-0.0112319118375091,-0.0340731818641534,0.0228412683325783,-0.0115844291624644,-0.0344256974950428,0.0193249937146902,-0.0035162759013473,-0.121594525873661,0.0191353596746921,-0.0037059080787003,-0.0511120185256004,0.0150995701551437,-0.00774169806391
434,3765,3967,False,71.67540623522068,-1,3.3565393096068874e-05,3.3565393096068874e-05,1.0,0.0,1.0896007021805724e-12,1.0896007021805724e-12,-0.1100581586360931,low_snr_20pct,0.0129107108101764,0.0303450374975811,-0.0174343266874047,0.0127073780100891,0.0301417046974939,-0.0186110213398933,-0.001176694757305,-0.1079865917563438,-0.0186513662338256,-0.0012170389527454,-0.0545759871602058,-0.0140065941959619,0.0034277322702109
435,3765,3829,False,,-1,4.505000106291845e-05,4.505000106291845e-05,1.0,0.0,1.5703768198390874e-11,1.5703768198390874e-11,-0.4967281222343445,low_snr_20pct,-0.001824135426856,-0.001824135426856,0.0,-0.0012782204688891,-0.0012782204688891,-0.0010329150827601,-0.0010329150827601,-0.4967890679836273,-0.000818804546725,-0.000818804546725,-0.4851634800434112,-0.0018037541303783,-0.0018037541303783
436,3774,3776,False,,-1,4.41999982285779e-05,4.41999982285779e-05,1.0,0.0,1.592116905903382e-11,1.592116905903382e-11,-0.4968214929103851,low_snr_20pct,0.0060839047761793,0.0060839047761793,0.0,0.0064782909397174,0.0064782909397174,-0.0100559275597333,-0.0100559275597333,-0.4968790113925934,-0.0100092496722936,-0.0100092496722936,-0.4850708544254303,-0.0070981988683342,-0.0070981988683342
437,3774,3831,False,53.1042284700269,-1,1.8118756997864693e-05,1.8118756997864693e-05,1.0,0.0,7.871835144740749e-14,7.871835144740749e-14,0.4960983395576477,low_snr_20pct,0.0007981398761981,0.0038092475595135,-0.0030111074715571,0.0008341147418966,0.0038452222134537,-0.002713156864047,0.0002979508135467,0.4962571263313293,-0.0026836509350687,0.0003274565970059,0.4950185120105743,-0.0020353768486529,0.0009757307125255
