edge_id,source_node,target_node,selected_for_radius_correction,snr,tile_id,original_radius_m,corrected_radius_m,radius_ratio,radius_percent_change,original_poiseuille_conductance,corrected_poiseuille_conductance,original_delta,selection_strategy,p_original_flow_nl_s,p_original_flow_residual_nl_s,observed_flow_nl_s,p_corrected_flow_nl_s,p_corrected_flow_residual_nl_s,g_original_flow_nl_s,g_original_flow_residual_nl_s,fixed_weight_delta,g_fixed_flow_nl_s,g_fixed_flow_residual_nl_s,retrained_delta,g_retrained_flow_nl_s,g_retrained_flow_residual_nl_s
10,100,163,True,4.098512169275709,-1,2.3603863155585717e-05,2.655601127850233e-05,1.1250705489799455,12.507054897994577,4.474741767406278e-13,7.169469191718108e-13,0.4713829755783081,low_snr_20pct,-0.0004152266945212,-0.0063064280870684,0.0058912013925472,-0.0014030017627886,-0.0072942031553358,0.0163640733808279,0.0104728722944855,0.3536687195301056,0.0127020301297307,0.006810828577727,0.3714496493339538,0.0422454699873924,0.0363542661070823
11,106,435,False,12.214360126457658,-1,4.057723344885744e-05,4.057723344885744e-05,1.0,0.0,1.6360484043455869e-12,1.6360484043455869e-12,-0.3496680855751037,low_snr_20pct,0.0078842800818319,0.1235354752995572,-0.1156511816651981,0.0029553278108816,0.1186065094760797,0.2001871913671493,0.3158383965492248,-0.3553560376167297,0.2051867395639419,0.320837914943695,-0.2989599704742431,0.2561757862567901,0.3718269765377044
12,106,113,False,9.384467556656366,-1,5.256796430330724e-05,5.256796430330724e-05,1.0,0.0,7.228499325817933e-12,7.228499325817933e-12,-0.4911124110221863,low_snr_20pct,-0.0054044179105072,-0.1064097358438479,0.1010053314858677,-0.0002063490314728,-0.1012116805173406,-0.0939590409398078,-0.1949643492698669,-0.4915065765380859,-0.1011490523815155,-0.2021543830633163,-0.4759138226509094,-0.1359801143407821,-0.236985445022583
13,106,467,False,,-1,3.490896415314637e-05,3.490896415314637e-05,1.0,0.0,1.942104492515816e-12,1.942104492515816e-12,-0.4380370378494262,low_snr_20pct,-0.001948590824829,-0.0069291869063316,0.0049805960815026,-0.0021688376023235,-0.0071494336838261,-0.0305776819586753,-0.0355582796037197,-0.439985990524292,-0.0295700188726186,-0.0345506146550178,-0.4158961176872253,-0.0311394780874252,-0.0361200720071792
14,113,162,False,,-1,4.24999998358544e-05,4.24999998358544e-05,1.0,0.0,6.955375583158748e-12,6.955375583158748e-12,-0.437235951423645,low_snr_20pct,-0.002070738269779,-0.002070738269779,0.0,-0.0006857526330807,-0.0006857526330807,-0.051108531653881,-0.051108531653881,-0.4396826326847076,-0.0392006412148475,-0.0392006412148475,-0.296269416809082,-0.0886324644088745,-0.0886324644088745
15,162,163,True,2.8685548622991583,-1,2.5992008886532855e-05,2.355555077528037e-05,0.9062612619944556,-9.373873800554431,7.538489186642419e-13,5.085082254960189e-13,-0.39371058344841,low_snr_20pct,-0.0015495670500255,0.0106244715826272,-0.0121740386326528,-0.0001153450292297,0.0120586936034231,-0.0886630415916442,-0.076489008963108,-0.2136144340038299,-0.0791626274585723,-0.0669885873794555,0.4654002487659454,-0.1138217523694038,-0.101647712290287
16,163,206,False,,-1,2.3153012080001645e-05,2.3153012080001645e-05,1.0,0.0,5.930605350706701e-13,5.930605350706701e-13,0.0352921187877655,low_snr_20pct,-0.0014597285121783,0.0128600817450949,-0.0143198085632073,-0.0009716691867615,0.0133481393764457,-0.0742711499333381,-0.0599513389170169,0.0479404628276824,-0.0628355890512466,-0.0485157780349254,0.2868543863296509,-0.0767240300774574,-0.0624042153358459
17,178,347,True,0.065808741801483,-1,2.037307785940357e-05,2.3047715419091523e-05,1.131282940071494,13.128294007149387,2.1188022968856226e-13,3.470366855272448e-13,0.4934093356132507,low_snr_20pct,-0.0006307047029924,-0.0007510083160349,0.0001203036130424,-0.0008390069395021,-0.0009593105525446,-0.055327970534563,-0.0554482750594615,0.4859383702278137,-0.0710854679346084,-0.0712057799100875,0.487228512763977,-0.0642432942986488,-0.0643635988235473
18,178,311,False,,-1,3.4547450923128054e-05,3.4547450923128054e-05,1.0,0.0,2.4488964156404854e-12,2.4488964156404854e-12,-0.4726128280162811,low_snr_20pct,0.0016558507325438,-0.0125242566866728,0.0141801074192166,0.0037585054155336,-0.010421602003683,-0.0228865463286638,-0.0370666570961475,-0.4736644029617309,-0.0032063315156847,-0.0173864383250474,-0.4539837539196014,-0.0417705327272415,-0.0559506379067897
19,206,207,False,,-1,2.8050000764778812e-05,2.8050000764778812e-05,1.0,0.0,3.748377997772528e-12,3.748377997772528e-12,-0.4937911331653595,low_snr_20pct,-0.0009627171073002,-0.0009627171073002,0.0,-0.0004313053386238,-0.0004313053386238,-0.0786251500248909,-0.0786251500248909,-0.4938378632068634,-0.0653277188539505,-0.0653277188539505,-0.230600818991661,-0.0857334211468696,-0.0857334211468696
20,207,326,False,34.25404465969931,-1,2.892087104555685e-05,2.892087104555685e-05,1.0,0.0,1.5166403111564778e-12,1.5166403111564778e-12,-0.3854711651802063,low_snr_20pct,4.323644606801604e-05,-0.0105580644444079,0.010601300043443,0.0006851360989742,-0.0099161639444688,-0.0477913618087768,-0.0583926625549793,-0.3832395672798157,-0.0388647802174091,-0.0494660809636116,-0.3504356145858764,-0.0564144290983676,-0.0670157298445701
21,207,669,False,10.22859526959075,-1,1.806785076041706e-05,1.806785076041706e-05,1.0,0.0,1.0530212667799909e-13,1.0530212667799909e-13,0.4959906935691833,low_snr_20pct,-0.0005102165426466,-0.000594845139654,8.462859700739405e-05,-0.0005770765589425,-0.0006617051559499,-0.0128616783767938,-0.0129463076591491,0.4961668848991394,-0.013148252852261,-0.0132328812032938,0.4950634241104126,-0.0181277766823768,-0.0182124059647321
22,238,246,True,1.5872488008812335,-1,4.188739330857061e-05,3.7056807068884426e-05,0.8846768476591311,-11.532315234086887,4.567235370979592e-12,2.7976413635563627e-12,-0.4901313781738281,low_snr_20pct,-0.0011334012341938,-0.0217955841363363,0.0206621829021425,-0.0037321110218642,-0.0243942939240067,-0.1585760116577148,-0.1792382001876831,-0.4791695475578308,-0.1049629896879196,-0.1256251782178878,-0.4606194496154785,-0.1006798520684242,-0.1213420331478118
23,238,304,True,4.638783450874943,-1,2.291562122991309e-05,2.5895356390254255e-05,1.1300307388765682,13.003073887656823,2.65044842782064e-13,4.321956457118775e-13,0.4889793395996094,low_snr_20pct,-7.168746220312033e-05,0.0057994557666366,-0.0058711432288397,-0.0003021902535893,0.0055689529752504,-0.0667622163891792,-0.060891069471836,0.4681922793388366,-0.1189721971750259,-0.1131010577082634,0.4743032455444336,-0.1274345815181732,-0.1215634271502494
24,238,282,True,1.9619705516324653,-1,5.601793964160606e-05,4.9890300642547565e-05,0.8906129172500423,-10.938708274995768,1.5132167457493248e-11,9.520441695406696e-12,-0.4633815288543701,low_snr_20pct,0.0016893870962662,0.3172852709410015,-0.3155959109497896,0.0045592878227689,0.3201551987725586,-0.1290142387151718,0.1865816414356231,-0.4518567025661468,-0.1257010102272033,0.189894899725914,-0.323931336402893,-0.1251000761985778,0.1904958337545395
25,246,304,True,3.0472425565752417,-1,3.0736318876734003e-05,2.751607429005017e-05,0.8952299851000891,-10.477001489991087,1.832814762035602e-12,1.1772184358132558e-12,-0.4426985085010528,low_snr_20pct,-4.089707341659767e-05,-0.0086029839310697,0.0085620868576531,0.0007473248344451,-0.0078147620232079,-0.1151203662157058,-0.1236824467778205,-0.1895466893911361,-0.1088645309209823,-0.1174266189336776,-0.1477932035923004,-0.1284084469079971,-0.1369705349206924
26,282,984,False,,-1,3.5589760955190286e-05,3.5589760955190286e-05,1.0,0.0,2.4011460697265013e-12,2.4011460697265013e-12,-0.4859796464443207,low_snr_20pct,0.002171907884999,0.1133142179754817,-0.111142303314219,0.0050814506004663,0.1162237539146854,-0.2263723313808441,-0.1152300238609314,-0.4862630069255829,-0.2337708175182342,-0.1226285248994827,0.0420122407376766,-0.2409216463565826,-0.1297793537378311
