edge_id,graph_source_node,graph_target_node,source_node,target_node,source_index,target_index,snr,tile_id,original_radius_m,length_m,original_poiseuille_conductance,selection_strategy,selected_for_radius_correction
4947,45166,45237,45166,45237,3336,3340,42.33213195221012,-1,3.5531393223209307e-05,0.00013579615915659815,1.3169015311942094e-12,targeted_166,True
4948,45166,45184,45166,45184,3336,3338,0.6960301225759623,-1,2.2801383238402195e-05,8.680138125782833e-05,3.4938960662629954e-13,targeted_166,True
4949,45171,45729,45171,45729,3337,3389,30.047701231199753,-1,7.692228246014565e-05,9.712918108562008e-05,4.044368910807389e-11,targeted_166,True
4950,45184,45202,45184,45202,3338,3339,,-1,1.895812056318391e-05,7.61818591854535e-05,1.90248568376356e-13,targeted_166,True
4951,45184,45239,45184,45239,3338,3341,,-1,2.938681427622214e-05,4.209136386634782e-05,1.9879656507747297e-12,targeted_166,True
4952,45202,45612,45202,45612,3339,3375,0.07235453954272453,-1,1.952684579009656e-05,0.00010487381950952113,1.5554395662967522e-13,targeted_166,True
4953,45202,45492,45202,45492,3339,3361,0.514619974019477,-1,3.055787965422496e-05,5.507852620212361e-05,1.7762430647535763e-12,targeted_166,True
4954,45237,45239,45237,45239,3340,3341,,-1,3.177489270456135e-05,0.00010405867942608893,1.0991321268343085e-12,targeted_166,True
4955,45239,45244,45239,45244,3341,3342,,-1,2.1272404410410672e-05,9.299803787143901e-05,2.4704972731411545e-13,targeted_166,True
4956,45244,45248,45244,45248,3342,3343,,-1,4.0410548535874113e-05,4.89202284370549e-05,6.116209423060358e-12,targeted_166,True
4957,45244,45558,45244,45558,3342,3371,0.1776211119836459,-1,2.6565978259895928e-05,8.447494474239647e-05,6.615568591067685e-13,targeted_166,True
4958,45248,45739,45248,45739,3343,3390,,-1,3.950516111217439e-05,8.5423220298253e-05,3.1991253047181987e-12,targeted_166,True
4959,45295,45371,45295,45371,3344,3351,3.105398338443167,-1,4.002418427262455e-05,8.757735486142337e-05,3.287683295485156e-12,targeted_166,True
4960,45295,45314,45295,45314,3344,3345,1.4250337150355261,-1,1.94410440599313e-05,0.00015691471344325691,1.0214250661686604e-13,targeted_166,True
4961,45295,45320,45295,45320,3344,3346,,-1,3.998268221039325e-05,3.061226016143337e-05,9.366646846246153e-12,targeted_166,True
4962,45314,45328,45314,45328,3345,3348,28.161654334138998,-1,3.334560460643843e-05,0.00012169061665190384,1.1399587448503255e-12,targeted_166,True
4963,45314,45321,45314,45321,3345,3347,,-1,3.60796730092261e-05,3.433616802794859e-05,5.53720225724623e-12,targeted_166,True
4964,45321,45402,45321,45402,3347,3353,,-1,3.43180145137012e-05,0.0001678231346886605,9.273178653965576e-13,targeted_166,True
4965,45321,45395,45321,45395,3347,3352,,-1,2.8379046852933243e-05,1.4827870472799987e-05,4.9079968780437705e-12,targeted_166,True
