run_name,script_name,graph_path,config_path,output_dir,solver_kind,dc_solve_mode,arterial_flow_mode,pressure_constraints,pressure_constraint_labels,pressure_constraints_used_in_solve,alpha_pa,viscosity_pa_s,lambda_q,lambda_k,lambda_b,lambda_kirchhoff,lambda_pressure_constraints,lambda_flow_residual,n_nodes,n_edges,n_observed_edges,n_internal_nodes,arterial_node_count,venous_node_count,reference_node_index,gauge_node_index,gauge_node_id,pressure_prescribed_node_ids,solver_success,runtime_seconds,observed_flow_scale_m3_s,observed_flow_scale_nl_s,sign_eps_abs_m3_s,sign_eps_abs_nl_s,sign_eps_relative,arterial_node_ids,venous_node_ids,flow_rmse_nl_s,flow_mae_nl_s,flow_nrmse_median,observed_flow_rmse_m3_s,observed_flow_mae_m3_s,observed_flow_relative_rmse,normalized_rmse,kirchhoff_residual_l2_m3_s,kirchhoff_rms_per_internal_node_nl_s,kirchhoff_mae_per_internal_node_nl_s,kirchhoff_p95_abs_nl_s,kirchhoff_max_abs_nl_s,kirchhoff_rms_normalized_median,pressure_min_pa,pressure_max_pa,pressure_range_pa,pressure_mean_pa,arterial_pressure_mean_pa,venous_pressure_mean_pa,arterial_pressure_spread_pa,venous_pressure_spread_pa,av_drop_1_pa,av_drop_2_pa,mean_av_drop_pa,arterial_equality_residual_pa,venous_equality_residual_pa,boundary_residual_rms_pa,boundary_residual_max_pa,constraint_residual_labels,constraint_residual_values_pa,sign_flipped_predicted_flow_count,sign_flipped_predicted_flow_fraction,sign_evaluable_edge_count,sign_flipped_source_minus_target_count,sign_flipped_source_minus_target_fraction,sign_evaluable_source_minus_target_edge_count,sign_flipped_target_minus_source_count,sign_flipped_target_minus_source_fraction,sign_evaluable_target_minus_source_edge_count,solver_vs_recomputed_source_minus_target_max_abs_m3_s,solver_vs_recomputed_target_minus_source_max_abs_m3_s,predicted_flow_l2_over_observed_flow_l2,arterial_dataset_flow_total_m3_s,venous_dataset_flow_total_m3_s,arterial_predicted_flow_total_m3_s,venous_predicted_flow_total_m3_s,arterial_boundary_mismatch_l2_m3_s,venous_boundary_mismatch_l2_m3_s,arterial_dataset_flow_total_nl_s,venous_dataset_flow_total_nl_s,arterial_predicted_flow_total_nl_s,venous_predicted_flow_total_nl_s,arterial_boundary_mismatch_l2_nl_s,venous_boundary_mismatch_l2_nl_s,unknown_pressure_node_count,active_equation_row_count,total_injection_m3_s,net_injection_m3_s,partitioned_system_residual_l2,partitioned_system_residual_max,partitioned_solver_used_lstsq,reduced_constraint_count,reduced_constraint_residual_l2,reduced_constraint_residual_max,partitioned_constraint_residual_l2,laplacian_scale_used,flow_row_scale_used,flow_residual_in_solver_l2,flow_residual_in_solver_rmse,flow_residual_edge_count,kirchhoff_objective_l2,pressure_constraint_objective_l2,gauge_row_excluded_from_lstsq,gauge_eliminated_directly,constrained_vs_partitioned_pressure_max_abs,constrained_vs_partitioned_flow_max_abs,formulation_warning,equal_a_pressure_spread_pa,equal_v_pressure_spread_pa,equal_av_pressure_drop_residual_pa,mean_a_minus_v_alpha_residual_pa,gauge_pressure_abs_pa,hard_boundary_constraint_residual_l2,hard_boundary_constraint_residual_max,constrained_equation_residual_l2,constrained_equation_residual_max,pressure_solver_final_relative_residual
default_partitioned,poiseuille_only_baseline.py,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn_clean/datasets/emb1_mosaic_graph_analyzed.gpickle,,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/Somites21_demo/PerTileFlow/gnn_clean/outputs/dc/00_ideal_models/poiseuille_only_baseline/default_partitioned,constrained_dc_equal_A_equal_V,hard_equal_a_equal_v_flow_balance,dataset,equal-a-equal-v,hard_flow_inlet_match|hard_total_inlet_equals_total_outlet|equal-a-equal-v,hard_equal_a_equal_v,nan,0.0035,1.0,1.0,1.0,1.0,1.0,1.0,4384,6439,5407,4380,2,2,0,535,7135,7135,True,12.774967041914351,2.8704032287987444e-14,0.028704032287987444,2.8704032287987445e-20,2.8704032287987444e-08,1e-06,14277|14352,7135|12346,0.5214764784479211,0.09262452965635798,18.167359666263945,5.214764784479211e-13,9.262452965635798e-14,0.986639090261923,0.986639090261923,4.149530764174526e-14,0.000626991904625935,0.0005120392396384747,0.0012032088457368556,0.002621012376929845,0.021843338884771576,-0.07841382920742035,1.8209502696990967,1.899364098906517,0.5713346521849124,1.8209502696990967,0.0,0.0,0.0,1.8209502696990967,1.8209502696990967,1.8209502696990967,0.0,0.0,0.0,0.0,equal_a:14277=14352|equal_v:7135=12346,0|0,1326,0.2452376548918069,5407,1326,0.2452376548918069,5407,4081,0.7547623451081931,5407,7.58420464166156e-18,2.277094712823036e-12,0.12017815713066504,2.3017338902919793e-12,2.5210744949988317e-12,2.3001942396684254e-12,9.882725402463911e-13,3.184912008157991e-15,1.4296741686465036e-12,2.3017338902919793,2.5210744949988317,2.3001942396684254,0.9882725402463911,0.0031849120081579906,1.4296741686465035,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,nan,nan,,0.0,0.0,0.0,nan,0.0,4.1617354500740264e-14,2.8862376627147163e-15,nan,nan,0.025569355115294456
