epoch,train_loss,val_loss
1,0.8737220655788075,0.39910101890563965
2,0.3627528873356906,0.28513574600219727
3,0.28606625578620215,0.258888304233551
4,0.263647659258409,0.24059933423995972
5,0.2458801052787087,0.22444336116313934
6,0.23107300698757172,0.21102549135684967
7,0.2185458175160668,0.1993214339017868
8,0.207487014206973,0.18885298073291779
9,0.19752982665191998,0.17903023958206177
10,0.18816607648676092,0.1697864532470703
11,0.17934173616496,0.1610298454761505
12,0.17085740647532724,0.15281988680362701
13,0.16294748810204593,0.14519819617271423
14,0.15543576262213968,0.13810890913009644
15,0.14864049580964175,0.13146251440048218
16,0.14274096895347943,0.12514406442642212
17,0.13620870492675088,0.1188652291893959
18,0.13070916452191092,0.11326698213815689
19,0.12550178305669266,0.10804444551467896
20,0.12049855427308516,0.1031431183218956
21,0.1155732815915888,0.09891906380653381
22,0.11110380495136435,0.09616604447364807
23,0.10756855458021164,0.09061889350414276
24,0.10411075434901497,0.08624689280986786
25,0.10036188567226584,0.08279630541801453
26,0.09715721959417517,0.07948198914527893
27,0.09392047944394025,0.07638414204120636
28,0.09118412299589677,0.07330659031867981
29,0.08810379152948206,0.07104703783988953
30,0.0852903581478379,0.06874345242977142
31,0.08253890005024997,0.06654587388038635
32,0.07962093570015648,0.06374822556972504
33,0.07749245925383134,0.06171019747853279
34,0.07653449069369923,0.05869162082672119
35,0.07392393594438379,0.05845068395137787
36,0.07127283310348337,0.05647975578904152
37,0.06940140575170517,0.05413546413183212
38,0.06744021786884828,0.052191369235515594
39,0.06578244743022052,0.05087023973464966
40,0.06410156122662804,0.049370791763067245
41,0.06243779950521209,0.04739406704902649
42,0.060858580537817696,0.04574750363826752
43,0.05991152064366774,0.04415928199887276
44,0.05928199365735054,0.044151633977890015
45,0.05681005797602914,0.04216870293021202
46,0.055456101555715905,0.040566183626651764
47,0.054548587650060654,0.039461471140384674
48,0.053467189385132355,0.038367629051208496
49,0.05207165093584494,0.03752843290567398
50,0.05099946463649923,0.03770527243614197
