D_hat,D_hi_dchi1,D_hi_dchi384,D_lo_dchi1,D_lo_dchi384,ablation,boundary_mode,chi2_min,chi2_red,dc_resid_std,dof,h1_resid_rms,h2_resid_rms,harmonics,max_delta_chi2,n_dc,n_h1,n_h2,n_obs,n_params,observation_source,profile_flat,tile_id,width_decades_dchi1,width_decades_dchi384
0.00134712882579763,0.003000000000000001,0.003000000000000001,1e-06,1e-06,mosaic_flow_free_boundary,free,0.0019657000428384,1.1770658939152095e-06,2.0465437257806936e-14,1670,0.002321661070067299,0.000158245091227502,H1+H2,0.04810570268285775,363,363,363,1815,145,mosaic_flow,True,18,3.4771212547196626,3.4771212547196626
0.00134712882579763,0.003000000000000001,0.003000000000000001,1e-06,1e-06,mosaic_flow_fixed_mosaic_pressure,fixed_mosaic_pressure,0.0037856704625294003,2.08691866732602e-06,2.0082027088379056e-14,1814,0.003223194207738169,0.00019965807921394806,H1+H2,0.5260242887206981,363,363,363,1815,1,mosaic_flow,True,18,3.4771212547196626,3.4771212547196626
0.0017591917151838243,0.0022972973567980865,0.0022972973567980865,0.0017591917151838243,0.0017591917151838243,measured_free_boundary,free,40724.66404393405,35.47444603130143,0.7889861183700907,1148,13.066236312412318,0.9163636660390294,H1+H2,95.81878625522222,302,236,292,1358,210,measured,False,19,0.11590404182398877,0.11590404182398877
1e-06,1.4422495703074076e-05,5.477225575051662e-05,1e-06,1e-06,measured_fixed_mosaic_pressure,fixed_mosaic_pressure,116134.07257409945,85.5814831054528,1.440218328379754,1357,22.08675806928334,1.1285345416695705,H1+H2,309.50365150431753,302,236,292,1358,1,measured,False,19,1.1590404182398872,1.7385606273598313
0.00134712882579763,0.003000000000000001,0.003000000000000001,1e-06,1e-06,mosaic_flow_free_boundary,free,0.0135696907787998,8.42837936571416e-06,1.0473386717677316e-13,1610,0.0060872967850691085,0.00047348508098494656,H1+H2,0.11837097528169041,364,364,364,1820,210,mosaic_flow,True,19,3.4771212547196626,3.4771212547196626
0.00134712882579763,0.0022972973567980865,0.003000000000000001,0.0003547226499133238,1e-06,mosaic_flow_fixed_mosaic_pressure,fixed_mosaic_pressure,0.02359366533917781,1.2970679130938873e-05,1.1073331422430795e-13,1819,0.008029406657874225,0.0005885496098913328,H1+H2,2.6886423131234296,364,364,364,1820,1,mosaic_flow,False,19,0.8113282927679215,3.4771212547196626
0.003000000000000001,0.003000000000000001,0.003000000000000001,0.003000000000000001,0.003000000000000001,measured_free_boundary,free,258717.73781008035,305.45187462819405,1.500730472256441,847,38.72169055844564,1.2624838942415297,H1+H2,1955.385563951917,221,172,206,977,130,measured,False,20,0.0,0.0
1e-06,3.7976961046237105e-06,1.1044253752367952e-05,1e-06,1e-06,measured_fixed_mosaic_pressure,fixed_mosaic_pressure,356575.6275277339,365.3438806636618,1.7242646469832188,976,45.460950111416736,1.4650473254822318,H1+H2,1004.5839540577726,221,172,206,977,1,measured,False,20,0.5795202091199441,1.043136376415899
0.00134712882579763,0.0022972973567980865,0.003000000000000001,0.00012197554094669347,1e-06,mosaic_flow_free_boundary,free,0.10262725078683028,8.69722464295172e-05,2.518615514517664e-13,1180,0.019706638790569306,0.001831789193630204,H1+H2,1.9508796706372833,262,262,262,1310,130,mosaic_flow,False,20,1.2749444600638764,3.4771212547196626
0.00134712882579763,0.00134712882579763,0.0017591917151838243,0.0010315851635904682,0.0007899526232095012,mosaic_flow_fixed_mosaic_pressure,fixed_mosaic_pressure,0.15458977999640872,0.00011809761649840238,2.612130574611718e-13,1309,0.02417959742760864,0.002320430233674179,H1+H2,24.35766451443455,262,262,262,1310,1,mosaic_flow,False,20,0.1159040418239887,0.34771212547196617
0.003000000000000001,0.003000000000000001,0.003000000000000001,0.003000000000000001,0.003000000000000001,measured_free_boundary,free,271738.35631186515,383.2698960675108,1.7404045679892886,709,42.64016032618687,0.965066722904597,H1+H2,2710.194141031301,213,149,194,899,190,measured,False,21,0.0,0.0
1e-06,2.2269585080133038e-06,6.476319900517853e-06,1e-06,1e-06,measured_fixed_mosaic_pressure,fixed_mosaic_pressure,360970.53827140393,401.9716461819643,1.9845661115198028,898,49.14442782707869,1.1808395787837516,H1+H2,2008.695830004639,213,149,194,899,1,measured,False,21,0.34771212547196667,0.8113282927679215
1e-06,9.340469593695185e-05,0.0003547226499133238,1e-06,1e-06,mosaic_flow_free_boundary,free,736.0833675776269,0.6542963267356683,1.1243192211458486,1125,1.2311432793432016,0.06453980286298931,H1+H2,41.284059617041066,263,263,263,1315,190,mosaic_flow,False,21,1.9703687110078087,2.5498889201277524
1e-06,1.4422495703074076e-05,5.477225575051662e-05,1e-06,1e-06,mosaic_flow_fixed_mosaic_pressure,fixed_mosaic_pressure,1559.1668113648545,1.1865805261528573,1.2753347890010078,1314,2.058589151184339,0.08888761975227072,H1+H2,393.2763137227055,263,263,263,1315,1,mosaic_flow,False,21,1.1590404182398872,1.7385606273598313
