parent_step2_run_name,representative_label,constraint_left,constraint_right,delta_pearson,delta_spearman,delta_rmse,delta_mae,conductance_ratio_pearson,hotspot_jaccard_top5,hotspot_jaccard_top10
q_100__k_0p1__delta_0p1,F1,equal_av,equal_drop,0.7748007265004035,0.8215691021223823,0.27915771822020685,0.16544347815304455,0.7765408263062735,0.38738738738738737,0.44431418522860494
q_100__k_0p1__delta_0p1,F1,equal_av,fixed_drop_10pa,0.3731677846125836,0.5157582671482646,0.5132188361377615,0.39382726886505737,0.3920856331392891,0.23446893787575152,0.2793354101765317
q_100__k_0p1__delta_0p1,F1,equal_av,gauge_only,0.6592033514100384,0.7047438968457302,0.34284706885459415,0.21423351753766318,0.6722310087707201,0.4096109839816934,0.41935483870967744
q_100__k_0p1__delta_0p1,F1,equal_drop,fixed_drop_10pa,0.2938570769576355,0.44031810162316676,0.552392081883745,0.4259729311203562,0.31054587910699083,0.24696356275303644,0.2610030706243603
q_100__k_0p1__delta_0p1,F1,equal_drop,gauge_only,0.7344425617929708,0.8071720175707812,0.3194173888568688,0.20526000301372202,0.7385770861173787,0.38738738738738737,0.35832414553472985
q_100__k_0p1__delta_0p1,F1,fixed_drop_10pa,gauge_only,0.28311555245421954,0.35298180450151523,0.4702647705265794,0.35640887686627304,0.265235619513811,0.22465208747514911,0.24193548387096775
